inscription_id,apprenant_id,parcours_id,date_inscription,statut,progression_pct,csat,jours_depuis_inscription,mois_inscription,est_inscription_weekend,nb_sessions,duree_totale_min,nb_semaines_actives,engagement_score,nb_jours_inactif,at_risk_dropout
INS05563,APP3893,PAR001,2022-09-22,Termine,100.0,4.0,647,9,0,0.0,0.0,0.0,0.0,647.0,0
INS05564,APP3893,PAR005,2022-09-22,Suspendu,5.0,,647,9,0,1.0,140.0,1.0,1.647798723133172,298.0,1
INS05565,APP3894,PAR008,2024-06-30,En cours,4.0,,0,6,1,2.0,39.0,1.0,1.3382563349776542,0.0,0
INS05566,APP3895,PAR002,2022-07-31,Termine,100.0,5.0,700,7,1,0.0,0.0,0.0,0.0,700.0,0
INS05567,APP3896,PAR010,2023-02-16,Abandonne,13.0,,500,2,0,1.0,102.0,1.0,1.404870802404388,428.0,1
INS05568,APP3897,PAR007,2023-05-02,Termine,100.0,3.0,425,5,0,0.0,0.0,0.0,0.0,425.0,0
INS05569,APP3898,PAR001,2024-05-28,Termine,100.0,5.0,33,5,0,0.0,0.0,0.0,0.0,33.0,0
INS05570,APP3898,PAR010,2024-05-28,Abandonne,11.0,,33,5,0,0.0,0.0,0.0,0.0,33.0,1
INS05571,APP3899,PAR005,2022-09-07,En cours,38.0,,662,9,0,9.0,382.0,9.0,9.21727497135981,20.0,0
INS05572,APP3900,PAR001,2022-11-23,Suspendu,7.0,,585,11,0,0.0,0.0,0.0,0.0,585.0,1
INS05573,APP3901,PAR011,2023-02-06,En cours,13.0,,510,2,0,0.0,0.0,0.0,0.0,510.0,1
INS05574,APP3902,PAR011,2022-04-04,Termine,100.0,4.0,818,4,0,0.0,0.0,0.0,0.0,818.0,0
INS05575,APP3902,PAR012,2022-04-04,Abandonne,26.0,,818,4,0,0.0,0.0,0.0,0.0,818.0,1
INS05576,APP3903,PAR010,2024-05-11,Suspendu,0.0,,50,5,1,0.0,0.0,0.0,0.0,50.0,1
INS05577,APP3904,PAR008,2022-07-05,Abandonne,31.0,,726,7,0,0.0,0.0,0.0,0.0,726.0,1
INS05578,APP3904,PAR001,2022-07-05,Abandonne,38.0,,726,7,0,0.0,0.0,0.0,0.0,726.0,1
INS05579,APP3905,PAR006,2022-01-15,En cours,23.0,,897,1,1,0.0,0.0,0.0,0.0,897.0,1
INS05580,APP3905,PAR003,2022-01-15,En cours,72.0,,897,1,1,0.0,0.0,0.0,0.0,897.0,1
INS05581,APP3906,PAR008,2022-04-21,Termine,100.0,4.0,801,4,0,0.0,0.0,0.0,0.0,801.0,0
INS05582,APP3907,PAR012,2022-10-30,Suspendu,10.0,,609,10,1,0.0,0.0,0.0,0.0,609.0,1
INS05583,APP3908,PAR008,2022-08-26,Suspendu,19.0,,674,8,0,0.0,0.0,0.0,0.0,674.0,1
INS05584,APP3908,PAR005,2022-08-26,En cours,83.0,,674,8,0,0.0,0.0,0.0,0.0,674.0,0
INS05585,APP3909,PAR001,2023-02-20,En cours,82.0,,496,2,0,0.0,0.0,0.0,0.0,496.0,0
INS05586,APP3909,PAR003,2023-02-20,Termine,100.0,3.0,496,2,0,28.0,1120.0,22.0,25.738412194028964,17.0,0
INS05587,APP3910,PAR006,2022-08-01,Suspendu,15.0,,699,8,0,0.0,0.0,0.0,0.0,699.0,1
INS05588,APP3911,PAR009,2023-01-06,Abandonne,15.0,,541,1,0,6.0,246.0,5.0,5.672778700740325,81.0,1
INS05589,APP3911,PAR012,2023-01-06,Abandonne,40.0,,541,1,0,0.0,0.0,0.0,0.0,541.0,1
INS05590,APP3912,PAR004,2024-02-18,Termine,100.0,5.0,133,2,1,0.0,0.0,0.0,0.0,133.0,0
INS05591,APP3913,PAR006,2022-03-23,Suspendu,13.0,,830,3,0,0.0,0.0,0.0,0.0,830.0,1
INS05592,APP3914,PAR012,2023-12-01,Termine,100.0,4.0,212,12,0,27.0,1107.0,18.0,23.652504153331467,2.0,0
INS05593,APP3914,PAR009,2023-12-01,Suspendu,0.0,,212,12,0,0.0,0.0,0.0,0.0,212.0,1
INS05594,APP3915,PAR007,2022-08-21,Suspendu,19.0,,679,8,1,0.0,0.0,0.0,0.0,679.0,1
INS05595,APP3916,PAR009,2024-06-30,En cours,10.0,,0,6,1,3.0,55.0,1.0,1.776676229066023,0.0,0
INS05596,APP3917,PAR002,2022-11-28,Termine,100.0,5.0,580,11,0,0.0,0.0,0.0,0.0,580.0,0
INS05597,APP3918,PAR003,2022-03-01,Abandonne,38.0,,852,3,0,0.0,0.0,0.0,0.0,852.0,1
INS05598,APP3918,PAR011,2022-03-01,En cours,14.0,,852,3,0,0.0,0.0,0.0,0.0,852.0,1
INS05599,APP3919,PAR003,2023-12-13,En cours,42.0,,200,12,0,0.0,0.0,0.0,0.0,200.0,1
INS05600,APP3920,PAR006,2023-01-21,Abandonne,26.0,,526,1,1,0.0,0.0,0.0,0.0,526.0,1
INS05601,APP3921,PAR011,2023-10-14,Suspendu,12.0,,260,10,1,0.0,0.0,0.0,0.0,260.0,1
INS05602,APP3921,PAR010,2023-10-14,Abandonne,40.0,,260,10,1,0.0,0.0,0.0,0.0,260.0,1
INS05603,APP3922,PAR006,2022-02-13,Termine,100.0,4.0,868,2,1,66.0,2963.0,34.0,55.29352559307246,3.0,0
INS05604,APP3922,PAR008,2022-02-13,En cours,75.0,,868,2,1,29.0,1248.0,23.0,27.30949683693199,38.0,1
INS05605,APP3922,PAR003,2022-02-13,Suspendu,21.0,,868,2,1,0.0,0.0,0.0,0.0,868.0,1
INS05606,APP3923,PAR005,2022-01-30,Suspendu,18.0,,882,1,1,0.0,0.0,0.0,0.0,882.0,1
INS05607,APP3924,PAR011,2022-02-26,Suspendu,12.0,,855,2,1,0.0,0.0,0.0,0.0,855.0,1
INS05608,APP3925,PAR005,2022-05-08,Suspendu,24.0,,784,5,1,0.0,0.0,0.0,0.0,784.0,1
INS05609,APP3926,PAR007,2023-01-12,Abandonne,11.0,,535,1,0,3.0,72.0,3.0,2.7186878427253913,149.0,1
INS05610,APP3927,PAR002,2022-05-14,En cours,70.0,,778,5,1,0.0,0.0,0.0,0.0,778.0,1
INS05611,APP3927,PAR011,2022-05-14,Termine,100.0,4.0,778,5,1,0.0,0.0,0.0,0.0,778.0,0
INS05612,APP3928,PAR008,2023-07-24,En cours,65.0,,342,7,0,0.0,0.0,0.0,0.0,342.0,1
INS05613,APP3929,PAR007,2022-02-08,Abandonne,30.0,,873,2,0,23.0,920.0,18.0,21.11250525461903,158.0,1
INS05614,APP3929,PAR008,2022-02-08,Suspendu,26.0,,873,2,0,11.0,353.0,11.0,10.537484851699991,15.0,0
INS05615,APP3930,PAR010,2022-02-19,Termine,100.0,4.0,862,2,1,0.0,0.0,0.0,0.0,862.0,0
INS05616,APP3930,PAR011,2022-02-19,En cours,89.0,,862,2,1,0.0,0.0,0.0,0.0,862.0,0
INS05617,APP3931,PAR003,2024-06-30,En cours,2.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05618,APP3931,PAR010,2024-06-30,En cours,13.0,,0,6,1,2.0,27.0,1.0,1.261542254747512,0.0,0
INS05619,APP3932,PAR012,2024-03-12,En cours,71.0,,110,3,0,0.0,0.0,0.0,0.0,110.0,1
INS05620,APP3933,PAR009,2022-06-14,Abandonne,39.0,,747,6,0,12.0,430.0,12.0,11.782534653624916,9.0,1
INS05621,APP3934,PAR011,2022-03-02,Termine,100.0,3.0,851,3,0,0.0,0.0,0.0,0.0,851.0,0
INS05622,APP3935,PAR009,2022-12-26,Termine,100.0,4.0,552,12,0,50.0,2678.0,34.0,48.09341492710237,2.0,0
INS05623,APP3936,PAR005,2022-02-13,Termine,100.0,3.0,868,2,1,26.0,978.0,18.0,22.491693337075922,77.0,0
INS05624,APP3937,PAR003,2022-01-24,Termine,100.0,4.0,888,1,0,0.0,0.0,0.0,0.0,888.0,0
INS05625,APP3937,PAR006,2022-01-24,Suspendu,15.0,,888,1,0,0.0,0.0,0.0,0.0,888.0,1
INS05626,APP3938,PAR010,2022-09-02,Suspendu,3.0,,667,9,0,0.0,0.0,0.0,0.0,667.0,1
INS05627,APP3938,PAR012,2022-09-02,Termine,100.0,5.0,667,9,0,45.0,1920.0,28.0,39.066969923657496,1.0,0
INS05628,APP3939,PAR006,2023-03-27,Abandonne,39.0,,461,3,0,31.0,992.0,23.0,26.34519869958532,11.0,1
INS05629,APP3940,PAR010,2022-04-18,Abandonne,38.0,,804,4,0,5.0,199.0,5.0,5.036180766057422,18.0,1
INS05630,APP3941,PAR010,2022-06-12,En cours,53.0,,749,6,1,0.0,0.0,0.0,0.0,749.0,1
INS05631,APP3942,PAR007,2024-06-30,En cours,10.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05632,APP3942,PAR002,2024-06-30,En cours,2.0,,0,6,1,2.0,126.0,1.0,1.8944334166461856,0.0,0
INS05633,APP3943,PAR001,2023-05-03,Termine,100.0,4.0,424,5,0,0.0,0.0,0.0,0.0,424.0,0
INS05634,APP3944,PAR001,2024-06-30,En cours,8.0,,0,6,1,1.0,47.0,1.0,1.0532646013495697,0.0,0
INS05635,APP3944,PAR003,2024-06-30,En cours,0.0,,0,6,1,1.0,72.0,1.0,1.2130856018290326,0.0,0
INS05636,APP3945,PAR004,2023-05-30,Termine,100.0,4.0,397,5,0,20.0,932.0,13.0,18.0974826401713,1.0,0
INS05637,APP3945,PAR002,2023-05-30,Termine,100.0,5.0,397,5,0,38.0,1794.0,27.0,35.491864238103744,1.0,0
INS05638,APP3946,PAR011,2022-11-15,Termine,100.0,5.0,593,11,0,0.0,0.0,0.0,0.0,593.0,0
INS05639,APP3947,PAR002,2022-03-30,Suspendu,13.0,,823,3,0,7.0,166.0,7.0,6.33081928632089,128.0,1
INS05640,APP3948,PAR008,2022-01-10,Abandonne,21.0,,902,1,0,0.0,0.0,0.0,0.0,902.0,1
INS05641,APP3949,PAR011,2022-09-28,Abandonne,27.0,,641,9,0,6.0,243.0,6.0,6.0702668473494565,41.0,1
INS05642,APP3949,PAR008,2022-09-28,En cours,11.0,,641,9,0,1.0,10.0,1.0,0.8167295206399645,163.0,1
INS05643,APP3950,PAR006,2024-06-30,En cours,0.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05644,APP3950,PAR004,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05645,APP3950,PAR011,2024-06-30,En cours,2.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05646,APP3951,PAR002,2022-03-22,Abandonne,9.0,,831,3,0,0.0,0.0,0.0,0.0,831.0,1
INS05647,APP3951,PAR003,2022-03-22,Termine,100.0,5.0,831,3,0,35.0,1280.0,23.0,29.530874440234783,11.0,0
INS05648,APP3952,PAR012,2022-03-12,Termine,100.0,5.0,841,3,1,17.0,534.0,15.0,15.378062284527044,58.0,0
INS05649,APP3953,PAR007,2023-08-07,Suspendu,28.0,,328,8,0,0.0,0.0,0.0,0.0,328.0,1
INS05650,APP3953,PAR012,2023-08-07,Suspendu,12.0,,328,8,0,0.0,0.0,0.0,0.0,328.0,1
INS05651,APP3954,PAR002,2022-02-10,Termine,100.0,5.0,871,2,0,43.0,1671.0,26.0,35.96955051798569,38.0,0
INS05652,APP3954,PAR001,2022-02-10,Termine,100.0,5.0,871,2,0,0.0,0.0,0.0,0.0,871.0,0
INS05653,APP3955,PAR010,2022-04-01,Suspendu,11.0,,821,4,0,0.0,0.0,0.0,0.0,821.0,1
INS05654,APP3956,PAR005,2024-02-24,Abandonne,15.0,,127,2,1,0.0,0.0,0.0,0.0,127.0,1
INS05655,APP3957,PAR002,2022-03-27,En cours,89.0,,826,3,1,0.0,0.0,0.0,0.0,826.0,0
INS05656,APP3958,PAR001,2023-12-17,Abandonne,27.0,,196,12,1,16.0,525.0,14.0,14.56772560390626,6.0,1
INS05657,APP3958,PAR002,2023-12-17,Termine,100.0,5.0,196,12,1,0.0,0.0,0.0,0.0,196.0,0
INS05658,APP3959,PAR008,2023-03-31,Suspendu,4.0,,457,3,0,1.0,12.0,1.0,0.8295152006783216,13.0,0
INS05659,APP3959,PAR006,2023-03-31,Termine,100.0,5.0,457,3,0,59.0,2862.0,36.0,53.12824090799817,3.0,0
INS05660,APP3960,PAR010,2024-06-30,En cours,8.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05661,APP3960,PAR011,2024-06-30,En cours,11.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05662,APP3961,PAR001,2023-03-29,Termine,100.0,4.0,459,3,0,0.0,0.0,0.0,0.0,459.0,0
INS05663,APP3961,PAR003,2023-03-29,Abandonne,5.0,,459,3,0,1.0,38.0,1.0,0.9957290411769629,276.0,1
INS05664,APP3962,PAR006,2022-02-13,Abandonne,13.0,,868,2,1,10.0,301.0,9.0,9.035589383587862,11.0,1
INS05665,APP3963,PAR002,2024-06-30,En cours,9.0,,0,6,1,5.0,240.0,1.0,3.6316205401770745,0.0,0
INS05666,APP3964,PAR012,2022-02-15,Termine,100.0,3.0,866,2,0,28.0,986.0,24.0,25.715104964792378,32.0,0
INS05667,APP3965,PAR008,2022-08-12,En cours,51.0,,688,8,0,16.0,988.0,16.0,18.360943866119246,40.0,1
INS05668,APP3965,PAR007,2022-08-12,Abandonne,8.0,,688,8,0,2.0,36.0,2.0,1.7357444815867853,81.0,1
INS05669,APP3965,PAR003,2022-08-12,Suspendu,22.0,,688,8,0,8.0,263.0,8.0,7.703725888629386,137.0,1
INS05670,APP3966,PAR011,2023-06-03,Suspendu,12.0,,393,6,1,0.0,0.0,0.0,0.0,393.0,1
INS05671,APP3967,PAR010,2022-06-26,Suspendu,21.0,,735,6,1,0.0,0.0,0.0,0.0,735.0,1
INS05672,APP3968,PAR009,2022-04-19,Termine,100.0,4.0,803,4,0,0.0,0.0,0.0,0.0,803.0,0
INS05673,APP3969,PAR004,2023-03-13,En cours,63.0,,475,3,0,21.0,1191.0,17.0,21.756029325586717,2.0,0
INS05674,APP3970,PAR004,2022-03-02,Termine,100.0,4.0,851,3,0,57.0,2460.0,31.0,47.802716979392045,1.0,0
INS05675,APP3971,PAR005,2022-02-01,Suspendu,4.0,,880,2,0,0.0,0.0,0.0,0.0,880.0,1
INS05676,APP3971,PAR008,2022-02-01,En cours,29.0,,880,2,0,0.0,0.0,0.0,0.0,880.0,1
INS05677,APP3972,PAR008,2022-07-29,En cours,73.0,,702,7,0,0.0,0.0,0.0,0.0,702.0,1
INS05678,APP3973,PAR011,2024-06-30,En cours,5.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05679,APP3974,PAR005,2023-03-11,Termine,100.0,3.0,477,3,1,30.0,1588.0,26.0,31.069196897234203,6.0,0
INS05680,APP3975,PAR004,2022-03-23,Termine,100.0,5.0,830,3,0,24.0,789.0,20.0,21.444510999221492,23.0,0
INS05681,APP3976,PAR004,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05682,APP3976,PAR003,2024-06-30,En cours,12.0,,0,6,1,1.0,61.0,1.0,1.1427643616180692,0.0,0
INS05683,APP3977,PAR007,2022-02-08,En cours,37.0,,873,2,0,14.0,535.0,12.0,13.126051763201685,95.0,1
INS05684,APP3978,PAR009,2024-06-30,En cours,3.0,,0,6,1,2.0,87.0,1.0,1.6451126558982232,0.0,0
INS05685,APP3978,PAR004,2024-06-30,En cours,0.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05686,APP3979,PAR002,2023-01-24,Abandonne,20.0,,523,1,0,0.0,0.0,0.0,0.0,523.0,1
INS05687,APP3979,PAR010,2023-01-24,Suspendu,19.0,,523,1,0,3.0,68.0,3.0,2.6931164826486773,192.0,1
INS05688,APP3980,PAR001,2022-02-03,Termine,100.0,5.0,878,2,0,45.0,1572.0,31.0,38.09226159698337,1.0,0
INS05689,APP3981,PAR011,2023-07-01,Termine,100.0,4.0,365,7,1,0.0,0.0,0.0,0.0,365.0,0
INS05690,APP3982,PAR011,2022-12-02,En cours,44.0,,576,12,0,0.0,0.0,0.0,0.0,576.0,1
INS05691,APP3982,PAR002,2022-12-02,En cours,88.0,,576,12,0,0.0,0.0,0.0,0.0,576.0,0
INS05692,APP3983,PAR004,2022-11-03,En cours,88.0,,605,11,0,0.0,0.0,0.0,0.0,605.0,0
INS05693,APP3984,PAR001,2022-11-17,Abandonne,14.0,,591,11,0,0.0,0.0,0.0,0.0,591.0,1
INS05694,APP3985,PAR003,2022-09-17,Suspendu,23.0,,652,9,1,0.0,0.0,0.0,0.0,652.0,1
INS05695,APP3986,PAR001,2022-08-04,Suspendu,27.0,,696,8,0,11.0,524.0,11.0,11.630660494979516,40.0,1
INS05696,APP3987,PAR006,2024-06-30,En cours,0.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05697,APP3988,PAR007,2022-06-20,Abandonne,49.0,,741,6,0,0.0,0.0,0.0,0.0,741.0,1
INS05698,APP3988,PAR010,2022-06-20,Termine,100.0,3.0,741,6,0,33.0,1815.0,26.0,33.528774942932266,7.0,0
INS05699,APP3988,PAR009,2022-06-20,Termine,100.0,4.0,741,6,0,0.0,0.0,0.0,0.0,741.0,0
INS05700,APP3989,PAR002,2023-10-05,En cours,59.0,,269,10,0,0.0,0.0,0.0,0.0,269.0,1
INS05701,APP3990,PAR006,2024-05-26,Suspendu,11.0,,35,5,1,0.0,0.0,0.0,0.0,35.0,1
INS05702,APP3991,PAR003,2024-06-30,En cours,12.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05703,APP3991,PAR011,2024-06-30,En cours,11.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05704,APP3991,PAR009,2024-06-30,En cours,12.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05705,APP3992,PAR008,2023-01-03,Termine,100.0,5.0,544,1,0,0.0,0.0,0.0,0.0,544.0,0
INS05706,APP3992,PAR004,2023-01-03,Termine,100.0,5.0,544,1,0,0.0,0.0,0.0,0.0,544.0,0
INS05707,APP3993,PAR004,2022-11-24,Termine,100.0,5.0,584,11,0,0.0,0.0,0.0,0.0,584.0,0
INS05708,APP3993,PAR010,2022-11-24,Abandonne,6.0,,584,11,0,0.0,0.0,0.0,0.0,584.0,1
INS05709,APP3993,PAR008,2022-11-24,Termine,100.0,3.0,584,11,0,0.0,0.0,0.0,0.0,584.0,0
INS05710,APP3994,PAR009,2022-07-29,En cours,40.0,,702,7,0,0.0,0.0,0.0,0.0,702.0,1
INS05711,APP3995,PAR006,2022-03-16,En cours,28.0,,837,3,0,24.0,1426.0,18.0,24.683416758104876,4.0,0
INS05712,APP3996,PAR006,2023-06-24,Termine,100.0,3.0,372,6,1,40.0,1619.0,26.0,34.62871947564386,2.0,0
INS05713,APP3996,PAR010,2023-06-24,En cours,86.0,,372,6,1,0.0,0.0,0.0,0.0,372.0,0
INS05714,APP3997,PAR009,2023-04-03,Termine,100.0,5.0,454,4,0,45.0,1848.0,25.0,37.35668544227664,17.0,0
INS05715,APP3998,PAR003,2022-06-22,Termine,100.0,3.0,739,6,0,46.0,1849.0,29.0,39.365879402744,2.0,0
INS05716,APP3998,PAR002,2022-06-22,Suspendu,29.0,,739,6,0,0.0,0.0,0.0,0.0,739.0,1
INS05717,APP3999,PAR008,2022-01-27,En cours,79.0,,885,1,0,25.0,1158.0,20.0,24.139603420079876,36.0,1
INS05718,APP3999,PAR007,2022-01-27,Termine,100.0,5.0,885,1,0,0.0,0.0,0.0,0.0,885.0,0
INS05719,APP4000,PAR011,2022-02-09,En cours,31.0,,872,2,0,0.0,0.0,0.0,0.0,872.0,1
INS05720,APP4000,PAR007,2022-02-09,Abandonne,16.0,,872,2,0,0.0,0.0,0.0,0.0,872.0,1
INS05721,APP4001,PAR002,2022-09-04,Termine,100.0,4.0,665,9,1,39.0,1360.0,27.0,33.05350612356178,4.0,0
INS05722,APP4002,PAR010,2022-09-30,Abandonne,36.0,,639,9,0,5.0,144.0,4.0,4.267907898335936,113.0,1
INS05723,APP4002,PAR002,2022-09-30,Abandonne,18.0,,639,9,0,9.0,239.0,8.0,7.886432181950613,221.0,1
INS05724,APP4002,PAR003,2022-09-30,Termine,100.0,4.0,639,9,0,0.0,0.0,0.0,0.0,639.0,0
INS05725,APP4003,PAR009,2023-01-09,En cours,65.0,,538,1,0,20.0,862.0,15.0,18.48331717216214,1.0,0
INS05726,APP4003,PAR005,2023-01-09,Termine,100.0,5.0,538,1,0,54.0,2258.0,36.0,47.58629326750678,10.0,0
INS05727,APP4003,PAR002,2023-01-09,Abandonne,24.0,,538,1,0,0.0,0.0,0.0,0.0,538.0,1
INS05728,APP4004,PAR002,2022-04-23,Abandonne,7.0,,799,4,1,0.0,0.0,0.0,0.0,799.0,1
INS05729,APP4004,PAR008,2022-04-23,Abandonne,6.0,,799,4,1,1.0,63.0,1.0,1.155550041656426,143.0,1
INS05730,APP4005,PAR004,2023-12-29,Termine,100.0,5.0,184,12,0,0.0,0.0,0.0,0.0,184.0,0
INS05731,APP4006,PAR001,2022-08-31,En cours,84.0,,669,8,0,0.0,0.0,0.0,0.0,669.0,0
INS05732,APP4006,PAR010,2022-08-31,Suspendu,11.0,,669,8,0,0.0,0.0,0.0,0.0,669.0,1
INS05733,APP4007,PAR009,2022-08-15,Termine,100.0,4.0,685,8,0,0.0,0.0,0.0,0.0,685.0,0
INS05734,APP4008,PAR006,2023-01-14,Abandonne,42.0,,533,1,1,0.0,0.0,0.0,0.0,533.0,1
INS05735,APP4009,PAR001,2023-02-07,En cours,65.0,,509,2,0,0.0,0.0,0.0,0.0,509.0,1
INS05736,APP4010,PAR004,2023-10-31,En cours,21.0,,243,10,0,0.0,0.0,0.0,0.0,243.0,1
INS05737,APP4011,PAR005,2022-02-01,Suspendu,17.0,,880,2,0,0.0,0.0,0.0,0.0,880.0,1
INS05738,APP4012,PAR005,2023-03-21,En cours,13.0,,467,3,0,4.0,234.0,3.0,4.0904623796138235,144.0,1
INS05739,APP4013,PAR007,2022-12-01,Termine,100.0,4.0,577,12,0,32.0,1505.0,20.0,28.710860083205414,2.0,0
INS05740,APP4013,PAR006,2022-12-01,Termine,100.0,4.0,577,12,0,0.0,0.0,0.0,0.0,577.0,0
INS05741,APP4014,PAR002,2024-06-30,En cours,8.0,,0,6,1,2.0,15.0,1.0,1.1848281745173697,0.0,0
INS05742,APP4015,PAR003,2022-07-28,Termine,100.0,3.0,703,7,0,34.0,1172.0,25.0,29.337646597715324,5.0,0
INS05743,APP4016,PAR005,2023-03-12,Termine,100.0,4.0,476,3,1,49.0,2067.0,34.0,43.85125522160279,5.0,0
INS05744,APP4016,PAR002,2023-03-12,En cours,39.0,,476,3,1,25.0,1003.0,19.0,22.732046550440536,6.0,0
INS05745,APP4017,PAR009,2024-06-08,Abandonne,49.0,,22,6,1,0.0,0.0,0.0,0.0,22.0,1
INS05746,APP4018,PAR010,2024-06-30,En cours,6.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05747,APP4018,PAR004,2024-06-30,En cours,11.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05748,APP4018,PAR009,2024-06-30,En cours,1.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05749,APP4019,PAR010,2022-09-17,Abandonne,46.0,,652,9,1,0.0,0.0,0.0,0.0,652.0,1
INS05750,APP4020,PAR009,2022-02-05,Abandonne,31.0,,876,2,1,0.0,0.0,0.0,0.0,876.0,1
INS05751,APP4021,PAR005,2022-11-08,Termine,100.0,4.0,600,11,0,0.0,0.0,0.0,0.0,600.0,0
INS05752,APP4022,PAR007,2022-11-11,Termine,100.0,5.0,597,11,0,0.0,0.0,0.0,0.0,597.0,0
INS05753,APP4022,PAR010,2022-11-11,Suspendu,18.0,,597,11,0,0.0,0.0,0.0,0.0,597.0,1
INS05754,APP4023,PAR001,2024-06-30,En cours,8.0,,0,6,1,2.0,53.0,1.0,1.4277560952461534,0.0,0
INS05755,APP4023,PAR009,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05756,APP4024,PAR012,2023-01-02,Termine,100.0,4.0,545,1,0,0.0,0.0,0.0,0.0,545.0,0
INS05757,APP4025,PAR002,2022-09-20,Termine,100.0,3.0,649,9,0,65.0,2577.0,33.0,52.07308822522136,32.0,0
INS05758,APP4026,PAR010,2024-01-15,Termine,100.0,5.0,167,1,0,0.0,0.0,0.0,0.0,167.0,0
INS05759,APP4026,PAR008,2024-01-15,Termine,100.0,5.0,167,1,0,0.0,0.0,0.0,0.0,167.0,0
INS05760,APP4027,PAR005,2023-10-19,En cours,74.0,,255,10,0,0.0,0.0,0.0,0.0,255.0,1
INS05761,APP4028,PAR011,2023-08-13,Suspendu,10.0,,322,8,1,0.0,0.0,0.0,0.0,322.0,1
INS05762,APP4029,PAR001,2022-01-11,Termine,100.0,5.0,901,1,0,0.0,0.0,0.0,0.0,901.0,0
INS05763,APP4029,PAR012,2022-01-11,En cours,79.0,,901,1,0,0.0,0.0,0.0,0.0,901.0,1
INS05764,APP4030,PAR006,2022-03-21,Suspendu,3.0,,832,3,0,0.0,0.0,0.0,0.0,832.0,1
INS05765,APP4030,PAR007,2022-03-21,Abandonne,23.0,,832,3,0,0.0,0.0,0.0,0.0,832.0,1
INS05766,APP4031,PAR005,2022-07-04,Suspendu,12.0,,727,7,0,0.0,0.0,0.0,0.0,727.0,1
INS05767,APP4032,PAR004,2022-06-25,Abandonne,6.0,,736,6,1,2.0,178.0,2.0,2.643527764310135,128.0,1
INS05768,APP4033,PAR006,2024-06-30,En cours,0.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05769,APP4034,PAR001,2024-06-30,En cours,9.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05770,APP4035,PAR003,2022-06-09,Termine,100.0,4.0,752,6,0,0.0,0.0,0.0,0.0,752.0,0
INS05771,APP4036,PAR004,2022-01-30,Termine,100.0,5.0,882,1,1,0.0,0.0,0.0,0.0,882.0,0
INS05772,APP4037,PAR009,2024-06-30,En cours,14.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05773,APP4037,PAR006,2024-06-30,En cours,13.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05774,APP4037,PAR001,2024-06-30,En cours,9.0,,0,6,1,0.0,0.0,0.0,0.0,0.0,0
INS05775,APP4038,PAR004,2022-02-10,Termine,100.0,3.0,871,2,0,0.0,0.0,0.0,0.0,871.0,0
INS05776,APP4039,PAR008,2022-05-20,Termine,100.0,5.0,772,5,0,0.0,0.0,0.0,0.0,772.0,0
INS05777,APP4040,PAR002,2022-08-05,Suspendu,1.0,,695,8,0,0.0,0.0,0.0,0.0,695.0,1
INS05778,APP4040,PAR010,2022-08-05,Termine,100.0,4.0,695,8,0,35.0,1711.0,27.0,33.95285515516739,27.0,0
INS05779,APP4040,PAR011,2022-08-05,Abandonne,20.0,,695,8,0,8.0,257.0,7.0,7.248702181847648,16.0,1
INS05780,APP4041,PAR012,2022-02-09,Termine,100.0,5.0,872,2,0,0.0,0.0,0.0,0.0,872.0,0
INS05781,APP4042,PAR001,2022-10-26,Abandonne,35.0,,613,10,0,0.0,0.0,0.0,0.0,613.0,1
INS05782,APP4042,PAR006,2022-10-26,Suspendu,7.0,,613,10,0,0.0,0.0,0.0,0.0,613.0,1
INS05783,APP4043,PAR002,2023-06-04,Termine,100.0,5.0,392,6,1,0.0,0.0,0.0,0.0,392.0,0
INS05784,APP4044,PAR007,2022-10-12,Abandonne,18.0,,627,10,0,0.0,0.0,0.0,0.0,627.0,1
INS05785,APP4045,PAR010,2022-12-14,Suspendu,20.0,,564,12,0,0.0,0.0,0.0,0.0,564.0,1
