inscription_id,apprenant_id,parcours_id,date_inscription,date_fin_reelle,statut,progression_pct,csat,certificat_obtenu
INS05584,APP3908,PAR005,2022-08-26,,En cours,83.0,,0
INS05585,APP3909,PAR001,2023-02-20,,En cours,82.0,,0
INS05586,APP3909,PAR003,2023-02-20,2023-04-07,Termine,100.0,3.0,1
INS05587,APP3910,PAR006,2022-08-01,,Suspendu,15.0,,0
INS05588,APP3911,PAR009,2023-01-06,2023-02-12,Abandonne,15.0,,0
INS05589,APP3911,PAR012,2023-01-06,2023-01-14,Abandonne,40.0,,0
INS05590,APP3912,PAR004,2024-02-18,2024-04-25,Termine,100.0,5.0,1
INS05591,APP3913,PAR006,2022-03-23,,Suspendu,13.0,,0
INS05592,APP3914,PAR012,2023-12-01,2024-02-06,Termine,100.0,4.0,1
INS05593,APP3914,PAR009,2023-12-01,,Suspendu,0.0,,0
INS05594,APP3915,PAR007,2022-08-21,,Suspendu,19.0,,0
INS05595,APP3916,PAR009,2024-06-30,,En cours,10.0,,0
INS05596,APP3917,PAR002,2022-11-28,2023-03-16,Termine,100.0,5.0,1
INS05597,APP3918,PAR003,2022-03-01,2022-03-18,Abandonne,38.0,,0
INS05598,APP3918,PAR011,2022-03-01,,En cours,14.0,,0
INS05599,APP3919,PAR003,2023-12-13,,En cours,42.0,,0
INS05600,APP3920,PAR006,2023-01-21,2023-02-18,Abandonne,26.0,,0
INS05601,APP3921,PAR011,2023-10-14,,Suspendu,12.0,,0
INS05602,APP3921,PAR010,2023-10-14,2023-10-29,Abandonne,40.0,,0
INS05603,APP3922,PAR006,2022-02-13,2022-07-10,Termine,100.0,4.0,1
INS05604,APP3922,PAR008,2022-02-13,,En cours,75.0,,0
INS05605,APP3922,PAR003,2022-02-13,,Suspendu,21.0,,0
INS05606,APP3923,PAR005,2022-01-30,,Suspendu,18.0,,0
INS05607,APP3924,PAR011,2022-02-26,,Suspendu,12.0,,0
INS05608,APP3925,PAR005,2022-05-08,,Suspendu,24.0,,0
INS05609,APP3926,PAR007,2023-01-12,2023-02-26,Abandonne,11.0,,0
INS05610,APP3927,PAR002,2022-05-14,,En cours,70.0,,0
INS05611,APP3927,PAR011,2022-05-14,2022-08-02,Termine,100.0,4.0,1
INS05612,APP3928,PAR008,2023-07-24,,En cours,65.0,,0
INS05613,APP3929,PAR007,2022-02-08,2022-03-13,Abandonne,30.0,,0
INS05614,APP3929,PAR008,2022-02-08,,Suspendu,26.0,,0
INS05615,APP3930,PAR010,2022-02-19,2022-04-04,Termine,100.0,4.0,1
INS05616,APP3930,PAR011,2022-02-19,,En cours,89.0,,0
INS05617,APP3931,PAR003,2024-06-30,,En cours,2.0,,0
INS05618,APP3931,PAR010,2024-06-30,,En cours,13.0,,0
INS05619,APP3932,PAR012,2024-03-12,,En cours,71.0,,0
INS05620,APP3933,PAR009,2022-06-14,2022-06-28,Abandonne,39.0,,0
INS05621,APP3934,PAR011,2022-03-02,2022-05-28,Termine,100.0,3.0,1
INS05622,APP3935,PAR009,2022-12-26,2023-03-27,Termine,100.0,4.0,1
INS05623,APP3936,PAR005,2022-02-13,2022-05-01,Termine,100.0,3.0,1
INS05624,APP3937,PAR003,2022-01-24,2022-03-16,Termine,100.0,4.0,1
INS05625,APP3937,PAR006,2022-01-24,,Suspendu,15.0,,0
INS05626,APP3938,PAR010,2022-09-02,,Suspendu,3.0,,0
INS05627,APP3938,PAR012,2022-09-02,2022-10-27,Termine,100.0,5.0,1
INS05628,APP3939,PAR006,2023-03-27,2023-05-31,Abandonne,39.0,,0
INS05629,APP3940,PAR010,2022-04-18,2022-05-11,Abandonne,38.0,,0
INS05630,APP3941,PAR010,2022-06-12,,En cours,53.0,,0
INS05631,APP3942,PAR007,2024-06-30,,En cours,10.0,,0
INS05632,APP3942,PAR002,2024-06-30,,En cours,2.0,,0
INS05633,APP3943,PAR001,2023-05-03,2023-08-09,Termine,100.0,4.0,1
INS05634,APP3944,PAR001,2024-06-30,,En cours,8.0,,0
INS05635,APP3944,PAR003,2024-06-30,,En cours,0.0,,0
INS05636,APP3945,PAR004,2023-05-30,2023-08-10,Termine,100.0,4.0,1
INS05637,APP3945,PAR002,2023-05-30,2023-10-21,Termine,100.0,5.0,1
INS05638,APP3946,PAR011,2022-11-15,2023-01-11,Termine,100.0,5.0,1
INS05639,APP3947,PAR002,2022-03-30,,Suspendu,13.0,,0
INS05640,APP3948,PAR008,2022-01-10,2022-01-17,Abandonne,21.0,,0
INS05641,APP3949,PAR011,2022-09-28,2022-10-07,Abandonne,27.0,,0
INS05642,APP3949,PAR008,2022-09-28,,En cours,11.0,,0
INS05643,APP3950,PAR006,2024-06-30,,En cours,0.0,,0
INS05644,APP3950,PAR004,2024-06-30,,En cours,14.0,,0
INS05645,APP3950,PAR011,2024-06-30,,En cours,2.0,,0
INS05646,APP3951,PAR002,2022-03-22,2022-05-21,Abandonne,9.0,,0
INS05647,APP3951,PAR003,2022-03-22,2022-06-07,Termine,100.0,5.0,1
INS05648,APP3952,PAR012,2022-03-12,2022-05-07,Termine,100.0,5.0,1
INS05649,APP3953,PAR007,2023-08-07,,Suspendu,28.0,,0
INS05650,APP3953,PAR012,2023-08-07,,Suspendu,12.0,,0
INS05651,APP3954,PAR002,2022-02-10,2022-05-26,Termine,100.0,5.0,1
INS05652,APP3954,PAR001,2022-02-10,2022-05-27,Termine,100.0,5.0,1
INS05653,APP3955,PAR010,2022-04-01,,Suspendu,11.0,,0
INS05654,APP3956,PAR005,2024-02-24,2024-03-27,Abandonne,15.0,,0
INS05655,APP3957,PAR002,2022-03-27,,En cours,89.0,,0
INS05656,APP3958,PAR001,2023-12-17,2024-01-05,Abandonne,27.0,,0
INS05657,APP3958,PAR002,2023-12-17,2024-04-06,Termine,100.0,5.0,1
INS05658,APP3959,PAR008,2023-03-31,,Suspendu,4.0,,0
INS05659,APP3959,PAR006,2023-03-31,2023-09-30,Termine,100.0,5.0,1
INS05660,APP3960,PAR010,2024-06-30,,En cours,8.0,,0
INS05661,APP3960,PAR011,2024-06-30,,En cours,11.0,,0
INS05662,APP3961,PAR001,2023-03-29,2023-07-19,Termine,100.0,4.0,1
INS05663,APP3961,PAR003,2023-03-29,2023-04-13,Abandonne,5.0,,0
INS05664,APP3962,PAR006,2022-02-13,2022-03-19,Abandonne,13.0,,0
INS05665,APP3963,PAR002,2024-06-30,,En cours,9.0,,0
INS05666,APP3964,PAR012,2022-02-15,2022-04-19,Termine,100.0,3.0,1
INS05667,APP3965,PAR008,2022-08-12,,En cours,51.0,,0
INS05668,APP3965,PAR007,2022-08-12,2022-08-24,Abandonne,8.0,,0
INS05669,APP3965,PAR003,2022-08-12,,Suspendu,22.0,,0
INS05670,APP3966,PAR011,2023-06-03,,Suspendu,12.0,,0
INS05671,APP3967,PAR010,2022-06-26,,Suspendu,21.0,,0
INS05672,APP3968,PAR009,2022-04-19,2022-06-29,Termine,100.0,4.0,1
INS05673,APP3969,PAR004,2023-03-13,,En cours,63.0,,0
INS05674,APP3970,PAR004,2022-03-02,2022-05-11,Termine,100.0,4.0,1
INS05675,APP3971,PAR005,2022-02-01,,Suspendu,4.0,,0
INS05676,APP3971,PAR008,2022-02-01,,En cours,29.0,,0
INS05677,APP3972,PAR008,2022-07-29,,En cours,73.0,,0
INS05678,APP3973,PAR011,2024-06-30,,En cours,5.0,,0
INS05679,APP3974,PAR005,2023-03-11,2023-05-07,Termine,100.0,3.0,1
INS05680,APP3975,PAR004,2022-03-23,2022-06-01,Termine,100.0,5.0,1
INS05681,APP3976,PAR004,2024-06-30,,En cours,13.0,,0
INS05682,APP3976,PAR003,2024-06-30,,En cours,12.0,,0
INS05683,APP3977,PAR007,2022-02-08,,En cours,37.0,,0
INS05684,APP3978,PAR009,2024-06-30,,En cours,3.0,,0
INS05685,APP3978,PAR004,2024-06-30,,En cours,0.0,,0
INS05686,APP3979,PAR002,2023-01-24,2023-02-12,Abandonne,20.0,,0
INS05687,APP3979,PAR010,2023-01-24,,Suspendu,19.0,,0
INS05688,APP3980,PAR001,2022-02-03,2022-04-19,Termine,100.0,5.0,1
INS05689,APP3981,PAR011,2023-07-01,2023-09-29,Termine,100.0,4.0,1
INS05690,APP3982,PAR011,2022-12-02,,En cours,44.0,,0
INS05691,APP3982,PAR002,2022-12-02,,En cours,88.0,,0
INS05692,APP3983,PAR004,2022-11-03,,En cours,88.0,,0
INS05693,APP3984,PAR001,2022-11-17,2022-12-21,Abandonne,14.0,,0
INS05694,APP3985,PAR003,2022-09-17,,Suspendu,23.0,,0
INS05695,APP3986,PAR001,2022-08-04,,Suspendu,27.0,,0
INS05696,APP3987,PAR006,2024-06-30,,En cours,0.0,,0
INS05697,APP3988,PAR007,2022-06-20,2022-08-03,Abandonne,49.0,,0
INS05698,APP3988,PAR010,2022-06-20,2022-08-01,Termine,100.0,3.0,1
INS05699,APP3988,PAR009,2022-06-20,2022-08-16,Termine,100.0,4.0,1
INS05700,APP3989,PAR002,2023-10-05,,En cours,59.0,,0
INS05701,APP3990,PAR006,2024-05-26,,Suspendu,11.0,,0
INS05702,APP3991,PAR003,2024-06-30,,En cours,12.0,,0
INS05703,APP3991,PAR011,2024-06-30,,En cours,11.0,,0
INS05704,APP3991,PAR009,2024-06-30,,En cours,12.0,,0
INS05705,APP3992,PAR008,2023-01-03,2023-03-17,Termine,100.0,5.0,1
INS05706,APP3992,PAR004,2023-01-03,2023-03-22,Termine,100.0,5.0,1
INS05707,APP3993,PAR004,2022-11-24,2023-01-25,Termine,100.0,5.0,1
INS05708,APP3993,PAR010,2022-11-24,2022-12-10,Abandonne,6.0,,0
INS05709,APP3993,PAR008,2022-11-24,2023-02-07,Termine,100.0,3.0,1
INS05710,APP3994,PAR009,2022-07-29,,En cours,40.0,,0
INS05711,APP3995,PAR006,2022-03-16,,En cours,28.0,,0
INS05712,APP3996,PAR006,2023-06-24,2023-11-04,Termine,100.0,3.0,1
INS05713,APP3996,PAR010,2023-06-24,,En cours,86.0,,0
INS05714,APP3997,PAR009,2023-04-03,2023-07-08,Termine,100.0,5.0,1
INS05715,APP3998,PAR003,2022-06-22,2022-08-17,Termine,100.0,3.0,1
INS05716,APP3998,PAR002,2022-06-22,,Suspendu,29.0,,0
INS05717,APP3999,PAR008,2022-01-27,,En cours,79.0,,0
INS05718,APP3999,PAR007,2022-01-27,2022-06-01,Termine,100.0,5.0,1
INS05719,APP4000,PAR011,2022-02-09,,En cours,31.0,,0
INS05720,APP4000,PAR007,2022-02-09,2022-04-07,Abandonne,16.0,,0
INS05721,APP4001,PAR002,2022-09-04,2023-02-01,Termine,100.0,4.0,1
INS05722,APP4002,PAR010,2022-09-30,2022-10-17,Abandonne,36.0,,0
INS05723,APP4002,PAR002,2022-09-30,2022-10-27,Abandonne,18.0,,0
INS05724,APP4002,PAR003,2022-09-30,2022-12-08,Termine,100.0,4.0,1
INS05725,APP4003,PAR009,2023-01-09,,En cours,65.0,,0
INS05726,APP4003,PAR005,2023-01-09,2023-03-24,Termine,100.0,5.0,1
INS05727,APP4003,PAR002,2023-01-09,2023-02-11,Abandonne,24.0,,0
INS05728,APP4004,PAR002,2022-04-23,2022-06-16,Abandonne,7.0,,0
INS05729,APP4004,PAR008,2022-04-23,2022-05-09,Abandonne,6.0,,0
INS05730,APP4005,PAR004,2023-12-29,2024-03-02,Termine,100.0,5.0,1
INS05731,APP4006,PAR001,2022-08-31,,En cours,84.0,,0
INS05732,APP4006,PAR010,2022-08-31,,Suspendu,11.0,,0
INS05733,APP4007,PAR009,2022-08-15,2022-10-13,Termine,100.0,4.0,1
INS05734,APP4008,PAR006,2023-01-14,2023-03-11,Abandonne,42.0,,0
INS05735,APP4009,PAR001,2023-02-07,,En cours,65.0,,0
INS05736,APP4010,PAR004,2023-10-31,,En cours,21.0,,0
INS05737,APP4011,PAR005,2022-02-01,,Suspendu,17.0,,0
INS05738,APP4012,PAR005,2023-03-21,,En cours,13.0,,0
INS05739,APP4013,PAR007,2022-12-01,2023-04-06,Termine,100.0,4.0,1
INS05740,APP4013,PAR006,2022-12-01,2023-06-08,Termine,100.0,4.0,1
INS05741,APP4014,PAR002,2024-06-30,,En cours,8.0,,0
INS05742,APP4015,PAR003,2022-07-28,2022-09-16,Termine,100.0,3.0,1
INS05743,APP4016,PAR005,2023-03-12,2023-05-19,Termine,100.0,4.0,1
INS05744,APP4016,PAR002,2023-03-12,,En cours,39.0,,0
INS05745,APP4017,PAR009,2024-06-08,2024-06-15,Abandonne,49.0,,0
INS05746,APP4018,PAR010,2024-06-30,,En cours,6.0,,0
INS05747,APP4018,PAR004,2024-06-30,,En cours,11.0,,0
INS05748,APP4018,PAR009,2024-06-30,,En cours,1.0,,0
INS05749,APP4019,PAR010,2022-09-17,2022-09-21,Abandonne,46.0,,0
INS05750,APP4020,PAR009,2022-02-05,2022-03-13,Abandonne,31.0,,0
INS05751,APP4021,PAR005,2022-11-08,2023-02-11,Termine,100.0,4.0,1
INS05752,APP4022,PAR007,2022-11-11,2023-03-25,Termine,100.0,5.0,1
INS05753,APP4022,PAR010,2022-11-11,,Suspendu,18.0,,0
INS05754,APP4023,PAR001,2024-06-30,,En cours,8.0,,0
INS05755,APP4023,PAR009,2024-06-30,,En cours,14.0,,0
INS05756,APP4024,PAR012,2023-01-02,2023-03-17,Termine,100.0,4.0,1
INS05757,APP4025,PAR002,2022-09-20,2023-01-27,Termine,100.0,3.0,1
INS05758,APP4026,PAR010,2024-01-15,2024-03-01,Termine,100.0,5.0,1
INS05759,APP4026,PAR008,2024-01-15,2024-03-10,Termine,100.0,5.0,1
INS05760,APP4027,PAR005,2023-10-19,,En cours,74.0,,0
INS05761,APP4028,PAR011,2023-08-13,,Suspendu,10.0,,0
INS05762,APP4029,PAR001,2022-01-11,2022-03-20,Termine,100.0,5.0,1
INS05763,APP4029,PAR012,2022-01-11,,En cours,79.0,,0
INS05764,APP4030,PAR006,2022-03-21,,Suspendu,3.0,,0
INS05765,APP4030,PAR007,2022-03-21,2022-05-08,Abandonne,23.0,,0
INS05766,APP4031,PAR005,2022-07-04,,Suspendu,12.0,,0
INS05767,APP4032,PAR004,2022-06-25,2022-07-24,Abandonne,6.0,,0
INS05768,APP4033,PAR006,2024-06-30,,En cours,0.0,,0
INS05769,APP4034,PAR001,2024-06-30,,En cours,9.0,,0
INS05770,APP4035,PAR003,2022-06-09,2022-08-22,Termine,100.0,4.0,1
INS05771,APP4036,PAR004,2022-01-30,2022-04-26,Termine,100.0,5.0,1
INS05772,APP4037,PAR009,2024-06-30,,En cours,14.0,,0
INS05773,APP4037,PAR006,2024-06-30,,En cours,13.0,,0
INS05774,APP4037,PAR001,2024-06-30,,En cours,9.0,,0
INS05775,APP4038,PAR004,2022-02-10,2022-05-16,Termine,100.0,3.0,1
INS05776,APP4039,PAR008,2022-05-20,2022-07-09,Termine,100.0,5.0,1
INS05777,APP4040,PAR002,2022-08-05,,Suspendu,1.0,,0
INS05778,APP4040,PAR010,2022-08-05,2022-09-22,Termine,100.0,4.0,1
INS05779,APP4040,PAR011,2022-08-05,2022-09-07,Abandonne,20.0,,0
INS05780,APP4041,PAR012,2022-02-09,2022-04-22,Termine,100.0,5.0,1
INS05781,APP4042,PAR001,2022-10-26,2022-11-15,Abandonne,35.0,,0
INS05782,APP4042,PAR006,2022-10-26,,Suspendu,7.0,,0
INS05783,APP4043,PAR002,2023-06-04,2023-10-14,Termine,100.0,5.0,1
INS05784,APP4044,PAR007,2022-10-12,2022-12-09,Abandonne,18.0,,0
INS05785,APP4045,PAR010,2022-12-14,,Suspendu,20.0,,0
INS05786,APP4046,PAR012,2023-10-11,2023-10-17,Abandonne,39.0,,0
INS05787,APP4046,PAR010,2023-10-11,,En cours,40.0,,0
INS05788,APP4047,PAR002,2024-01-17,2024-04-17,Termine,100.0,3.0,1
INS05789,APP4047,PAR009,2024-01-17,,Suspendu,4.0,,0
INS05790,APP4048,PAR008,2022-01-01,,Suspendu,18.0,,0
INS05791,APP4049,PAR003,2023-07-17,2023-09-03,Termine,100.0,4.0,1
INS05792,APP4049,PAR005,2023-07-17,2023-08-12,Abandonne,45.0,,0
INS05793,APP4049,PAR001,2023-07-17,,En cours,24.0,,0
INS05794,APP4050,PAR002,2022-08-14,,En cours,17.0,,0
INS05795,APP4050,PAR001,2022-08-14,,Suspendu,16.0,,0
INS05796,APP4051,PAR008,2024-06-30,,En cours,7.0,,0
INS05797,APP4051,PAR009,2024-06-30,,En cours,9.0,,0
INS05798,APP4052,PAR004,2022-09-21,,Suspendu,5.0,,0
INS05799,APP4053,PAR011,2022-04-09,2022-06-09,Termine,100.0,3.0,1
INS05800,APP4054,PAR006,2022-10-10,2023-02-26,Termine,100.0,5.0,1
INS05801,APP4054,PAR007,2022-10-10,,Suspendu,0.0,,0
INS05802,APP4055,PAR008,2024-06-30,,En cours,8.0,,0
INS05803,APP4056,PAR005,2023-03-17,2023-06-10,Termine,100.0,4.0,1
INS05804,APP4057,PAR004,2024-04-25,2024-07-18,Termine,100.0,4.0,1
INS05805,APP4058,PAR001,2022-05-08,2022-06-10,Abandonne,9.0,,0
INS05806,APP4059,PAR001,2022-07-15,2022-08-06,Abandonne,44.0,,0
INS05807,APP4059,PAR012,2022-07-15,2022-09-13,Termine,100.0,3.0,1
INS05808,APP4060,PAR004,2022-12-10,2023-03-16,Termine,100.0,4.0,1
INS05809,APP4060,PAR009,2022-12-10,2023-02-24,Termine,100.0,4.0,1
INS05810,APP4061,PAR010,2024-04-19,2024-05-13,Abandonne,14.0,,0
INS05811,APP4062,PAR007,2022-06-13,,Suspendu,0.0,,0
INS05812,APP4062,PAR011,2022-06-13,2022-08-26,Termine,100.0,4.0,1
INS05813,APP4063,PAR011,2022-09-15,,En cours,59.0,,0
INS05814,APP4064,PAR012,2022-01-04,,En cours,75.0,,0
INS05815,APP4065,PAR001,2022-05-06,2022-07-28,Termine,100.0,5.0,0
INS05816,APP4066,PAR009,2024-06-30,,En cours,12.0,,0
INS05817,APP4067,PAR008,2023-03-20,2023-05-19,Termine,100.0,5.0,1
INS05818,APP4067,PAR001,2023-03-20,,Suspendu,15.0,,0
INS05819,APP4068,PAR007,2024-06-30,,En cours,7.0,,0
INS05820,APP4069,PAR007,2023-12-05,2024-03-21,Termine,100.0,5.0,1
INS05821,APP4070,PAR012,2024-06-30,,En cours,0.0,,0
INS05822,APP4070,PAR003,2024-06-30,,En cours,8.0,,0
INS05823,APP4071,PAR007,2022-04-23,,En cours,19.0,,0
INS05824,APP4072,PAR012,2024-06-30,,En cours,7.0,,0
INS05825,APP4073,PAR007,2022-09-04,,Suspendu,1.0,,0
INS05826,APP4073,PAR009,2022-09-04,2022-10-01,Abandonne,47.0,,0
INS05827,APP4073,PAR003,2022-09-04,2022-11-19,Termine,100.0,3.0,1
INS05828,APP4074,PAR002,2023-03-28,,Suspendu,13.0,,0
INS05829,APP4075,PAR008,2024-01-04,2024-01-17,Abandonne,43.0,,0
INS05830,APP4076,PAR002,2023-06-07,,Suspendu,18.0,,0
INS05831,APP4076,PAR010,2023-06-07,2023-07-13,Termine,100.0,4.0,1
INS05832,APP4077,PAR006,2022-02-13,,Suspendu,18.0,,0
INS05833,APP4078,PAR006,2022-11-20,,En cours,28.0,,0
INS05834,APP4079,PAR004,2024-06-30,,En cours,4.0,,0
INS05835,APP4080,PAR006,2024-06-30,,En cours,7.0,,0
INS05836,APP4081,PAR007,2023-05-01,2023-06-06,Abandonne,16.0,,0
INS05837,APP4081,PAR001,2023-05-01,,Suspendu,9.0,,0
INS05838,APP4082,PAR004,2022-09-18,,Suspendu,4.0,,0
INS05839,APP4083,PAR004,2022-12-18,,Suspendu,12.0,,0
INS05840,APP4084,PAR002,2022-05-14,2022-08-14,Termine,100.0,5.0,1
INS05841,APP4084,PAR010,2022-05-14,,Suspendu,3.0,,0
INS05842,APP4084,PAR001,2022-05-14,2022-09-07,Termine,100.0,3.0,1
INS05843,APP4085,PAR004,2022-04-14,2022-07-10,Termine,100.0,4.0,1
INS05844,APP4086,PAR007,2023-11-30,,En cours,84.0,,0
INS05845,APP4087,PAR012,2022-04-30,,Suspendu,28.0,,0
INS05846,APP4088,PAR009,2023-01-30,,En cours,70.0,,0
INS05847,APP4088,PAR010,2023-01-30,2023-03-23,Termine,100.0,3.0,1
INS05848,APP4089,PAR001,2024-06-30,,En cours,9.0,,0
INS05849,APP4089,PAR012,2024-06-30,,En cours,3.0,,0
INS05850,APP4090,PAR012,2023-03-10,2023-03-15,Abandonne,11.0,,0
INS05851,APP4090,PAR004,2023-03-10,2023-04-03,Abandonne,37.0,,0
INS05852,APP4091,PAR001,2023-05-05,,Suspendu,12.0,,0
INS05853,APP4091,PAR002,2023-05-05,,En cours,14.0,,0
INS05854,APP4091,PAR012,2023-05-05,,En cours,66.0,,0
INS05855,APP4092,PAR003,2023-02-13,2023-04-14,Termine,100.0,5.0,1
INS05856,APP4092,PAR008,2023-02-13,,Suspendu,3.0,,0
INS05857,APP4093,PAR003,2024-06-30,,En cours,2.0,,0
INS05858,APP4094,PAR005,2023-02-26,2023-04-24,Termine,100.0,5.0,1
INS05859,APP4095,PAR001,2022-03-27,,En cours,69.0,,0
INS05860,APP4096,PAR006,2022-12-01,,En cours,82.0,,0
INS05861,APP4097,PAR006,2022-05-07,2022-06-04,Abandonne,19.0,,0
INS05862,APP4097,PAR010,2022-05-07,2022-05-12,Abandonne,14.0,,0
INS05863,APP4097,PAR004,2022-05-07,,En cours,84.0,,0
INS05864,APP4098,PAR005,2022-11-23,2023-02-04,Termine,100.0,4.0,1
INS05865,APP4098,PAR003,2022-11-23,2023-01-26,Termine,100.0,5.0,1
INS05866,APP4099,PAR010,2022-04-08,,Suspendu,28.0,,0
INS05867,APP4100,PAR007,2023-02-10,2023-05-10,Termine,100.0,4.0,1
INS05868,APP4101,PAR008,2022-06-29,,En cours,67.0,,0
INS05869,APP4102,PAR011,2023-06-29,2023-07-25,Abandonne,5.0,,0
INS05870,APP4103,PAR002,2022-10-11,,Suspendu,15.0,,0
INS05871,APP4104,PAR011,2022-04-15,2022-06-20,Termine,100.0,5.0,1
INS05872,APP4105,PAR002,2022-08-07,2022-12-06,Termine,100.0,5.0,1
INS05873,APP4106,PAR002,2023-02-28,2023-06-21,Termine,100.0,3.0,1
INS05874,APP4107,PAR005,2022-05-09,2022-08-10,Termine,100.0,5.0,1
INS05875,APP4108,PAR009,2022-02-11,,Suspendu,8.0,,0
INS05876,APP4108,PAR004,2022-02-11,2022-04-08,Termine,100.0,3.0,1
INS05877,APP4109,PAR008,2024-02-13,2024-04-13,Termine,100.0,4.0,1
INS05878,APP4109,PAR006,2024-02-13,2024-04-20,Abandonne,16.0,,0
INS05879,APP4110,PAR004,2022-05-17,,Suspendu,5.0,,0
INS05880,APP4111,PAR008,2022-12-24,,En cours,81.0,,0
INS05881,APP4111,PAR005,2022-12-24,2023-03-20,Termine,100.0,4.0,1
INS05882,APP4112,PAR006,2022-07-11,2023-01-21,Termine,100.0,5.0,1
INS05883,APP4113,PAR009,2022-05-01,,En cours,43.0,,0
INS05884,APP4113,PAR005,2022-05-01,,En cours,33.0,,0
INS05885,APP4113,PAR004,2022-05-01,2022-07-14,Termine,100.0,5.0,1
INS05886,APP4114,PAR009,2024-04-22,,En cours,45.0,,0
INS05887,APP4115,PAR005,2024-06-30,,En cours,14.0,,0
INS05888,APP4115,PAR006,2024-06-30,,En cours,2.0,,0
INS05889,APP4116,PAR012,2022-04-18,,En cours,86.0,,0
INS05890,APP4116,PAR009,2022-04-18,2022-06-19,Termine,100.0,5.0,1
INS05891,APP4117,PAR009,2023-04-26,,En cours,44.0,,0
INS05892,APP4117,PAR002,2023-04-26,2023-06-27,Abandonne,12.0,,0
INS05893,APP4118,PAR001,2022-10-11,2023-01-06,Termine,100.0,3.0,1
INS05894,APP4118,PAR006,2022-10-11,2023-03-30,Termine,100.0,5.0,1
INS05895,APP4119,PAR007,2024-06-30,,En cours,14.0,,0
INS05896,APP4120,PAR012,2022-12-27,,Suspendu,18.0,,0
INS05897,APP4120,PAR010,2022-12-27,2023-02-20,Termine,100.0,5.0,1
INS05898,APP4120,PAR008,2022-12-27,2023-03-14,Termine,100.0,5.0,0
INS05899,APP4121,PAR005,2022-03-05,2022-03-21,Abandonne,30.0,,0
INS05900,APP4122,PAR002,2024-06-30,,En cours,11.0,,0
INS05901,APP4122,PAR004,2024-06-30,,En cours,8.0,,0
INS05902,APP4123,PAR003,2024-06-30,,En cours,11.0,,0
INS05903,APP4123,PAR009,2024-06-30,,En cours,9.0,,0
INS05904,APP4124,PAR004,2023-03-08,,Suspendu,22.0,,0
INS05905,APP4125,PAR005,2022-03-12,,En cours,24.0,,0
INS05906,APP4126,PAR012,2024-06-30,,En cours,0.0,,0
INS05907,APP4127,PAR009,2022-08-04,,En cours,77.0,,0
INS05908,APP4128,PAR004,2022-05-05,2022-07-25,Termine,100.0,3.0,1
INS05909,APP4128,PAR002,2022-05-05,,En cours,33.0,,0
INS05910,APP4129,PAR006,2023-04-19,2023-06-03,Abandonne,46.0,,0
INS05911,APP4130,PAR012,2024-06-30,,En cours,7.0,,0
INS05912,APP4130,PAR003,2024-06-30,,En cours,13.0,,0
INS05913,APP4131,PAR001,2023-11-06,,Suspendu,10.0,,0
INS05914,APP4132,PAR004,2023-10-04,,En cours,22.0,,0
INS05915,APP4132,PAR008,2023-10-04,2023-12-08,Termine,100.0,5.0,1
INS05916,APP4133,PAR011,2022-03-02,2022-03-17,Abandonne,10.0,,0
INS05917,APP4133,PAR008,2022-03-02,,Suspendu,6.0,,0
INS05918,APP4134,PAR002,2023-12-13,2024-04-13,Termine,100.0,5.0,1
INS05919,APP4134,PAR001,2023-12-13,,Suspendu,19.0,,0
INS05920,APP4135,PAR008,2023-07-05,2023-09-01,Termine,100.0,4.0,1
INS05921,APP4136,PAR001,2022-12-14,,Suspendu,25.0,,0
INS05922,APP4136,PAR005,2022-12-14,2023-02-23,Termine,100.0,3.0,1
INS05923,APP4137,PAR005,2022-11-28,2023-02-04,Termine,100.0,5.0,1
INS05924,APP4137,PAR010,2022-11-28,,En cours,82.0,,0
INS05925,APP4138,PAR007,2022-01-17,2022-04-11,Termine,100.0,4.0,1
INS05926,APP4139,PAR005,2022-02-07,,En cours,63.0,,0
INS05927,APP4140,PAR002,2023-04-05,2023-07-10,Termine,100.0,5.0,1
INS05928,APP4141,PAR001,2024-06-30,,En cours,1.0,,0
INS05929,APP4142,PAR005,2023-05-24,2023-06-07,Abandonne,5.0,,0
INS05930,APP4143,PAR010,2023-01-20,2023-02-24,Termine,100.0,4.0,1
INS05931,APP4144,PAR007,2022-04-09,2022-08-11,Termine,100.0,4.0,1
INS05932,APP4145,PAR008,2023-05-12,2023-07-14,Termine,100.0,3.0,1
INS05933,APP4146,PAR001,2022-01-05,,En cours,68.0,,0
INS05934,APP4147,PAR007,2024-06-30,,En cours,12.0,,0
INS05935,APP4148,PAR007,2022-12-01,2023-03-15,Termine,100.0,5.0,1
INS05936,APP4149,PAR008,2022-08-07,,Suspendu,8.0,,0
INS05937,APP4150,PAR001,2023-11-08,2024-02-22,Termine,100.0,5.0,1
INS05938,APP4150,PAR004,2023-11-08,,En cours,41.0,,0
INS05939,APP4151,PAR004,2022-07-17,2022-10-10,Termine,100.0,5.0,1
INS05940,APP4151,PAR007,2022-07-17,,En cours,55.0,,0
INS05941,APP4152,PAR003,2023-11-27,,En cours,56.0,,0
INS05942,APP4153,PAR011,2022-09-18,,En cours,14.0,,0
INS05943,APP4154,PAR007,2024-06-30,,En cours,13.0,,0
INS05944,APP4155,PAR009,2022-10-27,,En cours,13.0,,0
INS05945,APP4156,PAR001,2022-06-01,,En cours,15.0,,0
