session_id,apprenant_id,parcours_id,date_session,heure_connexion,duree_minutes,module_consulte,appareil,est_weekend
SES055679,APP3492,PAR006,2024-06-12,9,19,Module_40,Mobile,0
SES055680,APP3492,PAR006,2023-07-19,14,70,Module_29,Desktop,0
SES055681,APP3492,PAR006,2023-06-10,18,13,Module_24,Mobile,1
SES055682,APP3492,PAR006,2023-07-03,7,28,Module_09,Desktop,0
SES055683,APP3492,PAR006,2023-12-12,20,119,Module_04,Desktop,0
SES055684,APP3492,PAR006,2024-02-19,8,56,Module_16,Mobile,0
SES055685,APP3492,PAR006,2023-08-01,6,113,Module_12,Desktop,0
SES055686,APP3492,PAR006,2023-09-19,17,25,Module_10,Desktop,0
SES055687,APP3097,PAR002,2024-06-30,11,14,Module_32,Desktop,1
SES055688,APP0218,PAR005,2023-03-29,7,1,Module_04,Tablette,0
SES055689,APP0218,PAR005,2022-10-12,12,34,Module_14,Mobile,0
SES055690,APP0218,PAR005,2023-02-04,18,11,Module_20,Mobile,1
SES055691,APP0218,PAR005,2023-07-04,9,82,Module_03,Mobile,0
SES055692,APP0218,PAR005,2023-08-23,6,232,Module_13,Mobile,0
SES055693,APP0218,PAR005,2024-04-28,12,48,Module_03,Desktop,1
SES055694,APP0218,PAR005,2024-02-01,17,39,Module_12,Mobile,0
SES055695,APP0218,PAR005,2023-05-06,11,202,Module_10,Desktop,1
SES055696,APP0218,PAR005,2023-10-11,16,225,Module_17,Desktop,0
SES055697,APP0218,PAR005,2023-05-29,18,9,Module_03,Tablette,0
SES055698,APP0218,PAR005,2023-02-14,18,3,Module_16,Desktop,0
SES055699,APP0218,PAR005,2023-10-26,20,112,Module_11,Mobile,0
SES055700,APP0218,PAR005,2023-05-03,21,43,Module_01,Tablette,0
SES055701,APP0218,PAR005,2024-02-07,19,1,Module_06,Mobile,0
SES055702,APP0218,PAR005,2023-07-18,21,45,Module_13,Mobile,0
SES055703,APP0218,PAR005,2023-11-19,7,17,Module_17,Mobile,1
SES055704,APP0218,PAR005,2024-02-23,10,26,Module_20,Mobile,0
SES055705,APP0218,PAR005,2023-04-23,7,10,Module_20,Mobile,1
SES055706,APP0218,PAR005,2023-11-18,12,106,Module_16,Mobile,1
SES055707,APP0218,PAR005,2022-12-21,14,7,Module_15,Tablette,0
SES055708,APP0218,PAR005,2024-02-03,22,9,Module_07,Mobile,1
SES055709,APP0218,PAR005,2023-10-31,11,23,Module_04,Mobile,0
SES055710,APP0218,PAR005,2023-03-03,13,4,Module_06,Mobile,0
SES055711,APP0218,PAR005,2024-06-17,22,4,Module_04,Tablette,0
SES055712,APP0218,PAR005,2024-02-18,19,62,Module_07,Mobile,1
SES055713,APP0218,PAR005,2024-06-16,15,36,Module_19,Desktop,1
SES055714,APP0218,PAR005,2022-10-08,12,19,Module_11,Desktop,1
SES055715,APP3419,PAR005,2023-10-19,18,1,Module_14,Mobile,0
SES055716,APP3419,PAR005,2024-03-01,11,41,Module_17,Desktop,0
SES055717,APP3743,PAR001,2024-02-16,13,21,Module_21,Mobile,0
SES055718,APP3743,PAR001,2022-11-20,8,9,Module_18,Mobile,1
SES055719,APP3743,PAR001,2022-06-18,18,22,Module_11,Mobile,1
SES055720,APP3743,PAR001,2023-04-10,7,117,Module_06,Mobile,0
SES055721,APP3743,PAR001,2024-05-18,16,41,Module_21,Mobile,1
SES055722,APP3743,PAR001,2022-12-22,11,55,Module_04,Tablette,0
SES055723,APP3743,PAR001,2022-10-12,21,5,Module_18,Desktop,0
SES055724,APP3743,PAR001,2022-04-25,7,52,Module_16,Desktop,0
SES055725,APP3743,PAR001,2023-08-06,9,6,Module_12,Desktop,1
SES055726,APP3743,PAR001,2024-04-13,11,23,Module_04,Mobile,1
SES055727,APP3743,PAR001,2024-01-22,22,71,Module_05,Desktop,0
SES055728,APP3743,PAR001,2023-03-24,6,58,Module_21,Mobile,0
SES055729,APP3743,PAR001,2022-04-13,20,20,Module_13,Mobile,0
SES055730,APP3743,PAR001,2022-06-11,21,24,Module_21,Mobile,1
SES055731,APP3743,PAR001,2023-07-02,13,23,Module_16,Desktop,1
SES055732,APP3743,PAR001,2023-06-24,16,56,Module_06,Mobile,1
SES055733,APP3743,PAR001,2022-05-31,6,49,Module_17,Desktop,0
SES055734,APP3743,PAR001,2023-07-04,6,61,Module_24,Tablette,0
SES055735,APP3743,PAR001,2024-04-28,16,53,Module_01,Mobile,1
SES055736,APP3743,PAR001,2022-06-28,15,26,Module_10,Mobile,0
SES055737,APP3743,PAR001,2024-03-11,6,10,Module_23,Mobile,0
SES055738,APP3743,PAR001,2024-04-27,22,15,Module_13,Mobile,1
SES055739,APP3743,PAR001,2023-07-02,14,131,Module_10,Desktop,1
SES055740,APP3743,PAR001,2023-03-28,18,57,Module_17,Desktop,0
SES055741,APP3743,PAR001,2023-01-02,20,21,Module_15,Desktop,0
SES055742,APP3743,PAR001,2023-10-19,8,31,Module_06,Mobile,0
SES055743,APP3743,PAR001,2022-07-05,16,14,Module_21,Mobile,0
SES055744,APP3743,PAR001,2023-03-12,6,85,Module_18,Mobile,1
SES055745,APP3743,PAR001,2023-08-22,10,25,Module_09,Desktop,0
SES055746,APP2131,PAR009,2024-02-09,14,65,Module_13,Mobile,0
SES055747,APP2131,PAR009,2022-10-25,19,40,Module_16,Mobile,0
SES055748,APP2131,PAR009,2024-03-31,19,12,Module_10,Desktop,1
SES055749,APP2131,PAR009,2022-12-23,15,15,Module_12,Desktop,0
SES055750,APP2131,PAR009,2022-09-29,8,24,Module_14,Mobile,0
SES055751,APP2131,PAR009,2024-03-08,6,1,Module_16,Mobile,0
SES055752,APP2131,PAR009,2024-03-09,14,6,Module_15,Desktop,1
SES055753,APP2131,PAR009,2022-11-15,8,1,Module_06,Mobile,0
SES055754,APP2131,PAR009,2023-07-15,8,25,Module_16,Desktop,1
SES055755,APP2131,PAR009,2023-12-22,7,1,Module_07,Mobile,0
SES055756,APP2131,PAR009,2022-11-04,15,52,Module_10,Mobile,0
SES055757,APP2131,PAR009,2022-09-20,16,28,Module_12,Mobile,0
SES055758,APP2131,PAR009,2022-11-02,13,7,Module_05,Desktop,0
SES055759,APP2131,PAR009,2022-09-18,13,10,Module_12,Mobile,1
SES055760,APP2131,PAR009,2023-09-22,8,11,Module_17,Desktop,0
SES055761,APP2131,PAR009,2023-01-04,12,124,Module_05,Mobile,0
SES055762,APP2131,PAR009,2023-08-02,7,56,Module_14,Desktop,0
SES055763,APP0340,PAR005,2024-02-07,13,10,Module_16,Mobile,0
SES055764,APP0340,PAR005,2024-02-27,21,180,Module_03,Tablette,0
SES055765,APP0340,PAR005,2022-07-04,20,22,Module_06,Desktop,0
SES055766,APP0340,PAR005,2024-04-02,6,9,Module_20,Mobile,0
SES055767,APP0340,PAR005,2024-01-13,14,16,Module_03,Mobile,1
SES055768,APP0340,PAR005,2022-07-31,16,74,Module_12,Mobile,1
SES055769,APP0340,PAR005,2023-02-02,6,7,Module_15,Desktop,0
SES055770,APP0340,PAR005,2022-08-18,9,65,Module_04,Mobile,0
SES055771,APP0340,PAR005,2024-01-28,21,52,Module_05,Mobile,1
SES055772,APP0340,PAR005,2024-01-04,18,35,Module_02,Desktop,0
SES055773,APP0340,PAR005,2023-05-01,13,43,Module_03,Mobile,0
SES055774,APP0340,PAR005,2022-09-06,22,39,Module_19,Desktop,0
SES055775,APP0340,PAR005,2023-01-14,19,33,Module_01,Mobile,1
SES055776,APP0340,PAR005,2024-01-30,17,15,Module_06,Desktop,0
SES055777,APP0340,PAR005,2024-05-14,17,18,Module_11,Mobile,0
SES055778,APP0340,PAR005,2022-11-02,20,76,Module_10,Desktop,0
SES055779,APP0340,PAR005,2024-03-06,20,49,Module_20,Mobile,0
SES055780,APP0340,PAR005,2024-04-05,16,1,Module_14,Desktop,0
SES055781,APP0340,PAR005,2023-03-04,12,90,Module_05,Desktop,1
SES055782,APP0340,PAR005,2023-11-18,13,35,Module_14,Mobile,1
SES055783,APP0340,PAR005,2023-09-21,22,64,Module_08,Desktop,0
SES055784,APP0340,PAR005,2022-08-20,10,7,Module_12,Mobile,1
SES055785,APP0340,PAR005,2022-08-17,6,3,Module_12,Mobile,0
SES055786,APP0340,PAR005,2023-07-30,19,17,Module_07,Desktop,1
SES055787,APP0340,PAR005,2024-02-14,8,20,Module_18,Mobile,0
SES055788,APP0340,PAR005,2023-10-04,21,7,Module_17,Desktop,0
SES055789,APP0340,PAR005,2023-02-07,8,15,Module_18,Mobile,0
SES055790,APP0340,PAR005,2023-09-20,20,20,Module_05,Mobile,0
SES055791,APP0340,PAR005,2022-08-03,10,10,Module_20,Desktop,0
SES055792,APP0340,PAR005,2024-06-24,10,99,Module_10,Desktop,0
SES055793,APP0152,PAR002,2022-09-12,21,44,Module_25,Desktop,0
SES055794,APP0152,PAR002,2024-04-23,18,36,Module_13,Mobile,0
SES055795,APP0152,PAR002,2023-02-13,14,61,Module_16,Mobile,0
SES055796,APP0152,PAR002,2024-03-04,14,23,Module_11,Mobile,0
SES055797,APP0152,PAR002,2023-12-05,14,20,Module_10,Desktop,0
SES055798,APP0152,PAR002,2024-05-31,14,31,Module_05,Mobile,0
SES055799,APP0152,PAR002,2022-12-02,21,51,Module_05,Mobile,0
SES055800,APP0152,PAR002,2024-03-13,18,30,Module_05,Desktop,0
SES055801,APP0152,PAR002,2023-08-22,18,68,Module_01,Mobile,0
SES055802,APP0152,PAR002,2024-02-23,12,93,Module_02,Desktop,0
SES055803,APP0152,PAR002,2023-11-04,18,15,Module_29,Mobile,1
SES055804,APP0152,PAR002,2023-06-19,8,19,Module_27,Desktop,0
SES055805,APP0152,PAR002,2023-09-24,20,38,Module_02,Mobile,1
SES055806,APP0152,PAR002,2024-06-18,21,95,Module_03,Mobile,0
SES055807,APP0152,PAR002,2022-11-09,16,11,Module_05,Desktop,0
SES055808,APP0152,PAR002,2022-12-02,10,141,Module_20,Mobile,0
SES055809,APP0152,PAR002,2022-09-15,7,36,Module_05,Mobile,0
SES055810,APP0152,PAR002,2023-05-29,20,166,Module_01,Mobile,0
SES055811,APP0152,PAR002,2022-08-10,21,25,Module_29,Tablette,0
SES055812,APP0152,PAR002,2023-06-30,13,71,Module_02,Mobile,0
SES055813,APP0152,PAR002,2024-05-05,14,19,Module_03,Tablette,1
SES055814,APP0152,PAR002,2022-11-03,17,174,Module_03,Mobile,0
SES055815,APP0152,PAR002,2022-10-07,16,96,Module_03,Mobile,0
SES055816,APP0152,PAR002,2023-09-27,14,7,Module_13,Desktop,0
SES055817,APP0152,PAR002,2023-09-28,14,63,Module_06,Desktop,0
SES055818,APP0152,PAR002,2023-11-03,10,25,Module_22,Desktop,0
SES055819,APP0152,PAR002,2024-02-11,19,36,Module_27,Tablette,1
SES055820,APP0152,PAR002,2023-02-17,19,120,Module_04,Desktop,0
SES055821,APP0152,PAR002,2023-11-13,10,8,Module_31,Desktop,0
SES055822,APP0152,PAR002,2022-07-30,21,33,Module_21,Desktop,1
SES055823,APP0152,PAR002,2023-11-19,7,51,Module_25,Mobile,1
SES055824,APP0152,PAR002,2023-05-02,9,25,Module_04,Tablette,0
SES055825,APP0152,PAR002,2023-01-22,13,58,Module_22,Desktop,1
SES055826,APP0152,PAR002,2023-04-28,17,42,Module_12,Desktop,0
SES055827,APP0152,PAR002,2023-11-29,18,18,Module_15,Mobile,0
SES055828,APP0152,PAR002,2022-08-16,18,57,Module_23,Desktop,0
SES055829,APP0152,PAR002,2023-08-24,9,132,Module_32,Mobile,0
SES055830,APP0152,PAR002,2022-07-21,12,62,Module_29,Desktop,0
SES055831,APP0152,PAR002,2023-10-27,11,48,Module_05,Tablette,0
SES055832,APP0152,PAR002,2023-11-14,16,4,Module_02,Desktop,0
SES055833,APP0152,PAR002,2022-06-15,6,137,Module_27,Mobile,0
SES055834,APP0152,PAR002,2023-06-10,16,85,Module_12,Mobile,1
SES055835,APP0152,PAR002,2023-09-22,11,101,Module_27,Desktop,0
SES055836,APP0152,PAR002,2022-07-23,12,21,Module_28,Mobile,1
SES055837,APP0152,PAR002,2023-11-22,15,73,Module_02,Desktop,0
SES055838,APP0152,PAR002,2023-11-27,16,23,Module_20,Mobile,0
SES055839,APP0152,PAR002,2023-04-17,18,16,Module_30,Mobile,0
SES055840,APP0152,PAR002,2023-02-24,14,16,Module_27,Desktop,0
SES055841,APP0152,PAR002,2023-02-22,6,10,Module_21,Mobile,0
SES055842,APP0152,PAR002,2023-10-26,21,22,Module_19,Mobile,0
SES055843,APP0152,PAR002,2023-10-12,21,15,Module_30,Mobile,0
SES055844,APP0152,PAR002,2023-05-14,13,8,Module_13,Mobile,1
SES055845,APP0152,PAR002,2023-06-03,21,173,Module_21,Mobile,1
SES055846,APP0152,PAR002,2023-05-28,11,15,Module_30,Mobile,1
SES055847,APP0152,PAR002,2022-12-31,11,33,Module_31,Desktop,1
SES055848,APP0152,PAR002,2023-01-12,15,73,Module_04,Desktop,0
SES055849,APP0152,PAR002,2023-05-21,20,3,Module_27,Mobile,1
SES055850,APP0152,PAR002,2022-07-29,6,47,Module_17,Mobile,0
SES055851,APP0152,PAR002,2024-04-08,12,34,Module_16,Mobile,0
SES055852,APP0152,PAR002,2023-05-13,18,7,Module_07,Mobile,1
SES055853,APP0152,PAR002,2023-11-12,22,22,Module_31,Mobile,1
SES055854,APP0152,PAR002,2022-12-17,18,159,Module_32,Desktop,1
SES055855,APP0152,PAR002,2024-05-11,11,79,Module_04,Mobile,1
SES055856,APP0152,PAR002,2023-02-25,19,44,Module_29,Desktop,1
SES055857,APP1021,PAR011,2022-10-02,14,1,Module_20,Mobile,1
SES055858,APP1021,PAR011,2023-09-06,20,88,Module_10,Mobile,0
SES055859,APP1021,PAR011,2022-10-11,15,2,Module_20,Mobile,0
SES055860,APP1021,PAR011,2024-05-08,8,25,Module_05,Mobile,0
SES055861,APP1021,PAR011,2023-03-21,18,22,Module_13,Mobile,0
SES055862,APP1021,PAR011,2024-05-12,13,13,Module_20,Mobile,1
SES055863,APP1021,PAR011,2022-12-10,14,12,Module_11,Desktop,1
SES055864,APP0803,PAR011,2023-02-23,6,4,Module_01,Mobile,0
SES055865,APP0803,PAR011,2023-02-16,18,32,Module_04,Mobile,0
SES055866,APP0803,PAR011,2023-12-20,16,21,Module_07,Desktop,0
SES055867,APP0803,PAR011,2023-09-06,12,59,Module_12,Mobile,0
SES055868,APP0803,PAR011,2023-05-20,17,24,Module_08,Mobile,1
SES055869,APP0803,PAR011,2023-03-18,11,75,Module_14,Mobile,1
SES055870,APP0803,PAR011,2024-03-26,13,14,Module_05,Desktop,0
SES055871,APP0803,PAR011,2024-02-29,17,87,Module_18,Desktop,0
SES055872,APP0803,PAR011,2024-01-11,10,69,Module_02,Tablette,0
SES055873,APP0803,PAR011,2023-05-23,22,2,Module_05,Desktop,0
SES055874,APP0803,PAR011,2024-06-23,12,45,Module_03,Mobile,1
SES055875,APP0803,PAR011,2023-03-06,19,3,Module_05,Desktop,0
SES055876,APP0803,PAR011,2023-08-09,11,13,Module_14,Desktop,0
SES055877,APP0803,PAR011,2023-10-28,12,46,Module_20,Tablette,1
SES055878,APP0803,PAR011,2023-09-02,18,62,Module_06,Mobile,1
SES055879,APP0803,PAR011,2023-04-27,12,86,Module_15,Mobile,0
SES055880,APP0803,PAR011,2023-12-13,19,76,Module_17,Tablette,0
SES055881,APP0803,PAR011,2023-10-18,9,202,Module_17,Mobile,0
SES055882,APP0803,PAR011,2023-05-12,19,56,Module_19,Desktop,0
SES055883,APP0803,PAR011,2023-11-23,12,138,Module_07,Mobile,0
SES055884,APP0803,PAR011,2023-09-15,10,47,Module_08,Tablette,0
SES055885,APP0803,PAR011,2023-03-28,13,53,Module_18,Desktop,0
SES055886,APP0803,PAR011,2024-02-06,20,62,Module_17,Mobile,0
SES055887,APP0803,PAR011,2023-04-05,17,15,Module_02,Desktop,0
SES055888,APP0803,PAR011,2023-08-16,13,1,Module_20,Desktop,0
SES055889,APP0803,PAR011,2023-06-03,6,32,Module_18,Mobile,1
SES055890,APP0803,PAR011,2024-01-20,15,10,Module_02,Desktop,1
SES055891,APP0803,PAR011,2024-02-29,14,9,Module_19,Desktop,0
SES055892,APP0803,PAR011,2023-08-11,6,29,Module_05,Mobile,0
SES055893,APP0607,PAR003,2024-06-30,12,48,Module_13,Desktop,1
SES055894,APP0607,PAR003,2024-06-30,13,42,Module_10,Mobile,1
SES055895,APP0607,PAR003,2024-06-30,20,25,Module_03,Mobile,1
SES055896,APP0215,PAR003,2023-11-18,15,73,Module_10,Mobile,1
SES055897,APP0215,PAR003,2024-05-03,21,15,Module_07,Mobile,0
SES055898,APP0215,PAR003,2024-01-01,12,23,Module_02,Mobile,0
SES055899,APP0215,PAR003,2024-02-27,12,40,Module_05,Desktop,0
SES055900,APP0215,PAR003,2024-06-21,20,3,Module_05,Desktop,0
SES055901,APP0215,PAR003,2023-07-31,17,55,Module_13,Desktop,0
SES055902,APP0215,PAR003,2023-04-28,9,64,Module_06,Mobile,0
SES055903,APP0215,PAR003,2022-10-05,21,162,Module_13,Mobile,0
SES055904,APP0215,PAR003,2022-08-23,12,95,Module_04,Mobile,0
SES055905,APP0215,PAR003,2022-11-21,9,4,Module_04,Mobile,0
SES055906,APP0215,PAR003,2024-06-24,10,2,Module_15,Mobile,0
SES055907,APP0215,PAR003,2023-10-18,16,10,Module_07,Mobile,0
SES055908,APP0215,PAR003,2023-05-20,21,54,Module_01,Desktop,1
SES055909,APP0215,PAR003,2023-10-16,15,58,Module_01,Mobile,0
SES055910,APP0215,PAR003,2023-01-11,10,9,Module_07,Mobile,0
SES055911,APP0215,PAR003,2023-07-19,9,72,Module_05,Tablette,0
SES055912,APP0215,PAR003,2023-06-19,16,10,Module_05,Mobile,0
SES055913,APP0215,PAR003,2023-10-16,6,57,Module_05,Mobile,0
SES055914,APP0215,PAR003,2024-06-04,14,58,Module_15,Mobile,0
SES055915,APP1315,PAR011,2024-06-13,8,6,Module_12,Desktop,0
SES055916,APP1315,PAR011,2024-05-25,21,101,Module_12,Mobile,1
SES055917,APP1315,PAR011,2024-06-04,7,1,Module_02,Mobile,0
SES055918,APP1315,PAR011,2024-05-20,22,7,Module_14,Desktop,0
SES055919,APP1315,PAR011,2024-05-31,18,8,Module_12,Desktop,0
SES055920,APP1315,PAR011,2024-06-12,19,10,Module_07,Mobile,0
SES055921,APP1315,PAR011,2024-06-09,11,4,Module_01,Desktop,1
SES055922,APP4072,PAR012,2024-06-30,19,12,Module_02,Desktop,1
SES055923,APP4072,PAR012,2024-06-30,17,3,Module_12,Mobile,1
SES055924,APP1411,PAR005,2024-03-11,8,11,Module_11,Desktop,0
SES055925,APP1411,PAR005,2024-04-19,7,115,Module_11,Desktop,0
SES055926,APP1411,PAR005,2024-05-12,16,10,Module_18,Mobile,1
SES055927,APP1411,PAR005,2024-02-19,15,15,Module_05,Desktop,0
SES055928,APP1411,PAR005,2024-05-31,12,34,Module_19,Tablette,0
SES055929,APP1411,PAR005,2024-03-12,19,1,Module_05,Mobile,0
SES055930,APP1411,PAR005,2024-06-24,11,10,Module_17,Desktop,0
SES055931,APP1411,PAR005,2024-06-07,11,237,Module_08,Desktop,0
SES055932,APP1411,PAR005,2024-04-04,9,40,Module_01,Desktop,0
SES055933,APP1411,PAR005,2024-02-25,16,46,Module_07,Mobile,1
SES055934,APP1411,PAR005,2024-04-22,20,10,Module_01,Mobile,0
SES055935,APP1411,PAR005,2024-04-26,22,13,Module_12,Mobile,0
SES055936,APP1411,PAR005,2024-06-01,13,8,Module_13,Tablette,1
SES055937,APP1411,PAR005,2024-05-27,10,16,Module_18,Mobile,0
SES055938,APP1411,PAR005,2024-03-25,6,22,Module_04,Desktop,0
SES055939,APP3497,PAR005,2023-11-01,9,14,Module_07,Mobile,0
SES055940,APP3497,PAR005,2024-06-05,14,1,Module_12,Mobile,0
SES055941,APP3497,PAR005,2024-05-29,21,25,Module_15,Mobile,0
SES055942,APP3497,PAR005,2024-03-22,16,18,Module_10,Desktop,0
SES055943,APP3497,PAR005,2024-05-22,8,25,Module_15,Mobile,0
SES055944,APP3497,PAR005,2023-12-01,14,34,Module_06,Mobile,0
SES055945,APP3497,PAR005,2024-05-12,8,3,Module_07,Desktop,1
SES055946,APP3497,PAR005,2024-03-23,16,14,Module_01,Mobile,1
SES055947,APP3497,PAR005,2023-10-13,15,74,Module_01,Mobile,0
SES055948,APP3497,PAR005,2024-04-18,17,23,Module_11,Desktop,0
SES055949,APP3497,PAR005,2023-12-20,19,1,Module_10,Desktop,0
SES055950,APP3497,PAR005,2024-05-10,11,61,Module_03,Mobile,0
SES055951,APP3497,PAR005,2024-04-26,9,12,Module_05,Mobile,0
SES055952,APP3497,PAR005,2024-06-17,10,24,Module_19,Mobile,0
SES055953,APP3497,PAR005,2023-11-30,18,20,Module_07,Tablette,0
SES055954,APP1093,PAR006,2024-05-07,8,19,Module_38,Mobile,0
SES055955,APP1093,PAR006,2023-10-30,21,40,Module_13,Mobile,0
SES055956,APP1093,PAR006,2023-10-23,7,59,Module_16,Desktop,0
SES055957,APP1093,PAR006,2024-03-26,20,1,Module_10,Mobile,0
SES055958,APP1093,PAR006,2023-09-06,8,68,Module_21,Desktop,0
SES055959,APP1093,PAR006,2023-12-09,8,3,Module_21,Mobile,1
SES055960,APP1093,PAR006,2024-04-04,11,95,Module_33,Mobile,0
SES055961,APP1093,PAR006,2023-12-04,17,51,Module_38,Mobile,0
SES055962,APP1093,PAR006,2023-09-16,17,5,Module_23,Desktop,1
SES055963,APP1093,PAR006,2024-06-19,17,73,Module_20,Mobile,0
SES055964,APP1093,PAR006,2023-12-12,10,34,Module_14,Desktop,0
SES055965,APP1093,PAR006,2024-03-01,7,75,Module_28,Desktop,0
SES055966,APP1093,PAR006,2023-11-23,21,154,Module_40,Mobile,0
SES055967,APP1093,PAR006,2023-09-12,17,23,Module_40,Mobile,0
SES055968,APP1093,PAR006,2023-09-24,11,1,Module_13,Mobile,1
SES055969,APP1093,PAR006,2023-11-21,13,21,Module_28,Mobile,0
SES055970,APP1093,PAR006,2024-06-17,21,44,Module_16,Desktop,0
SES055971,APP1093,PAR006,2024-03-12,13,23,Module_38,Mobile,0
SES055972,APP1093,PAR006,2024-04-13,9,6,Module_15,Mobile,1
SES055973,APP1093,PAR006,2023-07-04,22,51,Module_29,Desktop,0
SES055974,APP1093,PAR006,2024-02-27,16,76,Module_28,Desktop,0
SES055975,APP1093,PAR006,2023-11-17,6,41,Module_20,Tablette,0
SES055976,APP1093,PAR006,2024-03-17,22,18,Module_13,Desktop,1
SES055977,APP1093,PAR006,2024-03-13,9,91,Module_02,Desktop,0
SES055978,APP1093,PAR006,2023-12-19,22,1,Module_07,Mobile,0
SES055979,APP1093,PAR006,2023-12-27,16,36,Module_17,Tablette,0
SES055980,APP1093,PAR006,2023-10-24,18,73,Module_39,Mobile,0
SES055981,APP1093,PAR006,2023-12-30,8,5,Module_03,Mobile,1
SES055982,APP1093,PAR006,2024-05-10,22,56,Module_16,Desktop,0
SES055983,APP1093,PAR006,2024-05-14,16,45,Module_26,Mobile,0
SES055984,APP1093,PAR006,2023-10-20,7,35,Module_32,Mobile,0
SES055985,APP1093,PAR006,2024-02-15,15,15,Module_39,Desktop,0
SES055986,APP1093,PAR006,2023-11-02,8,83,Module_08,Mobile,0
SES055987,APP1093,PAR006,2024-05-05,17,3,Module_18,Mobile,1
SES055988,APP1093,PAR006,2023-12-05,9,10,Module_09,Mobile,0
SES055989,APP1093,PAR006,2024-02-09,18,3,Module_33,Desktop,0
SES055990,APP1093,PAR006,2024-05-10,11,40,Module_07,Mobile,0
SES055991,APP1093,PAR006,2023-10-20,11,30,Module_25,Mobile,0
SES055992,APP1093,PAR006,2024-03-21,10,56,Module_25,Desktop,0
SES055993,APP1093,PAR006,2024-06-21,15,13,Module_07,Mobile,0
SES055994,APP0587,PAR012,2023-03-31,15,20,Module_03,Mobile,0
SES055995,APP0587,PAR012,2023-10-28,9,1,Module_07,Mobile,1
SES055996,APP0587,PAR012,2023-08-31,17,19,Module_13,Desktop,0
SES055997,APP0587,PAR012,2023-02-15,8,18,Module_15,Desktop,0
SES055998,APP0587,PAR012,2023-06-14,8,20,Module_16,Desktop,0
SES055999,APP1411,PAR006,2024-04-28,21,23,Module_35,Mobile,1
SES056000,APP1411,PAR006,2024-03-18,9,140,Module_17,Desktop,0
SES056001,APP1411,PAR006,2024-05-12,10,34,Module_30,Mobile,1
SES056002,APP1411,PAR006,2024-03-12,21,92,Module_17,Desktop,0
SES056003,APP1411,PAR006,2024-05-31,9,18,Module_05,Mobile,0
SES056004,APP1411,PAR006,2024-02-19,14,95,Module_31,Desktop,0
SES056005,APP1411,PAR006,2024-04-21,8,4,Module_03,Mobile,1
SES056006,APP1411,PAR006,2024-03-12,20,57,Module_12,Mobile,0
SES056007,APP1411,PAR006,2024-05-06,9,45,Module_26,Desktop,0
SES056008,APP1411,PAR006,2024-06-11,9,32,Module_26,Desktop,0
SES056009,APP1411,PAR006,2024-06-18,15,89,Module_14,Mobile,0
SES056010,APP1411,PAR006,2024-04-08,10,63,Module_40,Desktop,0
SES056011,APP1411,PAR006,2024-03-06,21,18,Module_12,Mobile,0
SES056012,APP1411,PAR006,2024-02-24,17,1,Module_07,Tablette,1
SES056013,APP1411,PAR006,2024-06-03,18,14,Module_01,Tablette,0
SES056014,APP1411,PAR006,2024-06-01,10,5,Module_18,Desktop,1
SES056015,APP1411,PAR006,2024-06-10,17,17,Module_35,Mobile,0
SES056016,APP1411,PAR006,2024-05-03,11,50,Module_12,Mobile,0
SES056017,APP1411,PAR006,2024-05-25,17,3,Module_07,Mobile,1
SES056018,APP1411,PAR006,2024-06-02,19,44,Module_05,Mobile,1
SES056019,APP1411,PAR006,2024-04-22,21,202,Module_24,Mobile,0
SES056020,APP1411,PAR006,2024-05-06,13,25,Module_10,Mobile,0
SES056021,APP1411,PAR006,2024-02-26,19,46,Module_18,Mobile,0
SES056022,APP1411,PAR006,2024-06-07,16,40,Module_25,Desktop,0
SES056023,APP1411,PAR006,2024-04-19,18,40,Module_32,Mobile,0
SES056024,APP1411,PAR006,2024-03-13,19,34,Module_24,Mobile,0
SES056025,APP1411,PAR006,2024-03-25,18,62,Module_27,Mobile,0
SES056026,APP1411,PAR006,2024-05-06,11,20,Module_32,Desktop,0
SES056027,APP1411,PAR006,2024-03-23,12,159,Module_39,Tablette,1
SES056028,APP1411,PAR006,2024-06-05,12,86,Module_14,Tablette,0
SES056029,APP1411,PAR006,2024-03-15,8,49,Module_31,Desktop,0
SES056030,APP1411,PAR006,2024-05-23,10,174,Module_39,Tablette,0
SES056031,APP1411,PAR006,2024-04-20,17,133,Module_07,Desktop,1
SES056032,APP1411,PAR006,2024-05-18,15,138,Module_36,Desktop,1
SES056033,APP1411,PAR006,2024-06-11,6,25,Module_01,Mobile,0
SES056034,APP1411,PAR006,2024-03-29,19,119,Module_28,Mobile,0
SES056035,APP1411,PAR006,2024-05-31,16,11,Module_38,Mobile,0
SES056036,APP1411,PAR006,2024-03-04,12,124,Module_05,Mobile,0
SES056037,APP1411,PAR006,2024-06-21,12,14,Module_36,Desktop,0
SES056038,APP1411,PAR006,2024-03-30,12,51,Module_27,Mobile,1
SES056039,APP1411,PAR006,2024-04-22,18,48,Module_38,Desktop,0
SES056040,APP1411,PAR006,2024-02-20,6,4,Module_06,Mobile,0
SES056041,APP1411,PAR006,2024-02-25,20,18,Module_35,Mobile,1
SES056042,APP1411,PAR006,2024-05-02,18,40,Module_09,Tablette,0
SES056043,APP1411,PAR006,2024-03-11,8,13,Module_06,Mobile,0
SES056044,APP1411,PAR006,2024-06-03,21,13,Module_07,Mobile,0
SES056045,APP1411,PAR006,2024-06-04,12,48,Module_13,Desktop,0
