paiement_id,apprenant_id,parcours_id,date_paiement,montant_fcfa,methode,type_paiement,statut_paiement
PAY06244,APP3262,PAR007,2022-04-12,71600,Carte bancaire,En 2 fois,Valide
PAY06245,APP3262,PAR001,2022-03-13,119200,Carte bancaire,Integral,Valide
PAY06246,APP3262,PAR006,2022-03-13,199200,Mobile Money,Integral,Valide
PAY06247,APP3263,PAR004,2023-03-04,64500,Mobile Money,En 2 fois,Valide
PAY06248,APP3263,PAR004,2023-04-03,64500,Mobile Money,En 2 fois,Valide
PAY06249,APP3264,PAR009,2022-01-06,119000,Mobile Money,Integral,Valide
PAY06250,APP3265,PAR005,2022-09-05,79200,Mobile Money,Integral,Valide
PAY06251,APP3266,PAR005,2024-03-07,99000,Mobile Money,Integral,Valide
PAY06252,APP3267,PAR011,2023-10-13,109000,Virement,Integral,Valide
PAY06253,APP3268,PAR005,2022-10-22,19800,Carte bancaire,Mensuel,Echoue
PAY06254,APP3268,PAR005,2022-11-21,19800,Carte bancaire,Mensuel,Valide
PAY06255,APP3268,PAR005,2022-12-21,19800,Virement,Mensuel,Echoue
PAY06256,APP3268,PAR005,2023-01-20,19800,Mobile Money,Mensuel,Valide
PAY06257,APP3269,PAR005,2022-06-23,49500,Mobile Money,En 2 fois,Valide
PAY06258,APP3269,PAR005,2022-07-23,49500,Virement,En 2 fois,Valide
PAY06259,APP3269,PAR007,2022-06-23,179000,Mobile Money,Integral,Valide
PAY06260,APP3270,PAR011,2022-04-13,87200,Mobile Money,Integral,Valide
PAY06261,APP3271,PAR004,2022-03-06,129000,Mobile Money,Integral,Valide
PAY06262,APP3272,PAR001,2022-01-25,59600,Virement,En 2 fois,Valide
PAY06263,APP3272,PAR001,2022-02-24,59600,Mobile Money,En 2 fois,Valide
PAY06264,APP3273,PAR007,2022-05-24,44750,Virement,Mensuel,Valide
PAY06265,APP3273,PAR007,2022-06-23,44750,Virement,Mensuel,Valide
PAY06266,APP3273,PAR007,2022-07-23,44750,Carte bancaire,Mensuel,Valide
PAY06267,APP3273,PAR007,2022-08-22,44750,Carte bancaire,Mensuel,Valide
PAY06268,APP3273,PAR001,2022-05-24,149000,Carte bancaire,Integral,Valide
PAY06269,APP3274,PAR001,2022-03-07,149000,Carte bancaire,Integral,Valide
PAY06270,APP3274,PAR012,2022-03-07,89000,Virement,Integral,Valide
PAY06271,APP3275,PAR003,2023-06-17,71200,Carte bancaire,Integral,Valide
PAY06272,APP3276,PAR006,2022-01-01,249000,Mobile Money,Integral,Valide
PAY06273,APP3277,PAR009,2023-10-26,119000,Mobile Money,Integral,Valide
PAY06274,APP3278,PAR012,2022-04-08,89000,Mobile Money,Integral,Valide
PAY06275,APP3279,PAR010,2024-02-14,69000,PayPal,Integral,Valide
PAY06276,APP3279,PAR006,2024-02-14,249000,Carte bancaire,Integral,Valide
PAY06277,APP3279,PAR011,2024-02-14,109000,Virement,Integral,Valide
PAY06278,APP3280,PAR003,2023-05-03,71200,Virement,Integral,Valide
PAY06279,APP3280,PAR010,2023-05-03,27600,Virement,En 2 fois,Valide
PAY06280,APP3280,PAR010,2023-06-02,27600,Carte bancaire,En 2 fois,Valide
PAY06281,APP3281,PAR007,2022-03-24,179000,Mobile Money,Integral,Valide
PAY06282,APP3282,PAR004,2023-02-19,129000,Mobile Money,Integral,Valide
PAY06283,APP3283,PAR009,2024-06-30,119000,Carte bancaire,Integral,Valide
PAY06284,APP3284,PAR007,2022-08-03,179000,Mobile Money,Integral,Valide
PAY06285,APP3284,PAR004,2022-08-03,129000,Mobile Money,Integral,Valide
PAY06286,APP3284,PAR010,2022-08-03,69000,Mobile Money,Integral,Valide
PAY06287,APP3285,PAR011,2022-06-08,87200,Carte bancaire,Integral,Valide
PAY06288,APP3285,PAR007,2022-06-08,143200,PayPal,Integral,Valide
PAY06289,APP3286,PAR001,2023-05-07,149000,Carte bancaire,Integral,Valide
PAY06290,APP3287,PAR010,2023-07-30,34500,Mobile Money,En 2 fois,Echoue
PAY06291,APP3287,PAR010,2023-08-29,34500,PayPal,En 2 fois,Valide
PAY06292,APP3288,PAR007,2022-10-31,179000,Mobile Money,Integral,Valide
PAY06293,APP3288,PAR003,2022-10-31,89000,Mobile Money,Integral,Valide
PAY06294,APP3289,PAR011,2022-01-24,109000,Mobile Money,Integral,Valide
PAY06295,APP3290,PAR007,2022-01-07,179000,Carte bancaire,Integral,Valide
PAY06296,APP3290,PAR003,2022-01-07,89000,Mobile Money,Integral,Valide
PAY06297,APP3291,PAR007,2024-06-30,143200,Virement,Integral,Valide
PAY06298,APP3292,PAR006,2022-11-24,124500,Virement,En 2 fois,Valide
PAY06299,APP3292,PAR006,2022-12-24,124500,Mobile Money,En 2 fois,Valide
PAY06300,APP3293,PAR009,2022-05-24,119000,Mobile Money,Integral,Valide
PAY06301,APP3294,PAR003,2022-12-05,71200,Mobile Money,Integral,Valide
PAY06302,APP3294,PAR007,2022-12-05,143200,PayPal,Integral,Valide
PAY06303,APP3295,PAR004,2022-11-07,64500,Mobile Money,En 2 fois,Valide
PAY06304,APP3295,PAR004,2022-12-07,64500,Virement,En 2 fois,Valide
PAY06305,APP3296,PAR002,2022-01-13,159200,Carte bancaire,Integral,Valide
PAY06306,APP3297,PAR012,2022-02-09,89000,Mobile Money,Integral,Valide
PAY06307,APP3298,PAR003,2022-06-28,89000,Virement,Integral,Valide
PAY06308,APP3299,PAR009,2024-06-30,119000,Mobile Money,Integral,Valide
PAY06309,APP3299,PAR002,2024-06-30,99500,Mobile Money,En 2 fois,Valide
PAY06310,APP3299,PAR002,2024-07-30,99500,Mobile Money,En 2 fois,Valide
PAY06311,APP3300,PAR011,2022-06-14,54500,Mobile Money,En 2 fois,Valide
PAY06312,APP3300,PAR011,2022-07-14,54500,Carte bancaire,En 2 fois,Valide
PAY06313,APP3300,PAR010,2022-06-14,34500,Carte bancaire,En 2 fois,Valide
PAY06314,APP3300,PAR010,2022-07-14,34500,Mobile Money,En 2 fois,Valide
PAY06315,APP3300,PAR007,2022-06-14,44750,Carte bancaire,Mensuel,Valide
PAY06316,APP3300,PAR007,2022-07-14,44750,Mobile Money,Mensuel,Valide
PAY06317,APP3300,PAR007,2022-08-13,44750,Mobile Money,Mensuel,Valide
PAY06318,APP3300,PAR007,2022-09-12,44750,Mobile Money,Mensuel,Valide
PAY06319,APP3301,PAR011,2023-01-30,87200,Mobile Money,Integral,Valide
PAY06320,APP3302,PAR005,2022-01-26,49500,Virement,En 2 fois,Valide
PAY06321,APP3302,PAR005,2022-02-25,49500,Mobile Money,En 2 fois,Valide
PAY06322,APP3302,PAR009,2022-01-26,119000,Carte bancaire,Integral,Valide
PAY06323,APP3303,PAR003,2022-06-21,89000,Mobile Money,Integral,Valide
PAY06324,APP3303,PAR006,2022-06-21,249000,Carte bancaire,Integral,Valide
PAY06325,APP3304,PAR004,2022-06-24,51600,Mobile Money,En 2 fois,Valide
PAY06326,APP3304,PAR004,2022-07-24,51600,Carte bancaire,En 2 fois,Valide
PAY06327,APP3304,PAR002,2022-06-24,159200,Mobile Money,Integral,Valide
PAY06328,APP3305,PAR002,2023-04-26,199000,PayPal,Integral,Valide
PAY06329,APP3306,PAR001,2022-05-13,74500,Virement,En 2 fois,Valide
PAY06330,APP3306,PAR001,2022-06-12,74500,Mobile Money,En 2 fois,Valide
PAY06331,APP3307,PAR007,2024-06-30,179000,PayPal,Integral,Valide
PAY06332,APP3308,PAR001,2022-02-21,149000,Mobile Money,Integral,Valide
PAY06333,APP3309,PAR011,2024-03-31,43600,Mobile Money,En 2 fois,Valide
PAY06334,APP3309,PAR011,2024-04-30,43600,Mobile Money,En 2 fois,Valide
PAY06335,APP3310,PAR010,2022-02-20,69000,Carte bancaire,Integral,Valide
PAY06336,APP3310,PAR003,2022-02-20,44500,Carte bancaire,En 2 fois,Valide
PAY06337,APP3310,PAR003,2022-03-22,44500,Carte bancaire,En 2 fois,Valide
PAY06338,APP3311,PAR001,2024-02-23,119200,Mobile Money,Integral,Valide
PAY06339,APP3312,PAR010,2022-09-12,69000,Carte bancaire,Integral,Valide
PAY06340,APP3313,PAR012,2024-06-30,89000,Mobile Money,Integral,Valide
PAY06341,APP3313,PAR009,2024-06-30,119000,Mobile Money,Integral,Valide
PAY06342,APP3314,PAR002,2022-02-05,99500,PayPal,En 2 fois,Valide
PAY06343,APP3314,PAR002,2022-03-07,99500,Mobile Money,En 2 fois,Valide
PAY06344,APP3315,PAR010,2023-01-22,69000,Mobile Money,Integral,Rembourse
PAY06345,APP3316,PAR007,2024-06-30,179000,Mobile Money,Integral,Valide
PAY06346,APP3317,PAR001,2022-11-21,74500,Carte bancaire,En 2 fois,Valide
PAY06347,APP3317,PAR001,2022-12-21,74500,Mobile Money,En 2 fois,Valide
PAY06348,APP3318,PAR012,2024-06-30,89000,Virement,Integral,Valide
PAY06349,APP3318,PAR003,2024-06-30,89000,Mobile Money,Integral,Valide
PAY06350,APP3319,PAR008,2022-03-02,79000,Virement,Integral,Valide
PAY06351,APP3320,PAR011,2022-06-06,109000,Carte bancaire,Integral,Valide
PAY06352,APP3321,PAR011,2022-05-20,109000,PayPal,Integral,Valide
PAY06353,APP3322,PAR006,2022-10-30,199200,Mobile Money,Integral,Valide
PAY06354,APP3323,PAR003,2022-07-20,44500,Virement,En 2 fois,Valide
PAY06355,APP3323,PAR003,2022-08-19,44500,Virement,En 2 fois,Valide
PAY06356,APP3324,PAR004,2022-01-13,64500,Carte bancaire,En 2 fois,Valide
PAY06357,APP3324,PAR004,2022-02-12,64500,Virement,En 2 fois,Valide
PAY06358,APP3325,PAR011,2023-02-13,87200,Mobile Money,Integral,Valide
PAY06359,APP3326,PAR004,2022-06-25,129000,Mobile Money,Integral,Valide
PAY06360,APP3326,PAR005,2022-06-25,99000,Mobile Money,Integral,Valide
PAY06361,APP3327,PAR004,2024-06-30,129000,Mobile Money,Integral,Valide
PAY06362,APP3328,PAR009,2022-05-09,95200,Mobile Money,Integral,Rembourse
PAY06363,APP3329,PAR004,2023-07-13,64500,Mobile Money,En 2 fois,Valide
PAY06364,APP3329,PAR004,2023-08-12,64500,Virement,En 2 fois,Valide
PAY06365,APP3330,PAR012,2022-11-02,44500,Mobile Money,En 2 fois,Valide
PAY06366,APP3330,PAR012,2022-12-02,44500,Mobile Money,En 2 fois,Valide
PAY06367,APP3330,PAR007,2022-11-02,179000,Carte bancaire,Integral,Valide
PAY06368,APP3330,PAR005,2022-11-02,99000,Mobile Money,Integral,Valide
PAY06369,APP3331,PAR011,2024-05-29,54500,Mobile Money,En 2 fois,Valide
PAY06370,APP3331,PAR011,2024-06-28,54500,Virement,En 2 fois,Valide
PAY06371,APP3332,PAR001,2022-04-08,149000,Mobile Money,Integral,Valide
PAY06372,APP3333,PAR005,2022-02-14,99000,Carte bancaire,Integral,Valide
PAY06373,APP3333,PAR002,2022-02-14,199000,Virement,Integral,Valide
PAY06374,APP3334,PAR003,2022-03-06,89000,Carte bancaire,Integral,Valide
PAY06375,APP3335,PAR011,2022-02-09,54500,Mobile Money,En 2 fois,Valide
PAY06376,APP3335,PAR011,2022-03-11,54500,PayPal,En 2 fois,Valide
PAY06377,APP3335,PAR001,2022-02-09,149000,Mobile Money,Integral,Valide
PAY06378,APP3336,PAR011,2023-02-22,109000,PayPal,Integral,Valide
PAY06379,APP3336,PAR010,2023-02-22,17250,Virement,Mensuel,Valide
PAY06380,APP3336,PAR010,2023-03-24,17250,Carte bancaire,Mensuel,Valide
PAY06381,APP3336,PAR010,2023-04-23,17250,Mobile Money,Mensuel,Valide
PAY06382,APP3336,PAR010,2023-05-23,17250,Mobile Money,Mensuel,Valide
PAY06383,APP3337,PAR002,2022-05-29,99500,Virement,En 2 fois,Valide
PAY06384,APP3337,PAR002,2022-06-28,99500,Virement,En 2 fois,Valide
PAY06385,APP3338,PAR002,2023-11-06,199000,Carte bancaire,Integral,Valide
PAY06386,APP3339,PAR008,2022-10-28,39500,Mobile Money,En 2 fois,Valide
PAY06387,APP3339,PAR008,2022-11-27,39500,Mobile Money,En 2 fois,Valide
PAY06388,APP3339,PAR010,2022-10-28,69000,Carte bancaire,Integral,Valide
PAY06389,APP3339,PAR002,2022-10-28,99500,Carte bancaire,En 2 fois,Valide
PAY06390,APP3339,PAR002,2022-11-27,99500,Virement,En 2 fois,Valide
PAY06391,APP3340,PAR002,2024-06-30,49750,Mobile Money,Mensuel,Valide
PAY06392,APP3340,PAR002,2024-07-30,49750,Mobile Money,Mensuel,Valide
PAY06393,APP3340,PAR002,2024-08-29,49750,Virement,Mensuel,Valide
PAY06394,APP3340,PAR002,2024-09-28,49750,Mobile Money,Mensuel,Valide
PAY06395,APP3340,PAR003,2024-06-30,89000,Carte bancaire,Integral,Valide
PAY06396,APP3341,PAR005,2022-06-16,24750,Virement,Mensuel,Valide
PAY06397,APP3341,PAR005,2022-07-16,24750,Carte bancaire,Mensuel,Valide
PAY06398,APP3341,PAR005,2022-08-15,24750,PayPal,Mensuel,Valide
PAY06399,APP3341,PAR005,2022-09-14,24750,Carte bancaire,Mensuel,Valide
PAY06400,APP3341,PAR012,2022-06-16,89000,Carte bancaire,Integral,Valide
PAY06401,APP3342,PAR003,2022-04-11,89000,Mobile Money,Integral,Valide
PAY06402,APP3343,PAR002,2023-05-03,159200,Mobile Money,Integral,Valide
PAY06403,APP3343,PAR012,2023-05-03,71200,Virement,Integral,Valide
PAY06404,APP3344,PAR008,2022-01-01,31600,Carte bancaire,En 2 fois,Valide
PAY06405,APP3344,PAR008,2022-01-31,31600,Mobile Money,En 2 fois,Valide
PAY06406,APP3345,PAR006,2024-06-30,249000,PayPal,Integral,Valide
PAY06407,APP3346,PAR004,2022-01-07,64500,Carte bancaire,En 2 fois,Valide
PAY06408,APP3346,PAR004,2022-02-06,64500,Mobile Money,En 2 fois,Valide
PAY06409,APP3346,PAR007,2022-01-07,179000,Mobile Money,Integral,Valide
PAY06410,APP3347,PAR002,2022-12-05,159200,Mobile Money,Integral,Valide
PAY06411,APP3347,PAR008,2022-12-05,15800,Mobile Money,Mensuel,Valide
PAY06412,APP3347,PAR008,2023-01-04,15800,Mobile Money,Mensuel,Valide
PAY06413,APP3347,PAR008,2023-02-03,15800,Carte bancaire,Mensuel,Valide
PAY06414,APP3347,PAR008,2023-03-05,15800,Mobile Money,Mensuel,Valide
PAY06415,APP3347,PAR001,2022-12-05,119200,PayPal,Integral,Valide
PAY06416,APP3348,PAR007,2023-02-18,143200,Mobile Money,Integral,Valide
PAY06417,APP3348,PAR002,2023-02-18,159200,Mobile Money,Integral,Valide
PAY06418,APP3349,PAR008,2023-11-20,63200,PayPal,Integral,Valide
PAY06419,APP3350,PAR011,2022-05-23,43600,PayPal,En 2 fois,Valide
PAY06420,APP3350,PAR011,2022-06-22,43600,Mobile Money,En 2 fois,Echoue
PAY06421,APP3350,PAR002,2022-05-23,79600,Mobile Money,En 2 fois,Valide
PAY06422,APP3350,PAR002,2022-06-22,79600,Mobile Money,En 2 fois,Valide
PAY06423,APP3351,PAR004,2022-09-03,103200,Mobile Money,Integral,Valide
PAY06424,APP3352,PAR011,2022-04-21,109000,Virement,Integral,Valide
PAY06425,APP3352,PAR007,2022-04-21,89500,Virement,En 2 fois,Valide
PAY06426,APP3352,PAR007,2022-05-21,89500,Mobile Money,En 2 fois,Valide
PAY06427,APP3353,PAR007,2022-02-19,89500,Mobile Money,En 2 fois,Valide
PAY06428,APP3353,PAR007,2022-03-21,89500,Mobile Money,En 2 fois,Valide
PAY06429,APP3354,PAR006,2023-07-14,249000,PayPal,Integral,Valide
PAY06430,APP3355,PAR011,2023-03-26,109000,Virement,Integral,Valide
PAY06431,APP3355,PAR008,2023-03-26,79000,Mobile Money,Integral,Valide
PAY06432,APP3356,PAR003,2024-06-30,35600,Mobile Money,En 2 fois,Valide
PAY06433,APP3356,PAR003,2024-07-30,35600,Mobile Money,En 2 fois,Valide
PAY06434,APP3357,PAR003,2022-05-17,35600,Mobile Money,En 2 fois,Valide
PAY06435,APP3357,PAR003,2022-06-16,35600,PayPal,En 2 fois,Valide
PAY06436,APP3358,PAR005,2022-04-03,99000,Carte bancaire,Integral,Echoue
PAY06437,APP3358,PAR001,2022-04-03,74500,Virement,En 2 fois,Valide
PAY06438,APP3358,PAR001,2022-05-03,74500,Virement,En 2 fois,Valide
PAY06439,APP3359,PAR003,2022-04-03,89000,Carte bancaire,Integral,Valide
PAY06440,APP3359,PAR011,2022-04-03,109000,Mobile Money,Integral,Valide
PAY06441,APP3360,PAR010,2022-01-10,55200,Virement,Integral,Valide
PAY06442,APP3361,PAR011,2023-02-23,87200,Mobile Money,Integral,Valide
PAY06443,APP3362,PAR010,2022-01-01,27600,PayPal,En 2 fois,Valide
PAY06444,APP3362,PAR010,2022-01-31,27600,Carte bancaire,En 2 fois,Valide
PAY06445,APP3363,PAR001,2022-07-12,119200,Virement,Integral,Valide
PAY06446,APP3363,PAR002,2022-07-12,159200,PayPal,Integral,Valide
PAY06447,APP3363,PAR006,2022-07-12,199200,Virement,Integral,Valide
PAY06448,APP3364,PAR006,2022-09-01,49800,Mobile Money,Mensuel,Valide
PAY06449,APP3364,PAR006,2022-10-01,49800,Mobile Money,Mensuel,Echoue
PAY06450,APP3364,PAR006,2022-10-31,49800,Carte bancaire,Mensuel,Valide
PAY06451,APP3364,PAR006,2022-11-30,49800,Mobile Money,Mensuel,Valide
PAY06452,APP3364,PAR008,2022-09-01,63200,Carte bancaire,Integral,Valide
PAY06453,APP3365,PAR010,2022-10-09,69000,Mobile Money,Integral,Valide
PAY06454,APP3366,PAR010,2024-06-30,69000,Mobile Money,Integral,Valide
PAY06455,APP3367,PAR009,2022-01-01,119000,Carte bancaire,Integral,Valide
PAY06456,APP3368,PAR001,2022-03-20,149000,Mobile Money,Integral,Valide
PAY06457,APP3369,PAR003,2023-06-10,71200,Mobile Money,Integral,Valide
PAY06458,APP3370,PAR009,2023-09-19,119000,Carte bancaire,Integral,Valide
PAY06459,APP3371,PAR012,2024-02-11,89000,Mobile Money,Integral,Valide
PAY06460,APP3372,PAR005,2023-06-25,99000,Virement,Integral,Valide
PAY06461,APP3372,PAR002,2023-06-25,199000,Mobile Money,Integral,Valide
PAY06462,APP3373,PAR004,2022-05-21,103200,PayPal,Integral,Valide
PAY06463,APP3374,PAR010,2023-05-10,69000,PayPal,Integral,Valide
PAY06464,APP3375,PAR001,2024-01-19,149000,Mobile Money,Integral,Valide
PAY06465,APP3376,PAR009,2023-09-20,119000,Carte bancaire,Integral,Valide
PAY06466,APP3377,PAR001,2022-02-22,149000,Mobile Money,Integral,Valide
PAY06467,APP3378,PAR009,2022-04-14,119000,Mobile Money,Integral,Valide
PAY06468,APP3378,PAR012,2022-04-14,89000,Mobile Money,Integral,Valide
PAY06469,APP3379,PAR003,2022-03-07,44500,Carte bancaire,En 2 fois,Valide
PAY06470,APP3379,PAR003,2022-04-06,44500,PayPal,En 2 fois,Valide
PAY06471,APP3379,PAR004,2022-03-07,64500,Carte bancaire,En 2 fois,Valide
PAY06472,APP3379,PAR004,2022-04-06,64500,Mobile Money,En 2 fois,Valide
PAY06473,APP3380,PAR006,2024-02-01,249000,Mobile Money,Integral,Valide
PAY06474,APP3380,PAR002,2024-02-01,199000,Mobile Money,Integral,Valide
PAY06475,APP3381,PAR004,2022-10-30,103200,Mobile Money,Integral,Valide
PAY06476,APP3381,PAR001,2022-10-30,119200,Carte bancaire,Integral,Valide
PAY06477,APP3382,PAR006,2022-06-02,199200,Virement,Integral,Valide
PAY06478,APP3382,PAR003,2022-06-02,71200,Mobile Money,Integral,Valide
PAY06479,APP3383,PAR004,2022-03-13,129000,Mobile Money,Integral,Valide
PAY06480,APP3384,PAR002,2022-02-02,199000,Mobile Money,Integral,Valide
PAY06481,APP3384,PAR003,2022-02-02,89000,Mobile Money,Integral,Valide
PAY06482,APP3385,PAR005,2023-05-16,49500,Mobile Money,En 2 fois,Valide
PAY06483,APP3385,PAR005,2023-06-15,49500,Carte bancaire,En 2 fois,Valide
PAY06484,APP3385,PAR012,2023-05-16,44500,Virement,En 2 fois,Valide
PAY06485,APP3385,PAR012,2023-06-15,44500,Mobile Money,En 2 fois,Valide
PAY06486,APP3386,PAR008,2022-02-06,79000,Virement,Integral,Valide
PAY06487,APP3387,PAR004,2022-12-13,129000,Mobile Money,Integral,Valide
PAY06488,APP3388,PAR002,2022-04-28,79600,Carte bancaire,En 2 fois,Valide
PAY06489,APP3388,PAR002,2022-05-28,79600,PayPal,En 2 fois,Valide
PAY06490,APP3389,PAR006,2022-03-01,199200,Mobile Money,Integral,Valide
PAY06491,APP3390,PAR012,2022-01-02,89000,Mobile Money,Integral,Valide
PAY06492,APP3390,PAR009,2022-01-02,119000,PayPal,Integral,Valide
PAY06493,APP3390,PAR005,2022-01-02,99000,Carte bancaire,Integral,Valide
PAY06494,APP3391,PAR008,2022-06-29,63200,Carte bancaire,Integral,Valide
PAY06495,APP3391,PAR012,2022-06-29,71200,Mobile Money,Integral,Valide
PAY06496,APP3391,PAR007,2022-06-29,143200,Carte bancaire,Integral,Valide
PAY06497,APP3392,PAR009,2022-08-04,95200,Mobile Money,Integral,Valide
PAY06498,APP3393,PAR007,2024-06-30,44750,Carte bancaire,Mensuel,Valide
PAY06499,APP3393,PAR007,2024-07-30,44750,Mobile Money,Mensuel,Valide
PAY06500,APP3393,PAR007,2024-08-29,44750,Virement,Mensuel,Valide
PAY06501,APP3393,PAR007,2024-09-28,44750,Mobile Money,Mensuel,Valide
PAY06502,APP3393,PAR004,2024-06-30,129000,Mobile Money,Integral,Valide
PAY06503,APP3393,PAR005,2024-06-30,99000,Mobile Money,Integral,Valide
PAY06504,APP3394,PAR003,2022-06-29,71200,PayPal,Integral,Valide
PAY06505,APP3395,PAR004,2022-03-06,51600,Virement,En 2 fois,Valide
PAY06506,APP3395,PAR004,2022-04-05,51600,Mobile Money,En 2 fois,Valide
PAY06507,APP3396,PAR011,2023-01-14,87200,Virement,Integral,Echoue
PAY06508,APP3397,PAR012,2022-01-17,71200,Virement,Integral,Valide
PAY06509,APP3398,PAR005,2024-06-30,99000,Carte bancaire,Integral,Valide
PAY06510,APP3398,PAR007,2024-06-30,179000,Mobile Money,Integral,Valide
PAY06511,APP3399,PAR002,2024-04-09,99500,Mobile Money,En 2 fois,Valide
PAY06512,APP3399,PAR002,2024-05-09,99500,Mobile Money,En 2 fois,Valide
PAY06513,APP3399,PAR010,2024-04-09,69000,Mobile Money,Integral,Valide
PAY06514,APP3400,PAR010,2023-06-11,27600,Carte bancaire,En 2 fois,Valide
PAY06515,APP3400,PAR010,2023-07-11,27600,Mobile Money,En 2 fois,Valide
PAY06516,APP3400,PAR005,2023-06-11,79200,Mobile Money,Integral,Valide
PAY06517,APP3400,PAR003,2023-06-11,71200,Mobile Money,Integral,Valide
PAY06518,APP3401,PAR004,2024-06-30,129000,Mobile Money,Integral,Valide
PAY06519,APP3402,PAR012,2022-08-31,44500,Mobile Money,En 2 fois,Valide
PAY06520,APP3402,PAR012,2022-09-30,44500,Carte bancaire,En 2 fois,Valide
PAY06521,APP3402,PAR008,2022-08-31,79000,PayPal,Integral,Valide
PAY06522,APP3403,PAR007,2023-12-11,179000,Mobile Money,Integral,Valide
PAY06523,APP3404,PAR008,2022-09-16,79000,Mobile Money,Integral,Valide
PAY06524,APP3405,PAR007,2024-06-30,89500,PayPal,En 2 fois,Valide
PAY06525,APP3405,PAR007,2024-07-30,89500,Virement,En 2 fois,Valide
PAY06526,APP3405,PAR010,2024-06-30,34500,Mobile Money,En 2 fois,Valide
PAY06527,APP3405,PAR010,2024-07-30,34500,Virement,En 2 fois,Valide
PAY06528,APP3406,PAR012,2022-11-01,17800,Mobile Money,Mensuel,Valide
PAY06529,APP3406,PAR012,2022-12-01,17800,Carte bancaire,Mensuel,Valide
PAY06530,APP3406,PAR012,2022-12-31,17800,Mobile Money,Mensuel,Valide
PAY06531,APP3406,PAR012,2023-01-30,17800,Mobile Money,Mensuel,Valide
PAY06532,APP3406,PAR005,2022-11-01,79200,Mobile Money,Integral,Valide
PAY06533,APP3407,PAR006,2022-12-08,249000,Carte bancaire,Integral,Valide
PAY06534,APP3407,PAR010,2022-12-08,69000,Mobile Money,Integral,Valide
PAY06535,APP3408,PAR002,2022-10-24,199000,Carte bancaire,Integral,Valide
PAY06536,APP3409,PAR010,2023-01-25,69000,Mobile Money,Integral,Valide
PAY06537,APP3409,PAR007,2023-01-25,179000,Mobile Money,Integral,Valide
PAY06538,APP3410,PAR007,2024-06-30,44750,Mobile Money,Mensuel,Valide
PAY06539,APP3410,PAR007,2024-07-30,44750,Mobile Money,Mensuel,Valide
PAY06540,APP3410,PAR007,2024-08-29,44750,Virement,Mensuel,Valide
PAY06541,APP3410,PAR007,2024-09-28,44750,Mobile Money,Mensuel,Valide
PAY06542,APP3410,PAR004,2024-06-30,129000,Virement,Integral,Valide
PAY06543,APP3411,PAR010,2022-02-26,55200,Mobile Money,Integral,Valide
PAY06544,APP3411,PAR006,2022-02-26,99600,Virement,En 2 fois,Valide
PAY06545,APP3411,PAR006,2022-03-28,99600,Virement,En 2 fois,Valide
PAY06546,APP3412,PAR006,2022-03-19,199200,PayPal,Integral,Valide
PAY06547,APP3413,PAR011,2022-10-20,87200,Mobile Money,Integral,Valide
PAY06548,APP3414,PAR002,2022-11-04,199000,Mobile Money,Integral,Valide
PAY06549,APP3415,PAR008,2022-06-29,63200,Virement,Integral,Valide
PAY06550,APP3416,PAR003,2022-02-21,44500,Mobile Money,En 2 fois,Valide
PAY06551,APP3416,PAR003,2022-03-23,44500,Carte bancaire,En 2 fois,Valide
PAY06552,APP3416,PAR001,2022-02-21,149000,Mobile Money,Integral,Valide
PAY06553,APP3416,PAR009,2022-02-21,59500,PayPal,En 2 fois,Valide
PAY06554,APP3416,PAR009,2022-03-23,59500,Mobile Money,En 2 fois,Valide
PAY06555,APP3417,PAR005,2023-08-31,39600,PayPal,En 2 fois,Valide
PAY06556,APP3417,PAR005,2023-09-30,39600,Carte bancaire,En 2 fois,Valide
PAY06557,APP3418,PAR010,2022-04-23,13800,Carte bancaire,Mensuel,Valide
PAY06558,APP3418,PAR010,2022-05-23,13800,Carte bancaire,Mensuel,Valide
PAY06559,APP3418,PAR010,2022-06-22,13800,Carte bancaire,Mensuel,Valide
PAY06560,APP3418,PAR010,2022-07-22,13800,Mobile Money,Mensuel,Valide
PAY06561,APP3419,PAR007,2023-09-30,179000,Mobile Money,Integral,Valide
PAY06562,APP3419,PAR005,2023-09-30,99000,Mobile Money,Integral,Valide
PAY06563,APP3420,PAR010,2024-06-30,69000,Mobile Money,Integral,Valide
PAY06564,APP3421,PAR011,2024-06-30,87200,Carte bancaire,Integral,Valide
PAY06565,APP3422,PAR009,2022-04-01,119000,PayPal,Integral,Valide
PAY06566,APP3423,PAR006,2022-04-27,199200,Mobile Money,Integral,Valide
PAY06567,APP3424,PAR007,2022-06-06,179000,Carte bancaire,Integral,Valide
PAY06568,APP3425,PAR001,2023-06-24,149000,Mobile Money,Integral,Valide
PAY06569,APP3426,PAR002,2023-09-15,159200,Carte bancaire,Integral,Valide
PAY06570,APP3427,PAR003,2022-01-20,89000,Mobile Money,Integral,Valide
PAY06571,APP3428,PAR006,2022-08-04,249000,PayPal,Integral,Rembourse
PAY06572,APP3429,PAR007,2024-05-09,179000,Virement,Integral,Echoue
PAY06573,APP3430,PAR003,2022-12-16,44500,Mobile Money,En 2 fois,Valide
PAY06574,APP3430,PAR003,2023-01-15,44500,Mobile Money,En 2 fois,Valide
PAY06575,APP3431,PAR006,2022-12-21,249000,PayPal,Integral,Valide
PAY06576,APP3432,PAR004,2022-04-24,103200,PayPal,Integral,Valide
