service_id,reservation_id,hotel_id,date_service,categorie,montant,quantite
SVC06591,RES05552,HTL001,2024-02-16,Minibar,9382,2
SVC06592,RES00513,HTL002,2023-10-03,Room service,21360,1
SVC06593,RES00513,HTL002,2023-10-02,Minibar,19260,2
SVC06594,RES01048,HTL005,2023-08-14,Minibar,9145,1
SVC06595,RES00232,HTL005,2023-11-11,Restaurant,35677,3
SVC06596,RES00232,HTL005,2023-11-11,Spa & Bien-etre,61113,3
SVC06597,RES02139,HTL002,2022-10-20,Spa & Bien-etre,90586,3
SVC06598,RES02139,HTL002,2022-10-19,Transport,39226,1
SVC06599,RES00968,HTL002,2022-05-28,Minibar,15179,1
SVC06600,RES00968,HTL002,2022-05-27,Minibar,6497,2
SVC06601,RES00968,HTL002,2022-05-28,Room service,10936,1
SVC06602,RES00968,HTL002,2022-05-30,Minibar,12212,1
SVC06603,RES06068,HTL005,2023-05-04,Spa & Bien-etre,111837,1
SVC06604,RES06068,HTL005,2023-05-04,Transport,44221,1
SVC06605,RES06068,HTL005,2023-05-04,Blanchisserie,14428,3
SVC06606,RES06068,HTL005,2023-05-04,Transport,24349,1
SVC06607,RES02400,HTL005,2023-04-21,Restaurant,19457,2
SVC06608,RES02400,HTL005,2023-04-22,Salle conference,167152,3
SVC06609,RES04902,HTL005,2022-12-18,Restaurant,13637,3
SVC06610,RES04902,HTL005,2022-12-18,Restaurant,14067,2
SVC06611,RES04902,HTL005,2022-12-16,Room service,17126,3
SVC06612,RES04902,HTL005,2022-12-18,Transport,48527,2
SVC06613,RES04902,HTL005,2022-12-18,Restaurant,18442,2
SVC06614,RES01940,HTL003,2024-03-23,Restaurant,32314,2
SVC06615,RES01940,HTL003,2024-03-22,Restaurant,25740,2
SVC06616,RES05166,HTL003,2022-04-25,Salle conference,95144,2
SVC06617,RES05166,HTL003,2022-04-25,Restaurant,33873,2
SVC06618,RES05166,HTL003,2022-04-25,Restaurant,29401,2
SVC06619,RES01320,HTL005,2024-06-03,Restaurant,26140,3
SVC06620,RES01320,HTL005,2024-06-01,Restaurant,21963,2
SVC06621,RES01320,HTL005,2024-05-31,Room service,21514,1
SVC06622,RES01320,HTL005,2024-06-03,Restaurant,33040,3
SVC06623,RES01320,HTL005,2024-06-02,Minibar,13383,2
SVC06624,RES04162,HTL001,2023-05-25,Minibar,18143,1
SVC06625,RES04162,HTL001,2023-05-23,Room service,12645,2
SVC06626,RES04162,HTL001,2023-05-24,Transport,49917,2
SVC06627,RES04162,HTL001,2023-05-24,Salle conference,149235,2
SVC06628,RES04162,HTL001,2023-05-26,Restaurant,26232,2
SVC06629,RES05811,HTL004,2022-07-07,Minibar,15564,2
SVC06630,RES03693,HTL003,2022-01-27,Blanchisserie,11839,2
SVC06631,RES03693,HTL003,2022-01-26,Restaurant,13638,1
SVC06632,RES03693,HTL003,2022-01-28,Transport,41353,2
SVC06633,RES03693,HTL003,2022-01-28,Blanchisserie,10530,1
SVC06634,RES03693,HTL003,2022-01-27,Blanchisserie,12597,2
SVC06635,RES04297,HTL001,2022-07-14,Blanchisserie,12335,3
SVC06636,RES03474,HTL005,2024-01-18,Blanchisserie,14668,2
SVC06637,RES03474,HTL005,2024-01-16,Minibar,18306,2
SVC06638,RES06916,HTL003,2023-03-04,Blanchisserie,13439,1
SVC06639,RES06916,HTL003,2023-03-05,Minibar,6418,3
SVC06640,RES06916,HTL003,2023-03-05,Restaurant,25843,1
SVC06641,RES06916,HTL003,2023-03-05,Transport,22228,1
SVC06642,RES07785,HTL005,2024-02-04,Restaurant,37343,3
SVC06643,RES05596,HTL001,2023-04-11,Restaurant,36941,1
SVC06644,RES05596,HTL001,2023-04-12,Minibar,12802,2
SVC06645,RES05596,HTL001,2023-04-11,Minibar,17554,1
SVC06646,RES00325,HTL002,2022-02-20,Transport,23654,2
SVC06647,RES00325,HTL002,2022-02-22,Transport,31124,3
SVC06648,RES00325,HTL002,2022-02-19,Salle conference,75798,3
SVC06649,RES04268,HTL001,2024-05-29,Restaurant,12518,1
SVC06650,RES06514,HTL002,2023-10-15,Spa & Bien-etre,85066,3
SVC06651,RES06514,HTL002,2023-10-15,Restaurant,18096,3
SVC06652,RES03064,HTL005,2023-04-14,Restaurant,18823,3
SVC06653,RES00302,HTL004,2023-09-05,Spa & Bien-etre,92787,2
SVC06654,RES00302,HTL004,2023-09-07,Minibar,15962,2
SVC06655,RES00302,HTL004,2023-09-06,Restaurant,18385,2
SVC06656,RES00302,HTL004,2023-09-06,Restaurant,25751,2
SVC06657,RES00302,HTL004,2023-09-05,Spa & Bien-etre,110860,3
SVC06658,RES02226,HTL001,2022-04-13,Restaurant,12829,3
SVC06659,RES02226,HTL001,2022-04-13,Room service,21967,2
SVC06660,RES02226,HTL001,2022-04-13,Restaurant,34173,2
SVC06661,RES02226,HTL001,2022-04-13,Room service,13624,2
SVC06662,RES04039,HTL003,2023-05-21,Room service,19971,1
SVC06663,RES04039,HTL003,2023-05-20,Blanchisserie,11122,2
SVC06664,RES04039,HTL003,2023-05-21,Restaurant,13706,3
SVC06665,RES02463,HTL004,2023-05-07,Spa & Bien-etre,78341,3
SVC06666,RES02463,HTL004,2023-05-07,Salle conference,175369,2
SVC06667,RES02709,HTL005,2022-10-27,Room service,11017,1
SVC06668,RES02709,HTL005,2022-10-26,Room service,20517,2
SVC06669,RES02709,HTL005,2022-10-27,Blanchisserie,8281,3
SVC06670,RES02709,HTL005,2022-10-27,Salle conference,175860,2
SVC06671,RES02927,HTL002,2022-05-03,Blanchisserie,11245,2
SVC06672,RES02927,HTL002,2022-05-03,Blanchisserie,12765,1
SVC06673,RES02927,HTL002,2022-05-03,Restaurant,19923,1
SVC06674,RES02927,HTL002,2022-05-02,Minibar,19322,2
SVC06675,RES01177,HTL004,2022-06-05,Salle conference,199199,3
SVC06676,RES01177,HTL004,2022-06-07,Restaurant,21091,1
SVC06677,RES01177,HTL004,2022-06-06,Minibar,7627,3
SVC06678,RES01177,HTL004,2022-06-07,Minibar,12608,1
SVC06679,RES03602,HTL005,2023-08-13,Restaurant,27263,3
SVC06680,RES03602,HTL005,2023-08-15,Restaurant,36142,2
SVC06681,RES03602,HTL005,2023-08-12,Room service,9756,2
SVC06682,RES07040,HTL002,2023-08-29,Room service,11293,2
SVC06683,RES07040,HTL002,2023-08-28,Restaurant,30095,3
SVC06684,RES07040,HTL002,2023-08-28,Room service,25451,3
SVC06685,RES07040,HTL002,2023-08-28,Blanchisserie,11414,1
SVC06686,RES05956,HTL001,2023-01-09,Minibar,17959,3
SVC06687,RES05956,HTL001,2023-01-09,Transport,17366,1
SVC06688,RES05956,HTL001,2023-01-09,Room service,22839,3
SVC06689,RES07873,HTL003,2024-05-23,Restaurant,21290,1
SVC06690,RES07873,HTL003,2024-05-23,Minibar,13984,2
SVC06691,RES07873,HTL003,2024-05-23,Room service,19721,3
SVC06692,RES07873,HTL003,2024-05-23,Restaurant,31478,3
SVC06693,RES07873,HTL003,2024-05-23,Spa & Bien-etre,67576,2
SVC06694,RES02549,HTL003,2024-01-27,Restaurant,28087,3
SVC06695,RES02549,HTL003,2024-01-25,Blanchisserie,6180,2
SVC06696,RES02549,HTL003,2024-01-27,Minibar,14732,3
SVC06697,RES02549,HTL003,2024-01-25,Room service,10286,2
SVC06698,RES02549,HTL003,2024-01-27,Room service,25996,3
SVC06699,RES06352,HTL004,2023-12-10,Minibar,18822,2
SVC06700,RES06352,HTL004,2023-12-10,Minibar,19655,1
SVC06701,RES06352,HTL004,2023-12-10,Restaurant,26383,1
SVC06702,RES05094,HTL003,2022-02-09,Minibar,7113,1
SVC06703,RES05094,HTL003,2022-02-10,Spa & Bien-etre,51902,2
SVC06704,RES05928,HTL004,2022-05-06,Transport,32559,2
SVC06705,RES05928,HTL004,2022-05-07,Restaurant,31828,1
SVC06706,RES06331,HTL004,2023-05-15,Restaurant,31619,2
SVC06707,RES06331,HTL004,2023-05-16,Restaurant,19070,3
SVC06708,RES06331,HTL004,2023-05-15,Minibar,14033,2
SVC06709,RES06331,HTL004,2023-05-14,Restaurant,32961,3
SVC06710,RES06331,HTL004,2023-05-15,Room service,19781,2
SVC06711,RES02767,HTL001,2023-02-03,Transport,27068,2
SVC06712,RES02767,HTL001,2023-02-03,Restaurant,33040,1
SVC06713,RES04773,HTL002,2023-06-20,Salle conference,83207,1
SVC06714,RES05672,HTL004,2023-10-20,Room service,23362,3
SVC06715,RES05672,HTL004,2023-10-19,Transport,33391,2
SVC06716,RES05672,HTL004,2023-10-19,Restaurant,35907,2
SVC06717,RES00663,HTL002,2023-10-18,Room service,13681,2
SVC06718,RES00663,HTL002,2023-10-16,Minibar,6413,3
SVC06719,RES02997,HTL001,2022-11-29,Blanchisserie,11802,3
SVC06720,RES02997,HTL001,2022-11-28,Room service,20450,2
SVC06721,RES02997,HTL001,2022-11-28,Minibar,18775,1
SVC06722,RES02997,HTL001,2022-11-29,Spa & Bien-etre,102435,1
SVC06723,RES07237,HTL004,2022-08-05,Room service,19103,2
SVC06724,RES04252,HTL002,2022-12-11,Transport,29734,2
SVC06725,RES04252,HTL002,2022-12-12,Salle conference,155892,3
SVC06726,RES04252,HTL002,2022-12-14,Minibar,8901,2
SVC06727,RES06932,HTL003,2022-09-14,Room service,9700,1
SVC06728,RES04697,HTL004,2024-05-27,Minibar,7883,1
SVC06729,RES04697,HTL004,2024-05-27,Restaurant,22796,2
SVC06730,RES01910,HTL001,2023-02-20,Restaurant,35156,1
SVC06731,RES01910,HTL001,2023-02-21,Transport,18805,3
SVC06732,RES01910,HTL001,2023-02-19,Transport,31019,2
SVC06733,RES01910,HTL001,2023-02-21,Room service,16753,3
SVC06734,RES01910,HTL001,2023-02-21,Restaurant,36249,3
SVC06735,RES07224,HTL005,2024-04-02,Blanchisserie,12107,3
SVC06736,RES07224,HTL005,2024-04-02,Room service,13689,1
SVC06737,RES03005,HTL002,2022-09-27,Minibar,9934,2
SVC06738,RES03005,HTL002,2022-09-26,Room service,10419,3
SVC06739,RES02936,HTL001,2024-01-26,Room service,20752,3
SVC06740,RES02936,HTL001,2024-01-25,Restaurant,30978,2
SVC06741,RES02936,HTL001,2024-01-25,Restaurant,24155,2
SVC06742,RES07994,HTL002,2022-12-04,Restaurant,12458,1
SVC06743,RES07994,HTL002,2022-12-04,Blanchisserie,6402,3
SVC06744,RES07994,HTL002,2022-12-04,Room service,18127,2
SVC06745,RES07994,HTL002,2022-12-04,Restaurant,37176,2
SVC06746,RES02345,HTL003,2023-04-08,Room service,13164,1
SVC06747,RES02345,HTL003,2023-04-06,Salle conference,97363,1
SVC06748,RES01473,HTL002,2022-02-26,Spa & Bien-etre,100361,1
SVC06749,RES01473,HTL002,2022-02-26,Blanchisserie,12665,2
SVC06750,RES01473,HTL002,2022-02-26,Blanchisserie,7099,2
SVC06751,RES01473,HTL002,2022-02-26,Minibar,16307,3
SVC06752,RES07737,HTL001,2022-09-27,Restaurant,15355,2
SVC06753,RES07737,HTL001,2022-09-24,Salle conference,131019,1
SVC06754,RES07737,HTL001,2022-09-27,Spa & Bien-etre,58332,2
SVC06755,RES07737,HTL001,2022-09-24,Minibar,8520,2
SVC06756,RES07658,HTL003,2023-11-06,Transport,45903,2
SVC06757,RES07658,HTL003,2023-11-08,Restaurant,15920,2
SVC06758,RES02509,HTL001,2024-03-02,Transport,17237,2
SVC06759,RES02509,HTL001,2024-03-01,Transport,17440,3
SVC06760,RES02509,HTL001,2024-03-01,Salle conference,86973,2
SVC06761,RES02509,HTL001,2024-03-03,Spa & Bien-etre,69362,3
SVC06762,RES01033,HTL005,2022-07-10,Salle conference,130759,3
SVC06763,RES01033,HTL005,2022-07-09,Room service,10012,2
SVC06764,RES04689,HTL002,2022-10-18,Minibar,10784,1
SVC06765,RES04689,HTL002,2022-10-19,Transport,42982,3
SVC06766,RES04689,HTL002,2022-10-19,Blanchisserie,8590,1
SVC06767,RES04689,HTL002,2022-10-19,Spa & Bien-etre,49823,2
SVC06768,RES01650,HTL003,2022-09-28,Room service,26278,1
SVC06769,RES01650,HTL003,2022-09-28,Restaurant,27517,1
SVC06770,RES01650,HTL003,2022-09-28,Minibar,8829,3
SVC06771,RES01650,HTL003,2022-09-28,Spa & Bien-etre,59091,3
SVC06772,RES06487,HTL002,2022-03-08,Minibar,19191,1
SVC06773,RES06487,HTL002,2022-03-08,Blanchisserie,7266,2
SVC06774,RES06487,HTL002,2022-03-08,Room service,11925,2
SVC06775,RES07958,HTL004,2024-06-16,Spa & Bien-etre,95793,1
SVC06776,RES07958,HTL004,2024-06-15,Restaurant,31393,2
SVC06777,RES07958,HTL004,2024-06-15,Restaurant,20454,2
SVC06778,RES07812,HTL001,2023-07-02,Minibar,11443,1
SVC06779,RES07812,HTL001,2023-07-01,Blanchisserie,8961,2
SVC06780,RES07812,HTL001,2023-07-02,Transport,43331,2
SVC06781,RES07812,HTL001,2023-07-01,Transport,19281,3
SVC06782,RES07812,HTL001,2023-07-02,Room service,22108,3
SVC06783,RES01218,HTL005,2024-03-27,Blanchisserie,9297,3
SVC06784,RES01218,HTL005,2024-03-28,Blanchisserie,6486,1
SVC06785,RES04544,HTL002,2024-01-29,Minibar,14350,3
SVC06786,RES04544,HTL002,2024-01-29,Blanchisserie,14682,1
SVC06787,RES04544,HTL002,2024-01-30,Restaurant,31457,2
SVC06788,RES04544,HTL002,2024-01-29,Blanchisserie,10631,1
SVC06789,RES03912,HTL004,2022-07-10,Minibar,15384,3
SVC06790,RES03912,HTL004,2022-07-09,Room service,27598,2
SVC06791,RES03912,HTL004,2022-07-07,Spa & Bien-etre,75885,3
SVC06792,RES03912,HTL004,2022-07-08,Transport,42920,1
SVC06793,RES03912,HTL004,2022-07-07,Blanchisserie,13340,3
SVC06794,RES03552,HTL003,2022-07-21,Minibar,15576,1
SVC06795,RES03552,HTL003,2022-07-20,Restaurant,37189,2
SVC06796,RES03552,HTL003,2022-07-24,Restaurant,26231,1
SVC06797,RES03552,HTL003,2022-07-24,Transport,39896,2
SVC06798,RES03552,HTL003,2022-07-20,Minibar,10449,2
SVC06799,RES02906,HTL002,2024-02-04,Salle conference,147660,2
SVC06800,RES02906,HTL002,2024-02-05,Minibar,16603,3
SVC06801,RES02906,HTL002,2024-02-05,Blanchisserie,12869,1
SVC06802,RES02906,HTL002,2024-02-05,Salle conference,117104,3
SVC06803,RES02906,HTL002,2024-02-04,Room service,20530,1
SVC06804,RES02852,HTL005,2023-02-08,Restaurant,30343,2
SVC06805,RES00455,HTL001,2022-03-18,Restaurant,21682,3
SVC06806,RES00455,HTL001,2022-03-19,Room service,10675,2
SVC06807,RES00455,HTL001,2022-03-19,Restaurant,36316,3
SVC06808,RES00455,HTL001,2022-03-18,Blanchisserie,14890,3
SVC06809,RES07253,HTL003,2022-01-27,Minibar,9969,1
SVC06810,RES07253,HTL003,2022-01-27,Spa & Bien-etre,51191,1
SVC06811,RES07253,HTL003,2022-01-27,Minibar,10405,1
SVC06812,RES07253,HTL003,2022-01-25,Restaurant,21656,3
SVC06813,RES00611,HTL004,2022-08-06,Room service,27962,2
SVC06814,RES00611,HTL004,2022-08-07,Minibar,18786,2
SVC06815,RES00611,HTL004,2022-08-06,Blanchisserie,7538,1
SVC06816,RES00611,HTL004,2022-08-07,Restaurant,34072,1
SVC06817,RES00611,HTL004,2022-08-07,Transport,48543,1
SVC06818,RES01340,HTL004,2023-01-12,Minibar,11762,3
SVC06819,RES01340,HTL004,2023-01-12,Minibar,19812,2
SVC06820,RES00158,HTL001,2024-03-27,Room service,19215,3
SVC06821,RES00158,HTL001,2024-03-28,Restaurant,29815,3
SVC06822,RES00158,HTL001,2024-03-25,Blanchisserie,8251,1
SVC06823,RES01634,HTL005,2023-12-07,Restaurant,30636,3
SVC06824,RES01634,HTL005,2023-12-06,Restaurant,15563,1
SVC06825,RES01634,HTL005,2023-12-06,Restaurant,12245,1
SVC06826,RES03695,HTL005,2022-11-27,Blanchisserie,6762,1
SVC06827,RES06571,HTL003,2024-01-13,Salle conference,175295,2
SVC06828,RES06571,HTL003,2024-01-10,Minibar,8701,2
SVC06829,RES06571,HTL003,2024-01-13,Minibar,7761,1
SVC06830,RES06571,HTL003,2024-01-13,Restaurant,37368,2
SVC06831,RES06571,HTL003,2024-01-11,Room service,23552,3
SVC06832,RES02186,HTL001,2024-06-26,Restaurant,34746,3
SVC06833,RES02186,HTL001,2024-06-29,Room service,21724,3
SVC06834,RES01303,HTL001,2023-01-12,Restaurant,34917,2
SVC06835,RES01303,HTL001,2023-01-17,Minibar,19228,2
SVC06836,RES04529,HTL005,2022-09-04,Room service,10960,2
SVC06837,RES01919,HTL004,2024-05-31,Restaurant,20351,3
SVC06838,RES00540,HTL004,2024-02-07,Minibar,12253,3
SVC06839,RES00540,HTL004,2024-02-06,Blanchisserie,12128,1
SVC06840,RES00540,HTL004,2024-02-06,Room service,10231,3
SVC06841,RES00540,HTL004,2024-02-07,Restaurant,31072,3
SVC06842,RES02686,HTL002,2023-04-30,Minibar,9675,1
SVC06843,RES02686,HTL002,2023-04-30,Restaurant,12436,1
SVC06844,RES02686,HTL002,2023-04-30,Room service,29646,1
SVC06845,RES07816,HTL003,2022-04-23,Spa & Bien-etre,45198,2
SVC06846,RES07816,HTL003,2022-04-24,Restaurant,27679,1
SVC06847,RES07816,HTL003,2022-04-23,Restaurant,15351,3
SVC06848,RES07816,HTL003,2022-04-24,Blanchisserie,13051,3
SVC06849,RES07816,HTL003,2022-04-23,Minibar,15132,2
SVC06850,RES05486,HTL003,2023-06-29,Blanchisserie,6892,2
SVC06851,RES00777,HTL003,2023-07-08,Room service,25160,2
SVC06852,RES05829,HTL004,2023-09-14,Transport,47086,1
SVC06853,RES04248,HTL004,2022-01-17,Spa & Bien-etre,71162,1
SVC06854,RES01640,HTL001,2022-04-29,Spa & Bien-etre,58483,1
SVC06855,RES01640,HTL001,2022-04-29,Room service,21414,3
SVC06856,RES01640,HTL001,2022-04-29,Blanchisserie,13726,3
SVC06857,RES01640,HTL001,2022-04-29,Blanchisserie,7250,2
SVC06858,RES01640,HTL001,2022-04-29,Transport,35002,3
SVC06859,RES02822,HTL004,2023-09-30,Restaurant,17117,2
SVC06860,RES02822,HTL004,2023-10-03,Room service,21123,3
SVC06861,RES02822,HTL004,2023-10-01,Room service,17062,2
SVC06862,RES02822,HTL004,2023-10-03,Blanchisserie,12714,2
SVC06863,RES02822,HTL004,2023-09-30,Minibar,16724,2
SVC06864,RES01666,HTL003,2023-06-14,Room service,11341,2
SVC06865,RES01666,HTL003,2023-06-13,Restaurant,31937,3
SVC06866,RES05122,HTL004,2024-06-17,Room service,14160,2
SVC06867,RES05122,HTL004,2024-06-15,Minibar,17810,2
SVC06868,RES05122,HTL004,2024-06-16,Spa & Bien-etre,66490,2
SVC06869,RES07925,HTL002,2024-03-19,Restaurant,13932,3
SVC06870,RES06328,HTL001,2023-09-11,Restaurant,29872,3
SVC06871,RES06328,HTL001,2023-09-12,Restaurant,16520,3
SVC06872,RES06328,HTL001,2023-09-10,Spa & Bien-etre,58114,1
SVC06873,RES06328,HTL001,2023-09-10,Minibar,17631,1
SVC06874,RES03154,HTL003,2022-01-30,Salle conference,187389,3
SVC06875,RES03154,HTL003,2022-01-30,Restaurant,25984,2
SVC06876,RES06459,HTL005,2023-08-19,Room service,13363,3
SVC06877,RES06459,HTL005,2023-08-19,Transport,38545,1
SVC06878,RES06459,HTL005,2023-08-20,Spa & Bien-etre,78395,1
SVC06879,RES00119,HTL003,2022-10-24,Restaurant,17648,1
SVC06880,RES01917,HTL001,2022-10-24,Room service,19834,3
SVC06881,RES01917,HTL001,2022-10-22,Room service,13597,3
SVC06882,RES01917,HTL001,2022-10-23,Minibar,7442,1
SVC06883,RES01917,HTL001,2022-10-22,Restaurant,18997,1
SVC06884,RES01917,HTL001,2022-10-24,Restaurant,26825,3
SVC06885,RES05617,HTL002,2022-01-22,Blanchisserie,12866,3
SVC06886,RES05617,HTL002,2022-01-22,Room service,15470,2
SVC06887,RES05617,HTL002,2022-01-22,Room service,21578,2
SVC06888,RES05617,HTL002,2022-01-22,Salle conference,117463,1
SVC06889,RES01481,HTL005,2023-01-15,Room service,10369,1
SVC06890,RES01481,HTL005,2023-01-15,Restaurant,27920,1
SVC06891,RES01481,HTL005,2023-01-15,Minibar,16049,3
SVC06892,RES06968,HTL005,2024-01-02,Restaurant,17325,2
SVC06893,RES06968,HTL005,2024-01-04,Transport,49348,3
SVC06894,RES06968,HTL005,2024-01-04,Room service,29265,1
SVC06895,RES06110,HTL001,2023-05-06,Room service,25824,1
SVC06896,RES03267,HTL004,2023-09-03,Blanchisserie,5663,3
SVC06897,RES02153,HTL001,2023-08-16,Minibar,6796,2
SVC06898,RES02153,HTL001,2023-08-16,Restaurant,20892,1
SVC06899,RES02153,HTL001,2023-08-16,Room service,28839,2
SVC06900,RES02153,HTL001,2023-08-16,Transport,24051,3
SVC06901,RES02153,HTL001,2023-08-16,Restaurant,20213,1
SVC06902,RES00370,HTL001,2022-04-17,Blanchisserie,11745,3
SVC06903,RES00370,HTL001,2022-04-15,Restaurant,19929,1
SVC06904,RES05634,HTL001,2023-01-07,Spa & Bien-etre,72492,1
SVC06905,RES05634,HTL001,2023-01-07,Salle conference,180012,2
SVC06906,RES05634,HTL001,2023-01-07,Restaurant,25495,1
SVC06907,RES05634,HTL001,2023-01-07,Restaurant,18776,3
SVC06908,RES03386,HTL003,2023-07-19,Restaurant,23245,2
SVC06909,RES03386,HTL003,2023-07-19,Room service,21809,2
SVC06910,RES03386,HTL003,2023-07-19,Restaurant,15642,2
SVC06911,RES03386,HTL003,2023-07-19,Blanchisserie,8437,1
SVC06912,RES05046,HTL001,2022-07-29,Room service,21234,1
SVC06913,RES05046,HTL001,2022-07-29,Minibar,11566,3
SVC06914,RES03095,HTL001,2023-01-04,Restaurant,29159,3
SVC06915,RES03095,HTL001,2023-01-03,Spa & Bien-etre,51009,1
SVC06916,RES00780,HTL004,2023-06-16,Minibar,10580,1
SVC06917,RES00780,HTL004,2023-06-16,Room service,12213,3
SVC06918,RES00780,HTL004,2023-06-16,Minibar,19606,3
SVC06919,RES00780,HTL004,2023-06-16,Room service,24807,2
SVC06920,RES00823,HTL003,2023-09-24,Restaurant,16978,1
SVC06921,RES00823,HTL003,2023-09-23,Room service,11289,1
SVC06922,RES00823,HTL003,2023-09-23,Spa & Bien-etre,81648,1
SVC06923,RES00823,HTL003,2023-09-23,Transport,46896,2
SVC06924,RES07218,HTL001,2023-01-12,Restaurant,34904,3
SVC06925,RES07218,HTL001,2023-01-14,Spa & Bien-etre,48039,2
SVC06926,RES07218,HTL001,2023-01-14,Spa & Bien-etre,51741,1
SVC06927,RES05460,HTL002,2023-09-20,Blanchisserie,7806,3
SVC06928,RES05460,HTL002,2023-09-20,Room service,15781,1
SVC06929,RES00340,HTL001,2023-09-15,Restaurant,12582,2
SVC06930,RES00340,HTL001,2023-09-15,Room service,29686,3
SVC06931,RES00340,HTL001,2023-09-15,Transport,40238,1
SVC06932,RES01399,HTL001,2024-05-16,Restaurant,24559,3
SVC06933,RES01399,HTL001,2024-05-17,Room service,22182,3
SVC06934,RES01399,HTL001,2024-05-16,Restaurant,27299,1
SVC06935,RES01399,HTL001,2024-05-16,Restaurant,16649,2
SVC06936,RES03653,HTL001,2023-04-19,Restaurant,34886,1
SVC06937,RES03653,HTL001,2023-04-18,Room service,14173,1
SVC06938,RES03653,HTL001,2023-04-18,Blanchisserie,10056,2
SVC06939,RES03653,HTL001,2023-04-18,Restaurant,13745,3
SVC06940,RES03483,HTL002,2022-04-17,Transport,38474,3
SVC06941,RES03483,HTL002,2022-04-18,Restaurant,15429,2
SVC06942,RES03483,HTL002,2022-04-18,Spa & Bien-etre,71105,3
SVC06943,RES03483,HTL002,2022-04-17,Room service,27235,1
SVC06944,RES03483,HTL002,2022-04-17,Spa & Bien-etre,84660,2
SVC06945,RES06667,HTL002,2024-06-26,Restaurant,22294,1
SVC06946,RES03069,HTL001,2022-11-30,Transport,26299,3
SVC06947,RES07259,HTL004,2022-06-12,Spa & Bien-etre,97925,2
SVC06948,RES01962,HTL004,2024-03-10,Restaurant,34394,2
SVC06949,RES01962,HTL004,2024-03-09,Minibar,18453,2
SVC06950,RES01962,HTL004,2024-03-10,Restaurant,29392,1
SVC06951,RES06971,HTL001,2024-03-30,Room service,12670,3
SVC06952,RES03415,HTL001,2022-05-05,Room service,17913,1
SVC06953,RES03415,HTL001,2022-05-05,Minibar,17961,2
SVC06954,RES05637,HTL001,2023-02-06,Spa & Bien-etre,46793,1
SVC06955,RES02238,HTL002,2023-01-07,Minibar,10441,1
SVC06956,RES02238,HTL002,2023-01-07,Restaurant,37374,2
SVC06957,RES02238,HTL002,2023-01-08,Restaurant,16949,2
SVC06958,RES02238,HTL002,2023-01-08,Spa & Bien-etre,56009,2
SVC06959,RES02238,HTL002,2023-01-08,Spa & Bien-etre,74941,2
SVC06960,RES06096,HTL001,2023-04-21,Restaurant,16023,1
SVC06961,RES06096,HTL001,2023-04-21,Salle conference,136194,2
SVC06962,RES07430,HTL005,2023-06-24,Room service,12444,2
SVC06963,RES07430,HTL005,2023-06-24,Blanchisserie,14542,1
SVC06964,RES07430,HTL005,2023-06-24,Restaurant,15542,2
SVC06965,RES07430,HTL005,2023-06-24,Restaurant,23410,2
SVC06966,RES00077,HTL001,2023-02-06,Restaurant,29630,3
SVC06967,RES06783,HTL003,2022-04-10,Restaurant,32644,1
SVC06968,RES02932,HTL004,2023-08-21,Restaurant,16638,3
SVC06969,RES02932,HTL004,2023-08-21,Room service,28780,3
SVC06970,RES03856,HTL005,2022-11-14,Room service,17815,3
SVC06971,RES03856,HTL005,2022-11-15,Transport,16792,1
SVC06972,RES01380,HTL002,2022-09-20,Restaurant,36788,1
SVC06973,RES01380,HTL002,2022-09-21,Transport,32271,2
SVC06974,RES01380,HTL002,2022-09-21,Restaurant,34153,2
SVC06975,RES01823,HTL001,2023-11-19,Room service,18210,2
SVC06976,RES02775,HTL003,2022-12-02,Minibar,13533,2
SVC06977,RES02775,HTL003,2022-12-03,Minibar,15524,3
SVC06978,RES02775,HTL003,2022-12-03,Restaurant,20656,1
SVC06979,RES03746,HTL005,2023-03-30,Blanchisserie,14881,1
SVC06980,RES03746,HTL005,2023-03-30,Transport,46326,2
SVC06981,RES03746,HTL005,2023-03-29,Blanchisserie,11390,3
SVC06982,RES03746,HTL005,2023-03-30,Blanchisserie,7005,3
SVC06983,RES03746,HTL005,2023-03-30,Transport,36024,3
SVC06984,RES04090,HTL003,2022-05-09,Spa & Bien-etre,42874,2
SVC06985,RES04090,HTL003,2022-05-08,Spa & Bien-etre,82194,3
SVC06986,RES04090,HTL003,2022-05-07,Restaurant,15620,1
SVC06987,RES04090,HTL003,2022-05-08,Salle conference,127196,2
SVC06988,RES05466,HTL001,2023-07-21,Restaurant,28851,3
SVC06989,RES05466,HTL001,2023-07-16,Room service,25038,1
SVC06990,RES05466,HTL001,2023-07-18,Restaurant,14506,2
SVC06991,RES05466,HTL001,2023-07-18,Room service,11029,3
SVC06992,RES02358,HTL001,2023-10-08,Restaurant,33968,3
SVC06993,RES02358,HTL001,2023-10-07,Restaurant,13079,2
SVC06994,RES02358,HTL001,2023-10-07,Minibar,16031,2
SVC06995,RES07618,HTL005,2022-10-07,Minibar,7123,1
SVC06996,RES07618,HTL005,2022-10-07,Blanchisserie,9653,2
SVC06997,RES07618,HTL005,2022-10-07,Minibar,17575,1
SVC06998,RES01852,HTL002,2024-06-09,Restaurant,25539,3
SVC06999,RES01852,HTL002,2024-06-08,Room service,21490,2
SVC07000,RES01852,HTL002,2024-06-08,Minibar,19933,1
SVC07001,RES01852,HTL002,2024-06-08,Blanchisserie,13608,2
