reservation_id,hotel_id,chambre_id,client_id,date_arrivee,date_depart,nb_nuits,nb_adultes,canal,motif_sejour,prix_nuit_remise,montant_total,statut,csat,date_reservation
RES07383,HTL002,CH0150,CLI0386,2022-03-10,2022-03-11,1,1,Corporate,Conference,153000,153000,Terminee,4.0,2022-03-09
RES07384,HTL001,CH0026,CLI2942,2022-02-26,2022-02-28,2,2,Booking.com,Transit,82800,165600,Terminee,5.0,2022-02-14
RES07385,HTL004,CH0351,CLI2682,2022-03-06,2022-03-08,2,2,Expedia,Affaires,158400,316800,Terminee,4.0,2022-01-30
RES07386,HTL005,CH0444,CLI2576,2024-04-01,2024-04-05,4,3,Booking.com,Affaires,210600,842400,Terminee,4.0,2024-02-20
RES07387,HTL004,CH0335,CLI2635,2022-03-12,2022-03-15,3,1,Corporate,Transit,297500,892500,Terminee,4.0,2022-02-26
RES07388,HTL004,CH0307,CLI2271,2023-07-14,2023-07-17,3,1,Booking.com,Conference,72000,216000,Terminee,4.0,2023-06-04
RES07389,HTL004,CH0356,CLI0083,2022-10-29,2022-11-01,3,3,Agence voyage,Transit,110400,331200,Terminee,2.0,2022-09-11
RES07390,HTL002,CH0167,CLI2614,2022-07-08,2022-07-12,4,2,Expedia,Affaires,158400,633600,Terminee,5.0,2022-06-04
RES07391,HTL001,CH0099,CLI2927,2024-03-27,2024-03-28,1,2,Booking.com,Affaires,82800,82800,Terminee,5.0,2024-02-08
RES07392,HTL005,CH0503,CLI0657,2023-03-13,2023-03-14,1,2,Corporate,Tourisme,132600,132600,Terminee,4.0,2023-02-21
RES07393,HTL002,CH0182,CLI0286,2022-07-07,2022-07-09,2,1,Booking.com,Tourisme,162000,324000,Terminee,5.0,2022-05-09
RES07394,HTL002,CH0145,CLI0742,2022-03-06,2022-03-08,2,1,Booking.com,Transit,108000,216000,Terminee,3.0,2022-01-18
RES07395,HTL005,CH0450,CLI0489,2022-07-06,2022-07-07,1,1,Direct,Tourisme,156000,156000,Terminee,4.0,2022-05-18
RES07396,HTL005,CH0393,CLI0025,2022-09-18,2022-09-21,3,2,Booking.com,Tourisme,93600,280800,Terminee,3.0,2022-09-03
RES07397,HTL005,CH0399,CLI1632,2022-06-20,2022-06-21,1,1,Direct,Tourisme,156000,156000,Terminee,4.0,2022-05-31
RES07398,HTL001,CH0075,CLI1462,2022-10-03,2022-10-08,5,1,Agence voyage,Tourisme,84640,423200,Terminee,3.0,2022-08-05
RES07399,HTL005,CH0460,CLI0778,2024-02-09,2024-02-13,4,3,Direct,Conference,104000,416000,Terminee,2.0,2024-01-10
RES07400,HTL005,CH0370,CLI2005,2023-12-26,2023-12-31,5,1,Agence voyage,Tourisme,215280,1076400,Terminee,4.0,2023-11-29
RES07401,HTL004,CH0304,CLI2752,2023-04-02,2023-04-03,1,2,Direct,Tourisme,80000,80000,Terminee,4.0,2023-02-08
RES07402,HTL001,CH0062,CLI0979,2023-12-16,2023-12-17,1,2,Corporate,Affaires,175950,175950,Terminee,2.0,2023-11-06
RES07403,HTL003,CH0249,CLI1700,2023-05-21,2023-05-22,1,2,Booking.com,Transit,362250,362250,Terminee,2.0,2023-03-28
RES07404,HTL005,CH0425,CLI1321,2022-02-24,2022-02-28,4,3,Booking.com,Transit,210600,842400,Terminee,5.0,2022-01-30
RES07405,HTL002,CH0176,CLI1726,2022-03-10,2022-03-14,4,2,Expedia,Conference,105600,422400,Terminee,3.0,2022-03-07
RES07406,HTL002,CH0145,CLI1032,2023-12-08,2023-12-11,3,2,Direct,Affaires,120000,360000,Terminee,4.0,2023-11-16
RES07407,HTL005,CH0480,CLI1333,2022-09-29,2022-09-30,1,2,Direct,Conference,104000,104000,Terminee,4.0,2022-09-27
RES07408,HTL004,CH0364,CLI2281,2022-02-10,2022-02-12,2,2,Direct,Affaires,80000,160000,Terminee,4.0,2022-01-11
RES07409,HTL001,CH0001,CLI1398,2022-07-31,2022-08-02,2,3,Agence voyage,Famille,84640,169280,Terminee,4.0,2022-07-07
RES07410,HTL003,CH0236,CLI2457,2023-04-04,2023-04-06,2,2,Booking.com,Affaires,82800,165600,Terminee,2.0,2023-03-15
RES07411,HTL001,CH0035,CLI0721,2024-03-21,2024-03-23,2,1,Direct,Famille,207000,414000,Terminee,4.0,2024-02-03
RES07412,HTL005,CH0380,CLI1149,2023-07-05,2023-07-08,3,1,Direct,Famille,156000,468000,Terminee,3.0,2023-05-11
RES07413,HTL004,CH0328,CLI1276,2023-11-18,2023-11-20,2,2,Direct,Affaires,80000,160000,Terminee,4.0,2023-11-10
RES07414,HTL005,CH0470,CLI2487,2022-11-04,2022-11-05,1,2,Direct,Affaires,104000,104000,Terminee,5.0,2022-10-18
RES07415,HTL005,CH0486,CLI1519,2024-05-28,2024-06-02,5,1,Booking.com,Affaires,210600,1053000,Confirmee,,2024-04-03
RES07416,HTL002,CH0171,CLI1985,2024-01-13,2024-01-16,3,2,Direct,Conference,120000,360000,Terminee,4.0,2023-11-15
RES07417,HTL002,CH0178,CLI0910,2023-02-24,2023-02-25,1,2,Booking.com,Conference,72000,72000,Terminee,4.0,2023-01-13
RES07418,HTL004,CH0324,CLI2072,2024-05-02,2024-05-05,3,1,Booking.com,Tourisme,162000,486000,En cours,,2024-03-15
RES07419,HTL003,CH0274,CLI2202,2022-08-22,2022-08-26,4,1,Direct,Tourisme,207000,828000,Terminee,3.0,2022-07-12
RES07420,HTL002,CH0149,CLI2930,2022-11-28,2022-12-02,4,3,Booking.com,Affaires,72000,288000,Terminee,4.0,2022-11-15
RES07421,HTL002,CH0179,CLI2798,2023-06-03,2023-06-05,2,3,Agence voyage,Conference,110400,220800,Terminee,5.0,2023-05-24
RES07422,HTL004,CH0317,CLI0677,2024-05-14,2024-05-17,3,2,Agence voyage,Affaires,73600,220800,Confirmee,,2024-04-02
RES07423,HTL002,CH0150,CLI0223,2023-10-15,2023-10-19,4,2,Booking.com,Conference,162000,648000,Terminee,4.0,2023-09-09
RES07424,HTL003,CH0241,CLI1870,2022-04-17,2022-04-18,1,1,Booking.com,Famille,82800,82800,Terminee,4.0,2022-03-09
RES07425,HTL002,CH0168,CLI2151,2023-06-07,2023-06-11,4,1,Booking.com,Affaires,162000,648000,Terminee,4.0,2023-05-23
RES07426,HTL003,CH0295,CLI1158,2023-07-18,2023-07-20,2,3,Agence voyage,Famille,84640,169280,Terminee,4.0,2023-05-28
RES07427,HTL001,CH0032,CLI2351,2022-02-18,2022-02-22,4,1,Expedia,Affaires,80960,323840,Terminee,5.0,2022-02-07
RES07428,HTL001,CH0086,CLI1369,2022-07-10,2022-07-13,3,1,Direct,Tourisme,207000,621000,Terminee,5.0,2022-07-09
RES07429,HTL002,CH0133,CLI0077,2022-08-18,2022-08-25,7,2,Booking.com,Famille,162000,1134000,Terminee,4.0,2022-07-07
RES07430,HTL005,CH0438,CLI2638,2023-06-22,2023-06-25,3,1,Direct,Affaires,156000,468000,Terminee,5.0,2023-06-02
RES07431,HTL004,CH0309,CLI2897,2023-09-15,2023-09-18,3,2,Booking.com,Tourisme,108000,324000,Terminee,3.0,2023-08-02
RES07432,HTL004,CH0354,CLI2661,2023-01-24,2023-01-27,3,1,Direct,Famille,350000,1050000,Terminee,5.0,2022-12-14
RES07433,HTL002,CH0182,CLI1816,2024-01-10,2024-01-12,2,3,Agence voyage,Affaires,165600,331200,Terminee,5.0,2023-12-06
RES07434,HTL005,CH0448,CLI2241,2022-07-04,2022-07-05,1,3,Agence voyage,Tourisme,95680,95680,Terminee,5.0,2022-06-02
RES07435,HTL004,CH0317,CLI2669,2024-03-12,2024-03-14,2,1,Expedia,Tourisme,70400,140800,Terminee,5.0,2024-01-30
RES07436,HTL002,CH0163,CLI0684,2022-04-26,2022-04-27,1,1,Expedia,Affaires,105600,105600,Terminee,5.0,2022-03-12
RES07437,HTL002,CH0173,CLI1709,2024-04-19,2024-04-21,2,2,Expedia,Affaires,70400,140800,En cours,,2024-03-23
RES07438,HTL004,CH0334,CLI0640,2023-04-07,2023-04-12,5,3,Booking.com,Tourisme,72000,360000,Terminee,3.0,2023-02-28
RES07439,HTL005,CH0441,CLI2999,2023-09-16,2023-09-19,3,2,Expedia,Conference,205920,617760,Terminee,4.0,2023-08-16
RES07440,HTL001,CH0053,CLI1114,2023-10-25,2023-10-27,2,2,Direct,Tourisme,138000,276000,Terminee,5.0,2023-10-04
RES07441,HTL005,CH0469,CLI2167,2023-07-17,2023-07-19,2,1,Direct,Conference,156000,312000,Annulee,,2023-05-25
RES07442,HTL003,CH0204,CLI1288,2024-04-29,2024-05-01,2,1,Booking.com,Affaires,362250,724500,Confirmee,,2024-04-13
RES07443,HTL002,CH0153,CLI1104,2022-08-15,2022-08-20,5,1,Booking.com,Affaires,72000,360000,Terminee,4.0,2022-06-28
RES07444,HTL002,CH0154,CLI0681,2022-07-27,2022-07-29,2,2,Expedia,Conference,70400,140800,Terminee,3.0,2022-07-03
RES07445,HTL004,CH0324,CLI0416,2022-10-03,2022-10-04,1,2,Expedia,Tourisme,158400,158400,Terminee,3.0,2022-09-20
RES07446,HTL001,CH0109,CLI2944,2022-03-23,2022-03-24,1,2,Booking.com,Conference,362250,362250,Terminee,5.0,2022-03-12
RES07447,HTL001,CH0041,CLI2662,2023-08-20,2023-08-23,3,2,Direct,Tourisme,402500,1207500,Terminee,5.0,2023-07-03
RES07448,HTL001,CH0098,CLI2571,2023-06-18,2023-06-20,2,1,Agence voyage,Conference,126960,253920,Terminee,2.0,2023-05-22
RES07449,HTL004,CH0313,CLI2983,2022-09-26,2022-09-27,1,2,Corporate,Conference,153000,153000,Terminee,4.0,2022-07-29
RES07450,HTL005,CH0495,CLI1650,2022-08-30,2022-09-04,5,1,Direct,Famille,234000,1170000,Terminee,5.0,2022-07-09
RES07451,HTL004,CH0325,CLI1625,2023-01-03,2023-01-04,1,2,Agence voyage,Affaires,110400,110400,Terminee,4.0,2022-12-03
RES07452,HTL004,CH0306,CLI2007,2023-10-20,2023-10-21,1,2,Expedia,Tourisme,308000,308000,Terminee,3.0,2023-09-30
RES07453,HTL001,CH0041,CLI1954,2022-12-05,2022-12-10,5,1,Direct,Tourisme,402500,2012500,Terminee,2.0,2022-11-23
RES07454,HTL004,CH0307,CLI1541,2024-01-22,2024-01-23,1,2,Expedia,Affaires,70400,70400,Terminee,5.0,2023-12-03
RES07455,HTL003,CH0259,CLI2252,2023-07-28,2023-07-30,2,2,Direct,Tourisme,92000,184000,Terminee,3.0,2023-06-15
RES07456,HTL005,CH0377,CLI0723,2022-06-29,2022-07-01,2,1,Expedia,Transit,91520,183040,Terminee,3.0,2022-06-03
RES07457,HTL001,CH0011,CLI2876,2023-02-11,2023-02-16,5,1,Agence voyage,Famille,190440,952200,Terminee,5.0,2023-02-01
RES07458,HTL005,CH0413,CLI0531,2022-11-13,2022-11-14,1,1,Expedia,Tourisme,91520,91520,Terminee,4.0,2022-10-13
RES07459,HTL005,CH0399,CLI1676,2024-05-07,2024-05-10,3,1,Booking.com,Conference,140400,421200,Terminee,3.0,2024-04-13
RES07460,HTL001,CH0102,CLI2860,2022-09-25,2022-09-26,1,1,Direct,Affaires,207000,207000,Terminee,5.0,2022-08-04
RES07461,HTL004,CH0314,CLI2703,2022-11-28,2022-11-29,1,1,Expedia,Famille,308000,308000,Terminee,4.0,2022-10-17
RES07462,HTL004,CH0299,CLI1617,2023-01-27,2023-01-29,2,2,Agence voyage,Affaires,73600,147200,Terminee,5.0,2022-12-18
RES07463,HTL001,CH0093,CLI1481,2023-09-07,2023-09-09,2,1,Direct,Conference,138000,276000,Terminee,5.0,2023-07-31
RES07464,HTL003,CH0269,CLI0334,2023-08-11,2023-08-15,4,2,Booking.com,Affaires,362250,1449000,Terminee,5.0,2023-07-04
RES07465,HTL004,CH0334,CLI1135,2023-06-27,2023-06-29,2,3,Expedia,Affaires,70400,140800,Terminee,2.0,2023-06-16
RES07466,HTL001,CH0037,CLI1948,2024-02-17,2024-02-21,4,2,Booking.com,Affaires,82800,331200,Terminee,5.0,2024-02-01
RES07467,HTL003,CH0206,CLI1606,2023-06-18,2023-06-20,2,2,Booking.com,Conference,82800,165600,Terminee,3.0,2023-05-22
RES07468,HTL004,CH0348,CLI2905,2022-11-22,2022-11-26,4,2,Agence voyage,Tourisme,165600,662400,Terminee,5.0,2022-11-20
RES07469,HTL005,CH0393,CLI2545,2023-08-28,2023-08-30,2,2,Agence voyage,Affaires,95680,191360,Terminee,3.0,2023-08-07
RES07470,HTL004,CH0322,CLI1527,2022-03-16,2022-03-19,3,1,Corporate,Conference,68000,204000,Terminee,4.0,2022-02-22
RES07471,HTL004,CH0364,CLI1696,2022-02-25,2022-02-27,2,2,Agence voyage,Conference,73600,147200,Terminee,5.0,2022-01-02
RES07472,HTL001,CH0023,CLI1924,2022-02-16,2022-02-17,1,1,Agence voyage,Tourisme,84640,84640,Terminee,5.0,2022-01-26
RES07473,HTL001,CH0098,CLI2391,2023-06-01,2023-06-04,3,3,Direct,Affaires,138000,414000,Terminee,5.0,2023-05-31
RES07474,HTL002,CH0180,CLI1680,2023-09-15,2023-09-17,2,2,Agence voyage,Conference,110400,220800,Terminee,5.0,2023-09-09
RES07475,HTL003,CH0231,CLI0889,2022-03-29,2022-03-31,2,2,Agence voyage,Transit,190440,380880,Terminee,5.0,2022-02-21
RES07476,HTL005,CH0481,CLI0004,2022-06-20,2022-06-21,1,2,Direct,Affaires,104000,104000,Annulee,,2022-04-29
RES07477,HTL001,CH0107,CLI1013,2023-01-04,2023-01-09,5,2,Booking.com,Affaires,186300,931500,Terminee,2.0,2022-12-11
RES07478,HTL002,CH0125,CLI2690,2022-05-03,2022-05-08,5,2,Direct,Transit,80000,400000,Annulee,,2022-04-15
RES07479,HTL003,CH0223,CLI1445,2023-03-19,2023-03-22,3,2,Expedia,Affaires,121440,364320,Terminee,5.0,2023-02-23
RES07480,HTL004,CH0336,CLI0336,2022-05-01,2022-05-02,1,1,Booking.com,Affaires,72000,72000,Terminee,5.0,2022-04-03
RES07481,HTL003,CH0210,CLI0987,2023-04-21,2023-04-24,3,2,Booking.com,Tourisme,82800,248400,Terminee,5.0,2023-02-21
RES07482,HTL002,CH0179,CLI0514,2024-01-13,2024-01-16,3,1,Expedia,Transit,105600,316800,Terminee,5.0,2023-12-29
RES07483,HTL002,CH0128,CLI2428,2023-06-14,2023-06-15,1,2,Direct,Transit,80000,80000,Terminee,5.0,2023-05-04
RES07484,HTL004,CH0305,CLI2911,2022-04-18,2022-04-23,5,1,Corporate,Transit,297500,1487500,Terminee,5.0,2022-03-27
RES07485,HTL002,CH0175,CLI0956,2022-05-02,2022-05-03,1,2,Booking.com,Affaires,72000,72000,Terminee,5.0,2022-03-14
RES07486,HTL003,CH0225,CLI1286,2023-10-14,2023-10-15,1,3,Corporate,Famille,117300,117300,Terminee,2.0,2023-10-06
RES07487,HTL001,CH0008,CLI0783,2022-05-13,2022-05-16,3,2,Direct,Affaires,92000,276000,Terminee,4.0,2022-03-26
RES07488,HTL003,CH0242,CLI0177,2023-06-15,2023-06-19,4,1,Direct,Conference,138000,552000,Terminee,3.0,2023-06-14
RES07489,HTL001,CH0102,CLI2182,2023-02-10,2023-02-11,1,2,Expedia,Conference,182160,182160,Terminee,4.0,2022-12-31
RES07490,HTL004,CH0312,CLI1445,2022-06-27,2022-06-30,3,1,Agence voyage,Tourisme,110400,331200,Terminee,4.0,2022-06-04
RES07491,HTL004,CH0351,CLI1473,2023-03-02,2023-03-03,1,3,Booking.com,Tourisme,162000,162000,Terminee,5.0,2023-02-14
RES07492,HTL002,CH0168,CLI1377,2023-03-23,2023-03-26,3,1,Booking.com,Famille,162000,486000,Terminee,3.0,2023-03-04
RES07493,HTL003,CH0203,CLI0653,2022-06-04,2022-06-07,3,2,Agence voyage,Conference,190440,571320,Terminee,4.0,2022-04-10
RES07494,HTL003,CH0247,CLI1082,2023-04-18,2023-04-19,1,1,Expedia,Transit,121440,121440,Terminee,3.0,2023-04-10
RES07495,HTL003,CH0214,CLI0846,2023-02-25,2023-02-26,1,2,Corporate,Affaires,117300,117300,Terminee,5.0,2023-02-03
RES07496,HTL004,CH0309,CLI1055,2023-03-31,2023-04-04,4,1,Expedia,Tourisme,105600,422400,Terminee,5.0,2023-02-09
RES07497,HTL003,CH0235,CLI2427,2023-09-13,2023-09-15,2,2,Expedia,Conference,121440,242880,Terminee,5.0,2023-09-11
RES07498,HTL004,CH0323,CLI2849,2024-04-10,2024-04-11,1,1,Booking.com,Tourisme,315000,315000,Confirmee,,2024-03-21
RES07499,HTL003,CH0217,CLI1962,2022-03-02,2022-03-05,3,2,Direct,Tourisme,92000,276000,Terminee,5.0,2022-01-10
RES07500,HTL005,CH0393,CLI2351,2023-07-06,2023-07-11,5,1,Agence voyage,Affaires,95680,478400,Terminee,5.0,2023-06-08
RES07501,HTL003,CH0201,CLI0234,2022-06-24,2022-06-29,5,1,Expedia,Affaires,121440,607200,Terminee,5.0,2022-05-15
RES07502,HTL005,CH0428,CLI0745,2023-07-07,2023-07-09,2,2,Expedia,Famille,205920,411840,Terminee,3.0,2023-05-09
RES07503,HTL001,CH0039,CLI0398,2023-04-11,2023-04-12,1,2,Direct,Conference,138000,138000,Terminee,4.0,2023-02-21
RES07504,HTL002,CH0193,CLI1762,2022-07-17,2022-07-21,4,3,Expedia,Tourisme,158400,633600,Terminee,4.0,2022-06-07
RES07505,HTL002,CH0129,CLI2831,2023-03-03,2023-03-08,5,1,Direct,Conference,80000,400000,Terminee,5.0,2023-02-18
RES07506,HTL005,CH0418,CLI0470,2022-11-02,2022-11-05,3,2,Agence voyage,Tourisme,215280,645840,Terminee,4.0,2022-10-12
RES07507,HTL003,CH0222,CLI0450,2024-03-03,2024-03-04,1,2,Booking.com,Famille,82800,82800,Terminee,3.0,2024-01-26
RES07508,HTL001,CH0103,CLI0227,2022-11-29,2022-12-02,3,2,Corporate,Affaires,78200,234600,Terminee,2.0,2022-11-07
RES07509,HTL002,CH0184,CLI1658,2024-03-12,2024-03-17,5,1,Direct,Affaires,80000,400000,Terminee,4.0,2024-02-29
RES07510,HTL003,CH0223,CLI1991,2024-06-01,2024-06-04,3,2,Expedia,Affaires,121440,364320,Terminee,3.0,2024-04-14
RES07511,HTL005,CH0377,CLI1409,2022-05-22,2022-05-24,2,1,Direct,Transit,104000,208000,Terminee,5.0,2022-04-27
RES07512,HTL003,CH0229,CLI1123,2024-04-13,2024-04-16,3,1,Booking.com,Affaires,82800,248400,Terminee,3.0,2024-03-11
RES07513,HTL003,CH0293,CLI1011,2023-07-10,2023-07-12,2,1,Direct,Tourisme,207000,414000,Terminee,4.0,2023-06-06
RES07514,HTL003,CH0271,CLI0945,2022-08-13,2022-08-18,5,2,Agence voyage,Tourisme,190440,952200,Terminee,3.0,2022-08-08
RES07515,HTL002,CH0152,CLI2544,2024-05-23,2024-05-25,2,1,Agence voyage,Tourisme,73600,147200,Annulee,,2024-03-31
RES07516,HTL005,CH0470,CLI2925,2023-11-29,2023-12-04,5,2,Direct,Tourisme,104000,520000,Terminee,5.0,2023-11-25
RES07517,HTL003,CH0291,CLI0556,2023-12-23,2023-12-25,2,2,Direct,Affaires,92000,184000,Terminee,3.0,2023-10-29
RES07518,HTL004,CH0362,CLI2966,2023-04-14,2023-04-16,2,1,Agence voyage,Tourisme,165600,331200,Terminee,4.0,2023-02-25
RES07519,HTL004,CH0309,CLI1796,2023-09-21,2023-09-22,1,2,Booking.com,Conference,108000,108000,Terminee,4.0,2023-09-13
RES07520,HTL003,CH0222,CLI1757,2023-05-28,2023-05-29,1,2,Direct,Tourisme,92000,92000,Terminee,4.0,2023-04-15
RES07521,HTL002,CH0182,CLI0683,2023-08-07,2023-08-14,7,1,Booking.com,Transit,162000,1134000,Terminee,3.0,2023-07-12
RES07522,HTL002,CH0182,CLI2317,2022-09-27,2022-09-30,3,1,Booking.com,Affaires,162000,486000,Terminee,3.0,2022-08-21
RES07523,HTL002,CH0156,CLI1490,2022-05-12,2022-05-16,4,3,Direct,Affaires,120000,480000,Terminee,5.0,2022-03-25
RES07524,HTL005,CH0472,CLI0949,2023-08-03,2023-08-06,3,1,Direct,Transit,104000,312000,Terminee,5.0,2023-06-15
RES07525,HTL003,CH0202,CLI1851,2023-12-06,2023-12-07,1,2,Direct,Conference,138000,138000,Terminee,4.0,2023-12-02
RES07526,HTL004,CH0337,CLI1709,2023-05-22,2023-05-26,4,1,Direct,Affaires,180000,720000,Terminee,4.0,2023-05-10
RES07527,HTL003,CH0204,CLI2480,2024-03-09,2024-03-13,4,3,Direct,Tourisme,402500,1610000,Terminee,3.0,2024-01-14
RES07528,HTL002,CH0160,CLI2795,2023-07-02,2023-07-09,7,1,Direct,Conference,80000,560000,Terminee,4.0,2023-05-06
RES07529,HTL001,CH0024,CLI0421,2022-11-16,2022-11-18,2,2,Direct,Tourisme,92000,184000,Terminee,4.0,2022-09-28
RES07530,HTL002,CH0159,CLI2734,2023-09-29,2023-10-03,4,3,Booking.com,Tourisme,72000,288000,Terminee,4.0,2023-09-07
RES07531,HTL005,CH0431,CLI1136,2023-03-21,2023-03-23,2,3,Agence voyage,Conference,143520,287040,Terminee,2.0,2023-03-03
RES07532,HTL003,CH0280,CLI0606,2023-06-29,2023-07-02,3,2,Corporate,Tourisme,175950,527850,Terminee,5.0,2023-06-06
RES07533,HTL002,CH0168,CLI1023,2023-12-13,2023-12-17,4,2,Corporate,Tourisme,153000,612000,Terminee,5.0,2023-11-18
RES07534,HTL005,CH0388,CLI0785,2023-04-18,2023-04-23,5,2,Corporate,Tourisme,88400,442000,Annulee,,2023-03-06
RES07535,HTL001,CH0069,CLI1774,2023-03-22,2023-03-23,1,3,Direct,Transit,138000,138000,Terminee,5.0,2023-03-01
RES07536,HTL003,CH0213,CLI2444,2022-10-22,2022-10-27,5,2,Expedia,Conference,182160,910800,Terminee,4.0,2022-09-19
RES07537,HTL003,CH0280,CLI0614,2022-05-28,2022-05-30,2,2,Corporate,Transit,175950,351900,Terminee,3.0,2022-05-14
RES07538,HTL005,CH0445,CLI2126,2023-12-16,2023-12-21,5,1,Agence voyage,Affaires,143520,717600,Terminee,2.0,2023-12-13
RES07539,HTL005,CH0426,CLI0584,2023-03-29,2023-04-02,4,2,Direct,Conference,234000,936000,Terminee,5.0,2023-02-08
RES07540,HTL004,CH0315,CLI1673,2023-08-01,2023-08-04,3,2,Booking.com,Affaires,162000,486000,Terminee,3.0,2023-06-22
RES07541,HTL004,CH0364,CLI2285,2022-01-18,2022-01-21,3,2,Direct,Affaires,80000,240000,Terminee,4.0,2022-01-10
RES07542,HTL005,CH0436,CLI2440,2024-03-30,2024-03-31,1,2,Expedia,Tourisme,91520,91520,Terminee,5.0,2024-03-05
RES07543,HTL002,CH0193,CLI0849,2024-02-09,2024-02-11,2,3,Direct,Tourisme,180000,360000,Terminee,5.0,2024-01-14
RES07544,HTL003,CH0288,CLI1980,2022-11-08,2022-11-09,1,2,Booking.com,Affaires,82800,82800,Terminee,3.0,2022-09-27
RES07545,HTL002,CH0162,CLI2273,2023-12-19,2023-12-24,5,2,Direct,Tourisme,80000,400000,Terminee,4.0,2023-11-18
RES07546,HTL005,CH0415,CLI0438,2024-06-13,2024-06-16,3,2,Booking.com,Conference,140400,421200,Terminee,5.0,2024-06-01
RES07547,HTL005,CH0498,CLI1611,2023-10-05,2023-10-06,1,2,Booking.com,Tourisme,140400,140400,Terminee,3.0,2023-09-26
RES07548,HTL003,CH0265,CLI0753,2022-10-24,2022-10-25,1,1,Booking.com,Conference,186300,186300,Terminee,3.0,2022-09-01
RES07549,HTL005,CH0459,CLI1889,2024-04-17,2024-04-21,4,2,Agence voyage,Conference,95680,382720,Confirmee,,2024-03-12
RES07550,HTL003,CH0270,CLI1869,2022-12-04,2022-12-05,1,1,Agence voyage,Transit,84640,84640,Terminee,5.0,2022-10-13
RES07551,HTL004,CH0306,CLI2772,2022-04-06,2022-04-08,2,2,Booking.com,Transit,315000,630000,Terminee,5.0,2022-03-18
RES07552,HTL004,CH0301,CLI1792,2022-04-02,2022-04-04,2,3,Booking.com,Transit,108000,216000,Terminee,5.0,2022-03-29
RES07553,HTL002,CH0130,CLI2941,2023-07-12,2023-07-15,3,2,Agence voyage,Affaires,110400,331200,Terminee,4.0,2023-06-29
RES07554,HTL005,CH0396,CLI2082,2024-05-11,2024-05-12,1,1,Booking.com,Affaires,93600,93600,Confirmee,,2024-03-31
RES07555,HTL004,CH0363,CLI0535,2024-03-18,2024-03-20,2,1,Direct,Affaires,80000,160000,Terminee,5.0,2024-01-25
RES07556,HTL002,CH0190,CLI1794,2023-02-03,2023-02-07,4,2,Corporate,Affaires,153000,612000,Terminee,3.0,2023-01-20
RES07557,HTL004,CH0352,CLI0706,2022-07-04,2022-07-08,4,1,Booking.com,Tourisme,72000,288000,Terminee,4.0,2022-06-10
RES07558,HTL004,CH0339,CLI2030,2022-12-28,2023-01-04,7,3,Direct,Affaires,80000,560000,Terminee,5.0,2022-11-08
RES07559,HTL001,CH0024,CLI2758,2022-08-15,2022-08-22,7,1,Direct,Conference,92000,644000,Terminee,5.0,2022-07-27
RES07560,HTL001,CH0074,CLI1648,2023-07-16,2023-07-19,3,3,Agence voyage,Transit,126960,380880,Terminee,5.0,2023-07-09
RES07561,HTL003,CH0214,CLI2044,2023-08-20,2023-08-22,2,1,Booking.com,Transit,124200,248400,Terminee,5.0,2023-08-09
RES07562,HTL002,CH0124,CLI1410,2023-05-13,2023-05-14,1,1,Corporate,Affaires,68000,68000,Terminee,4.0,2023-04-01
RES07563,HTL003,CH0261,CLI2669,2022-04-15,2022-04-16,1,2,Booking.com,Affaires,124200,124200,Terminee,2.0,2022-03-21
RES07564,HTL002,CH0154,CLI2504,2022-07-24,2022-07-25,1,2,Direct,Transit,80000,80000,Terminee,5.0,2022-06-22
RES07565,HTL002,CH0197,CLI2158,2023-08-15,2023-08-19,4,1,Agence voyage,Affaires,73600,294400,Terminee,4.0,2023-07-07
RES07566,HTL002,CH0189,CLI2416,2022-07-20,2022-07-25,5,1,Booking.com,Affaires,108000,540000,Terminee,4.0,2022-07-02
RES07567,HTL003,CH0264,CLI0976,2023-10-19,2023-10-22,3,1,Booking.com,Transit,362250,1086750,Terminee,5.0,2023-09-01
RES07568,HTL005,CH0393,CLI0358,2022-11-29,2022-12-01,2,2,Direct,Conference,104000,208000,Terminee,5.0,2022-11-11
RES07569,HTL001,CH0037,CLI2929,2024-02-13,2024-02-20,7,2,Agence voyage,Affaires,84640,592480,Terminee,5.0,2024-01-03
RES07570,HTL002,CH0172,CLI1617,2023-02-27,2023-03-04,5,2,Agence voyage,Tourisme,110400,552000,Terminee,4.0,2023-02-05
RES07571,HTL003,CH0274,CLI1078,2022-05-10,2022-05-12,2,2,Direct,Affaires,207000,414000,Terminee,5.0,2022-04-03
RES07572,HTL004,CH0319,CLI1633,2023-09-04,2023-09-06,2,1,Agence voyage,Tourisme,165600,331200,Terminee,5.0,2023-08-16
RES07573,HTL004,CH0303,CLI0385,2023-04-30,2023-05-02,2,2,Corporate,Conference,68000,136000,Terminee,4.0,2023-03-16
RES07574,HTL005,CH0478,CLI0765,2024-03-07,2024-03-11,4,2,Corporate,Transit,132600,530400,Terminee,4.0,2024-01-29
RES07575,HTL001,CH0076,CLI1386,2023-10-12,2023-10-16,4,3,Booking.com,Affaires,82800,331200,Terminee,5.0,2023-08-31
RES07576,HTL005,CH0416,CLI1072,2023-04-25,2023-04-26,1,2,Booking.com,Conference,210600,210600,Terminee,3.0,2023-03-31
RES07577,HTL002,CH0121,CLI0672,2022-07-10,2022-07-12,2,2,Direct,Conference,350000,700000,Terminee,3.0,2022-05-13
