paiement_id,reservation_id,date_paiement,montant,moyen_paiement,statut_paiement
PAY07481,RES06190,2022-03-31,175950,Carte bancaire,Valide
PAY07482,RES06191,2024-06-14,276000,Carte bancaire,Valide
PAY07483,RES06192,2022-08-31,331200,Mobile Money,Valide
PAY07484,RES06193,2023-09-09,36000,Mobile Money,Valide
PAY07485,RES06193,2023-09-24,36000,Carte bancaire,Valide
PAY07486,RES06194,2024-02-25,187200,Especes,Valide
PAY07487,RES06195,2022-11-19,80000,Carte bancaire,Valide
PAY07488,RES06196,2024-04-24,280800,Carte bancaire,Valide
PAY07489,RES06196,2024-05-09,280800,Mobile Money,Valide
PAY07490,RES06198,2022-05-04,120000,Carte bancaire,Valide
PAY07491,RES06198,2022-05-19,120000,Carte bancaire,Valide
PAY07492,RES06199,2022-01-27,81000,Carte bancaire,Valide
PAY07493,RES06199,2022-02-11,81000,Especes,Valide
PAY07494,RES06200,2023-12-13,73600,Carte bancaire,Valide
PAY07495,RES06200,2023-12-28,73600,Mobile Money,Valide
PAY07496,RES06201,2022-06-29,380880,Mobile Money,Valide
PAY07497,RES06202,2022-03-12,80000,Carte bancaire,Valide
PAY07498,RES06203,2022-05-20,276000,Carte bancaire,Valide
PAY07499,RES06204,2022-03-11,129600,Carte bancaire,Rembourse
PAY07500,RES06205,2023-10-03,46000,Carte bancaire,Valide
PAY07501,RES06205,2023-10-18,46000,Mobile Money,Valide
PAY07502,RES06206,2023-02-28,280800,Carte bancaire,Valide
PAY07503,RES06207,2022-01-13,357000,Virement,Valide
PAY07504,RES06207,2022-01-28,357000,Carte bancaire,Valide
PAY07505,RES06208,2022-04-18,69000,Virement,Valide
PAY07506,RES06208,2022-05-03,69000,Mobile Money,Valide
PAY07507,RES06209,2023-05-04,331200,Virement,Valide
PAY07508,RES06210,2022-09-17,165600,Mobile Money,Valide
PAY07509,RES06211,2024-03-20,240000,Carte bancaire,Valide
PAY07510,RES06212,2023-01-02,161920,Especes,Valide
PAY07511,RES06213,2023-10-05,220800,Carte bancaire,Valide
PAY07512,RES06214,2022-08-01,253920,Carte bancaire,Valide
PAY07513,RES06215,2023-07-22,136000,Mobile Money,Valide
PAY07514,RES06216,2022-03-19,382720,Mobile Money,Valide
PAY07515,RES06217,2024-02-10,287040,Carte bancaire,Valide
PAY07516,RES06218,2024-03-20,180000,Virement,Valide
PAY07517,RES06219,2023-02-05,331200,Virement,Echoue
PAY07518,RES06220,2022-12-23,1035000,Carte bancaire,Echoue
PAY07519,RES06221,2022-10-18,108000,Mobile Money,Valide
PAY07520,RES06222,2022-06-30,240000,Virement,Valide
PAY07521,RES06222,2022-07-15,240000,Mobile Money,Valide
PAY07522,RES06223,2022-03-29,210600,Virement,Valide
PAY07523,RES06223,2022-04-13,210600,Carte bancaire,Valide
PAY07524,RES06224,2023-02-13,70400,Virement,Valide
PAY07525,RES06224,2023-02-28,70400,Mobile Money,Valide
PAY07526,RES06225,2023-06-08,248400,Mobile Money,Valide
PAY07527,RES06226,2022-04-17,414000,Mobile Money,Valide
PAY07528,RES06227,2023-07-28,708400,Carte bancaire,Valide
PAY07529,RES06228,2021-12-20,351900,Carte bancaire,Valide
PAY07530,RES06229,2022-01-06,2047500,Mobile Money,Valide
PAY07531,RES06230,2022-02-26,280800,Carte bancaire,Valide
PAY07532,RES06231,2022-02-15,143520,Carte bancaire,Valide
PAY07533,RES06231,2022-03-02,143520,Virement,Valide
PAY07534,RES06232,2022-02-02,186300,Mobile Money,Valide
PAY07535,RES06233,2023-05-15,276000,Carte bancaire,Valide
PAY07536,RES06234,2023-05-22,248400,Mobile Money,Valide
PAY07537,RES06235,2023-08-05,121440,Mobile Money,Valide
PAY07538,RES06235,2023-08-20,121440,Carte bancaire,Valide
PAY07539,RES06236,2022-07-28,211200,Carte bancaire,Valide
PAY07540,RES06237,2024-01-08,72000,Carte bancaire,Valide
PAY07541,RES06237,2024-01-23,72000,Especes,Valide
PAY07542,RES06238,2022-02-28,140800,Carte bancaire,Valide
PAY07543,RES06239,2023-03-28,240000,Mobile Money,Valide
PAY07544,RES06239,2023-04-12,240000,Especes,Valide
PAY07545,RES06240,2022-05-27,186300,Carte bancaire,Valide
PAY07546,RES06240,2022-06-11,186300,Carte bancaire,Valide
PAY07547,RES06241,2022-02-26,140800,Mobile Money,Valide
PAY07548,RES06242,2023-08-05,270000,Mobile Money,Echoue
PAY07549,RES06242,2023-08-20,270000,Carte bancaire,Valide
PAY07550,RES06243,2021-11-15,66240,Virement,Rembourse
PAY07551,RES06244,2023-09-20,455000,Mobile Money,Echoue
PAY07552,RES06245,2022-02-08,819000,Mobile Money,Valide
PAY07553,RES06246,2023-10-26,184000,Mobile Money,Valide
PAY07554,RES06247,2023-11-15,331200,Carte bancaire,Valide
PAY07555,RES06248,2022-05-23,190440,Especes,Valide
PAY07556,RES06249,2022-03-16,95680,Mobile Money,Valide
PAY07557,RES06249,2022-03-31,95680,Carte bancaire,Valide
PAY07558,RES06250,2022-01-16,312000,Especes,Valide
PAY07559,RES06250,2022-01-31,312000,Mobile Money,Valide
PAY07560,RES06251,2024-06-10,78200,Carte bancaire,Valide
PAY07561,RES06252,2024-04-27,475200,Especes,Valide
PAY07562,RES06253,2024-06-18,176000,Carte bancaire,Valide
PAY07563,RES06253,2024-07-03,176000,Mobile Money,Valide
PAY07564,RES06254,2023-11-18,248400,Carte bancaire,Valide
PAY07565,RES06255,2023-11-25,648000,Mobile Money,Valide
PAY07566,RES06256,2024-06-20,240000,Mobile Money,Valide
PAY07567,RES06257,2024-04-11,468000,Mobile Money,Echoue
PAY07568,RES06258,2022-01-23,702000,Mobile Money,Valide
PAY07569,RES06259,2024-03-29,92000,Virement,Valide
PAY07570,RES06260,2022-09-04,92000,Virement,Valide
PAY07571,RES06261,2022-07-08,162000,Virement,Valide
PAY07572,RES06262,2023-10-14,805000,Carte bancaire,Valide
PAY07573,RES06263,2022-06-17,165600,Carte bancaire,Valide
PAY07574,RES06263,2022-07-02,165600,Especes,Valide
PAY07575,RES06264,2024-05-14,182160,Carte bancaire,Valide
PAY07576,RES06265,2024-02-10,805000,Mobile Money,Valide
PAY07577,RES06266,2023-03-08,455000,Carte bancaire,Valide
PAY07578,RES06267,2021-11-26,210600,Mobile Money,Valide
PAY07579,RES06267,2021-12-11,210600,Carte bancaire,Valide
PAY07580,RES06268,2023-12-14,614250,Mobile Money,Valide
PAY07581,RES06268,2023-12-29,614250,Carte bancaire,Valide
PAY07582,RES06269,2023-10-25,430560,Mobile Money,Valide
PAY07583,RES06270,2023-03-09,140400,Carte bancaire,Valide
PAY07584,RES06271,2022-12-24,216000,Mobile Money,Valide
PAY07585,RES06272,2023-01-23,1231650,Mobile Money,Valide
PAY07586,RES06273,2022-01-27,169280,Carte bancaire,Valide
PAY07587,RES06275,2024-02-21,2817500,Mobile Money,Valide
PAY07588,RES06276,2022-06-12,306000,Carte bancaire,Valide
PAY07589,RES06276,2022-06-27,306000,Carte bancaire,Valide
PAY07590,RES06277,2022-12-05,320000,Virement,Valide
PAY07591,RES06278,2022-09-15,354200,Virement,Valide
PAY07592,RES06279,2023-01-10,648000,Mobile Money,Valide
PAY07593,RES06280,2023-08-08,160000,Especes,Valide
PAY07594,RES06281,2022-01-10,819000,Carte bancaire,Valide
PAY07595,RES06281,2022-01-25,819000,Virement,Valide
PAY07596,RES06282,2022-04-01,124200,Mobile Money,Valide
PAY07597,RES06282,2022-04-16,124200,Carte bancaire,Valide
PAY07598,RES06283,2022-04-30,187200,Carte bancaire,Valide
PAY07599,RES06285,2023-01-03,391000,Mobile Money,Valide
PAY07600,RES06286,2023-02-03,323840,Carte bancaire,Valide
PAY07601,RES06287,2023-12-30,169280,Carte bancaire,Valide
PAY07602,RES06288,2022-07-30,182160,Mobile Money,Valide
PAY07603,RES06289,2022-02-11,272000,Carte bancaire,Valide
PAY07604,RES06290,2021-12-27,156400,Especes,Valide
PAY07605,RES06290,2022-01-11,156400,Mobile Money,Valide
PAY07606,RES06291,2023-08-11,24840,Mobile Money,Rembourse
PAY07607,RES06292,2022-07-01,126960,Mobile Money,Valide
PAY07608,RES06292,2022-07-16,126960,Virement,Valide
PAY07609,RES06293,2023-03-28,80000,Carte bancaire,Valide
PAY07610,RES06293,2023-04-12,80000,Virement,Valide
PAY07611,RES06294,2024-03-14,360000,Carte bancaire,Valide
PAY07612,RES06295,2024-03-15,73600,Mobile Money,Valide
PAY07613,RES06296,2022-03-18,360000,Carte bancaire,Valide
PAY07614,RES06297,2024-03-27,248400,Mobile Money,Valide
PAY07615,RES06298,2022-08-06,708400,Mobile Money,Valide
PAY07616,RES06298,2022-08-21,708400,Mobile Money,Valide
PAY07617,RES06299,2022-10-19,93600,Carte bancaire,Valide
PAY07618,RES06299,2022-11-03,93600,Mobile Money,Valide
PAY07619,RES06300,2023-07-25,345000,Virement,Valide
PAY07620,RES06300,2023-08-09,345000,Carte bancaire,Valide
PAY07621,RES06301,2024-02-24,102000,Mobile Money,Valide
PAY07622,RES06301,2024-03-10,102000,Mobile Money,Valide
PAY07623,RES06302,2024-02-14,207000,Especes,Valide
PAY07624,RES06303,2024-04-06,216000,Carte bancaire,Valide
PAY07625,RES06304,2024-04-07,82800,Carte bancaire,Valide
PAY07626,RES06305,2022-10-06,324000,Carte bancaire,Valide
PAY07627,RES06306,2024-03-13,208000,Carte bancaire,Valide
PAY07628,RES06307,2022-11-25,140400,Carte bancaire,Valide
PAY07629,RES06308,2024-02-22,200000,Carte bancaire,Valide
PAY07630,RES06308,2024-03-08,200000,Mobile Money,Valide
PAY07631,RES06309,2022-07-26,156400,Mobile Money,Valide
PAY07632,RES06310,2023-07-28,468000,Carte bancaire,Valide
PAY07633,RES06311,2022-02-23,42320,Especes,Valide
PAY07634,RES06311,2022-03-10,42320,Carte bancaire,Valide
PAY07635,RES06312,2022-02-12,191360,Carte bancaire,Valide
PAY07636,RES06313,2023-09-05,68640,Especes,Valide
PAY07637,RES06313,2023-09-20,68640,Mobile Money,Valide
PAY07638,RES06314,2023-07-07,924000,Mobile Money,Valide
PAY07639,RES06315,2022-11-13,460000,Carte bancaire,Valide
PAY07640,RES06316,2023-11-06,180000,Carte bancaire,Valide
PAY07641,RES06317,2022-02-05,2012500,Carte bancaire,Valide
PAY07642,RES06318,2023-01-31,368000,Virement,Valide
PAY07643,RES06319,2022-12-02,408000,Carte bancaire,Valide
PAY07644,RES06320,2024-03-15,331200,Mobile Money,Valide
PAY07645,RES06321,2023-12-07,95680,Virement,Valide
PAY07646,RES06322,2024-03-05,140800,Carte bancaire,Valide
PAY07647,RES06322,2024-03-20,140800,Carte bancaire,Valide
PAY07648,RES06323,2022-10-11,70400,Mobile Money,Valide
PAY07649,RES06323,2022-10-26,70400,Mobile Money,Valide
PAY07650,RES06324,2024-01-06,982800,Carte bancaire,Valide
PAY07651,RES06325,2022-03-12,147200,Carte bancaire,Valide
PAY07652,RES06326,2024-05-13,211200,Carte bancaire,Valide
PAY07653,RES06327,2022-02-28,496800,Virement,Valide
PAY07654,RES06328,2023-07-22,414000,Carte bancaire,Valide
PAY07655,RES06329,2021-12-22,312800,Carte bancaire,Valide
PAY07656,RES06330,2022-08-05,240000,Mobile Money,Valide
PAY07657,RES06331,2023-04-02,216000,Carte bancaire,Valide
PAY07658,RES06332,2023-09-25,281600,Virement,Valide
PAY07659,RES06333,2022-05-03,161920,Virement,Valide
PAY07660,RES06334,2022-10-20,41400,Mobile Money,Valide
PAY07661,RES06334,2022-11-04,41400,Mobile Money,Valide
PAY07662,RES06335,2022-11-16,240000,Virement,Valide
PAY07663,RES06336,2022-08-08,175950,Carte bancaire,Valide
PAY07664,RES06337,2024-04-21,92000,Carte bancaire,Valide
PAY07665,RES06337,2024-05-06,92000,Carte bancaire,Valide
PAY07666,RES06338,2022-05-05,372600,Carte bancaire,Valide
PAY07667,RES06339,2022-01-26,558900,Mobile Money,Valide
PAY07668,RES06340,2022-12-12,480000,Mobile Money,Valide
PAY07669,RES06341,2023-08-30,207000,Mobile Money,Valide
PAY07670,RES06342,2023-09-11,368000,Virement,Valide
PAY07671,RES06343,2024-01-06,540000,Carte bancaire,Valide
PAY07672,RES06344,2022-07-17,468000,Especes,Valide
PAY07673,RES06345,2023-12-15,684250,Carte bancaire,Valide
PAY07674,RES06346,2023-01-14,60720,Mobile Money,Valide
PAY07675,RES06346,2023-01-29,60720,Carte bancaire,Valide
PAY07676,RES06347,2022-08-16,612000,Carte bancaire,Valide
PAY07677,RES06348,2022-09-16,280800,Virement,Valide
PAY07678,RES06349,2022-02-22,323840,Carte bancaire,Valide
PAY07679,RES06350,2023-07-16,644000,Carte bancaire,Valide
PAY07680,RES06351,2023-11-18,703800,Mobile Money,Valide
PAY07681,RES06352,2023-12-02,51000,Carte bancaire,Valide
PAY07682,RES06352,2023-12-17,51000,Mobile Money,Valide
PAY07683,RES06353,2022-11-11,279450,Mobile Money,Valide
PAY07684,RES06353,2022-11-26,279450,Mobile Money,Valide
PAY07685,RES06354,2022-07-24,421200,Mobile Money,Valide
PAY07686,RES06355,2021-11-14,276000,Carte bancaire,Valide
PAY07687,RES06356,2022-03-21,475200,Carte bancaire,Valide
PAY07688,RES06357,2024-04-15,1547000,Especes,Valide
PAY07689,RES06358,2022-07-28,82800,Virement,Valide
PAY07690,RES06359,2022-08-23,165600,Virement,Valide
PAY07691,RES06359,2022-09-07,165600,Mobile Money,Valide
PAY07692,RES06360,2022-04-12,204000,Carte bancaire,Valide
PAY07693,RES06361,2023-01-06,240000,Carte bancaire,Valide
PAY07694,RES06362,2022-09-15,274560,Carte bancaire,Valide
PAY07695,RES06363,2023-07-05,110400,Virement,Valide
PAY07696,RES06363,2023-07-20,110400,Mobile Money,Valide
PAY07697,RES06364,2023-12-05,216000,Especes,Valide
PAY07698,RES06365,2024-05-05,158400,Mobile Money,Valide
PAY07699,RES06365,2024-05-20,158400,Virement,Valide
PAY07700,RES06366,2023-01-15,124200,Especes,Valide
PAY07701,RES06366,2023-01-30,124200,Virement,Valide
PAY07702,RES06367,2023-06-12,324000,Carte bancaire,Valide
PAY07703,RES06368,2022-04-04,72000,Mobile Money,Valide
PAY07704,RES06369,2023-11-03,360000,Mobile Money,Valide
PAY07705,RES06370,2022-10-01,486000,Mobile Money,Valide
PAY07706,RES06371,2023-08-25,297500,Virement,Valide
PAY07707,RES06371,2023-09-09,297500,Carte bancaire,Valide
PAY07708,RES06372,2023-11-18,552000,Virement,Valide
PAY07709,RES06373,2024-03-11,70400,Virement,Echoue
PAY07710,RES06374,2023-11-01,144000,Virement,Valide
PAY07711,RES06375,2023-04-19,331200,Especes,Valide
PAY07712,RES06376,2023-09-19,430560,Mobile Money,Valide
PAY07713,RES06377,2022-08-11,630000,Mobile Money,Valide
PAY07714,RES06378,2023-03-30,310500,Mobile Money,Valide
PAY07715,RES06378,2023-04-14,310500,Virement,Valide
PAY07716,RES06379,2022-01-30,144000,Carte bancaire,Valide
PAY07717,RES06380,2023-05-19,186300,Mobile Money,Valide
PAY07718,RES06380,2023-06-03,186300,Carte bancaire,Valide
PAY07719,RES06381,2024-03-28,331200,Mobile Money,Echoue
PAY07720,RES06382,2022-10-19,312000,Mobile Money,Valide
PAY07721,RES06383,2022-11-22,374400,Carte bancaire,Valide
PAY07722,RES06384,2024-01-02,211200,Mobile Money,Valide
PAY07723,RES06385,2023-06-09,102000,Carte bancaire,Valide
PAY07724,RES06386,2023-03-18,931500,Carte bancaire,Valide
PAY07725,RES06387,2023-04-07,120000,Carte bancaire,Valide
PAY07726,RES06387,2023-04-22,120000,Virement,Valide
PAY07727,RES06388,2021-11-19,78200,Virement,Valide
PAY07728,RES06389,2022-03-02,430560,Especes,Valide
PAY07729,RES06390,2022-02-09,80000,Especes,Valide
PAY07730,RES06391,2022-05-15,382720,Carte bancaire,Valide
PAY07731,RES06392,2023-12-12,316800,Mobile Money,Valide
PAY07732,RES06393,2023-02-14,46000,Virement,Valide
PAY07733,RES06393,2023-03-01,46000,Mobile Money,Valide
PAY07734,RES06394,2022-01-27,316800,Virement,Valide
PAY07735,RES06396,2023-05-19,316800,Mobile Money,Valide
PAY07736,RES06397,2022-09-06,138000,Carte bancaire,Valide
PAY07737,RES06397,2022-09-21,138000,Carte bancaire,Valide
PAY07738,RES06398,2022-04-24,331200,Mobile Money,Valide
PAY07739,RES06399,2022-12-30,351900,Especes,Valide
PAY07740,RES06400,2023-06-14,220800,Mobile Money,Valide
PAY07741,RES06401,2021-12-20,320000,Mobile Money,Valide
PAY07742,RES06402,2022-08-11,160000,Especes,Valide
PAY07743,RES06402,2022-08-26,160000,Virement,Valide
PAY07744,RES06403,2023-02-23,287040,Virement,Valide
PAY07745,RES06404,2022-04-23,362250,Carte bancaire,Valide
PAY07746,RES06405,2024-05-06,624000,Especes,Valide
PAY07747,RES06406,2023-07-09,1610000,Carte bancaire,Valide
PAY07748,RES06407,2022-07-22,41400,Carte bancaire,Valide
PAY07749,RES06407,2022-08-06,41400,Especes,Valide
PAY07750,RES06408,2023-02-27,207000,Mobile Money,Valide
PAY07751,RES06408,2023-03-14,207000,Mobile Money,Valide
PAY07752,RES06409,2023-12-04,51000,Carte bancaire,Valide
PAY07753,RES06409,2023-12-19,51000,Especes,Valide
PAY07754,RES06410,2022-12-15,184000,Carte bancaire,Valide
PAY07755,RES06411,2022-08-26,46000,Carte bancaire,Valide
PAY07756,RES06411,2022-09-10,46000,Carte bancaire,Valide
PAY07757,RES06412,2024-02-01,204000,Mobile Money,Valide
PAY07758,RES06413,2022-05-19,331200,Carte bancaire,Echoue
PAY07759,RES06414,2021-12-23,276000,Carte bancaire,Valide
PAY07760,RES06415,2022-05-09,306000,Especes,Valide
PAY07761,RES06415,2022-05-24,306000,Carte bancaire,Valide
PAY07762,RES06416,2023-05-07,102000,Mobile Money,Valide
PAY07763,RES06417,2023-07-17,828000,Virement,Valide
PAY07764,RES06418,2023-10-07,180000,Carte bancaire,Valide
PAY07765,RES06418,2023-10-22,180000,Virement,Valide
PAY07766,RES06419,2024-01-04,140800,Carte bancaire,Valide
PAY07767,RES06420,2024-03-16,248400,Carte bancaire,Valide
PAY07768,RES06421,2023-12-11,380880,Mobile Money,Valide
PAY07769,RES06422,2023-05-23,211600,Especes,Valide
PAY07770,RES06422,2023-06-07,211600,Especes,Valide
PAY07771,RES06423,2022-05-18,288000,Carte bancaire,Valide
PAY07772,RES06424,2023-12-29,216000,Carte bancaire,Valide
PAY07773,RES06425,2023-07-23,70400,Carte bancaire,Valide
PAY07774,RES06426,2022-03-09,90000,Mobile Money,Valide
PAY07775,RES06426,2022-03-24,90000,Carte bancaire,Valide
PAY07776,RES06427,2022-11-23,468000,Carte bancaire,Echoue
PAY07777,RES06429,2022-08-21,190080,Carte bancaire,Rembourse
PAY07778,RES06430,2023-10-13,46000,Mobile Money,Echoue
PAY07779,RES06430,2023-10-28,46000,Virement,Valide
PAY07780,RES06431,2022-08-25,63480,Mobile Money,Valide
PAY07781,RES06431,2022-09-09,63480,Carte bancaire,Valide
PAY07782,RES06432,2024-03-10,368000,Mobile Money,Valide
PAY07783,RES06433,2023-05-28,312000,Carte bancaire,Valide
PAY07784,RES06434,2023-10-12,73600,Mobile Money,Valide
PAY07785,RES06435,2023-09-12,108000,Especes,Valide
PAY07786,RES06435,2023-09-27,108000,Mobile Money,Valide
PAY07787,RES06436,2023-02-16,80960,Mobile Money,Valide
PAY07788,RES06437,2022-04-29,140400,Carte bancaire,Valide
PAY07789,RES06438,2022-02-11,84640,Mobile Money,Valide
PAY07790,RES06438,2022-02-26,84640,Carte bancaire,Valide
PAY07791,RES06439,2023-08-09,372600,Mobile Money,Valide
PAY07792,RES06440,2022-04-26,805000,Mobile Money,Valide
PAY07793,RES06441,2024-01-21,528000,Carte bancaire,Valide
PAY07794,RES06442,2023-06-27,31680,Especes,Rembourse
PAY07795,RES06443,2023-03-09,350000,Carte bancaire,Valide
PAY07796,RES06444,2023-12-11,616000,Carte bancaire,Valide
PAY07797,RES06444,2023-12-26,616000,Mobile Money,Valide
PAY07798,RES06445,2023-06-25,160000,Virement,Valide
PAY07799,RES06446,2022-02-18,1449000,Especes,Valide
PAY07800,RES06447,2022-12-11,124200,Carte bancaire,Valide
PAY07801,RES06447,2022-12-26,124200,Carte bancaire,Valide
PAY07802,RES06448,2024-05-08,184000,Mobile Money,Valide
PAY07803,RES06449,2022-10-23,211200,Carte bancaire,Valide
PAY07804,RES06450,2023-04-25,144000,Mobile Money,Valide
PAY07805,RES06451,2023-08-11,184000,Carte bancaire,Valide
PAY07806,RES06452,2022-03-24,248400,Mobile Money,Valide
PAY07807,RES06453,2022-06-21,138000,Mobile Money,Valide
PAY07808,RES06453,2022-07-06,138000,Carte bancaire,Valide
PAY07809,RES06454,2021-12-27,147200,Virement,Valide
PAY07810,RES06455,2022-07-15,180000,Carte bancaire,Valide
PAY07811,RES06456,2023-09-30,240000,Carte bancaire,Valide
PAY07812,RES06456,2023-10-15,240000,Carte bancaire,Valide
PAY07813,RES06457,2023-03-28,312000,Mobile Money,Valide
PAY07814,RES06458,2023-05-01,306000,Mobile Money,Valide
PAY07815,RES06459,2023-07-01,430560,Carte bancaire,Valide
PAY07816,RES06460,2022-08-06,480000,Virement,Valide
PAY07817,RES06461,2021-12-21,62100,Mobile Money,Valide
PAY07818,RES06461,2022-01-05,62100,Carte bancaire,Valide
PAY07819,RES06462,2023-07-29,176800,Mobile Money,Valide
PAY07820,RES06463,2023-11-16,57408,Carte bancaire,Rembourse
PAY07821,RES06464,2024-02-18,80960,Carte bancaire,Valide
PAY07822,RES06465,2022-12-11,320000,Especes,Valide
PAY07823,RES06466,2022-07-08,455000,Carte bancaire,Valide
PAY07824,RES06467,2023-12-23,140400,Virement,Valide
PAY07825,RES06468,2022-06-04,124200,Carte bancaire,Valide
PAY07826,RES06469,2024-01-20,380880,Carte bancaire,Valide
PAY07827,RES06470,2023-06-16,700000,Mobile Money,Valide
PAY07828,RES06471,2023-12-12,331200,Especes,Valide
PAY07829,RES06472,2024-05-11,234600,Mobile Money,Valide
PAY07830,RES06473,2023-01-01,460000,Carte bancaire,Valide
PAY07831,RES06474,2022-04-29,1601600,Carte bancaire,Valide
PAY07832,RES06475,2024-02-10,175950,Virement,Valide
PAY07833,RES06475,2024-02-25,175950,Especes,Valide
PAY07834,RES06476,2021-12-21,364320,Carte bancaire,Valide
PAY07835,RES06477,2022-07-14,374400,Carte bancaire,Valide
PAY07836,RES06478,2023-06-11,772800,Mobile Money,Valide
PAY07837,RES06480,2023-08-14,374400,Mobile Money,Valide
PAY07838,RES06481,2023-02-28,633600,Virement,Echoue
PAY07839,RES06482,2022-08-31,144000,Carte bancaire,Valide
PAY07840,RES06483,2023-11-16,409500,Especes,Valide
PAY07841,RES06483,2023-12-01,409500,Carte bancaire,Valide
PAY07842,RES06484,2023-09-22,108000,Especes,Rembourse
PAY07843,RES06485,2023-03-09,1610000,Carte bancaire,Valide
PAY07844,RES06486,2023-08-09,558900,Carte bancaire,Valide
PAY07845,RES06487,2022-02-13,180000,Carte bancaire,Valide
PAY07846,RES06488,2022-10-16,414000,Mobile Money,Valide
PAY07847,RES06489,2024-05-02,202400,Especes,Valide
PAY07848,RES06489,2024-05-17,202400,Carte bancaire,Valide
PAY07849,RES06490,2022-08-29,315000,Carte bancaire,Valide
PAY07850,RES06491,2022-10-20,240000,Especes,Valide
PAY07851,RES06492,2024-05-17,95680,Virement,Valide
PAY07852,RES06492,2024-06-01,95680,Especes,Valide
PAY07853,RES06493,2023-02-18,147200,Carte bancaire,Valide
PAY07854,RES06494,2023-10-26,414000,Carte bancaire,Valide
PAY07855,RES06495,2023-06-11,828000,Mobile Money,Valide
PAY07856,RES06496,2022-12-05,552000,Mobile Money,Valide
PAY07857,RES06497,2024-04-07,702000,Mobile Money,Echoue
PAY07858,RES06498,2022-06-22,372600,Carte bancaire,Valide
PAY07859,RES06499,2023-01-04,137280,Mobile Money,Valide
PAY07860,RES06500,2023-09-25,136000,Mobile Money,Valide
PAY07861,RES06501,2022-11-02,105600,Carte bancaire,Valide
PAY07862,RES06501,2022-11-17,105600,Carte bancaire,Valide
PAY07863,RES06502,2023-09-12,364320,Carte bancaire,Valide
PAY07864,RES06503,2022-05-21,158400,Carte bancaire,Valide
PAY07865,RES06504,2024-02-13,207000,Carte bancaire,Valide
PAY07866,RES06505,2022-10-22,248400,Mobile Money,Valide
PAY07867,RES06506,2024-04-09,82800,Carte bancaire,Valide
PAY07868,RES06506,2024-04-24,82800,Carte bancaire,Valide
PAY07869,RES06507,2024-03-20,136000,Especes,Valide
PAY07870,RES06508,2023-10-28,55200,Carte bancaire,Valide
PAY07871,RES06508,2023-11-12,55200,Mobile Money,Valide
PAY07872,RES06509,2022-11-29,92000,Especes,Valide
PAY07873,RES06510,2024-01-29,372600,Carte bancaire,Valide
PAY07874,RES06512,2023-04-07,700000,Carte bancaire,Valide
PAY07875,RES06513,2023-06-09,360000,Mobile Money,Valide
PAY07876,RES06513,2023-06-24,360000,Carte bancaire,Valide
PAY07877,RES06514,2023-08-18,34000,Carte bancaire,Valide
PAY07878,RES06514,2023-09-02,34000,Mobile Money,Valide
PAY07879,RES06515,2023-01-25,242880,Mobile Money,Valide
PAY07880,RES06516,2022-08-11,82800,Carte bancaire,Valide
PAY07881,RES06517,2021-12-09,242880,Especes,Valide
PAY07882,RES06518,2023-12-23,728640,Carte bancaire,Valide
PAY07883,RES06519,2024-01-19,645840,Mobile Money,Valide
PAY07884,RES06520,2022-09-18,924000,Carte bancaire,Valide
PAY07885,RES06521,2022-04-09,351900,Carte bancaire,Valide
PAY07886,RES06522,2022-06-26,828000,Mobile Money,Valide
PAY07887,RES06523,2022-02-27,91520,Especes,Valide
PAY07888,RES06524,2022-11-19,187200,Mobile Money,Valide
PAY07889,RES06525,2022-07-07,281600,Carte bancaire,Valide
PAY07890,RES06526,2022-03-15,276000,Carte bancaire,Valide
PAY07891,RES06527,2023-11-01,183040,Carte bancaire,Valide
PAY07892,RES06527,2023-11-16,183040,Carte bancaire,Valide
PAY07893,RES06528,2022-05-24,496800,Mobile Money,Valide
PAY07894,RES06529,2023-10-20,147200,Carte bancaire,Valide
PAY07895,RES06529,2023-11-04,147200,Carte bancaire,Valide
PAY07896,RES06530,2023-10-30,430560,Especes,Valide
PAY07897,RES06530,2023-11-14,430560,Virement,Valide
PAY07898,RES06531,2024-05-11,169280,Carte bancaire,Valide
PAY07899,RES06531,2024-05-26,169280,Mobile Money,Valide
PAY07900,RES06532,2023-01-16,248400,Carte bancaire,Valide
PAY07901,RES06533,2024-04-05,144000,Virement,Valide
PAY07902,RES06533,2024-04-20,144000,Mobile Money,Valide
PAY07903,RES06534,2023-11-16,411840,Carte bancaire,Valide
PAY07904,RES06535,2022-01-20,92000,Carte bancaire,Valide
PAY07905,RES06536,2023-11-14,242880,Mobile Money,Valide
PAY07906,RES06537,2023-02-01,372600,Carte bancaire,Valide
PAY07907,RES06538,2022-10-10,331200,Carte bancaire,Valide
PAY07908,RES06538,2022-10-25,331200,Mobile Money,Valide
PAY07909,RES06539,2022-11-15,144000,Especes,Valide
PAY07910,RES06540,2022-11-03,496800,Especes,Valide
PAY07911,RES06541,2023-09-08,276000,Mobile Money,Valide
PAY07912,RES06542,2022-07-19,351000,Mobile Money,Valide
PAY07913,RES06542,2022-08-03,351000,Mobile Money,Valide
PAY07914,RES06543,2024-02-12,160000,Especes,Valide
PAY07915,RES06544,2024-05-20,144000,Virement,Valide
PAY07916,RES06545,2024-05-24,276000,Especes,Valide
PAY07917,RES06546,2022-06-14,144000,Mobile Money,Valide
PAY07918,RES06547,2023-11-15,74520,Mobile Money,Rembourse
PAY07919,RES06548,2022-10-13,108000,Virement,Valide
