id_ticket,id_client,date_creation,type,statut,delai_resolution_jours
TK008068,CL06586,2024-03-08,Reseau,ouvert,
TK008069,CL06586,2025-02-04,Reseau,abandonne,9.0
TK008070,CL06586,2024-02-06,Facturation,ouvert,
TK008071,CL06586,2024-01-02,Facturation,ouvert,
TK008072,CL06586,2024-05-04,Offre,resolu,2.0
TK008073,CL06587,2025-05-26,Reseau,resolu,2.0
TK008074,CL06589,2024-01-04,Materiel,abandonne,3.0
TK008075,CL06589,2024-03-08,Offre,resolu,6.0
TK008076,CL06590,2025-09-12,Facturation,resolu,4.0
TK008077,CL06591,2025-09-15,Reseau,resolu,4.0
TK008078,CL06591,2025-07-03,Reseau,abandonne,1.0
TK008079,CL06591,2025-07-08,Offre,abandonne,13.0
TK008080,CL06591,2025-07-07,Offre,ouvert,
TK008081,CL06592,2024-10-02,Offre,resolu,1.0
TK008082,CL06593,2025-08-19,Materiel,resolu,-1.0
TK008083,CL06594,2025-08-28,Materiel,ouvert,
TK008084,CL06594,2024-04-25,Offre,resolu,2.0
TK008085,CL06596,2024-03-19,Reseau,resolu,3.0
TK008086,CL06596,2024-04-12,Materiel,abandonne,14.0
TK008087,CL06596,2024-01-30,Offre,ouvert,
TK008088,CL06597,2024-06-04,Reseau,resolu,7.0
TK008089,CL06597,2024-09-20,Offre,ouvert,
TK008090,CL06599,2025-08-27,Materiel,ouvert,
TK008091,CL06599,2025-01-30,Reseau,ouvert,
TK008092,CL06599,2024-04-21,Reseau,abandonne,2.0
TK008093,CL06599,2024-01-21,Materiel,resolu,3.0
TK008094,CL06602,2024-11-30,Reseau,resolu,1.0
TK008095,CL06603,2025-11-12,Reseau,resolu,2.0
TK008096,CL06604,2024-06-09,Offre,ouvert,
TK008097,CL06604,2024-06-09,Materiel,resolu,1.0
TK008098,CL06605,2024-09-22,Facturation,abandonne,3.0
TK008099,CL06605,2024-06-15,Offre,resolu,1.0
TK008100,CL06605,2024-09-25,Reseau,ouvert,
TK008101,CL06606,2025-07-01,Facturation,abandonne,7.0
TK008102,CL06606,2024-07-15,Materiel,resolu,17.0
TK008103,CL06606,2024-12-05,Materiel,resolu,6.0
TK008104,CL06609,2024-05-21,Facturation,resolu,4.0
TK008105,CL06609,2025-01-18,Reseau,resolu,3.0
TK008106,CL06609,2025-04-19,Facturation,resolu,4.0
TK008107,CL06610,2025-03-29,Facturation,resolu,1.0
TK008108,CL06610,2025-12-03,Materiel,resolu,4.0
TK008109,CL06611,2024-06-07,Reseau,resolu,2.0
TK008110,CL06612,2025-01-05,Facturation,ouvert,
TK008111,CL06612,2024-11-17,Reseau,abandonne,4.0
TK008112,CL06612,2025-02-28,Facturation,abandonne,2.0
TK008113,CL06613,2025-07-21,Reseau,resolu,1.0
TK008114,CL06613,2025-02-20,Reseau,resolu,6.0
TK008115,CL06613,2025-09-06,Reseau,ouvert,
TK008116,CL06614,2024-11-10,Reseau,abandonne,1.0
TK008117,CL06614,2024-06-02,Facturation,resolu,15.0
TK008118,CL06614,2024-12-23,Facturation,ouvert,
TK008119,CL06614,2024-07-19,Materiel,abandonne,21.0
TK008120,CL06615,2025-03-23,Reseau,resolu,4.0
TK008121,CL06615,2025-10-09,Reseau,ouvert,
TK008122,CL06616,2025-06-03,Materiel,ouvert,
TK008123,CL06616,2024-11-28,Materiel,ouvert,
TK008124,CL06617,2025-01-03,Offre,ouvert,
TK008125,CL06617,2025-03-25,Reseau,abandonne,10.0
TK008126,CL06618,2024-10-16,Materiel,abandonne,8.0
TK008127,CL06618,2024-10-13,Facturation,abandonne,12.0
TK008128,CL06618,2024-10-04,Materiel,ouvert,
TK008129,CL06619,2024-11-24,Offre,resolu,2.0
TK008130,CL06619,2025-01-21,Offre,ouvert,
TK008131,CL06622,2025-03-08,Reseau,resolu,1.0
TK008132,CL06622,2025-06-07,Facturation,ouvert,
TK008133,CL06623,2025-09-02,Facturation,abandonne,1.0
TK008134,CL06623,2025-09-13,Reseau,abandonne,8.0
TK008135,CL06623,2025-09-02,Offre,abandonne,18.0
TK008136,CL06624,2025-10-16,Materiel,resolu,2.0
TK008137,CL06624,2025-08-07,Reseau,abandonne,1.0
TK008138,CL06624,2025-08-07,Materiel,ouvert,
TK008139,CL06624,2025-09-03,Facturation,ouvert,
TK008140,CL06624,2025-06-16,Materiel,resolu,1.0
TK008141,CL06625,2024-01-29,Reseau,resolu,6.0
TK008142,CL06625,2024-11-03,Reseau,resolu,1.0
TK008143,CL06626,2025-09-10,Offre,abandonne,1.0
TK008144,CL06626,2025-01-16,Reseau,ouvert,
TK008145,CL06628,2024-02-14,Materiel,resolu,1.0
TK008146,CL06629,2025-02-16,Reseau,abandonne,1.0
TK008147,CL06629,2025-02-15,Reseau,ouvert,
TK008148,CL06629,2025-04-25,Offre,abandonne,20.0
TK008149,CL06631,2025-06-20,Facturation,resolu,5.0
TK008150,CL06632,2025-10-16,Offre,resolu,2.0
TK008151,CL06633,2025-11-17,Reseau,resolu,4.0
TK008152,CL06633,2025-10-11,Reseau,resolu,-1.0
TK008153,CL06636,2025-12-03,Materiel,ouvert,
TK008154,CL06637,2025-09-21,Facturation,resolu,3.0
TK008155,CL06637,2024-08-26,Offre,resolu,8.0
TK008156,CL06645,2025-02-10,Reseau,ouvert,
TK008157,CL06645,2025-01-09,Facturation,ouvert,
TK008158,CL06645,2024-01-09,Reseau,ouvert,
TK008159,CL06646,2024-04-01,Reseau,resolu,1.0
TK008160,CL06647,2025-07-20,Offre,resolu,11.0
TK008161,CL06647,2025-04-17,Offre,resolu,3.0
TK008162,CL06648,2024-12-28,Reseau,resolu,2.0
TK008163,CL06650,2025-08-26,Reseau,resolu,5.0
TK008164,CL06650,2025-07-13,Materiel,ouvert,
TK008165,CL06651,2025-02-22,Reseau,resolu,1.0
TK008166,CL06654,2025-05-17,Reseau,resolu,2.0
TK008167,CL06654,2025-05-05,Reseau,ouvert,
TK008168,CL06656,2025-12-13,Offre,resolu,5.0
TK008169,CL06657,2024-05-03,Materiel,resolu,3.0
TK008170,CL06657,2024-02-09,Facturation,resolu,1.0
TK008171,CL06658,2025-08-22,Reseau,ouvert,
TK008172,CL06658,2025-09-13,Reseau,resolu,6.0
TK008173,CL06658,2025-08-28,Facturation,resolu,10.0
TK008174,CL06658,2025-08-12,Facturation,ouvert,
TK008175,CL06659,2025-12-05,Reseau,resolu,15.0
TK008176,CL06662,2025-02-26,Facturation,resolu,2.0
TK008177,CL06664,2025-11-07,Reseau,ouvert,
TK008178,CL06667,2024-06-17,Materiel,ouvert,
TK008179,CL06668,2025-03-03,Offre,resolu,2.0
TK008180,CL06668,2024-04-12,Reseau,resolu,2.0
TK008181,CL06668,2024-03-03,Facturation,resolu,5.0
TK008182,CL06670,2025-09-03,Facturation,ouvert,
TK008183,CL06670,2025-05-02,Materiel,resolu,1.0
TK008184,CL06673,2025-03-11,Offre,abandonne,14.0
TK008185,CL06673,2025-04-22,Offre,resolu,6.0
TK008186,CL06673,2025-06-02,Reseau,abandonne,6.0
TK008187,CL06674,2025-02-25,Offre,ouvert,
TK008188,CL06675,2024-10-15,Materiel,resolu,2.0
TK008189,CL06678,2025-06-16,Offre,resolu,1.0
TK008190,CL06678,2025-12-05,Offre,resolu,-2.0
TK008191,CL06680,2024-11-03,Offre,resolu,1.0
TK008192,CL06680,2025-07-07,Offre,ouvert,
TK008193,CL06681,2024-03-20,Materiel,ouvert,
TK008194,CL06682,2024-05-25,Facturation,resolu,27.0
TK008195,CL06685,2025-07-25,Offre,resolu,5.0
TK008196,CL06685,2024-12-10,Reseau,resolu,1.0
TK008197,CL06686,2025-08-26,Facturation,ouvert,
TK008198,CL06687,2025-09-22,Reseau,abandonne,8.0
TK008199,CL06687,2025-06-15,Materiel,ouvert,
TK008200,CL06689,2025-08-26,Facturation,resolu,-1.0
TK008201,CL06689,2024-10-21,Reseau,ouvert,
TK008202,CL06690,2024-01-28,Offre,ouvert,
TK008203,CL06691,2024-03-18,Reseau,resolu,3.0
TK008204,CL06691,2024-06-02,Facturation,ouvert,
TK008205,CL06691,2024-03-01,Reseau,abandonne,4.0
TK008206,CL06691,2024-08-30,Facturation,ouvert,
TK008207,CL06691,2024-05-23,Reseau,ouvert,
TK008208,CL06692,2025-03-04,Facturation,abandonne,12.0
TK008209,CL06693,2025-03-26,Offre,ouvert,
TK008210,CL06693,2025-01-28,Materiel,abandonne,6.0
TK008211,CL06697,2025-03-17,Facturation,ouvert,
TK008212,CL06700,2025-09-29,Reseau,resolu,3.0
TK008213,CL06702,2024-05-03,Materiel,abandonne,8.0
TK008214,CL06703,2024-01-03,Reseau,ouvert,
TK008215,CL06703,2024-02-02,Facturation,abandonne,10.0
TK008216,CL06708,2024-07-19,Facturation,ouvert,
TK008217,CL06709,2024-07-06,Materiel,resolu,2.0
TK008218,CL06709,2025-12-10,Reseau,ouvert,
TK008219,CL06712,2025-05-14,Facturation,resolu,2.0
TK008220,CL06714,2024-03-30,Offre,resolu,1.0
TK008221,CL06714,2024-07-04,Facturation,abandonne,9.0
TK008222,CL06714,2025-02-17,Reseau,resolu,4.0
TK008223,CL06714,2024-02-18,Offre,resolu,2.0
TK008224,CL06715,2025-03-31,Reseau,resolu,2.0
TK008225,CL06716,2025-05-20,Reseau,resolu,10.0
TK008226,CL06716,2025-04-17,Materiel,abandonne,1.0
TK008227,CL06716,2025-05-05,Reseau,resolu,1.0
TK008228,CL06716,2025-09-11,Facturation,ouvert,
TK008229,CL06717,2025-07-20,Facturation,resolu,3.0
TK008230,CL06718,2024-02-05,Facturation,resolu,1.0
TK008231,CL06718,2024-06-14,Materiel,abandonne,11.0
TK008232,CL06718,2024-04-20,Reseau,ouvert,
TK008233,CL06719,2025-06-09,Offre,resolu,1.0
TK008234,CL06719,2024-02-27,Materiel,ouvert,
TK008235,CL06720,2024-10-12,Facturation,resolu,5.0
TK008236,CL06720,2024-06-27,Reseau,resolu,1.0
TK008237,CL06721,2025-05-10,Reseau,resolu,3.0
TK008238,CL06721,2024-10-14,Reseau,resolu,-1.0
TK008239,CL06722,2024-07-26,Facturation,resolu,4.0
TK008240,CL06724,2025-02-13,Facturation,resolu,7.0
TK008241,CL06725,2025-07-16,Facturation,resolu,2.0
TK008242,CL06725,2025-12-21,Facturation,resolu,9.0
TK008243,CL06725,2025-11-13,Offre,resolu,7.0
TK008244,CL06726,2024-04-15,Reseau,resolu,1.0
TK008245,CL06726,2025-03-26,Offre,resolu,1.0
TK008246,CL06726,2025-08-27,Facturation,ouvert,
TK008247,CL06727,2024-04-10,Reseau,ouvert,
TK008248,CL06727,2024-06-16,Facturation,ouvert,
TK008249,CL06729,2024-02-11,Reseau,abandonne,2.0
TK008250,CL06729,2024-01-21,Materiel,abandonne,2.0
TK008251,CL06729,2024-02-03,Reseau,abandonne,4.0
TK008252,CL06731,2025-01-08,Reseau,resolu,13.0
TK008253,CL06732,2024-02-06,Reseau,resolu,6.0
TK008254,CL06732,2024-01-06,Reseau,ouvert,
TK008255,CL06732,2024-02-10,Offre,ouvert,
TK008256,CL06732,2024-01-02,Reseau,abandonne,2.0
TK008257,CL06732,2024-01-09,Reseau,resolu,3.0
TK008258,CL06732,2024-02-15,Offre,abandonne,13.0
TK008259,CL06732,2024-02-15,Reseau,abandonne,1.0
TK008260,CL06735,2025-06-10,Reseau,ouvert,
TK008261,CL06735,2025-10-14,Reseau,ouvert,
TK008262,CL06735,2025-05-21,Reseau,ouvert,
TK008263,CL06735,2025-07-26,Offre,ouvert,
TK008264,CL06736,2024-12-01,Offre,resolu,11.0
TK008265,CL06736,2025-01-01,Offre,resolu,6.0
TK008266,CL06737,2025-09-27,Facturation,resolu,1.0
TK008267,CL06738,2025-11-06,Facturation,resolu,5.0
TK008268,CL06739,2025-11-28,Reseau,resolu,3.0
TK008269,CL06740,2024-04-11,Reseau,ouvert,
TK008270,CL06740,2024-05-29,Offre,abandonne,2.0
TK008271,CL06740,2024-08-18,Offre,ouvert,
TK008272,CL06740,2024-05-28,Reseau,abandonne,13.0
TK008273,CL06740,2024-08-03,Offre,abandonne,28.0
TK008274,CL06741,2025-02-10,Materiel,resolu,3.0
TK008275,CL06742,2025-03-31,Facturation,resolu,1.0
TK008276,CL06742,2025-05-10,Materiel,resolu,8.0
TK008277,CL06743,2024-12-21,Offre,resolu,2.0
TK008278,CL06744,2024-12-06,Facturation,resolu,11.0
TK008279,CL06746,2024-01-17,Offre,ouvert,
TK008280,CL06746,2024-01-02,Facturation,resolu,1.0
TK008281,CL06746,2024-01-11,Reseau,abandonne,33.0
TK008282,CL06746,2024-01-13,Facturation,resolu,-9.0
TK008283,CL06747,2025-01-30,Facturation,resolu,3.0
TK008284,CL06748,2024-01-20,Facturation,resolu,6.0
TK008285,CL06749,2024-12-25,Facturation,ouvert,
TK008286,CL06750,2025-03-06,Facturation,resolu,1.0
TK008287,CL06751,2025-08-10,Offre,resolu,4.0
TK008288,CL06752,2024-05-19,Reseau,abandonne,5.0
TK008289,CL06753,2025-12-08,Reseau,resolu,1.0
TK008290,CL06754,2024-09-22,Reseau,ouvert,
TK008291,CL06754,2024-01-15,Facturation,abandonne,4.0
TK008292,CL06755,2025-06-16,Facturation,resolu,1.0
TK008293,CL06756,2025-06-11,Offre,resolu,2.0
TK008294,CL06757,2025-03-23,Reseau,resolu,2.0
TK008295,CL06757,2024-04-28,Facturation,resolu,15.0
TK008296,CL06759,2024-03-09,Materiel,ouvert,
TK008297,CL06759,2024-09-20,Facturation,ouvert,
TK008298,CL06759,2024-12-13,Reseau,resolu,6.0
TK008299,CL06760,2024-11-15,Facturation,resolu,1.0
TK008300,CL06762,2025-05-13,Facturation,abandonne,38.0
TK008301,CL06762,2024-10-20,Materiel,ouvert,
TK008302,CL06763,2025-05-08,Reseau,ouvert,
TK008303,CL06765,2024-01-03,Reseau,resolu,1.0
TK008304,CL06767,2024-10-29,Facturation,resolu,1.0
TK008305,CL06767,2025-04-25,Offre,resolu,4.0
TK008306,CL06768,2024-01-17,Materiel,ouvert,
TK008307,CL06769,2025-03-26,Offre,resolu,1.0
TK008308,CL06769,2024-05-08,Reseau,resolu,1.0
TK008309,CL06770,2024-07-26,Reseau,ouvert,
TK008310,CL06770,2024-08-30,Reseau,resolu,1.0
TK008311,CL06770,2024-10-15,Materiel,ouvert,
TK008312,CL06770,2024-07-24,Facturation,ouvert,
TK008313,CL06772,2024-03-20,Reseau,ouvert,
TK008314,CL06773,2025-07-03,Materiel,ouvert,
TK008315,CL06773,2025-04-06,Reseau,resolu,3.0
TK008316,CL06773,2025-07-11,Facturation,ouvert,
TK008317,CL06773,2025-04-23,Offre,ouvert,
TK008318,CL06774,2025-11-07,Reseau,resolu,3.0
TK008319,CL06775,2025-08-04,Reseau,ouvert,
TK008320,CL06777,2025-03-25,Reseau,ouvert,
TK008321,CL06777,2025-03-25,Facturation,abandonne,9.0
TK008322,CL06778,2024-01-15,Reseau,ouvert,
TK008323,CL06778,2024-02-28,Reseau,resolu,4.0
TK008324,CL06778,2024-02-12,Reseau,ouvert,
TK008325,CL06779,2025-02-27,Reseau,resolu,1.0
TK008326,CL06779,2024-07-18,Reseau,resolu,8.0
TK008327,CL06779,2024-12-07,Reseau,resolu,1.0
TK008328,CL06780,2025-04-04,Reseau,resolu,1.0
TK008329,CL06783,2025-11-05,Facturation,ouvert,
TK008330,CL06783,2025-10-14,Facturation,ouvert,
TK008331,CL06787,2025-10-23,Offre,resolu,4.0
TK008332,CL06788,2024-11-18,Reseau,resolu,3.0
TK008333,CL06789,2024-11-19,Reseau,abandonne,1.0
TK008334,CL06791,2025-10-20,Reseau,abandonne,1.0
TK008335,CL06792,2025-11-06,Reseau,abandonne,13.0
TK008336,CL06792,2024-12-03,Materiel,ouvert,
TK008337,CL06792,2025-05-16,Materiel,resolu,8.0
TK008338,CL06792,2024-02-10,Materiel,ouvert,
TK008339,CL06792,2024-08-11,Offre,ouvert,
TK008340,CL06792,2024-07-31,Reseau,ouvert,
TK008341,CL06792,2025-01-17,Reseau,abandonne,8.0
TK008342,CL06793,2025-07-01,Reseau,resolu,1.0
TK008343,CL06795,2025-08-14,Materiel,resolu,2.0
TK008344,CL06796,2024-08-12,Facturation,ouvert,
TK008345,CL06797,2025-07-10,Facturation,resolu,6.0
TK008346,CL06798,2024-08-21,Reseau,resolu,9.0
TK008347,CL06800,2024-09-01,Facturation,resolu,3.0
TK008348,CL06801,2025-04-11,Reseau,ouvert,
TK008349,CL06802,2024-01-27,Facturation,resolu,2.0
TK008350,CL06802,2024-05-18,Facturation,resolu,4.0
TK008351,CL06803,2025-11-07,Materiel,ouvert,
TK008352,CL06803,2025-10-07,Reseau,abandonne,1.0
TK008353,CL06803,2025-11-19,Offre,abandonne,12.0
TK008354,CL06806,2025-10-11,Facturation,abandonne,1.0
TK008355,CL06806,2025-08-04,Reseau,ouvert,
TK008356,CL06806,2025-10-08,Facturation,ouvert,
TK008357,CL06807,2024-07-13,Reseau,abandonne,2.0
TK008358,CL06807,2025-05-11,Facturation,resolu,12.0
TK008359,CL06807,2025-01-21,Materiel,abandonne,6.0
TK008360,CL06808,2024-04-24,Facturation,abandonne,39.0
TK008361,CL06809,2024-02-26,Materiel,resolu,8.0
TK008362,CL06809,2024-10-08,Reseau,abandonne,11.0
TK008363,CL06809,2024-12-09,Offre,ouvert,
TK008364,CL06811,2024-06-18,Offre,resolu,1.0
TK008365,CL06811,2024-06-20,Reseau,abandonne,1.0
TK008366,CL06812,2025-05-13,Offre,abandonne,23.0
TK008367,CL06813,2024-02-24,Reseau,resolu,1.0
TK008368,CL06813,2024-04-11,Reseau,abandonne,20.0
TK008369,CL06813,2024-06-28,Reseau,abandonne,1.0
TK008370,CL06813,2024-05-08,Materiel,ouvert,
TK008371,CL06813,2024-05-10,Facturation,abandonne,4.0
TK008372,CL06814,2025-11-14,Facturation,resolu,1.0
TK008373,CL06815,2024-11-07,Reseau,resolu,4.0
TK008374,CL06816,2025-12-22,Offre,resolu,8.0
TK008375,CL06820,2024-12-30,Facturation,resolu,2.0
TK008376,CL06823,2024-03-28,Reseau,ouvert,
TK008377,CL06823,2024-03-29,Facturation,abandonne,29.0
TK008378,CL06823,2024-10-27,Facturation,resolu,1.0
TK008379,CL06824,2024-11-09,Reseau,ouvert,
TK008380,CL06824,2024-12-28,Materiel,resolu,3.0
TK008381,CL06824,2024-04-25,Facturation,ouvert,
TK008382,CL06824,2024-06-30,Reseau,ouvert,
TK008383,CL06824,2024-11-28,Materiel,abandonne,5.0
TK008384,CL06824,2025-01-11,Materiel,abandonne,2.0
TK008385,CL06824,2025-01-25,Facturation,ouvert,
TK008386,CL06824,2024-07-22,Reseau,abandonne,12.0
TK008387,CL06824,2024-10-04,Materiel,abandonne,4.0
TK008388,CL06825,2025-08-08,Facturation,resolu,5.0
TK008389,CL06827,2024-07-06,Reseau,abandonne,7.0
TK008390,CL06827,2025-01-24,Reseau,ouvert,
TK008391,CL06828,2024-08-05,Materiel,ouvert,
TK008392,CL06829,2025-06-02,Reseau,resolu,2.0
TK008393,CL06831,2024-03-27,Reseau,ouvert,
TK008394,CL06832,2025-02-20,Reseau,resolu,7.0
TK008395,CL06833,2025-12-25,Reseau,resolu,1.0
TK008396,CL06834,2025-07-30,Reseau,resolu,4.0
TK008397,CL06834,2025-03-23,Reseau,resolu,1.0
TK008398,CL06835,2025-10-07,Offre,resolu,12.0
TK008399,CL06837,2024-05-25,Materiel,resolu,4.0
TK008400,CL06838,2025-10-09,Facturation,resolu,2.0
TK008401,CL06839,2025-01-02,Facturation,resolu,1.0
TK008402,CL06840,2025-06-14,Reseau,ouvert,
TK008403,CL06841,2025-07-09,Facturation,resolu,8.0
TK008404,CL06847,2025-12-12,Offre,resolu,2.0
TK008405,CL06847,2025-05-17,Reseau,resolu,8.0
TK008406,CL06848,2025-09-11,Materiel,resolu,1.0
TK008407,CL06849,2024-11-03,Facturation,ouvert,
TK008408,CL06849,2024-03-10,Materiel,abandonne,19.0
TK008409,CL06849,2024-05-03,Reseau,resolu,5.0
TK008410,CL06849,2025-06-08,Facturation,ouvert,
TK008411,CL06851,2025-07-29,Facturation,abandonne,10.0
TK008412,CL06851,2025-08-13,Reseau,abandonne,7.0
TK008413,CL06852,2024-08-10,Materiel,ouvert,
TK008414,CL06852,2024-03-13,Facturation,resolu,1.0
TK008415,CL06852,2024-03-24,Reseau,abandonne,5.0
TK008416,CL06852,2024-03-11,Materiel,resolu,1.0
TK008417,CL06853,2025-11-24,Facturation,resolu,3.0
TK008418,CL06855,2025-06-25,Reseau,resolu,-1.0
TK008419,CL06855,2025-08-25,Offre,resolu,1.0
TK008420,CL06855,2025-06-13,Reseau,ouvert,
TK008421,CL06855,2025-07-10,Reseau,abandonne,5.0
TK008422,CL06856,2024-04-22,Reseau,ouvert,
TK008423,CL06856,2024-05-03,Materiel,ouvert,
TK008424,CL06856,2024-01-20,Offre,abandonne,2.0
TK008425,CL06857,2024-03-01,Facturation,abandonne,1.0
TK008426,CL06857,2024-02-07,Offre,abandonne,3.0
TK008427,CL06861,2025-10-19,Facturation,resolu,-1.0
TK008428,CL06861,2024-04-16,Facturation,resolu,1.0
TK008429,CL06862,2024-09-30,Facturation,resolu,1.0
TK008430,CL06864,2025-12-26,Reseau,resolu,2.0
TK008431,CL06866,2025-09-06,Offre,abandonne,10.0
TK008432,CL06867,2025-07-21,Materiel,ouvert,
TK008433,CL06867,2025-05-02,Reseau,resolu,10.0
TK008434,CL06868,2024-10-07,Offre,resolu,7.0
TK008435,CL06870,2025-04-15,Facturation,ouvert,
TK008436,CL06870,2025-09-10,Offre,abandonne,14.0
TK008437,CL06870,2025-05-30,Reseau,resolu,-5.0
TK008438,CL06871,2024-06-24,Facturation,resolu,2.0
TK008439,CL06873,2025-08-20,Reseau,ouvert,
TK008440,CL06873,2025-10-08,Materiel,ouvert,
TK008441,CL06873,2025-09-13,Facturation,abandonne,11.0
TK008442,CL06875,2024-01-07,Facturation,ouvert,
TK008443,CL06875,2024-01-15,Facturation,ouvert,
TK008444,CL06876,2025-04-19,Reseau,resolu,1.0
TK008445,CL06876,2025-08-27,Facturation,resolu,4.0
TK008446,CL06877,2025-11-11,Facturation,ouvert,
TK008447,CL06877,2025-08-26,Facturation,abandonne,5.0
TK008448,CL06879,2025-08-25,Reseau,abandonne,44.0
TK008449,CL06879,2025-08-28,Facturation,resolu,3.0
TK008450,CL06879,2025-06-07,Facturation,ouvert,
TK008451,CL06879,2025-08-11,Offre,abandonne,12.0
TK008452,CL06879,2025-07-12,Reseau,ouvert,
TK008453,CL06879,2025-07-08,Materiel,resolu,2.0
TK008454,CL06880,2024-01-11,Reseau,resolu,5.0
TK008455,CL06880,2025-05-27,Facturation,resolu,1.0
TK008456,CL06886,2024-10-20,Facturation,ouvert,
TK008457,CL06887,2025-07-31,Reseau,ouvert,
TK008458,CL06887,2025-07-07,Facturation,ouvert,
TK008459,CL06892,2024-06-04,Facturation,ouvert,
TK008460,CL06892,2024-12-22,Reseau,abandonne,11.0
TK008461,CL06892,2024-12-23,Reseau,resolu,2.0
TK008462,CL06892,2024-10-24,Reseau,ouvert,
TK008463,CL06892,2024-07-25,Facturation,resolu,1.0
TK008464,CL06892,2024-12-16,Reseau,ouvert,
TK008465,CL06893,2024-05-05,Facturation,abandonne,13.0
TK008466,CL06893,2024-03-14,Reseau,abandonne,6.0
TK008467,CL06893,2024-04-08,Materiel,resolu,1.0
TK008468,CL06893,2024-02-06,Reseau,abandonne,14.0
TK008469,CL06893,2024-03-14,Reseau,abandonne,1.0
TK008470,CL06893,2024-01-29,Reseau,resolu,1.0
TK008471,CL06895,2024-12-20,Materiel,resolu,1.0
TK008472,CL06895,2024-09-21,Reseau,resolu,1.0
TK008473,CL06895,2025-02-06,Reseau,resolu,1.0
TK008474,CL06897,2025-11-25,Reseau,resolu,2.0
TK008475,CL06897,2025-09-28,Reseau,ouvert,
TK008476,CL06898,2025-01-13,Materiel,resolu,1.0
TK008477,CL06898,2025-03-30,Reseau,resolu,16.0
TK008478,CL06900,2025-08-06,Reseau,ouvert,
TK008479,CL06901,2025-06-07,Reseau,ouvert,
TK008480,CL06902,2025-09-22,Facturation,resolu,4.0
TK008481,CL06905,2025-01-26,Materiel,resolu,4.0
TK008482,CL06905,2025-06-29,Reseau,abandonne,1.0
TK008483,CL06906,2025-05-02,Reseau,resolu,1.0
TK008484,CL06908,2025-06-27,Offre,abandonne,17.0
TK008485,CL06908,2025-11-29,Offre,resolu,1.0
TK008486,CL06909,2025-04-15,Facturation,resolu,1.0
TK008487,CL06909,2025-02-02,Facturation,ouvert,
TK008488,CL06909,2024-08-17,Offre,ouvert,
TK008489,CL06909,2024-07-26,Reseau,resolu,3.0
TK008490,CL06910,2025-01-02,Facturation,abandonne,11.0
TK008491,CL06910,2025-11-22,Reseau,abandonne,2.0
TK008492,CL06910,2025-07-29,Facturation,abandonne,8.0
TK008493,CL06910,2024-11-16,Reseau,resolu,4.0
TK008494,CL06912,2025-08-11,Reseau,ouvert,
TK008495,CL06913,2025-03-20,Materiel,resolu,4.0
TK008496,CL06913,2025-01-22,Reseau,resolu,1.0
TK008497,CL06914,2024-09-12,Reseau,resolu,1.0
TK008498,CL06915,2025-10-12,Facturation,resolu,1.0
TK008499,CL06915,2025-09-22,Reseau,resolu,2.0
TK008500,CL06918,2025-12-11,Reseau,resolu,3.0
TK008501,CL06919,2024-05-16,Reseau,resolu,5.0
TK008502,CL06922,2024-01-26,Reseau,resolu,3.0
TK008503,CL06923,2025-12-16,Facturation,resolu,4.0
TK008504,CL06925,2024-10-28,Materiel,resolu,2.0
TK008505,CL06925,2025-01-09,Reseau,ouvert,
TK008506,CL06927,2025-09-14,Materiel,resolu,4.0
TK008507,CL06927,2025-11-18,Facturation,resolu,1.0
TK008508,CL06928,2024-03-31,Materiel,resolu,1.0
TK008509,CL06929,2025-03-26,Facturation,abandonne,4.0
TK008510,CL06929,2025-07-05,Offre,abandonne,11.0
TK008511,CL06930,2025-08-04,Offre,abandonne,4.0
TK008512,CL06930,2025-07-11,Reseau,abandonne,29.0
TK008513,CL06931,2024-05-13,Reseau,ouvert,
TK008514,CL06932,2024-09-28,Materiel,resolu,10.0
TK008515,CL06934,2025-08-10,Materiel,resolu,4.0
TK008516,CL06934,2024-02-03,Reseau,resolu,6.0
TK008517,CL06934,2024-10-14,Reseau,resolu,2.0
TK008518,CL06935,2024-10-12,Reseau,ouvert,
TK008519,CL06935,2024-06-17,Offre,resolu,3.0
TK008520,CL06938,2024-10-13,Materiel,resolu,1.0
TK008521,CL06939,2025-07-03,Reseau,resolu,3.0
TK008522,CL06940,2024-09-27,Facturation,abandonne,-11.0
TK008523,CL06940,2024-02-26,Facturation,abandonne,26.0
TK008524,CL06940,2025-01-21,Reseau,resolu,1.0
TK008525,CL06940,2024-10-24,Reseau,ouvert,
TK008526,CL06941,2025-01-08,Materiel,resolu,4.0
TK008527,CL06942,2025-06-24,Facturation,resolu,11.0
TK008528,CL06943,2025-12-03,Reseau,resolu,4.0
TK008529,CL06944,2025-09-29,Reseau,resolu,1.0
TK008530,CL06947,2024-11-26,Reseau,resolu,1.0
TK008531,CL06947,2025-07-20,Materiel,resolu,1.0
TK008532,CL06950,2024-04-26,Facturation,abandonne,7.0
TK008533,CL06951,2024-11-14,Facturation,abandonne,8.0
TK008534,CL06952,2024-01-09,Reseau,resolu,10.0
TK008535,CL06952,2025-08-25,Materiel,resolu,5.0
TK008536,CL06953,2025-12-17,Materiel,ouvert,
TK008537,CL06955,2024-09-14,Facturation,abandonne,10.0
TK008538,CL06956,2024-11-16,Offre,ouvert,
TK008539,CL06958,2024-05-22,Materiel,resolu,2.0
TK008540,CL06959,2024-11-13,Facturation,resolu,2.0
