ticket_id,created_at,category_id,agent_id,pays,canal,priorite,statut,sla_heures,first_response_heures,resolution_heures,sla_breach,nb_contacts,reopened,csat,in_backlog,mois,jour_semaine,ratio_sla
TKT011042,2023-11-02 15:44:00,CAT001,AGT003,France,Chat,4,Résolu,240,18.7,156.0,0,1,0,4.1,0,11,3,0.65
TKT011043,2023-11-02 15:58:00,CAT005,AGT009,Cameroun,Web form,1,Résolu,60,1.2,24.2,0,1,0,4.1,0,11,3,0.403
TKT011044,2023-11-02 05:04:00,CAT005,AGT007,CI,Chat,1,En cours,60,7.1,45.0,0,1,0,,0,11,3,0.75
TKT011045,2023-11-02 12:37:00,CAT004,AGT001,France,Chat,3,Escaladé,240,68.1,376.1,1,1,0,,0,11,3,1.567
TKT011046,2023-11-02 21:39:00,CAT008,AGT012,Senegal,Chat,2,Résolu,120,12.2,178.9,1,2,0,4.5,0,11,3,1.491
TKT011047,2023-11-02 11:43:00,CAT003,AGT009,Maroc,Téléphone,3,Résolu,180,33.8,146.8,0,1,0,3.7,0,11,3,0.816
TKT011048,2023-11-02 12:33:00,CAT007,AGT009,France,Web form,5,Escaladé,480,96.9,933.4,1,1,0,,0,11,3,1.945
TKT011049,2023-11-02 07:34:00,CAT002,AGT001,Cameroun,App mobile,2,Résolu,120,15.1,110.4,0,2,0,3.9,0,11,3,0.92
TKT011050,2023-11-02 17:26:00,CAT002,AGT008,Belgique,App mobile,2,Résolu,120,44.3,183.7,1,3,1,4.8,0,11,3,1.531
TKT011051,2023-11-02 11:10:00,CAT005,AGT005,Cameroun,Chat,1,Escaladé,60,7.7,35.1,0,4,0,,0,11,3,0.585
TKT011052,2023-11-02 19:58:00,CAT004,AGT006,CI,App mobile,3,Résolu,240,51.0,230.7,0,1,0,5.0,0,11,3,0.961
TKT011053,2023-11-02 18:05:00,CAT007,AGT005,CI,Email,5,Résolu,480,160.3,652.1,1,1,0,4.5,0,11,3,1.359
TKT011054,2023-11-02 16:06:00,CAT006,AGT003,Senegal,Email,3,Backlog,360,45.9,309.2,0,2,0,,1,11,3,0.859
TKT011055,2023-11-02 09:30:00,CAT009,AGT011,Senegal,Téléphone,1,Résolu,480,33.1,461.6,0,1,0,3.1,0,11,3,0.962
TKT011056,2023-11-02 12:34:00,CAT001,AGT010,CI,App mobile,4,En cours,240,43.4,189.9,0,1,0,,0,11,3,0.791
TKT011057,2023-11-02 03:37:00,CAT004,AGT002,France,Téléphone,3,Résolu,240,32.1,136.3,0,2,0,3.4,0,11,3,0.568
TKT011058,2023-11-02 19:03:00,CAT005,AGT007,CI,Email,1,Résolu,60,10.7,54.3,0,1,0,3.7,0,11,3,0.905
TKT011059,2023-11-02 12:17:00,CAT001,AGT012,France,Email,4,En cours,240,30.5,123.3,0,2,0,,0,11,3,0.514
TKT011060,2023-11-02 12:36:00,CAT003,AGT009,Maroc,Chat,3,En cours,180,20.9,105.1,0,1,0,,0,11,3,0.584
TKT011061,2023-11-02 12:23:00,CAT004,AGT012,Mali,Téléphone,3,Résolu,240,49.9,369.1,1,1,0,4.1,0,11,3,1.538
TKT011062,2023-11-02 18:43:00,CAT007,AGT006,Maroc,Email,5,Résolu,480,79.1,962.0,1,1,0,3.9,0,11,3,2.004
TKT011063,2023-11-02 08:04:00,CAT004,AGT007,CI,Email,3,Escaladé,240,53.3,366.4,1,1,0,,0,11,3,1.527
TKT011064,2023-11-02 15:21:00,CAT007,AGT011,France,Email,5,Résolu,480,80.8,546.1,1,1,0,4.0,0,11,3,1.138
TKT011065,2023-11-02 20:41:00,CAT002,AGT001,Belgique,Email,2,En cours,120,5.9,81.1,0,2,0,,0,11,3,0.676
TKT011066,2023-11-03 08:26:00,CAT003,AGT001,France,App mobile,3,En cours,180,28.4,225.4,1,1,0,,0,11,4,1.252
TKT011067,2023-11-03 11:01:00,CAT003,AGT008,France,Téléphone,3,Résolu,180,3.8,60.3,0,1,0,4.8,0,11,4,0.335
TKT011068,2023-11-03 15:24:00,CAT005,AGT001,CI,Téléphone,1,Résolu,60,3.1,48.9,0,4,0,3.7,0,11,4,0.815
TKT011069,2023-11-03 16:48:00,CAT002,AGT006,Ghana,Chat,2,Résolu,120,27.3,119.4,0,2,0,4.6,0,11,4,0.995
TKT011070,2023-11-03 12:34:00,CAT008,AGT012,Senegal,Chat,2,Backlog,120,11.1,87.2,0,1,0,,1,11,4,0.727
TKT011071,2023-11-03 15:41:00,CAT001,AGT003,CI,App mobile,4,Résolu,240,17.3,210.2,0,1,0,5.0,0,11,4,0.876
TKT011072,2023-11-03 09:18:00,CAT004,AGT005,Ghana,Chat,3,Résolu,240,26.4,142.2,0,2,0,4.6,0,11,4,0.592
TKT011073,2023-11-03 17:43:00,CAT004,AGT011,Cameroun,App mobile,3,En cours,240,56.7,452.3,1,2,0,,0,11,4,1.885
TKT011074,2023-11-03 17:49:00,CAT008,AGT004,Senegal,Web form,2,En cours,120,8.7,77.6,0,1,0,,0,11,4,0.647
TKT011075,2023-11-03 20:22:00,CAT002,AGT007,France,Téléphone,2,Résolu,120,23.4,122.4,1,1,0,4.4,0,11,4,1.02
TKT011076,2023-11-03 13:44:00,CAT007,AGT001,Senegal,Email,5,Résolu,480,66.5,482.8,1,1,0,4.5,0,11,4,1.006
TKT011077,2023-11-03 20:30:00,CAT006,AGT009,Maroc,Chat,3,Résolu,360,30.5,154.7,0,3,1,4.5,0,11,4,0.43
TKT011078,2023-11-03 19:08:00,CAT002,AGT002,France,Téléphone,2,En cours,120,29.6,147.7,1,2,0,,0,11,4,1.231
TKT011079,2023-11-03 07:12:00,CAT007,AGT006,CI,Téléphone,5,Escaladé,480,55.3,661.2,1,5,0,,0,11,4,1.378
TKT011080,2023-11-03 19:39:00,CAT003,AGT011,Maroc,Chat,3,Résolu,180,37.0,320.8,1,5,0,3.4,0,11,4,1.782
TKT011081,2023-11-03 17:23:00,CAT004,AGT005,Cameroun,Email,3,Backlog,240,8.5,138.0,0,1,0,,1,11,4,0.575
TKT011082,2023-11-03 13:48:00,CAT008,AGT002,Ghana,Email,2,Résolu,120,2.1,37.5,0,3,0,3.7,0,11,4,0.312
TKT011083,2023-11-03 12:27:00,CAT003,AGT003,CI,Téléphone,3,Résolu,180,37.8,171.1,0,2,0,4.1,0,11,4,0.951
TKT011084,2023-11-03 20:21:00,CAT002,AGT006,Ghana,Email,2,Escaladé,120,12.1,132.9,1,4,1,,0,11,4,1.108
TKT011085,2023-11-03 16:10:00,CAT005,AGT006,France,Chat,1,Résolu,60,4.5,26.3,0,3,0,5.0,0,11,4,0.438
TKT011086,2023-11-03 11:48:00,CAT006,AGT010,Cameroun,Chat,3,Résolu,360,129.0,612.4,1,3,1,4.2,0,11,4,1.701
TKT011087,2023-11-03 14:51:00,CAT004,AGT003,France,Téléphone,3,En cours,240,19.7,197.2,0,2,0,,0,11,4,0.822
TKT011088,2023-11-03 10:25:00,CAT008,AGT003,Senegal,App mobile,2,Backlog,120,22.8,158.1,1,2,0,,1,11,4,1.318
TKT011089,2023-11-03 20:29:00,CAT007,AGT005,Senegal,Email,5,Résolu,480,80.2,647.4,1,4,0,5.0,0,11,4,1.349
TKT011090,2023-11-03 20:34:00,CAT010,AGT003,CI,Téléphone,1,Résolu,60,4.7,58.1,0,3,0,4.8,0,11,4,0.968
TKT011091,2023-11-03 16:04:00,CAT005,AGT002,CI,Email,1,Backlog,60,13.8,72.9,1,1,0,,1,11,4,1.215
TKT011092,2023-11-03 00:03:00,CAT004,AGT004,France,App mobile,3,En cours,240,35.9,205.8,0,4,1,,0,11,4,0.858
TKT011093,2023-11-04 16:46:00,CAT007,AGT011,CI,Chat,5,Escaladé,480,143.0,740.3,1,1,0,,0,11,5,1.542
TKT011094,2023-11-04 07:09:00,CAT007,AGT002,Mali,Chat,5,Résolu,480,53.6,855.9,1,1,0,3.9,0,11,5,1.783
TKT011095,2023-11-04 14:07:00,CAT001,AGT001,CI,Email,4,Résolu,240,27.0,179.8,0,1,0,3.9,0,11,5,0.749
TKT011096,2023-11-04 15:48:00,CAT002,AGT007,Ghana,Email,2,Escaladé,120,21.1,122.4,1,1,0,,0,11,5,1.02
TKT011097,2023-11-04 10:12:00,CAT008,AGT005,CI,Chat,2,Fermé,120,15.7,145.4,1,1,0,5.0,0,11,5,1.212
TKT011098,2023-11-04 10:20:00,CAT002,AGT007,CI,Chat,2,Escaladé,120,21.7,142.5,1,2,0,,0,11,5,1.188
TKT011099,2023-11-04 15:15:00,CAT005,AGT006,Mali,Chat,1,Escaladé,60,3.1,28.4,0,4,1,,0,11,5,0.473
TKT011100,2023-11-04 15:50:00,CAT003,AGT008,Maroc,Email,3,En cours,180,10.3,65.6,0,1,0,,0,11,5,0.364
TKT011101,2023-11-04 10:28:00,CAT002,AGT001,CI,Téléphone,2,En cours,120,41.7,169.5,1,1,0,,0,11,5,1.412
TKT011102,2023-11-04 17:35:00,CAT001,AGT006,Mali,Téléphone,4,Escaladé,240,24.3,357.8,1,1,0,,0,11,5,1.491
TKT011103,2023-11-04 13:45:00,CAT007,AGT003,France,Téléphone,5,Résolu,480,145.4,819.7,1,1,0,3.7,0,11,5,1.708
TKT011104,2023-11-04 11:06:00,CAT002,AGT002,CI,Email,2,Résolu,120,23.9,187.1,1,1,0,3.6,0,11,5,1.559
TKT011105,2023-11-05 16:21:00,CAT007,AGT011,CI,Chat,5,Résolu,480,32.8,449.0,0,3,1,3.4,0,11,6,0.935
TKT011106,2023-11-05 17:32:00,CAT001,AGT002,France,App mobile,4,Escaladé,240,61.2,328.7,1,1,0,,0,11,6,1.37
TKT011107,2023-11-05 14:32:00,CAT005,AGT008,Cameroun,Chat,1,Résolu,60,3.3,33.3,0,1,0,3.6,0,11,6,0.555
TKT011108,2023-11-05 11:22:00,CAT005,AGT010,France,Email,1,En cours,60,4.0,23.7,0,2,0,,0,11,6,0.395
TKT011109,2023-11-05 07:03:00,CAT002,AGT007,Mali,Chat,2,Résolu,120,9.3,44.4,0,2,0,4.4,0,11,6,0.37
TKT011110,2023-11-05 12:41:00,CAT007,AGT001,Maroc,App mobile,5,Escaladé,480,99.1,803.9,1,3,1,,0,11,6,1.675
TKT011111,2023-11-05 09:54:00,CAT002,AGT002,Maroc,Email,2,En cours,120,24.8,115.7,0,2,0,,0,11,6,0.964
TKT011112,2023-11-05 09:48:00,CAT006,AGT003,Senegal,Téléphone,3,Escaladé,360,130.9,634.8,1,2,0,,0,11,6,1.763
TKT011113,2023-11-05 18:21:00,CAT006,AGT002,France,App mobile,3,Résolu,360,10.6,146.7,0,1,0,3.7,0,11,6,0.408
TKT011114,2023-11-05 11:34:00,CAT005,AGT009,Cameroun,Chat,1,Résolu,60,7.5,44.8,0,2,0,3.7,0,11,6,0.747
TKT011115,2023-11-05 14:55:00,CAT002,AGT005,CI,Email,2,Résolu,120,1.6,12.6,0,2,0,4.7,0,11,6,0.105
TKT011116,2023-11-06 08:05:00,CAT003,AGT001,Maroc,Téléphone,3,Escaladé,180,19.0,79.4,0,1,0,,0,11,0,0.441
TKT011117,2023-11-06 19:43:00,CAT005,AGT010,Senegal,Email,1,En cours,60,11.6,66.7,1,4,0,,0,11,0,1.112
TKT011118,2023-11-06 10:58:00,CAT001,AGT005,CI,App mobile,4,Résolu,240,40.5,238.4,0,4,0,4.8,0,11,0,0.993
TKT011119,2023-11-06 22:56:00,CAT008,AGT009,France,Chat,2,En cours,120,35.8,146.4,1,1,0,,0,11,0,1.22
TKT011120,2023-11-06 17:10:00,CAT004,AGT010,Maroc,Email,3,Fermé,240,33.7,169.2,0,1,0,4.7,0,11,0,0.705
TKT011121,2023-11-06 08:29:00,CAT005,AGT009,CI,Chat,1,Résolu,60,14.3,60.0,0,3,1,3.9,0,11,0,1.0
TKT011122,2023-11-06 13:08:00,CAT002,AGT010,CI,Téléphone,2,Résolu,120,3.6,21.1,0,1,0,4.9,0,11,0,0.176
TKT011123,2023-11-06 13:51:00,CAT007,AGT005,CI,Téléphone,5,Escaladé,480,121.6,693.5,1,1,0,,0,11,0,1.445
TKT011124,2023-11-06 00:09:00,CAT002,AGT009,Ghana,Chat,2,Résolu,120,15.2,64.2,0,1,0,3.4,0,11,0,0.535
TKT011125,2023-11-06 18:27:00,CAT004,AGT005,Senegal,Téléphone,3,Résolu,240,29.0,281.6,1,1,0,4.5,0,11,0,1.173
TKT011126,2023-11-06 14:21:00,CAT002,AGT008,France,Chat,2,En cours,120,3.4,36.1,0,1,0,,0,11,0,0.301
TKT011127,2023-11-06 18:04:00,CAT002,AGT004,CI,App mobile,2,Résolu,120,6.6,127.0,1,2,0,3.8,0,11,0,1.058
TKT011128,2023-11-06 15:18:00,CAT003,AGT001,Senegal,Web form,3,Résolu,180,37.8,160.0,0,1,0,4.5,0,11,0,0.889
TKT011129,2023-11-06 17:22:00,CAT005,AGT007,Mali,Web form,1,En cours,60,3.4,16.4,0,1,0,,0,11,0,0.273
TKT011130,2023-11-06 15:55:00,CAT006,AGT010,Ghana,Email,3,En cours,360,40.9,454.4,1,1,0,,0,11,0,1.262
TKT011131,2023-11-06 15:08:00,CAT002,AGT003,France,Email,2,Résolu,120,19.3,80.0,0,2,0,4.4,0,11,0,0.667
TKT011132,2023-11-06 15:50:00,CAT006,AGT004,CI,Téléphone,3,En cours,360,7.2,75.5,0,1,0,,0,11,0,0.21
TKT011133,2023-11-07 17:35:00,CAT008,AGT006,Maroc,Téléphone,2,En cours,120,13.1,119.8,0,4,1,,0,11,1,0.998
TKT011134,2023-11-07 22:43:00,CAT004,AGT005,CI,Chat,3,Résolu,240,25.4,167.9,0,1,0,4.6,0,11,1,0.7
TKT011135,2023-11-07 08:25:00,CAT005,AGT002,Maroc,App mobile,1,Résolu,60,11.2,72.5,1,5,0,3.7,0,11,1,1.208
TKT011136,2023-11-07 02:33:00,CAT004,AGT001,Cameroun,App mobile,3,En cours,240,26.1,270.3,1,2,0,,0,11,1,1.126
TKT011137,2023-11-07 09:50:00,CAT007,AGT011,Ghana,Email,5,Escaladé,480,122.6,952.2,1,1,0,,0,11,1,1.984
TKT011138,2023-11-07 07:20:00,CAT002,AGT002,Senegal,Web form,2,Backlog,120,29.9,187.5,1,1,0,,1,11,1,1.562
TKT011139,2023-11-07 07:26:00,CAT008,AGT007,Senegal,Chat,2,En cours,120,17.6,131.7,1,2,0,,0,11,1,1.098
TKT011140,2023-11-07 13:08:00,CAT002,AGT010,CI,Téléphone,2,Escaladé,120,7.1,121.9,1,5,0,,0,11,1,1.016
TKT011141,2023-11-07 19:39:00,CAT007,AGT007,Senegal,Téléphone,5,En cours,480,35.0,458.3,0,1,0,,0,11,1,0.955
TKT011142,2023-11-07 14:22:00,CAT005,AGT010,CI,App mobile,1,Résolu,60,2.4,42.4,0,5,0,4.7,0,11,1,0.707
TKT011143,2023-11-07 10:22:00,CAT008,AGT008,Maroc,Chat,2,Résolu,120,10.6,128.2,1,1,0,4.0,0,11,1,1.068
TKT011144,2023-11-07 10:53:00,CAT007,AGT007,CI,Web form,5,Escaladé,480,204.4,827.1,1,2,0,,0,11,1,1.723
TKT011145,2023-11-07 10:47:00,CAT008,AGT012,CI,Téléphone,2,Résolu,120,8.4,101.7,0,1,0,4.8,0,11,1,0.848
TKT011146,2023-11-07 08:33:00,CAT007,AGT011,Maroc,Téléphone,5,Escaladé,480,110.7,705.4,1,1,0,,0,11,1,1.47
TKT011147,2023-11-07 07:12:00,CAT005,AGT005,Cameroun,Téléphone,1,Résolu,60,5.4,40.3,0,2,0,4.9,0,11,1,0.672
TKT011148,2023-11-07 07:04:00,CAT002,AGT008,Senegal,App mobile,2,En cours,120,17.6,138.4,1,2,0,,0,11,1,1.153
TKT011149,2023-11-07 15:41:00,CAT008,AGT006,Maroc,Chat,2,En cours,120,26.8,116.1,0,1,0,,0,11,1,0.967
TKT011150,2023-11-07 14:57:00,CAT005,AGT008,Mali,Web form,1,Résolu,60,7.4,46.5,0,1,0,4.2,0,11,1,0.775
TKT011151,2023-11-07 10:44:00,CAT002,AGT011,Ghana,Chat,2,Fermé,120,29.9,152.2,1,2,0,3.1,0,11,1,1.268
TKT011152,2023-11-07 11:14:00,CAT001,AGT004,Ghana,Email,4,Résolu,240,25.1,159.9,0,3,0,3.4,0,11,1,0.666
TKT011153,2023-11-08 16:55:00,CAT001,AGT005,CI,Email,4,Backlog,240,53.7,337.2,1,3,0,,1,11,2,1.405
TKT011154,2023-11-08 12:17:00,CAT004,AGT011,France,Chat,3,Escaladé,240,51.4,281.0,1,1,0,,0,11,2,1.171
TKT011155,2023-11-08 11:46:00,CAT005,AGT001,Ghana,Email,1,Résolu,60,3.9,38.5,0,1,0,4.3,0,11,2,0.642
TKT011156,2023-11-08 15:38:00,CAT002,AGT006,CI,Chat,2,Résolu,120,0.1,0.5,0,2,0,4.6,0,11,2,0.004
TKT011157,2023-11-08 06:32:00,CAT001,AGT005,CI,Téléphone,4,Résolu,240,82.5,360.1,1,2,0,4.6,0,11,2,1.5
TKT011158,2023-11-08 14:24:00,CAT004,AGT012,France,Web form,3,Escaladé,240,9.7,98.9,0,1,0,,0,11,2,0.412
TKT011159,2023-11-08 10:58:00,CAT007,AGT002,Mali,Web form,5,Escaladé,480,102.8,861.5,1,1,0,,0,11,2,1.795
TKT011160,2023-11-08 13:33:00,CAT010,AGT009,France,Email,1,En cours,60,3.8,49.6,0,2,0,,0,11,2,0.827
TKT011161,2023-11-08 10:09:00,CAT002,AGT006,Maroc,Téléphone,2,Escaladé,120,13.3,148.9,1,1,0,,0,11,2,1.241
TKT011162,2023-11-08 17:06:00,CAT001,AGT006,France,Chat,4,Résolu,240,10.8,188.3,0,1,0,5.0,0,11,2,0.785
TKT011163,2023-11-08 23:35:00,CAT003,AGT004,Belgique,Web form,3,Backlog,180,39.5,238.5,1,3,0,,1,11,2,1.325
TKT011164,2023-11-08 09:08:00,CAT007,AGT001,Senegal,Chat,5,Résolu,480,42.0,693.5,1,1,0,3.7,0,11,2,1.445
TKT011165,2023-11-08 02:39:00,CAT002,AGT006,Ghana,Email,2,En cours,120,7.2,84.8,0,2,0,,0,11,2,0.707
TKT011166,2023-11-08 17:21:00,CAT007,AGT005,CI,App mobile,5,Résolu,480,168.9,690.8,1,4,0,4.7,0,11,2,1.439
TKT011167,2023-11-08 16:06:00,CAT008,AGT003,CI,Chat,2,Résolu,120,10.8,96.2,0,1,0,4.3,0,11,2,0.802
TKT011168,2023-11-08 17:15:00,CAT010,AGT004,Maroc,Email,1,Résolu,60,5.0,30.6,0,4,0,3.1,0,11,2,0.51
TKT011169,2023-11-08 08:20:00,CAT005,AGT009,Maroc,Téléphone,1,Résolu,60,3.1,13.1,0,1,0,4.5,0,11,2,0.218
TKT011170,2023-11-08 11:28:00,CAT005,AGT010,Cameroun,Chat,1,Résolu,60,3.6,36.0,0,2,0,5.0,0,11,2,0.6
TKT011171,2023-11-08 18:01:00,CAT004,AGT006,France,Téléphone,3,Résolu,240,31.2,157.4,0,1,0,4.5,0,11,2,0.656
TKT011172,2023-11-09 08:00:00,CAT007,AGT012,Senegal,Email,5,Escaladé,480,148.4,659.2,1,1,0,,0,11,3,1.373
TKT011173,2023-11-09 14:04:00,CAT002,AGT007,CI,Email,2,Backlog,120,26.2,109.6,0,1,0,,1,11,3,0.913
TKT011174,2023-11-09 20:12:00,CAT003,AGT001,Senegal,Email,3,Fermé,180,20.4,117.2,0,2,0,4.1,0,11,3,0.651
TKT011175,2023-11-09 20:54:00,CAT002,AGT008,Maroc,Email,2,Résolu,120,35.6,154.5,1,1,0,4.7,0,11,3,1.288
TKT011176,2023-11-09 10:41:00,CAT003,AGT005,Senegal,App mobile,3,Escaladé,180,34.3,191.9,1,1,0,,0,11,3,1.066
TKT011177,2023-11-09 13:41:00,CAT002,AGT008,Maroc,Email,2,Résolu,120,43.0,172.1,1,2,0,3.3,0,11,3,1.434
TKT011178,2023-11-09 02:44:00,CAT005,AGT001,France,Web form,1,En cours,60,3.5,70.0,1,1,0,,0,11,3,1.167
TKT011179,2023-11-09 17:06:00,CAT003,AGT008,Maroc,Chat,3,Escaladé,180,19.8,284.1,1,1,0,,0,11,3,1.578
TKT011180,2023-11-09 02:17:00,CAT008,AGT011,Cameroun,Email,2,Résolu,120,0.1,0.5,0,2,0,3.9,0,11,3,0.004
TKT011181,2023-11-09 11:20:00,CAT001,AGT005,Mali,Chat,4,Résolu,240,21.6,109.2,0,2,0,4.4,0,11,3,0.455
TKT011182,2023-11-09 13:38:00,CAT007,AGT012,CI,Email,5,Résolu,480,206.6,983.4,1,1,0,4.6,0,11,3,2.049
TKT011183,2023-11-09 17:30:00,CAT008,AGT005,CI,Email,2,Backlog,120,4.4,79.1,0,4,0,,1,11,3,0.659
TKT011184,2023-11-09 08:45:00,CAT002,AGT010,Belgique,Email,2,En cours,120,6.7,54.3,0,2,0,,0,11,3,0.452
TKT011185,2023-11-09 19:23:00,CAT001,AGT008,France,Chat,4,Escaladé,240,59.4,294.2,1,4,0,,0,11,3,1.226
TKT011186,2023-11-09 13:28:00,CAT002,AGT006,Senegal,Chat,2,Résolu,120,5.3,48.6,0,3,0,5.0,0,11,3,0.405
TKT011187,2023-11-09 08:48:00,CAT004,AGT006,Mali,Téléphone,3,Escaladé,240,32.0,261.5,1,1,0,,0,11,3,1.09
TKT011188,2023-11-09 21:58:00,CAT005,AGT009,Maroc,Téléphone,1,Résolu,60,7.3,33.8,0,3,1,5.0,0,11,3,0.563
TKT011189,2023-11-09 19:40:00,CAT003,AGT002,Mali,Email,3,Escaladé,180,33.0,316.9,1,1,0,,0,11,3,1.761
TKT011190,2023-11-09 11:55:00,CAT003,AGT012,Mali,Chat,3,Escaladé,180,38.7,235.7,1,1,0,,0,11,3,1.309
TKT011191,2023-11-10 18:09:00,CAT005,AGT011,CI,Téléphone,1,En cours,60,2.7,24.1,0,1,0,,0,11,4,0.402
TKT011192,2023-11-10 19:00:00,CAT005,AGT006,Ghana,Email,1,Résolu,60,6.9,44.6,0,5,0,4.4,0,11,4,0.743
TKT011193,2023-11-10 09:51:00,CAT007,AGT008,Belgique,Chat,5,Résolu,480,89.5,605.6,1,4,0,4.7,0,11,4,1.262
TKT011194,2023-11-10 14:11:00,CAT007,AGT001,Cameroun,Téléphone,5,Résolu,480,60.0,387.6,0,1,0,4.9,0,11,4,0.808
TKT011195,2023-11-10 13:15:00,CAT005,AGT012,Maroc,App mobile,1,Résolu,60,3.5,21.3,0,3,1,5.0,0,11,4,0.355
TKT011196,2023-11-10 10:32:00,CAT002,AGT008,Senegal,Téléphone,2,Résolu,120,8.9,57.5,0,1,0,4.5,0,11,4,0.479
TKT011197,2023-11-10 09:53:00,CAT002,AGT011,CI,Chat,2,Résolu,120,14.5,137.4,1,4,0,4.0,0,11,4,1.145
TKT011198,2023-11-10 13:14:00,CAT002,AGT007,Maroc,App mobile,2,Résolu,120,18.5,98.8,0,2,0,3.8,0,11,4,0.823
TKT011199,2023-11-10 18:02:00,CAT008,AGT009,France,Téléphone,2,Escaladé,120,5.6,81.7,0,3,0,,0,11,4,0.681
TKT011200,2023-11-10 08:43:00,CAT006,AGT006,CI,Chat,3,Backlog,360,50.8,338.7,0,1,0,,1,11,4,0.941
TKT011201,2023-11-10 20:10:00,CAT008,AGT011,CI,Chat,2,Résolu,120,22.3,90.0,0,2,0,3.2,0,11,4,0.75
TKT011202,2023-11-10 12:51:00,CAT004,AGT010,France,App mobile,3,Backlog,240,33.2,171.7,0,2,0,,1,11,4,0.715
TKT011203,2023-11-10 13:55:00,CAT005,AGT010,France,Email,1,Résolu,60,7.4,55.5,0,3,1,5.0,0,11,4,0.925
TKT011204,2023-11-10 14:24:00,CAT007,AGT008,Senegal,Email,5,En cours,480,149.9,968.4,1,4,1,,0,11,4,2.018
TKT011205,2023-11-10 09:25:00,CAT008,AGT003,Mali,Web form,2,Résolu,120,7.9,79.9,0,1,0,5.0,0,11,4,0.666
TKT011206,2023-11-10 11:10:00,CAT007,AGT008,Ghana,Email,5,Résolu,480,41.5,373.6,0,1,0,3.5,0,11,4,0.778
TKT011207,2023-11-11 17:14:00,CAT001,AGT005,Cameroun,Chat,4,Escaladé,240,42.6,300.3,1,1,0,,0,11,5,1.251
TKT011208,2023-11-11 14:17:00,CAT002,AGT010,CI,Chat,2,En cours,120,18.9,97.5,0,1,0,,0,11,5,0.812
TKT011209,2023-11-11 19:37:00,CAT002,AGT007,Maroc,Téléphone,2,Résolu,120,1.5,29.1,0,1,0,4.1,0,11,5,0.243
TKT011210,2023-11-11 19:06:00,CAT010,AGT002,Maroc,Web form,1,Backlog,60,11.6,46.7,0,1,0,,1,11,5,0.778
TKT011211,2023-11-11 07:32:00,CAT001,AGT010,Cameroun,Chat,4,Résolu,240,10.7,181.1,0,2,0,4.8,0,11,5,0.755
TKT011212,2023-11-11 09:23:00,CAT004,AGT003,CI,Email,3,Escaladé,240,36.6,331.3,1,1,0,,0,11,5,1.38
TKT011213,2023-11-11 16:52:00,CAT008,AGT009,CI,Chat,2,Résolu,120,20.8,86.3,0,3,0,4.5,0,11,5,0.719
TKT011214,2023-11-12 12:11:00,CAT007,AGT005,CI,Chat,5,Résolu,480,47.3,275.7,0,3,0,5.0,0,11,6,0.574
TKT011215,2023-11-12 19:05:00,CAT001,AGT001,Maroc,Téléphone,4,Résolu,240,40.8,230.4,0,3,0,4.6,0,11,6,0.96
TKT011216,2023-11-12 09:51:00,CAT007,AGT003,CI,Téléphone,5,Escaladé,480,124.0,878.8,1,1,0,,0,11,6,1.831
TKT011217,2023-11-12 04:34:00,CAT001,AGT001,CI,Web form,4,Résolu,240,32.6,130.7,0,1,0,4.7,0,11,6,0.545
TKT011218,2023-11-12 14:24:00,CAT003,AGT012,France,App mobile,3,Escaladé,180,15.6,194.0,1,2,0,,0,11,6,1.078
TKT011219,2023-11-12 10:59:00,CAT008,AGT002,CI,Email,2,Résolu,120,28.5,114.2,0,2,0,3.7,0,11,6,0.952
TKT011220,2023-11-12 13:44:00,CAT003,AGT001,Maroc,Email,3,Résolu,180,52.7,217.6,1,2,0,4.4,0,11,6,1.209
TKT011221,2023-11-12 09:02:00,CAT001,AGT009,Senegal,Web form,4,Résolu,240,53.8,222.4,0,1,0,3.8,0,11,6,0.927
TKT011222,2023-11-12 10:01:00,CAT001,AGT008,CI,Chat,4,En cours,240,14.9,223.5,0,1,0,,0,11,6,0.931
TKT011223,2023-11-12 19:09:00,CAT002,AGT006,CI,Web form,2,Résolu,120,13.7,84.7,0,2,0,4.7,0,11,6,0.706
TKT011224,2023-11-12 09:21:00,CAT004,AGT006,Maroc,App mobile,3,Résolu,240,29.6,150.6,0,2,0,5.0,0,11,6,0.628
TKT011225,2023-11-12 14:56:00,CAT004,AGT010,CI,Chat,3,Résolu,240,11.8,206.7,0,1,0,4.5,0,11,6,0.861
TKT011226,2023-11-12 08:10:00,CAT005,AGT010,Senegal,Chat,1,Résolu,60,12.7,70.4,1,3,0,4.4,0,11,6,1.173
TKT011227,2023-11-13 17:40:00,CAT002,AGT012,Belgique,Email,2,Escaladé,120,20.7,105.5,0,1,0,,0,11,0,0.879
TKT011228,2023-11-13 12:56:00,CAT001,AGT010,Ghana,Email,4,Résolu,240,36.1,309.2,1,3,1,4.5,0,11,0,1.288
TKT011229,2023-11-13 20:37:00,CAT001,AGT011,Maroc,Email,4,En cours,240,56.7,452.8,1,1,0,,0,11,0,1.887
TKT011230,2023-11-13 20:12:00,CAT003,AGT002,France,Web form,3,En cours,180,25.9,273.4,1,2,0,,0,11,0,1.519
TKT011231,2023-11-13 08:00:00,CAT004,AGT007,CI,Chat,3,Résolu,240,78.4,321.9,1,3,1,3.2,0,11,0,1.341
