interaction_id,ticket_id,timestamp,agent_id,action_type,visible_client
INT0011386,TKT014679,2024-05-24 08:10:00,AGT009,Note interne,False
INT0011387,TKT002477,2022-06-02 13:46:00,AGT011,Note interne,True
INT0011388,TKT014015,2024-04-12 16:24:00,AGT007,Note interne,True
INT0011389,TKT014015,2024-04-20 10:26:00,AGT007,Email client,True
INT0011390,TKT014015,2024-04-28 04:28:00,AGT007,Appel sortant,True
INT0011391,TKT008447,2023-05-24 22:49:00,AGT010,Note interne,False
INT0011392,TKT008447,2023-05-28 20:19:00,AGT010,Email client,False
INT0011393,TKT008447,2023-06-01 17:49:00,AGT010,Appel sortant,False
INT0011394,TKT013896,2024-04-05 11:18:00,AGT004,Note interne,False
INT0011395,TKT013896,2024-04-07 15:32:00,AGT004,Email client,True
INT0011396,TKT013896,2024-04-09 19:46:00,AGT004,Appel sortant,True
INT0011397,TKT003302,2022-07-23 06:22:00,AGT001,Note interne,False
INT0011398,TKT003968,2022-09-04 16:19:00,AGT009,Note interne,True
INT0011399,TKT014406,2024-05-08 11:32:00,AGT004,Note interne,False
INT0011400,TKT003308,2022-07-23 09:27:00,AGT002,Note interne,False
INT0011401,TKT000443,2022-01-25 09:19:00,AGT002,Note interne,False
INT0011402,TKT011554,2023-11-27 14:49:00,AGT004,Note interne,True
INT0011403,TKT000386,2022-01-21 19:09:00,AGT006,Note interne,True
INT0011404,TKT000386,2022-01-30 21:21:00,AGT006,Email client,False
INT0011405,TKT002335,2022-05-24 08:52:00,AGT003,Note interne,True
INT0011406,TKT002335,2022-05-24 15:22:00,AGT003,Email client,True
INT0011407,TKT015265,2024-06-28 01:04:00,AGT003,Note interne,False
INT0011408,TKT015265,2024-07-03 07:19:00,AGT003,Email client,False
INT0011409,TKT011747,2023-12-06 08:52:00,AGT008,Note interne,False
INT0011410,TKT007582,2023-03-28 08:03:00,AGT009,Note interne,False
INT0011411,TKT007582,2023-03-29 16:24:36,AGT009,Email client,True
INT0011412,TKT007582,2023-03-31 00:46:12,AGT009,Appel sortant,True
INT0011413,TKT007582,2023-04-01 09:07:48,AGT009,Escalade,False
INT0011414,TKT007582,2023-04-02 17:29:24,AGT009,Résolution,False
INT0011415,TKT001261,2022-03-15 19:47:00,AGT009,Note interne,True
INT0011416,TKT001261,2022-03-17 22:56:00,AGT009,Email client,True
INT0011417,TKT011572,2023-11-28 19:01:00,AGT005,Note interne,False
INT0011418,TKT011572,2023-11-30 02:43:00,AGT005,Email client,False
INT0011419,TKT009538,2023-07-28 06:25:00,AGT003,Note interne,True
INT0011420,TKT009538,2023-08-04 03:16:00,AGT003,Email client,False
INT0011421,TKT005590,2022-12-07 15:59:00,AGT003,Note interne,True
INT0011422,TKT014105,2024-04-18 14:37:00,AGT009,Note interne,False
INT0011423,TKT014105,2024-04-19 00:49:00,AGT009,Email client,False
INT0011424,TKT014105,2024-04-19 11:01:00,AGT009,Appel sortant,True
INT0011425,TKT003520,2022-08-07 11:13:00,AGT002,Note interne,False
INT0011426,TKT003520,2022-08-22 02:16:00,AGT002,Email client,True
INT0011427,TKT000885,2022-02-20 21:18:00,AGT001,Note interne,True
INT0011428,TKT000885,2022-02-20 22:24:00,AGT001,Email client,False
INT0011429,TKT010296,2023-09-14 19:17:00,AGT012,Note interne,False
INT0011430,TKT010296,2023-09-15 04:44:36,AGT012,Email client,False
INT0011431,TKT010296,2023-09-15 14:12:12,AGT012,Appel sortant,False
INT0011432,TKT010296,2023-09-15 23:39:48,AGT012,Escalade,True
INT0011433,TKT010296,2023-09-16 09:07:24,AGT012,Résolution,True
INT0011434,TKT002236,2022-05-17 18:36:00,AGT003,Note interne,True
INT0011435,TKT002447,2022-06-01 19:18:00,AGT009,Note interne,False
INT0011436,TKT002447,2022-06-04 15:38:00,AGT009,Email client,True
INT0011437,TKT002447,2022-06-07 11:58:00,AGT009,Appel sortant,True
INT0011438,TKT004537,2022-10-11 11:04:00,AGT001,Note interne,True
INT0011439,TKT004537,2022-10-20 00:13:00,AGT001,Email client,True
INT0011440,TKT013442,2024-03-06 11:15:00,AGT011,Note interne,False
INT0011441,TKT013442,2024-03-14 06:45:00,AGT011,Email client,True
INT0011442,TKT008052,2023-04-28 11:35:00,AGT004,Note interne,False
INT0011443,TKT006734,2023-01-31 06:03:00,AGT001,Note interne,True
INT0011444,TKT006734,2023-01-31 15:27:00,AGT001,Email client,True
INT0011445,TKT000452,2022-01-25 08:30:00,AGT001,Note interne,False
INT0011446,TKT011349,2023-11-18 09:44:00,AGT012,Note interne,False
INT0011447,TKT006672,2023-01-28 07:30:00,AGT002,Note interne,False
INT0011448,TKT001741,2022-04-14 14:59:00,AGT004,Note interne,False
INT0011449,TKT001741,2022-04-19 03:56:00,AGT004,Email client,True
INT0011450,TKT004269,2022-09-23 10:45:00,AGT006,Note interne,False
INT0011451,TKT012604,2024-01-17 05:12:00,AGT004,Note interne,True
INT0011452,TKT007121,2023-02-26 17:18:00,AGT001,Note interne,True
INT0011453,TKT007121,2023-03-02 05:30:00,AGT001,Email client,True
INT0011454,TKT007121,2023-03-05 17:42:00,AGT001,Appel sortant,False
INT0011455,TKT007121,2023-03-09 05:54:00,AGT001,Escalade,False
INT0011456,TKT002910,2022-06-28 19:22:00,AGT011,Note interne,False
INT0011457,TKT004927,2022-11-03 19:25:00,AGT010,Note interne,False
INT0011458,TKT000367,2022-01-20 16:48:00,AGT009,Note interne,True
INT0011459,TKT000367,2022-01-21 12:36:00,AGT009,Email client,False
INT0011460,TKT012518,2024-01-12 16:43:00,AGT009,Note interne,True
INT0011461,TKT012518,2024-01-16 21:58:00,AGT009,Email client,True
INT0011462,TKT002231,2022-05-17 15:46:00,AGT007,Note interne,True
INT0011463,TKT002231,2022-05-20 11:07:00,AGT007,Email client,False
INT0011464,TKT012672,2024-01-20 14:36:00,AGT002,Note interne,True
INT0011465,TKT012672,2024-01-26 03:58:00,AGT002,Email client,False
INT0011466,TKT012672,2024-01-31 17:20:00,AGT002,Appel sortant,True
INT0011467,TKT014512,2024-05-14 07:57:00,AGT004,Note interne,False
INT0011468,TKT000108,2022-01-07 16:28:00,AGT007,Note interne,True
INT0011469,TKT009167,2023-07-05 18:31:00,AGT004,Note interne,False
INT0011470,TKT001317,2022-03-19 01:32:00,AGT004,Note interne,True
INT0011471,TKT013433,2024-03-06 11:09:00,AGT012,Note interne,False
INT0011472,TKT013433,2024-03-23 12:12:00,AGT012,Email client,False
INT0011473,TKT002696,2022-06-15 16:48:00,AGT001,Note interne,False
INT0011474,TKT011442,2023-11-22 07:40:00,AGT009,Note interne,True
INT0011475,TKT011442,2023-11-23 06:49:00,AGT009,Email client,False
INT0011476,TKT011442,2023-11-24 05:58:00,AGT009,Appel sortant,False
INT0011477,TKT011442,2023-11-25 05:07:00,AGT009,Escalade,True
INT0011478,TKT011724,2023-12-05 16:25:00,AGT011,Note interne,False
INT0011479,TKT011724,2023-12-07 11:16:00,AGT011,Email client,False
INT0011480,TKT004050,2022-09-09 16:03:00,AGT008,Note interne,True
INT0011481,TKT005492,2022-12-02 09:35:00,AGT005,Note interne,False
INT0011482,TKT009158,2023-07-05 12:12:00,AGT007,Note interne,False
INT0011483,TKT011160,2023-11-08 13:33:00,AGT009,Note interne,False
INT0011484,TKT011160,2023-11-09 14:21:00,AGT009,Email client,True
INT0011485,TKT003629,2022-08-13 21:43:00,AGT001,Note interne,False
INT0011486,TKT002242,2022-05-18 09:32:00,AGT007,Note interne,True
INT0011487,TKT008725,2023-06-09 12:05:00,AGT009,Note interne,True
INT0011488,TKT008725,2023-06-09 12:15:00,AGT009,Email client,False
INT0011489,TKT008725,2023-06-09 12:25:00,AGT009,Appel sortant,True
INT0011490,TKT005502,2022-12-02 18:08:00,AGT006,Note interne,False
INT0011491,TKT005502,2022-12-03 21:08:00,AGT006,Email client,False
INT0011492,TKT002348,2022-05-25 12:08:00,AGT001,Note interne,True
INT0011493,TKT002348,2022-05-26 17:24:30,AGT001,Email client,True
INT0011494,TKT002348,2022-05-27 22:41:00,AGT001,Appel sortant,True
INT0011495,TKT002348,2022-05-29 03:57:30,AGT001,Escalade,True
INT0011496,TKT004390,2022-10-02 02:29:00,AGT005,Note interne,False
INT0011497,TKT004148,2022-09-16 10:39:00,AGT001,Note interne,False
INT0011498,TKT013963,2024-04-09 16:08:00,AGT001,Note interne,False
INT0011499,TKT005144,2022-11-15 08:13:00,AGT010,Note interne,True
INT0011500,TKT007075,2023-02-23 15:22:00,AGT001,Note interne,False
INT0011501,TKT013328,2024-02-27 16:22:00,AGT005,Note interne,True
INT0011502,TKT006967,2023-02-16 11:11:00,AGT010,Note interne,True
INT0011503,TKT006967,2023-02-19 03:17:00,AGT010,Email client,False
INT0011504,TKT007155,2023-02-28 08:52:00,AGT007,Note interne,False
INT0011505,TKT007155,2023-03-09 03:22:00,AGT007,Email client,True
INT0011506,TKT013643,2024-03-20 07:13:00,AGT005,Note interne,False
INT0011507,TKT011505,2023-11-24 11:40:00,AGT009,Note interne,True
INT0011508,TKT014756,2024-05-29 19:11:00,AGT006,Note interne,True
INT0011509,TKT007413,2023-03-17 06:46:00,AGT002,Note interne,True
INT0011510,TKT014287,2024-04-30 10:29:00,AGT002,Note interne,True
INT0011511,TKT014287,2024-05-10 05:03:00,AGT002,Email client,False
INT0011512,TKT014287,2024-05-19 23:37:00,AGT002,Appel sortant,True
INT0011513,TKT002131,2022-05-11 10:24:00,AGT008,Note interne,True
INT0011514,TKT011564,2023-11-28 02:33:00,AGT008,Note interne,True
INT0011515,TKT011564,2023-11-30 03:45:00,AGT008,Email client,False
INT0011516,TKT011564,2023-12-02 04:57:00,AGT008,Appel sortant,False
INT0011517,TKT006253,2023-01-08 17:03:00,AGT007,Note interne,False
INT0011518,TKT001375,2022-03-22 15:38:00,AGT012,Note interne,True
INT0011519,TKT001375,2022-03-29 03:14:00,AGT012,Email client,True
INT0011520,TKT014596,2024-05-20 08:55:00,AGT009,Note interne,True
INT0011521,TKT014596,2024-05-22 04:16:00,AGT009,Email client,True
INT0011522,TKT010141,2023-09-04 06:18:00,AGT001,Note interne,False
INT0011523,TKT010141,2023-09-05 20:50:00,AGT001,Email client,False
INT0011524,TKT010141,2023-09-07 11:22:00,AGT001,Appel sortant,True
INT0011525,TKT000250,2022-01-14 13:10:00,AGT004,Note interne,True
INT0011526,TKT008258,2023-05-12 16:00:00,AGT001,Note interne,True
INT0011527,TKT008258,2023-05-15 03:44:00,AGT001,Email client,False
INT0011528,TKT008258,2023-05-17 15:28:00,AGT001,Appel sortant,True
INT0011529,TKT000706,2022-02-09 19:18:00,AGT011,Note interne,False
INT0011530,TKT000706,2022-02-10 03:42:00,AGT011,Email client,True
INT0011531,TKT000706,2022-02-10 12:06:00,AGT011,Appel sortant,True
INT0011532,TKT000523,2022-01-28 14:10:00,AGT003,Note interne,True
INT0011533,TKT006124,2023-01-02 14:10:00,AGT002,Note interne,True
INT0011534,TKT006124,2023-01-17 07:31:00,AGT002,Email client,False
INT0011535,TKT004721,2022-10-22 16:26:00,AGT002,Note interne,False
INT0011536,TKT004721,2022-10-24 22:06:00,AGT002,Email client,False
INT0011537,TKT004721,2022-10-27 03:46:00,AGT002,Appel sortant,True
INT0011538,TKT002839,2022-06-23 17:54:00,AGT012,Note interne,False
INT0011539,TKT002839,2022-06-25 06:21:00,AGT012,Email client,True
INT0011540,TKT007701,2023-04-05 08:46:00,AGT003,Note interne,True
INT0011541,TKT007701,2023-04-05 20:48:00,AGT003,Email client,True
INT0011542,TKT007701,2023-04-06 08:50:00,AGT003,Appel sortant,False
INT0011543,TKT008867,2023-06-16 19:51:00,AGT003,Note interne,False
INT0011544,TKT008867,2023-06-21 07:23:00,AGT003,Email client,True
INT0011545,TKT008867,2023-06-25 18:55:00,AGT003,Appel sortant,True
INT0011546,TKT005267,2022-11-21 07:34:00,AGT010,Note interne,False
INT0011547,TKT005267,2022-11-29 10:58:00,AGT010,Email client,True
INT0011548,TKT004713,2022-10-21 22:50:00,AGT004,Note interne,True
INT0011549,TKT003469,2022-08-03 06:57:00,AGT002,Note interne,True
INT0011550,TKT008310,2023-05-15 09:28:00,AGT008,Note interne,True
INT0011551,TKT009789,2023-08-12 18:27:00,AGT011,Note interne,False
INT0011552,TKT009789,2023-08-14 03:49:00,AGT011,Email client,False
INT0011553,TKT009789,2023-08-15 13:11:00,AGT011,Appel sortant,True
INT0011554,TKT013060,2024-02-10 06:17:00,AGT004,Note interne,False
INT0011555,TKT013060,2024-02-12 01:23:00,AGT004,Email client,True
INT0011556,TKT011916,2023-12-16 14:08:00,AGT007,Note interne,True
INT0011557,TKT014988,2024-06-13 19:16:00,AGT004,Note interne,True
INT0011558,TKT008683,2023-06-07 12:51:00,AGT005,Note interne,True
INT0011559,TKT008683,2023-06-08 13:36:00,AGT005,Email client,False
INT0011560,TKT008683,2023-06-09 14:21:00,AGT005,Appel sortant,False
INT0011561,TKT008683,2023-06-10 15:06:00,AGT005,Escalade,False
INT0011562,TKT006489,2023-01-19 16:45:00,AGT007,Note interne,True
INT0011563,TKT006489,2023-01-24 11:00:00,AGT007,Email client,True
INT0011564,TKT000912,2022-02-21 12:21:00,AGT009,Note interne,False
INT0011565,TKT009037,2023-06-27 10:26:00,AGT004,Note interne,False
INT0011566,TKT003059,2022-07-07 08:50:00,AGT004,Note interne,False
INT0011567,TKT003059,2022-07-11 08:48:00,AGT004,Email client,False
INT0011568,TKT003059,2022-07-15 08:46:00,AGT004,Appel sortant,True
INT0011569,TKT004755,2022-10-24 11:27:00,AGT010,Note interne,False
INT0011570,TKT009238,2023-07-09 00:03:00,AGT007,Note interne,False
INT0011571,TKT009238,2023-07-12 03:40:12,AGT007,Email client,False
INT0011572,TKT009238,2023-07-15 07:17:24,AGT007,Appel sortant,True
INT0011573,TKT009238,2023-07-18 10:54:36,AGT007,Escalade,False
INT0011574,TKT009238,2023-07-21 14:31:48,AGT007,Résolution,True
INT0011575,TKT008913,2023-06-19 07:07:00,AGT010,Note interne,False
INT0011576,TKT003586,2022-08-11 07:14:00,AGT005,Note interne,True
INT0011577,TKT010669,2023-10-09 13:07:00,AGT008,Note interne,False
INT0011578,TKT010669,2023-10-14 10:04:00,AGT008,Email client,False
INT0011579,TKT001264,2022-03-16 18:02:00,AGT007,Note interne,False
INT0011580,TKT004605,2022-10-15 07:52:00,AGT007,Note interne,False
INT0011581,TKT004605,2022-10-18 03:52:00,AGT007,Email client,False
INT0011582,TKT000454,2022-01-25 17:15:00,AGT008,Note interne,False
INT0011583,TKT000454,2022-01-28 01:42:00,AGT008,Email client,True
INT0011584,TKT000454,2022-01-30 10:09:00,AGT008,Appel sortant,True
INT0011585,TKT000454,2022-02-01 18:36:00,AGT008,Escalade,True
INT0011586,TKT007271,2023-03-08 16:46:00,AGT007,Note interne,False
INT0011587,TKT013321,2024-02-27 17:57:00,AGT004,Note interne,False
INT0011588,TKT007838,2023-04-14 16:50:00,AGT010,Note interne,True
INT0011589,TKT013677,2024-03-22 02:36:00,AGT011,Note interne,True
INT0011590,TKT004091,2022-09-12 11:03:00,AGT010,Note interne,False
INT0011591,TKT002577,2022-06-08 04:03:00,AGT001,Note interne,True
INT0011592,TKT002577,2022-06-10 15:30:00,AGT001,Email client,True
INT0011593,TKT002669,2022-06-13 21:16:00,AGT012,Note interne,True
INT0011594,TKT002669,2022-06-16 02:22:00,AGT012,Email client,True
INT0011595,TKT009667,2023-08-06 08:50:00,AGT008,Note interne,True
INT0011596,TKT004204,2022-09-20 16:29:00,AGT005,Note interne,False
INT0011597,TKT004204,2022-09-22 04:08:00,AGT005,Email client,False
INT0011598,TKT013890,2024-04-05 07:31:00,AGT012,Note interne,True
INT0011599,TKT001253,2022-03-15 16:56:00,AGT006,Note interne,True
INT0011600,TKT012459,2024-01-10 20:02:00,AGT004,Note interne,True
INT0011601,TKT007567,2023-03-27 15:11:00,AGT010,Note interne,False
INT0011602,TKT007567,2023-04-01 15:11:00,AGT010,Email client,False
INT0011603,TKT007567,2023-04-06 15:11:00,AGT010,Appel sortant,True
INT0011604,TKT011007,2023-10-31 16:38:00,AGT003,Note interne,False
INT0011605,TKT005516,2022-12-03 08:36:00,AGT004,Note interne,False
INT0011606,TKT012815,2024-01-28 08:44:00,AGT006,Note interne,True
INT0011607,TKT012815,2024-01-29 07:02:00,AGT006,Email client,False
INT0011608,TKT011424,2023-11-21 12:25:00,AGT004,Note interne,True
INT0011609,TKT002784,2022-06-20 13:45:00,AGT007,Note interne,False
INT0011610,TKT002784,2022-06-24 01:41:00,AGT007,Email client,True
INT0011611,TKT002784,2022-06-27 13:37:00,AGT007,Appel sortant,False
INT0011612,TKT008565,2023-05-31 12:18:00,AGT001,Note interne,True
INT0011613,TKT008565,2023-06-01 12:22:30,AGT001,Email client,True
INT0011614,TKT008565,2023-06-02 12:27:00,AGT001,Appel sortant,False
INT0011615,TKT008565,2023-06-03 12:31:30,AGT001,Escalade,False
INT0011616,TKT006560,2023-01-23 03:01:00,AGT006,Note interne,False
INT0011617,TKT006560,2023-01-29 10:58:36,AGT006,Email client,False
INT0011618,TKT006560,2023-02-04 18:56:12,AGT006,Appel sortant,True
INT0011619,TKT006560,2023-02-11 02:53:48,AGT006,Escalade,False
INT0011620,TKT006560,2023-02-17 10:51:24,AGT006,Résolution,False
INT0011621,TKT003646,2022-08-15 09:21:00,AGT001,Note interne,False
INT0011622,TKT003646,2022-08-18 05:48:00,AGT001,Email client,True
INT0011623,TKT003646,2022-08-21 02:15:00,AGT001,Appel sortant,False
INT0011624,TKT003646,2022-08-23 22:42:00,AGT001,Escalade,True
INT0011625,TKT013286,2024-02-24 12:45:00,AGT007,Note interne,False
INT0011626,TKT005059,2022-11-10 10:23:00,AGT006,Note interne,False
INT0011627,TKT006791,2023-02-04 07:32:00,AGT007,Note interne,True
INT0011628,TKT006791,2023-02-15 16:08:00,AGT007,Email client,False
INT0011629,TKT007779,2023-04-11 17:01:00,AGT002,Note interne,False
INT0011630,TKT007779,2023-04-24 02:43:00,AGT002,Email client,False
INT0011631,TKT014114,2024-04-19 16:02:00,AGT004,Note interne,False
INT0011632,TKT014114,2024-04-20 02:53:00,AGT004,Email client,False
INT0011633,TKT003752,2022-08-21 19:07:00,AGT009,Note interne,True
INT0011634,TKT004890,2022-11-01 11:03:00,AGT007,Note interne,True
INT0011635,TKT005787,2022-12-15 19:21:00,AGT001,Note interne,True
INT0011636,TKT005787,2022-12-24 21:39:00,AGT001,Email client,True
INT0011637,TKT014090,2024-04-18 10:36:00,AGT007,Note interne,True
INT0011638,TKT014090,2024-04-26 22:00:00,AGT007,Email client,True
INT0011639,TKT001082,2022-03-04 09:26:00,AGT008,Note interne,False
INT0011640,TKT001082,2022-03-11 11:26:00,AGT008,Email client,True
INT0011641,TKT015054,2024-06-17 16:50:00,AGT007,Note interne,False
INT0011642,TKT015054,2024-06-24 04:17:00,AGT007,Email client,True
INT0011643,TKT000446,2022-01-25 19:51:00,AGT011,Note interne,False
INT0011644,TKT000446,2022-01-30 18:39:00,AGT011,Email client,False
INT0011645,TKT000446,2022-02-04 17:27:00,AGT011,Appel sortant,True
INT0011646,TKT006292,2023-01-10 18:57:00,AGT011,Note interne,True
INT0011647,TKT006292,2023-01-11 06:07:30,AGT011,Email client,False
INT0011648,TKT006292,2023-01-11 17:18:00,AGT011,Appel sortant,False
INT0011649,TKT006292,2023-01-12 04:28:30,AGT011,Escalade,False
INT0011650,TKT003077,2022-07-08 08:59:00,AGT012,Note interne,False
INT0011651,TKT014423,2024-05-09 15:36:00,AGT006,Note interne,True
INT0011652,TKT014423,2024-05-12 13:21:00,AGT006,Email client,False
INT0011653,TKT014394,2024-05-07 17:18:00,AGT002,Note interne,True
INT0011654,TKT014167,2024-04-22 15:40:00,AGT010,Note interne,True
INT0011655,TKT005938,2022-12-23 11:32:00,AGT010,Note interne,True
INT0011656,TKT007536,2023-03-24 16:03:00,AGT008,Note interne,True
INT0011657,TKT007536,2023-03-31 06:43:00,AGT008,Email client,True
INT0011658,TKT007536,2023-04-06 21:23:00,AGT008,Appel sortant,False
INT0011659,TKT002308,2022-05-23 14:13:00,AGT011,Note interne,False
INT0011660,TKT004782,2022-10-26 09:31:00,AGT011,Note interne,True
INT0011661,TKT004782,2022-11-03 17:19:00,AGT011,Email client,False
INT0011662,TKT004782,2022-11-12 01:07:00,AGT011,Appel sortant,True
INT0011663,TKT001833,2022-04-21 13:02:00,AGT001,Note interne,True
INT0011664,TKT001833,2022-04-27 03:32:00,AGT001,Email client,False
INT0011665,TKT007864,2023-04-16 15:55:00,AGT011,Note interne,True
INT0011666,TKT008961,2023-06-22 10:16:00,AGT012,Note interne,True
INT0011667,TKT002412,2022-05-30 13:13:00,AGT004,Note interne,True
INT0011668,TKT008066,2023-04-29 10:25:00,AGT008,Note interne,False
INT0011669,TKT008066,2023-05-06 05:49:00,AGT008,Email client,True
INT0011670,TKT010683,2023-10-09 07:14:00,AGT008,Note interne,True
INT0011671,TKT010076,2023-08-30 12:10:00,AGT004,Note interne,True
INT0011672,TKT006419,2023-01-16 07:40:00,AGT006,Note interne,False
INT0011673,TKT006419,2023-01-18 10:13:00,AGT006,Email client,False
INT0011674,TKT006913,2023-02-12 10:41:00,AGT009,Note interne,True
INT0011675,TKT012724,2024-01-23 01:38:00,AGT012,Note interne,True
INT0011676,TKT012724,2024-01-25 19:33:30,AGT012,Email client,True
INT0011677,TKT012724,2024-01-28 13:29:00,AGT012,Appel sortant,True
INT0011678,TKT012724,2024-01-31 07:24:30,AGT012,Escalade,True
INT0011679,TKT007333,2023-03-12 12:37:00,AGT003,Note interne,False
INT0011680,TKT006953,2023-02-15 21:29:00,AGT008,Note interne,True
INT0011681,TKT012597,2024-01-17 13:59:00,AGT009,Note interne,True
INT0011682,TKT009772,2023-08-11 10:08:00,AGT008,Note interne,False
INT0011683,TKT001510,2022-03-31 13:53:00,AGT006,Note interne,False
INT0011684,TKT001510,2022-04-14 03:05:00,AGT006,Email client,False
INT0011685,TKT001510,2022-04-27 16:17:00,AGT006,Appel sortant,False
INT0011686,TKT011668,2023-12-03 20:41:00,AGT007,Note interne,True
INT0011687,TKT013428,2024-03-06 14:01:00,AGT011,Note interne,True
INT0011688,TKT012857,2024-01-30 08:26:00,AGT006,Note interne,False
INT0011689,TKT012857,2024-01-31 00:38:00,AGT006,Email client,False
INT0011690,TKT003277,2022-07-20 14:52:00,AGT006,Note interne,False
INT0011691,TKT003277,2022-07-23 23:02:00,AGT006,Email client,False
INT0011692,TKT003277,2022-07-27 07:12:00,AGT006,Appel sortant,False
INT0011693,TKT012263,2024-01-01 06:40:00,AGT012,Note interne,False
INT0011694,TKT005982,2022-12-25 07:14:00,AGT007,Note interne,True
INT0011695,TKT005982,2022-12-31 09:59:00,AGT007,Email client,True
INT0011696,TKT011614,2023-11-30 07:58:00,AGT008,Note interne,False
INT0011697,TKT011614,2023-12-03 01:22:00,AGT008,Email client,False
INT0011698,TKT011614,2023-12-05 18:46:00,AGT008,Appel sortant,False
INT0011699,TKT008438,2023-05-23 18:28:00,AGT008,Note interne,True
INT0011700,TKT008438,2023-05-24 19:31:00,AGT008,Email client,False
INT0011701,TKT008438,2023-05-25 20:34:00,AGT008,Appel sortant,True
INT0011702,TKT008438,2023-05-26 21:37:00,AGT008,Escalade,True
INT0011703,TKT004416,2022-10-04 11:51:00,AGT006,Note interne,True
INT0011704,TKT002828,2022-06-23 18:12:00,AGT007,Note interne,False
INT0011705,TKT002828,2022-06-25 20:24:00,AGT007,Email client,True
INT0011706,TKT002828,2022-06-27 22:36:00,AGT007,Appel sortant,True
INT0011707,TKT002828,2022-06-30 00:48:00,AGT007,Escalade,False
INT0011708,TKT012095,2023-12-25 13:59:00,AGT001,Note interne,False
INT0011709,TKT002767,2022-06-19 07:55:00,AGT012,Note interne,True
INT0011710,TKT002767,2022-06-25 23:07:00,AGT012,Email client,True
INT0011711,TKT015049,2024-06-17 15:51:00,AGT005,Note interne,True
INT0011712,TKT015049,2024-07-05 10:27:00,AGT005,Email client,True
INT0011713,TKT014204,2024-04-24 17:02:00,AGT010,Note interne,True
INT0011714,TKT012181,2023-12-28 09:17:00,AGT009,Note interne,False
INT0011715,TKT001542,2022-04-01 22:24:00,AGT002,Note interne,True
INT0011716,TKT001542,2022-04-03 00:48:00,AGT002,Email client,True
INT0011717,TKT001542,2022-04-04 03:12:00,AGT002,Appel sortant,False
INT0011718,TKT000933,2022-02-23 11:48:00,AGT001,Note interne,False
INT0011719,TKT000933,2022-02-24 21:12:00,AGT001,Email client,True
INT0011720,TKT005943,2022-12-23 07:05:00,AGT008,Note interne,True
INT0011721,TKT009650,2023-08-04 14:17:00,AGT006,Note interne,True
INT0011722,TKT009650,2023-08-05 05:21:00,AGT006,Email client,False
INT0011723,TKT009650,2023-08-05 20:25:00,AGT006,Appel sortant,True
INT0011724,TKT001918,2022-04-26 15:58:00,AGT002,Note interne,True
INT0011725,TKT001918,2022-04-29 11:19:00,AGT002,Email client,True
INT0011726,TKT012631,2024-01-18 17:50:00,AGT009,Note interne,True
INT0011727,TKT012631,2024-01-25 23:08:00,AGT009,Email client,False
INT0011728,TKT011454,2023-11-23 14:48:00,AGT003,Note interne,False
INT0011729,TKT003714,2022-08-19 15:56:00,AGT005,Note interne,True
INT0011730,TKT003714,2022-08-30 00:50:00,AGT005,Email client,False
INT0011731,TKT003714,2022-09-09 09:44:00,AGT005,Appel sortant,True
INT0011732,TKT007286,2023-03-08 18:30:00,AGT001,Note interne,True
INT0011733,TKT007286,2023-03-10 03:36:00,AGT001,Email client,False
INT0011734,TKT001599,2022-04-05 12:10:00,AGT010,Note interne,False
INT0011735,TKT001599,2022-04-06 16:46:00,AGT010,Email client,False
INT0011736,TKT001175,2022-03-10 15:59:00,AGT006,Note interne,True
INT0011737,TKT014699,2024-05-26 17:38:00,AGT002,Note interne,True
INT0011738,TKT001564,2022-04-03 13:40:00,AGT010,Note interne,False
INT0011739,TKT001564,2022-04-04 16:34:00,AGT010,Email client,False
INT0011740,TKT014227,2024-04-26 12:20:00,AGT009,Note interne,True
INT0011741,TKT007071,2023-02-23 09:14:00,AGT003,Note interne,False
INT0011742,TKT006010,2022-12-27 15:16:00,AGT003,Note interne,False
INT0011743,TKT007564,2023-03-27 17:38:00,AGT008,Note interne,True
INT0011744,TKT007564,2023-03-28 15:12:30,AGT008,Email client,True
INT0011745,TKT007564,2023-03-29 12:47:00,AGT008,Appel sortant,True
INT0011746,TKT007564,2023-03-30 10:21:30,AGT008,Escalade,True
INT0011747,TKT003581,2022-08-11 04:43:00,AGT010,Note interne,False
INT0011748,TKT003581,2022-08-11 16:13:00,AGT010,Email client,False
INT0011749,TKT006941,2023-02-14 07:48:00,AGT006,Note interne,True
INT0011750,TKT006941,2023-02-24 06:16:00,AGT006,Email client,True
INT0011751,TKT006941,2023-03-06 04:44:00,AGT006,Appel sortant,False
INT0011752,TKT002258,2022-05-19 04:36:00,AGT009,Note interne,True
INT0011753,TKT002258,2022-05-29 02:18:00,AGT009,Email client,False
INT0011754,TKT002224,2022-05-17 13:54:00,AGT002,Note interne,True
INT0011755,TKT008170,2023-05-07 07:31:00,AGT006,Note interne,False
INT0011756,TKT007359,2023-03-14 10:39:00,AGT011,Note interne,True
INT0011757,TKT005424,2022-11-28 19:39:00,AGT011,Note interne,False
INT0011758,TKT005649,2022-12-09 16:45:00,AGT003,Note interne,True
INT0011759,TKT009881,2023-08-18 08:49:00,AGT002,Note interne,True
INT0011760,TKT009881,2023-09-02 03:31:00,AGT002,Email client,True
INT0011761,TKT007608,2023-03-30 21:02:00,AGT011,Note interne,False
INT0011762,TKT007608,2023-04-13 11:14:00,AGT011,Email client,False
