id_consommation,date,id_medicament,id_service,quantite_consommee,cout_euro
CONSO050291,2024-05-02,MED013,SRV004,8,54.4
CONSO050292,2024-05-02,MED002,SRV004,9,7.2
CONSO050293,2024-05-02,MED009,SRV004,4,7.2
CONSO050294,2024-05-02,MED004,SRV005,23,34.5
CONSO050295,2024-05-02,MED008,SRV005,14,630.0
CONSO050296,2024-05-02,MED005,SRV005,9,28.8
CONSO050297,2024-05-02,MED010,SRV005,6,25.2
CONSO050298,2024-05-02,MED002,SRV005,6,4.8
CONSO050299,2024-05-02,MED007,SRV006,16,136.0
CONSO050300,2024-05-02,MED001,SRV006,7,17.5
CONSO050301,2024-05-02,MED013,SRV006,5,34.0
CONSO050302,2024-05-02,MED015,SRV006,4,22.0
CONSO050303,2024-05-02,MED002,SRV006,7,5.6
CONSO050304,2024-05-02,MED012,SRV007,10,185.0
CONSO050305,2024-05-02,MED014,SRV007,20,440.0
CONSO050306,2024-05-02,MED013,SRV007,11,74.8
CONSO050307,2024-05-02,MED008,SRV007,9,405.0
CONSO050308,2024-05-02,MED023,SRV007,4,340.0
CONSO050309,2024-05-02,MED024,SRV007,4,140.0
CONSO050310,2024-05-02,MED011,SRV007,9,108.0
CONSO050311,2024-05-02,MED023,SRV008,6,510.0
CONSO050312,2024-05-02,MED013,SRV008,10,68.0
CONSO050313,2024-05-02,MED012,SRV008,7,129.5
CONSO050314,2024-05-02,MED024,SRV008,5,175.0
CONSO050315,2024-05-02,MED002,SRV008,8,6.4
CONSO050316,2024-05-02,MED014,SRV008,7,154.0
CONSO050317,2024-05-02,MED002,SRV009,10,8.0
CONSO050318,2024-05-02,MED005,SRV009,8,25.6
CONSO050319,2024-05-02,MED017,SRV009,5,20.5
CONSO050320,2024-05-02,MED009,SRV009,5,9.0
CONSO050321,2024-05-02,MED010,SRV009,5,21.0
CONSO050322,2024-05-02,MED002,SRV010,14,11.2
CONSO050323,2024-05-02,MED022,SRV010,8,7.2
CONSO050324,2024-05-02,MED021,SRV010,7,7.7
CONSO050325,2024-05-02,MED001,SRV010,5,12.5
CONSO050326,2024-05-02,MED013,SRV010,3,20.4
CONSO050327,2024-05-02,MED014,SRV010,6,132.0
CONSO050328,2024-05-03,MED001,SRV001,10,25.0
CONSO050329,2024-05-03,MED002,SRV001,16,12.8
CONSO050330,2024-05-03,MED003,SRV001,11,13.2
CONSO050331,2024-05-03,MED011,SRV001,7,84.0
CONSO050332,2024-05-03,MED013,SRV001,7,47.6
CONSO050333,2024-05-03,MED019,SRV001,5,24.0
CONSO050334,2024-05-03,MED017,SRV001,3,12.3
CONSO050335,2024-05-03,MED005,SRV002,15,48.0
CONSO050336,2024-05-03,MED009,SRV002,10,18.0
CONSO050337,2024-05-03,MED010,SRV002,10,42.0
CONSO050338,2024-05-03,MED014,SRV002,7,154.0
CONSO050339,2024-05-03,MED025,SRV002,5,19.0
CONSO050340,2024-05-03,MED002,SRV002,6,4.8
CONSO050341,2024-05-03,MED020,SRV003,12,38.4
CONSO050342,2024-05-03,MED002,SRV003,6,4.8
CONSO050343,2024-05-03,MED015,SRV003,8,44.0
CONSO050344,2024-05-03,MED007,SRV003,8,68.0
CONSO050345,2024-05-03,MED022,SRV003,5,4.5
CONSO050346,2024-05-03,MED001,SRV003,5,12.5
CONSO050347,2024-05-03,MED011,SRV004,9,108.0
CONSO050348,2024-05-03,MED014,SRV004,13,286.0
CONSO050349,2024-05-03,MED012,SRV004,5,92.5
CONSO050350,2024-05-03,MED013,SRV004,8,54.4
CONSO050351,2024-05-03,MED002,SRV004,10,8.0
CONSO050352,2024-05-03,MED009,SRV004,5,9.0
CONSO050353,2024-05-03,MED004,SRV005,22,33.0
CONSO050354,2024-05-03,MED008,SRV005,18,810.0
CONSO050355,2024-05-03,MED005,SRV005,12,38.4
CONSO050356,2024-05-03,MED010,SRV005,5,21.0
CONSO050357,2024-05-03,MED002,SRV005,7,5.6
CONSO050358,2024-05-03,MED007,SRV006,12,102.0
CONSO050359,2024-05-03,MED001,SRV006,8,20.0
CONSO050360,2024-05-03,MED013,SRV006,4,27.2
CONSO050361,2024-05-03,MED015,SRV006,5,27.5
CONSO050362,2024-05-03,MED002,SRV006,6,4.8
CONSO050363,2024-05-03,MED012,SRV007,9,166.5
CONSO050364,2024-05-03,MED014,SRV007,14,308.0
CONSO050365,2024-05-03,MED013,SRV007,11,74.8
CONSO050366,2024-05-03,MED008,SRV007,8,360.0
CONSO050367,2024-05-03,MED023,SRV007,3,255.0
CONSO050368,2024-05-03,MED024,SRV007,4,140.0
CONSO050369,2024-05-03,MED011,SRV007,7,84.0
CONSO050370,2024-05-03,MED023,SRV008,8,680.0
CONSO050371,2024-05-03,MED013,SRV008,8,54.4
CONSO050372,2024-05-03,MED012,SRV008,7,129.5
CONSO050373,2024-05-03,MED024,SRV008,5,175.0
CONSO050374,2024-05-03,MED002,SRV008,8,6.4
CONSO050375,2024-05-03,MED014,SRV008,4,88.0
CONSO050376,2024-05-03,MED002,SRV009,7,5.6
CONSO050377,2024-05-03,MED005,SRV009,5,16.0
CONSO050378,2024-05-03,MED017,SRV009,7,28.7
CONSO050379,2024-05-03,MED009,SRV009,5,9.0
CONSO050380,2024-05-03,MED010,SRV009,6,25.2
CONSO050381,2024-05-03,MED002,SRV010,14,11.2
CONSO050382,2024-05-03,MED022,SRV010,9,8.1
CONSO050383,2024-05-03,MED021,SRV010,10,11.0
CONSO050384,2024-05-03,MED001,SRV010,6,15.0
CONSO050385,2024-05-03,MED013,SRV010,4,27.2
CONSO050386,2024-05-03,MED014,SRV010,8,176.0
CONSO050387,2024-05-04,MED001,SRV001,8,20.0
CONSO050388,2024-05-04,MED002,SRV001,16,12.8
CONSO050389,2024-05-04,MED003,SRV001,11,13.2
CONSO050390,2024-05-04,MED011,SRV001,5,60.0
CONSO050391,2024-05-04,MED013,SRV001,4,27.2
CONSO050392,2024-05-04,MED019,SRV001,3,14.4
CONSO050393,2024-05-04,MED017,SRV001,2,8.2
CONSO050394,2024-05-04,MED005,SRV002,12,38.4
CONSO050395,2024-05-04,MED009,SRV002,8,14.4
CONSO050396,2024-05-04,MED010,SRV002,6,25.2
CONSO050397,2024-05-04,MED014,SRV002,5,110.0
CONSO050398,2024-05-04,MED025,SRV002,4,15.2
CONSO050399,2024-05-04,MED002,SRV002,4,3.2
CONSO050400,2024-05-04,MED020,SRV003,12,38.4
CONSO050401,2024-05-04,MED002,SRV003,6,4.8
CONSO050402,2024-05-04,MED015,SRV003,5,27.5
CONSO050403,2024-05-04,MED007,SRV003,7,59.5
CONSO050404,2024-05-04,MED022,SRV003,4,3.6
CONSO050405,2024-05-04,MED001,SRV003,3,7.5
CONSO050406,2024-05-04,MED011,SRV004,6,72.0
CONSO050407,2024-05-04,MED014,SRV004,9,198.0
CONSO050408,2024-05-04,MED012,SRV004,4,74.0
CONSO050409,2024-05-04,MED013,SRV004,6,40.8
CONSO050410,2024-05-04,MED002,SRV004,7,5.6
CONSO050411,2024-05-04,MED009,SRV004,2,3.6
CONSO050412,2024-05-04,MED004,SRV005,12,18.0
CONSO050413,2024-05-04,MED008,SRV005,10,450.0
CONSO050414,2024-05-04,MED005,SRV005,8,25.6
CONSO050415,2024-05-04,MED010,SRV005,5,21.0
CONSO050416,2024-05-04,MED002,SRV005,4,3.2
CONSO050417,2024-05-04,MED007,SRV006,12,102.0
CONSO050418,2024-05-04,MED001,SRV006,6,15.0
CONSO050419,2024-05-04,MED013,SRV006,4,27.2
CONSO050420,2024-05-04,MED015,SRV006,3,16.5
CONSO050421,2024-05-04,MED002,SRV006,4,3.2
CONSO050422,2024-05-04,MED012,SRV007,10,185.0
CONSO050423,2024-05-04,MED014,SRV007,12,264.0
CONSO050424,2024-05-04,MED013,SRV007,12,81.6
CONSO050425,2024-05-04,MED008,SRV007,6,270.0
CONSO050426,2024-05-04,MED023,SRV007,3,255.0
CONSO050427,2024-05-04,MED024,SRV007,3,105.0
CONSO050428,2024-05-04,MED011,SRV007,5,60.0
CONSO050429,2024-05-04,MED023,SRV008,4,340.0
CONSO050430,2024-05-04,MED013,SRV008,6,40.8
CONSO050431,2024-05-04,MED012,SRV008,4,74.0
CONSO050432,2024-05-04,MED024,SRV008,3,105.0
CONSO050433,2024-05-04,MED002,SRV008,6,4.8
CONSO050434,2024-05-04,MED014,SRV008,4,88.0
CONSO050435,2024-05-04,MED002,SRV009,6,4.8
CONSO050436,2024-05-04,MED005,SRV009,6,19.2
CONSO050437,2024-05-04,MED017,SRV009,4,16.4
CONSO050438,2024-05-04,MED009,SRV009,4,7.2
CONSO050439,2024-05-04,MED010,SRV009,4,16.8
CONSO050440,2024-05-04,MED002,SRV010,9,7.2
CONSO050441,2024-05-04,MED022,SRV010,9,8.1
CONSO050442,2024-05-04,MED021,SRV010,5,5.5
CONSO050443,2024-05-04,MED001,SRV010,4,10.0
CONSO050444,2024-05-04,MED013,SRV010,3,20.4
CONSO050445,2024-05-04,MED014,SRV010,5,110.0
CONSO050446,2024-05-05,MED001,SRV001,6,15.0
CONSO050447,2024-05-05,MED002,SRV001,15,12.0
CONSO050448,2024-05-05,MED003,SRV001,9,10.8
CONSO050449,2024-05-05,MED011,SRV001,6,72.0
CONSO050450,2024-05-05,MED013,SRV001,5,34.0
CONSO050451,2024-05-05,MED019,SRV001,3,14.4
CONSO050452,2024-05-05,MED017,SRV001,2,8.2
CONSO050453,2024-05-05,MED005,SRV002,10,32.0
CONSO050454,2024-05-05,MED009,SRV002,7,12.6
CONSO050455,2024-05-05,MED010,SRV002,9,37.8
CONSO050456,2024-05-05,MED014,SRV002,6,132.0
CONSO050457,2024-05-05,MED025,SRV002,4,15.2
CONSO050458,2024-05-05,MED002,SRV002,4,3.2
CONSO050459,2024-05-05,MED020,SRV003,8,25.6
CONSO050460,2024-05-05,MED002,SRV003,8,6.4
CONSO050461,2024-05-05,MED015,SRV003,5,27.5
CONSO050462,2024-05-05,MED007,SRV003,7,59.5
CONSO050463,2024-05-05,MED022,SRV003,5,4.5
CONSO050464,2024-05-05,MED001,SRV003,4,10.0
CONSO050465,2024-05-05,MED011,SRV004,6,72.0
CONSO050466,2024-05-05,MED014,SRV004,8,176.0
CONSO050467,2024-05-05,MED012,SRV004,3,55.5
CONSO050468,2024-05-05,MED013,SRV004,4,27.2
CONSO050469,2024-05-05,MED002,SRV004,6,4.8
CONSO050470,2024-05-05,MED009,SRV004,4,7.2
CONSO050471,2024-05-05,MED004,SRV005,21,31.5
CONSO050472,2024-05-05,MED008,SRV005,12,540.0
CONSO050473,2024-05-05,MED005,SRV005,8,25.6
CONSO050474,2024-05-05,MED010,SRV005,5,21.0
CONSO050475,2024-05-05,MED002,SRV005,3,2.4
CONSO050476,2024-05-05,MED007,SRV006,10,85.0
CONSO050477,2024-05-05,MED001,SRV006,5,12.5
CONSO050478,2024-05-05,MED013,SRV006,4,27.2
CONSO050479,2024-05-05,MED015,SRV006,3,16.5
CONSO050480,2024-05-05,MED002,SRV006,4,3.2
CONSO050481,2024-05-05,MED012,SRV007,8,148.0
CONSO050482,2024-05-05,MED014,SRV007,10,220.0
CONSO050483,2024-05-05,MED013,SRV007,9,61.2
CONSO050484,2024-05-05,MED008,SRV007,7,315.0
CONSO050485,2024-05-05,MED023,SRV007,2,170.0
CONSO050486,2024-05-05,MED024,SRV007,4,140.0
CONSO050487,2024-05-05,MED011,SRV007,4,48.0
CONSO050488,2024-05-05,MED023,SRV008,5,425.0
CONSO050489,2024-05-05,MED013,SRV008,7,47.6
CONSO050490,2024-05-05,MED012,SRV008,6,111.0
CONSO050491,2024-05-05,MED024,SRV008,3,105.0
CONSO050492,2024-05-05,MED002,SRV008,8,6.4
CONSO050493,2024-05-05,MED014,SRV008,4,88.0
CONSO050494,2024-05-05,MED002,SRV009,7,5.6
CONSO050495,2024-05-05,MED005,SRV009,6,19.2
CONSO050496,2024-05-05,MED017,SRV009,4,16.4
CONSO050497,2024-05-05,MED009,SRV009,4,7.2
CONSO050498,2024-05-05,MED010,SRV009,4,16.8
CONSO050499,2024-05-05,MED002,SRV010,8,6.4
CONSO050500,2024-05-05,MED022,SRV010,7,6.3
CONSO050501,2024-05-05,MED021,SRV010,6,6.6
CONSO050502,2024-05-05,MED001,SRV010,3,7.5
CONSO050503,2024-05-05,MED013,SRV010,4,27.2
CONSO050504,2024-05-05,MED014,SRV010,5,110.0
CONSO050505,2024-05-06,MED001,SRV001,8,20.0
CONSO050506,2024-05-06,MED002,SRV001,19,15.2
CONSO050507,2024-05-06,MED003,SRV001,11,13.2
CONSO050508,2024-05-06,MED011,SRV001,6,72.0
CONSO050509,2024-05-06,MED013,SRV001,5,34.0
CONSO050510,2024-05-06,MED019,SRV001,5,24.0
CONSO050511,2024-05-06,MED017,SRV001,3,12.3
CONSO050512,2024-05-06,MED005,SRV002,15,48.0
CONSO050513,2024-05-06,MED009,SRV002,11,19.8
CONSO050514,2024-05-06,MED010,SRV002,13,54.6
CONSO050515,2024-05-06,MED014,SRV002,9,198.0
CONSO050516,2024-05-06,MED025,SRV002,8,30.4
CONSO050517,2024-05-06,MED002,SRV002,6,4.8
CONSO050518,2024-05-06,MED020,SRV003,10,32.0
CONSO050519,2024-05-06,MED002,SRV003,9,7.2
CONSO050520,2024-05-06,MED015,SRV003,7,38.5
CONSO050521,2024-05-06,MED007,SRV003,11,93.5
CONSO050522,2024-05-06,MED022,SRV003,5,4.5
CONSO050523,2024-05-06,MED001,SRV003,5,12.5
CONSO050524,2024-05-06,MED011,SRV004,9,108.0
CONSO050525,2024-05-06,MED014,SRV004,11,242.0
CONSO050526,2024-05-06,MED012,SRV004,5,92.5
CONSO050527,2024-05-06,MED013,SRV004,5,34.0
CONSO050528,2024-05-06,MED002,SRV004,12,9.6
CONSO050529,2024-05-06,MED009,SRV004,5,9.0
CONSO050530,2024-05-06,MED004,SRV005,21,31.5
CONSO050531,2024-05-06,MED008,SRV005,17,765.0
CONSO050532,2024-05-06,MED005,SRV005,8,25.6
CONSO050533,2024-05-06,MED010,SRV005,7,29.4
CONSO050534,2024-05-06,MED002,SRV005,6,4.8
CONSO050535,2024-05-06,MED007,SRV006,17,144.5
CONSO050536,2024-05-06,MED001,SRV006,7,17.5
CONSO050537,2024-05-06,MED013,SRV006,6,40.8
CONSO050538,2024-05-06,MED015,SRV006,4,22.0
CONSO050539,2024-05-06,MED002,SRV006,7,5.6
CONSO050540,2024-05-06,MED012,SRV007,11,203.5
CONSO050541,2024-05-06,MED014,SRV007,11,242.0
CONSO050542,2024-05-06,MED013,SRV007,14,95.2
CONSO050543,2024-05-06,MED008,SRV007,9,405.0
CONSO050544,2024-05-06,MED023,SRV007,2,170.0
CONSO050545,2024-05-06,MED024,SRV007,4,140.0
CONSO050546,2024-05-06,MED011,SRV007,9,108.0
CONSO050547,2024-05-06,MED023,SRV008,5,425.0
CONSO050548,2024-05-06,MED013,SRV008,10,68.0
CONSO050549,2024-05-06,MED012,SRV008,5,92.5
CONSO050550,2024-05-06,MED024,SRV008,3,105.0
CONSO050551,2024-05-06,MED002,SRV008,8,6.4
CONSO050552,2024-05-06,MED014,SRV008,7,154.0
CONSO050553,2024-05-06,MED002,SRV009,9,7.2
CONSO050554,2024-05-06,MED005,SRV009,8,25.6
CONSO050555,2024-05-06,MED017,SRV009,7,28.7
CONSO050556,2024-05-06,MED009,SRV009,4,7.2
CONSO050557,2024-05-06,MED010,SRV009,7,29.4
CONSO050558,2024-05-06,MED002,SRV010,11,8.8
CONSO050559,2024-05-06,MED022,SRV010,11,9.9
CONSO050560,2024-05-06,MED021,SRV010,8,8.8
CONSO050561,2024-05-06,MED001,SRV010,6,15.0
CONSO050562,2024-05-06,MED013,SRV010,5,34.0
CONSO050563,2024-05-06,MED014,SRV010,7,154.0
CONSO050564,2024-05-07,MED001,SRV001,10,25.0
CONSO050565,2024-05-07,MED002,SRV001,17,13.6
CONSO050566,2024-05-07,MED003,SRV001,11,13.2
CONSO050567,2024-05-07,MED011,SRV001,7,84.0
CONSO050568,2024-05-07,MED013,SRV001,7,47.6
CONSO050569,2024-05-07,MED019,SRV001,3,14.4
CONSO050570,2024-05-07,MED017,SRV001,3,12.3
CONSO050571,2024-05-07,MED005,SRV002,14,44.8
CONSO050572,2024-05-07,MED009,SRV002,9,16.2
CONSO050573,2024-05-07,MED010,SRV002,13,54.6
CONSO050574,2024-05-07,MED014,SRV002,6,132.0
CONSO050575,2024-05-07,MED025,SRV002,7,26.6
CONSO050576,2024-05-07,MED002,SRV002,7,5.6
CONSO050577,2024-05-07,MED020,SRV003,13,41.6
CONSO050578,2024-05-07,MED002,SRV003,9,7.2
CONSO050579,2024-05-07,MED015,SRV003,6,33.0
CONSO050580,2024-05-07,MED007,SRV003,8,68.0
CONSO050581,2024-05-07,MED022,SRV003,6,5.4
CONSO050582,2024-05-07,MED001,SRV003,5,12.5
CONSO050583,2024-05-07,MED011,SRV004,9,108.0
CONSO050584,2024-05-07,MED014,SRV004,13,286.0
CONSO050585,2024-05-07,MED012,SRV004,5,92.5
CONSO050586,2024-05-07,MED013,SRV004,7,47.6
CONSO050587,2024-05-07,MED002,SRV004,9,7.2
CONSO050588,2024-05-07,MED009,SRV004,5,9.0
CONSO050589,2024-05-07,MED004,SRV005,16,24.0
CONSO050590,2024-05-07,MED008,SRV005,16,720.0
CONSO050591,2024-05-07,MED005,SRV005,10,32.0
CONSO050592,2024-05-07,MED010,SRV005,8,33.6
CONSO050593,2024-05-07,MED002,SRV005,5,4.0
CONSO050594,2024-05-07,MED007,SRV006,13,110.5
CONSO050595,2024-05-07,MED001,SRV006,6,15.0
CONSO050596,2024-05-07,MED013,SRV006,6,40.8
CONSO050597,2024-05-07,MED015,SRV006,5,27.5
CONSO050598,2024-05-07,MED002,SRV006,6,4.8
CONSO050599,2024-05-07,MED012,SRV007,12,222.0
CONSO050600,2024-05-07,MED014,SRV007,18,396.0
CONSO050601,2024-05-07,MED013,SRV007,12,81.6
CONSO050602,2024-05-07,MED008,SRV007,10,450.0
CONSO050603,2024-05-07,MED023,SRV007,2,170.0
CONSO050604,2024-05-07,MED024,SRV007,4,140.0
CONSO050605,2024-05-07,MED011,SRV007,6,72.0
CONSO050606,2024-05-07,MED023,SRV008,5,425.0
CONSO050607,2024-05-07,MED013,SRV008,10,68.0
CONSO050608,2024-05-07,MED012,SRV008,8,148.0
CONSO050609,2024-05-07,MED024,SRV008,5,175.0
CONSO050610,2024-05-07,MED002,SRV008,10,8.0
CONSO050611,2024-05-07,MED014,SRV008,6,132.0
CONSO050612,2024-05-07,MED002,SRV009,7,5.6
CONSO050613,2024-05-07,MED005,SRV009,6,19.2
CONSO050614,2024-05-07,MED017,SRV009,6,24.6
CONSO050615,2024-05-07,MED009,SRV009,5,9.0
CONSO050616,2024-05-07,MED010,SRV009,5,21.0
CONSO050617,2024-05-07,MED002,SRV010,10,8.0
CONSO050618,2024-05-07,MED022,SRV010,9,8.1
CONSO050619,2024-05-07,MED021,SRV010,6,6.6
CONSO050620,2024-05-07,MED001,SRV010,4,10.0
CONSO050621,2024-05-07,MED013,SRV010,6,40.8
CONSO050622,2024-05-07,MED014,SRV010,8,176.0
CONSO050623,2024-05-08,MED001,SRV001,7,17.5
CONSO050624,2024-05-08,MED002,SRV001,13,10.4
CONSO050625,2024-05-08,MED003,SRV001,11,13.2
CONSO050626,2024-05-08,MED011,SRV001,5,60.0
CONSO050627,2024-05-08,MED013,SRV001,8,54.4
CONSO050628,2024-05-08,MED019,SRV001,4,19.2
CONSO050629,2024-05-08,MED017,SRV001,3,12.3
CONSO050630,2024-05-08,MED005,SRV002,13,41.6
CONSO050631,2024-05-08,MED009,SRV002,8,14.4
CONSO050632,2024-05-08,MED010,SRV002,14,58.8
CONSO050633,2024-05-08,MED014,SRV002,8,176.0
CONSO050634,2024-05-08,MED025,SRV002,6,22.8
CONSO050635,2024-05-08,MED002,SRV002,8,6.4
CONSO050636,2024-05-08,MED020,SRV003,13,41.6
CONSO050637,2024-05-08,MED002,SRV003,9,7.2
CONSO050638,2024-05-08,MED015,SRV003,9,49.5
CONSO050639,2024-05-08,MED007,SRV003,9,76.5
CONSO050640,2024-05-08,MED022,SRV003,7,6.3
CONSO050641,2024-05-08,MED001,SRV003,5,12.5
CONSO050642,2024-05-08,MED011,SRV004,5,60.0
CONSO050643,2024-05-08,MED014,SRV004,9,198.0
CONSO050644,2024-05-08,MED012,SRV004,7,129.5
CONSO050645,2024-05-08,MED013,SRV004,6,40.8
CONSO050646,2024-05-08,MED002,SRV004,10,8.0
CONSO050647,2024-05-08,MED009,SRV004,5,9.0
CONSO050648,2024-05-08,MED004,SRV005,23,34.5
CONSO050649,2024-05-08,MED008,SRV005,13,585.0
CONSO050650,2024-05-08,MED005,SRV005,10,32.0
CONSO050651,2024-05-08,MED010,SRV005,7,29.4
CONSO050652,2024-05-08,MED002,SRV005,5,4.0
CONSO050653,2024-05-08,MED007,SRV006,11,93.5
CONSO050654,2024-05-08,MED001,SRV006,7,17.5
CONSO050655,2024-05-08,MED013,SRV006,6,40.8
CONSO050656,2024-05-08,MED015,SRV006,3,16.5
CONSO050657,2024-05-08,MED002,SRV006,6,4.8
CONSO050658,2024-05-08,MED012,SRV007,8,148.0
CONSO050659,2024-05-08,MED014,SRV007,10,220.0
CONSO050660,2024-05-08,MED013,SRV007,12,81.6
CONSO050661,2024-05-08,MED008,SRV007,10,450.0
CONSO050662,2024-05-08,MED023,SRV007,3,255.0
CONSO050663,2024-05-08,MED024,SRV007,3,105.0
CONSO050664,2024-05-08,MED011,SRV007,8,96.0
CONSO050665,2024-05-08,MED023,SRV008,6,510.0
CONSO050666,2024-05-08,MED013,SRV008,10,68.0
CONSO050667,2024-05-08,MED012,SRV008,7,129.5
CONSO050668,2024-05-08,MED024,SRV008,5,175.0
CONSO050669,2024-05-08,MED002,SRV008,9,7.2
CONSO050670,2024-05-08,MED014,SRV008,5,110.0
CONSO050671,2024-05-08,MED002,SRV009,9,7.2
CONSO050672,2024-05-08,MED005,SRV009,7,22.4
CONSO050673,2024-05-08,MED017,SRV009,6,24.6
CONSO050674,2024-05-08,MED009,SRV009,5,9.0
CONSO050675,2024-05-08,MED010,SRV009,5,21.0
CONSO050676,2024-05-08,MED002,SRV010,12,9.6
CONSO050677,2024-05-08,MED022,SRV010,8,7.2
CONSO050678,2024-05-08,MED021,SRV010,6,6.6
CONSO050679,2024-05-08,MED001,SRV010,7,17.5
CONSO050680,2024-05-08,MED013,SRV010,5,34.0
CONSO050681,2024-05-08,MED014,SRV010,7,154.0
CONSO050682,2024-05-09,MED001,SRV001,7,17.5
CONSO050683,2024-05-09,MED002,SRV001,18,14.4
CONSO050684,2024-05-09,MED003,SRV001,8,9.6
CONSO050685,2024-05-09,MED011,SRV001,7,84.0
CONSO050686,2024-05-09,MED013,SRV001,5,34.0
CONSO050687,2024-05-09,MED019,SRV001,5,24.0
CONSO050688,2024-05-09,MED017,SRV001,3,12.3
CONSO050689,2024-05-09,MED005,SRV002,12,38.4
CONSO050690,2024-05-09,MED009,SRV002,10,18.0
CONSO050691,2024-05-09,MED010,SRV002,16,67.2
CONSO050692,2024-05-09,MED014,SRV002,7,154.0
CONSO050693,2024-05-09,MED025,SRV002,7,26.6
CONSO050694,2024-05-09,MED002,SRV002,4,3.2
CONSO050695,2024-05-09,MED020,SRV003,13,41.6
CONSO050696,2024-05-09,MED002,SRV003,9,7.2
CONSO050697,2024-05-09,MED015,SRV003,7,38.5
CONSO050698,2024-05-09,MED007,SRV003,9,76.5
CONSO050699,2024-05-09,MED022,SRV003,6,5.4
CONSO050700,2024-05-09,MED001,SRV003,3,7.5
CONSO050701,2024-05-09,MED011,SRV004,12,144.0
CONSO050702,2024-05-09,MED014,SRV004,9,198.0
CONSO050703,2024-05-09,MED012,SRV004,5,92.5
CONSO050704,2024-05-09,MED013,SRV004,7,47.6
CONSO050705,2024-05-09,MED002,SRV004,10,8.0
CONSO050706,2024-05-09,MED009,SRV004,5,9.0
CONSO050707,2024-05-09,MED004,SRV005,23,34.5
CONSO050708,2024-05-09,MED008,SRV005,17,765.0
CONSO050709,2024-05-09,MED005,SRV005,10,32.0
CONSO050710,2024-05-09,MED010,SRV005,6,25.2
CONSO050711,2024-05-09,MED002,SRV005,3,2.4
CONSO050712,2024-05-09,MED007,SRV006,15,127.5
CONSO050713,2024-05-09,MED001,SRV006,9,22.5
CONSO050714,2024-05-09,MED013,SRV006,5,34.0
CONSO050715,2024-05-09,MED015,SRV006,4,22.0
CONSO050716,2024-05-09,MED002,SRV006,7,5.6
CONSO050717,2024-05-09,MED012,SRV007,10,185.0
CONSO050718,2024-05-09,MED014,SRV007,17,374.0
CONSO050719,2024-05-09,MED013,SRV007,15,102.0
CONSO050720,2024-05-09,MED008,SRV007,10,450.0
CONSO050721,2024-05-09,MED023,SRV007,3,255.0
CONSO050722,2024-05-09,MED024,SRV007,4,140.0
CONSO050723,2024-05-09,MED011,SRV007,6,72.0
CONSO050724,2024-05-09,MED023,SRV008,7,595.0
CONSO050725,2024-05-09,MED013,SRV008,9,61.2
CONSO050726,2024-05-09,MED012,SRV008,8,148.0
CONSO050727,2024-05-09,MED024,SRV008,3,105.0
CONSO050728,2024-05-09,MED002,SRV008,10,8.0
CONSO050729,2024-05-09,MED014,SRV008,5,110.0
CONSO050730,2024-05-09,MED002,SRV009,10,8.0
CONSO050731,2024-05-09,MED005,SRV009,7,22.4
CONSO050732,2024-05-09,MED017,SRV009,7,28.7
CONSO050733,2024-05-09,MED009,SRV009,4,7.2
CONSO050734,2024-05-09,MED010,SRV009,6,25.2
CONSO050735,2024-05-09,MED002,SRV010,14,11.2
CONSO050736,2024-05-09,MED022,SRV010,9,8.1
CONSO050737,2024-05-09,MED021,SRV010,7,7.7
CONSO050738,2024-05-09,MED001,SRV010,7,17.5
CONSO050739,2024-05-09,MED013,SRV010,4,27.2
CONSO050740,2024-05-09,MED014,SRV010,5,110.0
CONSO050741,2024-05-10,MED001,SRV001,9,22.5
CONSO050742,2024-05-10,MED002,SRV001,13,10.4
CONSO050743,2024-05-10,MED003,SRV001,12,14.4
CONSO050744,2024-05-10,MED011,SRV001,8,96.0
CONSO050745,2024-05-10,MED013,SRV001,6,40.8
CONSO050746,2024-05-10,MED019,SRV001,6,28.8
CONSO050747,2024-05-10,MED017,SRV001,4,16.4
CONSO050748,2024-05-10,MED005,SRV002,15,48.0
CONSO050749,2024-05-10,MED009,SRV002,6,10.8
CONSO050750,2024-05-10,MED010,SRV002,13,54.6
CONSO050751,2024-05-10,MED014,SRV002,6,132.0
CONSO050752,2024-05-10,MED025,SRV002,7,26.6
CONSO050753,2024-05-10,MED002,SRV002,6,4.8
CONSO050754,2024-05-10,MED020,SRV003,13,41.6
CONSO050755,2024-05-10,MED002,SRV003,10,8.0
CONSO050756,2024-05-10,MED015,SRV003,10,55.0
CONSO050757,2024-05-10,MED007,SRV003,9,76.5
CONSO050758,2024-05-10,MED022,SRV003,5,4.5
CONSO050759,2024-05-10,MED001,SRV003,5,12.5
CONSO050760,2024-05-10,MED011,SRV004,9,108.0
CONSO050761,2024-05-10,MED014,SRV004,15,330.0
CONSO050762,2024-05-10,MED012,SRV004,7,129.5
CONSO050763,2024-05-10,MED013,SRV004,8,54.4
CONSO050764,2024-05-10,MED002,SRV004,8,6.4
CONSO050765,2024-05-10,MED009,SRV004,4,7.2
CONSO050766,2024-05-10,MED004,SRV005,27,40.5
CONSO050767,2024-05-10,MED008,SRV005,19,855.0
CONSO050768,2024-05-10,MED005,SRV005,10,32.0
CONSO050769,2024-05-10,MED010,SRV005,7,29.4
CONSO050770,2024-05-10,MED002,SRV005,5,4.0
CONSO050771,2024-05-10,MED007,SRV006,12,102.0
