contact_id,client_id,campagne_source_id,canal_acquisition,date_acquisition,pays,segment,nb_achats,ltv_fcfa,dernier_achat_date,statut_crm
CNT0007194,CLI017,CAM00235,Email,2023-09-04,Côte d'Ivoire,Prospect,6,122112,2024-08-08,Inactif
CNT0007195,CLI021,CAM00308,SMS,2023-05-28,Mali,Client dormant,2,101210,2024-03-20,Actif
CNT0007196,CLI017,CAM00242,Email,2022-07-08,Sénégal,Client actif,4,22716,2022-11-28,Inactif
CNT0007197,CLI010,CAM00106,Email,2022-12-19,Burkina Faso,Client dormant,6,215508,2023-04-28,Perdu
CNT0007198,CLI007,CAM00056,Google,2024-03-13,Burkina Faso,Client actif,3,158184,2025-01-26,Inactif
CNT0007199,CLI010,CAM00099,SMS,2022-12-12,Côte d'Ivoire,Client dormant,1,45988,2023-07-15,Inactif
CNT0007200,CLI015,CAM00194,SMS,2023-01-22,Burkina Faso,Nouveau client,2,98066,2023-10-04,Inactif
CNT0007201,CLI013,CAM00153,Email,2023-08-27,Burkina Faso,Nouveau client,8,468160,2024-04-10,Inactif
CNT0007202,CLI017,CAM00249,Google,2023-05-08,Cameroun,Client actif,4,175644,2023-07-17,Inactif
CNT0007203,CLI010,CAM00103,SMS,2024-05-12,Cameroun,Client actif,6,59178,2024-11-14,Inactif
CNT0007204,CLI012,CAM00126,Facebook,2022-07-02,Côte d'Ivoire,Client actif,8,373336,2022-07-20,Actif
CNT0007205,CLI012,CAM00137,SMS,2024-05-11,Sénégal,Client dormant,8,419944,2024-12-11,Perdu
CNT0007206,CLI010,CAM00109,Email,2023-05-19,Sénégal,Prospect,7,540498,2023-11-20,Inactif
CNT0007207,CLI017,CAM00240,Email,2022-10-10,Sénégal,Client dormant,5,298885,2022-11-07,Perdu
CNT0007208,CLI015,CAM00197,Email,2024-01-10,Burkina Faso,Nouveau client,8,150448,2024-01-11,Inactif
CNT0007209,CLI017,CAM00226,SMS,2023-03-11,Mali,Prospect,6,342804,2024-01-21,Actif
CNT0007210,CLI010,CAM00091,SMS,2024-01-20,Cameroun,Nouveau client,7,145943,2024-08-10,Actif
CNT0007211,CLI015,CAM00189,Google,2023-03-21,Cameroun,Client actif,8,498144,2023-12-11,Perdu
CNT0007212,CLI011,CAM00117,Email,2023-07-08,Côte d'Ivoire,Prospect,1,22103,2023-09-26,Actif
CNT0007213,CLI018,CAM00259,Google,2023-10-29,Côte d'Ivoire,Client actif,6,320124,2024-09-01,Perdu
CNT0007214,CLI013,CAM00155,Email,2024-03-16,Cameroun,Client actif,8,226824,2024-12-07,Actif
CNT0007215,CLI012,CAM00137,SMS,2024-05-17,Sénégal,Client actif,4,224580,2025-03-08,Perdu
CNT0007216,CLI015,CAM00197,Email,2024-01-08,Burkina Faso,Client dormant,0,0,,Actif
CNT0007217,CLI016,CAM00199,Email,2022-11-20,Côte d'Ivoire,Client dormant,8,396248,2023-05-20,Actif
CNT0007218,CLI017,CAM00231,Email,2023-03-19,Burkina Faso,Client dormant,1,17489,2023-03-21,Inactif
CNT0007219,CLI015,CAM00196,Email,2023-10-28,Côte d'Ivoire,Prospect,0,0,,Perdu
CNT0007220,CLI018,CAM00262,SMS,2024-02-08,Cameroun,Client dormant,2,60408,2024-07-19,Inactif
CNT0007221,CLI012,CAM00133,SMS,2023-05-11,Côte d'Ivoire,Client actif,6,230394,2023-12-26,Inactif
CNT0007222,CLI017,CAM00226,SMS,2023-03-10,Mali,Client dormant,7,345674,2023-09-18,Actif
CNT0007223,CLI018,CAM00251,Facebook,2022-10-07,Burkina Faso,Nouveau client,5,392290,2022-10-24,Inactif
CNT0007224,CLI017,CAM00225,Email,2024-01-21,Burkina Faso,Nouveau client,3,221109,2024-02-27,Perdu
CNT0007225,CLI008,CAM00075,Email,2022-07-13,Sénégal,Client dormant,0,0,,Perdu
CNT0007226,CLI017,CAM00241,Email,2023-07-30,Burkina Faso,Client dormant,5,80055,2024-08-20,Inactif
CNT0007227,CLI010,CAM00096,Email,2023-10-04,Sénégal,Client dormant,4,78356,2024-07-28,Inactif
CNT0007228,CLI011,CAM00113,Email,2022-06-23,Mali,Client dormant,4,76780,2023-05-24,Actif
CNT0007229,CLI015,CAM00183,Email,2022-10-17,Mali,Client dormant,4,250140,2023-03-21,Perdu
CNT0007230,CLI016,CAM00201,SMS,2023-06-24,Burkina Faso,Client dormant,4,29684,2024-05-10,Inactif
CNT0007231,CLI010,CAM00099,SMS,2022-12-06,Côte d'Ivoire,Nouveau client,1,34227,2023-12-24,Inactif
CNT0007232,CLI015,CAM00183,Email,2022-10-03,Mali,Client dormant,5,305310,2023-08-06,Actif
CNT0007233,CLI016,CAM00205,Email,2022-12-15,Burkina Faso,Client actif,7,556367,2024-01-16,Perdu
CNT0007234,CLI017,CAM00246,SMS,2023-08-13,Côte d'Ivoire,Nouveau client,2,96634,2024-09-02,Perdu
CNT0007235,CLI015,CAM00196,Email,2023-10-30,Côte d'Ivoire,Nouveau client,7,353465,2023-12-17,Inactif
CNT0007236,CLI012,CAM00131,Email,2023-11-18,Burkina Faso,Nouveau client,0,0,,Inactif
CNT0007237,CLI017,CAM00234,Facebook,2024-02-25,Burkina Faso,Client actif,8,405640,2024-05-16,Actif
CNT0007238,CLI015,CAM00188,Email,2023-02-16,Sénégal,Prospect,7,299313,2024-03-02,Actif
CNT0007239,CLI017,CAM00231,Email,2023-03-23,Burkina Faso,Nouveau client,2,93348,2023-04-28,Actif
CNT0007240,CLI023,CAM00339,SMS,2022-06-14,Sénégal,Nouveau client,8,163776,2022-12-26,Actif
CNT0007241,CLI006,CAM00045,Email,2022-11-23,Côte d'Ivoire,Client actif,7,122948,2023-01-05,Perdu
CNT0007242,CLI007,CAM00057,Email,2024-05-17,Ghana,Client dormant,7,229509,2024-05-21,Actif
CNT0007243,CLI012,CAM00131,Email,2023-12-23,Burkina Faso,Nouveau client,5,151710,2024-06-19,Actif
CNT0007244,CLI012,CAM00144,Email,2023-06-07,Mali,Client dormant,2,66676,2024-06-30,Perdu
CNT0007245,CLI017,CAM00231,Email,2023-03-28,Burkina Faso,Client dormant,6,333210,2023-11-17,Actif
CNT0007246,CLI017,CAM00246,SMS,2023-08-17,Côte d'Ivoire,Client dormant,6,260376,2024-08-30,Actif
CNT0007247,CLI015,CAM00190,SMS,2023-10-22,Burkina Faso,Client actif,8,345784,2024-08-12,Actif
CNT0007248,CLI015,CAM00184,SMS,2023-11-05,Côte d'Ivoire,Client dormant,5,64650,2024-06-04,Perdu
CNT0007249,CLI012,CAM00128,Facebook,2022-08-30,Burkina Faso,Prospect,1,78844,2022-09-29,Inactif
CNT0007250,CLI017,CAM00236,Email,2024-04-18,Burkina Faso,Client actif,4,222580,2025-05-07,Inactif
CNT0007251,CLI018,CAM00253,SMS,2023-03-14,Mali,Prospect,4,144744,2023-11-02,Inactif
CNT0007252,CLI015,CAM00196,Email,2023-10-27,Côte d'Ivoire,Nouveau client,2,132268,2023-11-07,Inactif
CNT0007253,CLI015,CAM00190,SMS,2023-10-20,Burkina Faso,Client dormant,1,51565,2023-11-05,Inactif
CNT0007254,CLI012,CAM00144,Email,2023-06-10,Mali,Client dormant,1,11404,2024-04-08,Inactif
CNT0007255,CLI022,CAM00320,Facebook,2022-08-11,Sénégal,Client actif,1,65167,2023-04-28,Inactif
CNT0007256,CLI016,CAM00206,SMS,2022-10-29,Burkina Faso,Client dormant,7,122388,2023-04-23,Perdu
CNT0007257,CLI004,CAM00032,SMS,2023-03-13,Burkina Faso,Prospect,6,229560,2023-11-23,Actif
CNT0007258,CLI005,CAM00039,SMS,2023-04-22,Côte d'Ivoire,Nouveau client,2,58284,2024-03-28,Actif
CNT0007259,CLI012,CAM00131,Email,2023-11-22,Burkina Faso,Client actif,1,5400,2024-05-02,Perdu
CNT0007260,CLI015,CAM00190,SMS,2023-10-02,Burkina Faso,Prospect,5,36095,2023-12-21,Inactif
CNT0007261,CLI010,CAM00100,Facebook,2023-07-05,Sénégal,Prospect,4,261680,2024-05-29,Actif
CNT0007262,CLI010,CAM00102,Email,2023-10-15,Cameroun,Client dormant,2,63494,2024-02-27,Inactif
CNT0007263,CLI016,CAM00199,Email,2022-11-23,Côte d'Ivoire,Nouveau client,0,0,,Perdu
CNT0007264,CLI012,CAM00128,Facebook,2022-08-25,Burkina Faso,Prospect,1,7435,2023-07-02,Inactif
CNT0007265,CLI015,CAM00197,Email,2023-12-24,Burkina Faso,Client dormant,8,164984,2024-09-27,Perdu
CNT0007266,CLI020,CAM00293,Email,2022-09-26,Ghana,Client dormant,0,0,,Actif
CNT0007267,CLI015,CAM00197,Email,2023-12-31,Burkina Faso,Prospect,2,154012,2024-07-01,Perdu
CNT0007268,CLI012,CAM00146,Google,2022-12-09,Ghana,Client dormant,5,291580,2023-06-14,Inactif
CNT0007269,CLI006,CAM00045,Email,2022-11-30,Côte d'Ivoire,Nouveau client,8,591064,2023-05-26,Actif
CNT0007270,CLI010,CAM00099,SMS,2022-11-10,Côte d'Ivoire,Nouveau client,6,440070,2023-12-05,Perdu
CNT0007271,CLI010,CAM00103,SMS,2024-05-08,Cameroun,Nouveau client,4,122964,2024-06-06,Actif
CNT0007272,CLI017,CAM00238,Facebook,2023-01-08,Mali,Client dormant,8,312264,2023-12-18,Perdu
CNT0007273,CLI015,CAM00194,SMS,2023-01-13,Burkina Faso,Prospect,5,39420,2023-11-28,Inactif
CNT0007274,CLI015,CAM00197,Email,2023-12-29,Burkina Faso,Nouveau client,8,556080,2025-01-30,Perdu
CNT0007275,CLI015,CAM00197,Email,2024-01-04,Burkina Faso,Prospect,0,0,,Inactif
CNT0007276,CLI012,CAM00126,Facebook,2022-06-23,Côte d'Ivoire,Client actif,2,96642,2022-10-30,Actif
CNT0007277,CLI023,CAM00342,Email,2022-09-24,Ghana,Client dormant,3,157569,2023-09-29,Perdu
CNT0007278,CLI012,CAM00139,Email,2023-05-08,Cameroun,Prospect,6,305646,2023-06-05,Perdu
CNT0007279,CLI012,CAM00140,Email,2024-01-12,Ghana,Prospect,6,412458,2025-02-03,Perdu
CNT0007280,CLI015,CAM00196,Email,2023-10-22,Côte d'Ivoire,Nouveau client,0,0,,Inactif
CNT0007281,CLI020,CAM00287,Email,2023-10-11,Burkina Faso,Client dormant,7,47845,2024-10-24,Perdu
CNT0007282,CLI018,CAM00265,Email,2023-01-29,Côte d'Ivoire,Client dormant,0,0,,Perdu
CNT0007283,CLI015,CAM00182,SMS,2023-12-16,Burkina Faso,Nouveau client,4,266924,2024-11-03,Perdu
CNT0007284,CLI010,CAM00109,Email,2023-05-09,Sénégal,Client actif,2,17038,2024-03-23,Perdu
CNT0007285,CLI016,CAM00213,SMS,2023-09-27,Burkina Faso,Nouveau client,8,562728,2024-05-05,Actif
CNT0007286,CLI010,CAM00102,Email,2023-10-16,Cameroun,Nouveau client,6,311742,2024-07-05,Perdu
CNT0007287,CLI021,CAM00303,SMS,2023-10-31,Côte d'Ivoire,Client actif,8,425200,2024-11-15,Actif
CNT0007288,CLI015,CAM00183,Email,2022-09-24,Mali,Client dormant,0,0,,Inactif
CNT0007289,CLI015,CAM00188,Email,2023-02-12,Sénégal,Client actif,2,66880,2023-10-24,Actif
CNT0007290,CLI017,CAM00231,Email,2023-03-29,Burkina Faso,Nouveau client,5,67030,2024-01-18,Actif
CNT0007291,CLI020,CAM00290,Email,2024-04-30,Sénégal,Client dormant,5,286385,2024-08-10,Perdu
CNT0007292,CLI018,CAM00264,Google,2022-07-04,Ghana,Nouveau client,7,59024,2022-10-24,Inactif
CNT0007293,CLI006,CAM00054,Email,2023-06-23,Burkina Faso,Client actif,3,46188,2023-08-03,Inactif
CNT0007294,CLI010,CAM00091,SMS,2024-01-17,Cameroun,Client dormant,0,0,,Actif
CNT0007295,CLI017,CAM00231,Email,2023-03-26,Burkina Faso,Nouveau client,0,0,,Perdu
CNT0007296,CLI006,CAM00054,Email,2023-05-28,Burkina Faso,Prospect,7,99232,2024-06-18,Actif
CNT0007297,CLI011,CAM00117,Email,2023-07-04,Côte d'Ivoire,Client dormant,5,295630,2024-07-25,Actif
CNT0007298,CLI017,CAM00238,Facebook,2023-01-11,Mali,Client dormant,0,0,,Perdu
CNT0007299,CLI010,CAM00091,SMS,2023-12-29,Cameroun,Client dormant,5,35445,2024-02-12,Actif
CNT0007300,CLI010,CAM00091,SMS,2024-01-18,Cameroun,Client dormant,2,74900,2025-01-05,Actif
CNT0007301,CLI013,CAM00159,Facebook,2022-08-04,Côte d'Ivoire,Client actif,8,546736,2023-05-19,Inactif
CNT0007302,CLI017,CAM00226,SMS,2023-03-11,Mali,Client actif,3,207537,2023-11-25,Actif
CNT0007303,CLI009,CAM00086,Email,2023-11-02,Ghana,Prospect,0,0,,Perdu
CNT0007304,CLI020,CAM00286,Email,2023-09-21,Côte d'Ivoire,Prospect,5,50455,2024-07-18,Inactif
CNT0007305,CLI015,CAM00183,Email,2022-09-30,Mali,Prospect,4,180416,2023-08-16,Perdu
CNT0007306,CLI017,CAM00246,SMS,2023-08-18,Côte d'Ivoire,Nouveau client,7,451507,2023-09-30,Inactif
CNT0007307,CLI013,CAM00158,Email,2022-11-15,Mali,Client dormant,5,104040,2022-11-24,Actif
CNT0007308,CLI016,CAM00216,SMS,2022-06-14,Cameroun,Client dormant,1,23582,2023-03-22,Perdu
CNT0007309,CLI012,CAM00143,Email,2023-01-08,Burkina Faso,Prospect,2,112914,2023-09-03,Perdu
CNT0007310,CLI018,CAM00250,Email,2024-05-06,Ghana,Nouveau client,0,0,,Inactif
CNT0007311,CLI017,CAM00226,SMS,2023-03-04,Mali,Prospect,0,0,,Perdu
CNT0007312,CLI016,CAM00205,Email,2022-12-13,Burkina Faso,Client dormant,2,94712,2023-04-15,Perdu
CNT0007313,CLI015,CAM00197,Email,2024-01-07,Burkina Faso,Nouveau client,4,115204,2024-08-14,Actif
CNT0007314,CLI012,CAM00144,Email,2023-06-02,Mali,Prospect,0,0,,Perdu
CNT0007315,CLI023,CAM00333,SMS,2023-10-28,Burkina Faso,Client actif,2,99446,2024-06-22,Inactif
CNT0007316,CLI018,CAM00258,Facebook,2022-08-30,Sénégal,Prospect,4,190424,2023-08-18,Inactif
CNT0007317,CLI012,CAM00151,Google,2022-09-13,Cameroun,Nouveau client,4,152320,2023-09-01,Inactif
CNT0007318,CLI015,CAM00187,Email,2022-10-04,Côte d'Ivoire,Client dormant,3,57708,2023-08-27,Inactif
CNT0007319,CLI015,CAM00187,Email,2022-09-17,Côte d'Ivoire,Prospect,0,0,,Inactif
CNT0007320,CLI015,CAM00190,SMS,2023-10-20,Burkina Faso,Nouveau client,8,156848,2023-12-16,Actif
CNT0007321,CLI016,CAM00212,Google,2023-10-08,Cameroun,Client actif,5,281805,2024-02-25,Actif
CNT0007322,CLI007,CAM00062,SMS,2022-07-07,Mali,Prospect,6,163860,2022-07-24,Inactif
CNT0007323,CLI010,CAM00109,Email,2023-05-21,Sénégal,Prospect,3,47958,2023-12-09,Inactif
CNT0007324,CLI019,CAM00277,Email,2023-05-26,Cameroun,Client actif,1,29309,2024-05-02,Perdu
CNT0007325,CLI016,CAM00216,SMS,2022-06-07,Cameroun,Prospect,1,51948,2023-04-28,Actif
CNT0007326,CLI010,CAM00091,SMS,2023-12-16,Cameroun,Prospect,0,0,,Perdu
CNT0007327,CLI020,CAM00290,Email,2024-04-25,Sénégal,Client dormant,0,0,,Actif
CNT0007328,CLI021,CAM00308,SMS,2023-05-27,Mali,Nouveau client,8,236688,2023-05-29,Actif
CNT0007329,CLI020,CAM00290,Email,2024-05-13,Sénégal,Client dormant,0,0,,Inactif
CNT0007330,CLI017,CAM00226,SMS,2023-03-23,Mali,Client dormant,7,522361,2023-07-01,Inactif
CNT0007331,CLI015,CAM00178,Facebook,2022-09-04,Cameroun,Nouveau client,1,36097,2023-06-12,Actif
CNT0007332,CLI020,CAM00290,Email,2024-05-02,Sénégal,Client dormant,7,182329,2024-11-27,Inactif
CNT0007333,CLI012,CAM00133,SMS,2023-06-20,Côte d'Ivoire,Client dormant,8,500752,2024-05-04,Inactif
CNT0007334,CLI006,CAM00055,Email,2023-12-18,Ghana,Prospect,1,6356,2024-01-28,Perdu
CNT0007335,CLI012,CAM00144,Email,2023-05-31,Mali,Client dormant,4,241272,2024-01-03,Inactif
CNT0007336,CLI015,CAM00190,SMS,2023-10-28,Burkina Faso,Client dormant,4,178144,2024-10-11,Perdu
CNT0007337,CLI017,CAM00225,Email,2024-01-22,Burkina Faso,Client actif,4,151456,2024-07-11,Inactif
CNT0007338,CLI023,CAM00331,Google,2023-10-24,Sénégal,Client dormant,1,45183,2024-10-09,Perdu
CNT0007339,CLI018,CAM00250,Email,2024-05-13,Ghana,Nouveau client,0,0,,Perdu
CNT0007340,CLI022,CAM00321,Email,2023-08-06,Burkina Faso,Client dormant,7,462847,2024-05-20,Perdu
CNT0007341,CLI012,CAM00134,Email,2024-02-21,Côte d'Ivoire,Client dormant,0,0,,Perdu
CNT0007342,CLI018,CAM00262,SMS,2024-02-09,Cameroun,Prospect,2,27594,2024-08-01,Perdu
CNT0007343,CLI023,CAM00330,SMS,2023-08-07,Cameroun,Client dormant,3,206397,2024-09-03,Actif
CNT0007344,CLI010,CAM00109,Email,2023-05-15,Sénégal,Client actif,7,277592,2024-02-09,Perdu
CNT0007345,CLI010,CAM00109,Email,2023-05-06,Sénégal,Client dormant,5,119230,2024-05-23,Perdu
CNT0007346,CLI015,CAM00182,SMS,2023-12-19,Burkina Faso,Client dormant,7,503713,2024-04-04,Inactif
CNT0007347,CLI016,CAM00201,SMS,2023-07-05,Burkina Faso,Nouveau client,7,164031,2024-07-25,Perdu
CNT0007348,CLI017,CAM00249,Google,2023-05-06,Cameroun,Client dormant,7,542157,2023-12-24,Inactif
CNT0007349,CLI018,CAM00265,Email,2023-02-04,Côte d'Ivoire,Nouveau client,7,368627,2023-08-20,Inactif
CNT0007350,CLI012,CAM00144,Email,2023-06-10,Mali,Prospect,3,140724,2023-10-31,Actif
CNT0007351,CLI015,CAM00197,Email,2024-01-16,Burkina Faso,Prospect,3,146388,2024-02-21,Inactif
CNT0007352,CLI012,CAM00134,Email,2024-02-22,Côte d'Ivoire,Nouveau client,5,153950,2024-12-24,Perdu
CNT0007353,CLI011,CAM00118,Email,2023-01-17,Sénégal,Client dormant,2,140412,2024-01-17,Perdu
CNT0007354,CLI012,CAM00144,Email,2023-06-02,Mali,Nouveau client,7,65534,2024-06-25,Actif
CNT0007355,CLI015,CAM00197,Email,2023-12-31,Burkina Faso,Nouveau client,7,110187,2024-03-18,Perdu
CNT0007356,CLI010,CAM00099,SMS,2022-12-04,Côte d'Ivoire,Client dormant,0,0,,Inactif
CNT0007357,CLI015,CAM00183,Email,2022-10-03,Mali,Prospect,2,92822,2023-09-29,Perdu
CNT0007358,CLI006,CAM00045,Email,2022-11-29,Côte d'Ivoire,Client dormant,6,363366,2023-06-15,Actif
CNT0007359,CLI011,CAM00117,Email,2023-07-10,Côte d'Ivoire,Client actif,6,32610,2024-01-23,Inactif
CNT0007360,CLI015,CAM00184,SMS,2023-11-03,Côte d'Ivoire,Prospect,4,215544,2023-12-04,Actif
CNT0007361,CLI012,CAM00144,Email,2023-06-10,Mali,Prospect,5,229275,2024-01-14,Actif
CNT0007362,CLI012,CAM00144,Email,2023-06-04,Mali,Client actif,5,376185,2023-11-08,Actif
CNT0007363,CLI012,CAM00131,Email,2023-11-25,Burkina Faso,Client dormant,7,171745,2024-03-16,Inactif
CNT0007364,CLI016,CAM00217,SMS,2023-09-24,Sénégal,Client dormant,7,368291,2024-09-05,Perdu
CNT0007365,CLI017,CAM00245,Facebook,2023-05-04,Sénégal,Client actif,4,278472,2023-11-11,Actif
CNT0007366,CLI015,CAM00197,Email,2024-01-15,Burkina Faso,Nouveau client,4,105492,2024-05-12,Inactif
CNT0007367,CLI008,CAM00069,SMS,2023-11-04,Sénégal,Client actif,4,154224,2024-04-12,Perdu
CNT0007368,CLI020,CAM00292,SMS,2024-02-21,Sénégal,Nouveau client,4,178040,2025-02-26,Perdu
CNT0007369,CLI010,CAM00099,SMS,2022-11-24,Côte d'Ivoire,Nouveau client,8,500800,2023-10-16,Inactif
CNT0007370,CLI016,CAM00214,Email,2022-11-20,Côte d'Ivoire,Client dormant,1,65883,2023-06-09,Actif
CNT0007371,CLI017,CAM00237,Google,2022-07-31,Cameroun,Client actif,8,182680,2023-02-24,Perdu
CNT0007372,CLI022,CAM00318,Email,2023-03-14,Côte d'Ivoire,Prospect,6,317808,2023-08-20,Actif
CNT0007373,CLI015,CAM00177,Facebook,2023-11-19,Burkina Faso,Client dormant,3,58881,2024-11-05,Inactif
CNT0007374,CLI012,CAM00144,Email,2023-06-07,Mali,Prospect,0,0,,Inactif
CNT0007375,CLI010,CAM00103,SMS,2024-05-10,Cameroun,Client actif,4,253116,2024-06-23,Perdu
CNT0007376,CLI011,CAM00121,Email,2022-10-31,Mali,Client dormant,6,421566,2023-11-23,Actif
CNT0007377,CLI008,CAM00080,Facebook,2023-12-09,Côte d'Ivoire,Client actif,4,137092,2024-07-05,Actif
CNT0007378,CLI007,CAM00059,SMS,2023-02-07,Sénégal,Prospect,4,185492,2023-12-22,Perdu
CNT0007379,CLI015,CAM00188,Email,2023-02-15,Sénégal,Client actif,1,42287,2023-12-02,Inactif
CNT0007380,CLI016,CAM00201,SMS,2023-06-23,Burkina Faso,Client dormant,4,56736,2023-09-04,Actif
CNT0007381,CLI006,CAM00052,SMS,2023-03-23,Côte d'Ivoire,Prospect,5,272595,2023-10-18,Perdu
CNT0007382,CLI018,CAM00250,Email,2024-05-10,Ghana,Nouveau client,2,147726,2024-06-10,Actif
CNT0007383,CLI017,CAM00242,Email,2022-07-09,Sénégal,Nouveau client,1,9706,2023-02-08,Inactif
CNT0007384,CLI008,CAM00073,Facebook,2023-12-10,Côte d'Ivoire,Nouveau client,3,182937,2024-01-22,Perdu
CNT0007385,CLI017,CAM00231,Email,2023-03-16,Burkina Faso,Client dormant,2,118238,2023-09-25,Perdu
CNT0007386,CLI015,CAM00193,SMS,2023-10-19,Burkina Faso,Prospect,4,138996,2023-11-14,Perdu
CNT0007387,CLI009,CAM00086,Email,2023-11-01,Ghana,Client dormant,0,0,,Inactif
CNT0007388,CLI015,CAM00197,Email,2024-01-03,Burkina Faso,Client dormant,2,117504,2024-05-28,Inactif
CNT0007389,CLI016,CAM00214,Email,2022-11-23,Côte d'Ivoire,Client actif,1,56376,2023-11-06,Perdu
CNT0007390,CLI017,CAM00246,SMS,2023-08-12,Côte d'Ivoire,Prospect,2,153464,2023-09-05,Perdu
CNT0007391,CLI015,CAM00195,SMS,2023-07-31,Ghana,Client dormant,3,112791,2023-11-13,Inactif
CNT0007392,CLI019,CAM00275,SMS,2023-11-09,Burkina Faso,Client actif,7,479255,2024-09-19,Actif
CNT0007393,CLI012,CAM00137,SMS,2024-04-23,Sénégal,Prospect,1,51818,2024-09-25,Perdu
CNT0007394,CLI021,CAM00303,SMS,2023-11-03,Côte d'Ivoire,Prospect,4,178660,2023-12-30,Perdu
CNT0007395,CLI012,CAM00140,Email,2023-12-07,Ghana,Client dormant,1,7725,2024-03-16,Inactif
CNT0007396,CLI011,CAM00117,Email,2023-07-06,Côte d'Ivoire,Client actif,3,191526,2024-06-15,Inactif
CNT0007397,CLI006,CAM00045,Email,2022-11-28,Côte d'Ivoire,Prospect,3,193500,2023-07-23,Actif
CNT0007398,CLI023,CAM00342,Email,2022-09-22,Ghana,Prospect,8,503720,2022-11-05,Inactif
CNT0007399,CLI010,CAM00106,Email,2022-11-24,Burkina Faso,Prospect,2,32682,2023-03-16,Inactif
CNT0007400,CLI017,CAM00228,Facebook,2022-12-26,Côte d'Ivoire,Nouveau client,6,418626,2023-01-22,Actif
CNT0007401,CLI021,CAM00308,SMS,2023-05-23,Mali,Client dormant,5,30160,2023-11-23,Perdu
CNT0007402,CLI021,CAM00301,Email,2022-12-16,Ghana,Prospect,4,236496,2023-01-24,Actif
CNT0007403,CLI020,CAM00293,Email,2022-09-24,Ghana,Client dormant,2,94404,2022-12-18,Perdu
CNT0007404,CLI010,CAM00102,Email,2023-10-07,Cameroun,Client actif,5,231520,2024-06-12,Perdu
CNT0007405,CLI010,CAM00102,Email,2023-10-08,Cameroun,Prospect,3,206457,2024-07-19,Perdu
CNT0007406,CLI006,CAM00054,Email,2023-05-30,Burkina Faso,Client dormant,8,540920,2024-04-14,Actif
CNT0007407,CLI015,CAM00184,SMS,2023-11-01,Côte d'Ivoire,Prospect,8,146080,2024-07-12,Actif
CNT0007408,CLI006,CAM00054,Email,2023-05-28,Burkina Faso,Nouveau client,1,74252,2024-04-27,Inactif
CNT0007409,CLI023,CAM00342,Email,2022-09-17,Ghana,Nouveau client,4,25800,2023-04-14,Actif
CNT0007410,CLI017,CAM00241,Email,2023-08-03,Burkina Faso,Client actif,4,162072,2023-12-31,Inactif
CNT0007411,CLI010,CAM00102,Email,2023-09-30,Cameroun,Nouveau client,0,0,,Actif
CNT0007412,CLI017,CAM00246,SMS,2023-08-18,Côte d'Ivoire,Client dormant,4,57636,2024-07-15,Perdu
CNT0007413,CLI017,CAM00246,SMS,2023-08-08,Côte d'Ivoire,Client dormant,1,19093,2024-06-20,Perdu
CNT0007414,CLI017,CAM00231,Email,2023-03-26,Burkina Faso,Client dormant,0,0,,Perdu
CNT0007415,CLI012,CAM00131,Email,2023-12-14,Burkina Faso,Client actif,8,251512,2024-09-08,Inactif
CNT0007416,CLI018,CAM00265,Email,2023-02-08,Côte d'Ivoire,Nouveau client,6,85302,2023-08-03,Actif
CNT0007417,CLI012,CAM00131,Email,2023-12-11,Burkina Faso,Nouveau client,3,90588,2024-12-29,Actif
CNT0007418,CLI006,CAM00052,SMS,2023-04-01,Côte d'Ivoire,Prospect,0,0,,Actif
CNT0007419,CLI017,CAM00242,Email,2022-07-27,Sénégal,Nouveau client,1,64157,2023-08-17,Inactif
CNT0007420,CLI017,CAM00231,Email,2023-03-30,Burkina Faso,Client dormant,4,286320,2023-06-08,Perdu
CNT0007421,CLI017,CAM00239,Facebook,2022-11-15,Cameroun,Prospect,0,0,,Perdu
CNT0007422,CLI012,CAM00146,Google,2022-12-10,Ghana,Prospect,1,41054,2023-09-15,Perdu
CNT0007423,CLI018,CAM00265,Email,2023-02-01,Côte d'Ivoire,Prospect,4,29040,2023-06-05,Inactif
CNT0007424,CLI011,CAM00115,Facebook,2023-11-06,Burkina Faso,Client dormant,5,201085,2024-08-06,Inactif
CNT0007425,CLI023,CAM00339,SMS,2022-06-22,Sénégal,Nouveau client,0,0,,Actif
CNT0007426,CLI016,CAM00205,Email,2022-12-17,Burkina Faso,Client actif,0,0,,Actif
CNT0007427,CLI006,CAM00045,Email,2022-12-05,Côte d'Ivoire,Client dormant,3,121914,2023-07-08,Perdu
CNT0007428,CLI008,CAM00077,SMS,2023-08-22,Ghana,Client actif,8,508040,2024-01-12,Perdu
CNT0007429,CLI010,CAM00109,Email,2023-04-27,Sénégal,Prospect,5,168470,2023-12-08,Inactif
CNT0007430,CLI015,CAM00183,Email,2022-09-25,Mali,Nouveau client,6,171462,2023-04-18,Inactif
CNT0007431,CLI010,CAM00103,SMS,2024-05-02,Cameroun,Prospect,6,279384,2025-01-24,Inactif
CNT0007432,CLI012,CAM00137,SMS,2024-04-29,Sénégal,Client dormant,7,121723,2025-03-19,Perdu
CNT0007433,CLI012,CAM00131,Email,2023-11-30,Burkina Faso,Client dormant,3,117975,2024-03-17,Perdu
CNT0007434,CLI022,CAM00324,Email,2024-02-27,Mali,Client dormant,0,0,,Perdu
CNT0007435,CLI017,CAM00238,Facebook,2023-01-07,Mali,Prospect,1,31953,2024-02-09,Actif
