perf_id,campagne_id,date_perf,canal,impressions,clics,depenses_fcfa,conversions,revenu_genere_fcfa,ctr,cpc_fcfa,cpa_fcfa,roas,taux_conversion,jour_campagne
PRF0006819,CAM00272,2024-02-09,Facebook,4701,108,13676,4,53989,0.0231,126.6,3419.0,3.948,0.037,10
PRF0006820,CAM00272,2024-02-10,Facebook,3838,77,14575,2,30040,0.0203,189.3,7287.5,2.061,0.026,11
PRF0006821,CAM00272,2024-02-11,Facebook,3172,103,17310,2,46911,0.0326,168.1,8655.0,2.71,0.0194,12
PRF0006822,CAM00272,2024-02-12,Facebook,5519,147,21590,2,42774,0.0267,146.9,10795.0,1.981,0.0136,13
PRF0006823,CAM00272,2024-02-13,Facebook,2892,86,11195,3,23212,0.0298,130.2,3731.7,2.073,0.0349,14
PRF0006824,CAM00272,2024-02-14,Facebook,4882,120,17486,4,66526,0.0247,145.7,4371.5,3.805,0.0333,15
PRF0006825,CAM00272,2024-02-15,Facebook,4103,108,19552,2,71564,0.0264,181.0,9776.0,3.66,0.0185,16
PRF0006826,CAM00272,2024-02-16,Facebook,4163,111,17893,2,59130,0.0267,161.2,8946.5,3.305,0.018,17
PRF0006827,CAM00272,2024-02-17,Facebook,7244,126,16882,3,39547,0.0174,134.0,5627.3,2.343,0.0238,18
PRF0006828,CAM00272,2024-02-18,Facebook,4970,117,15894,3,63427,0.0237,135.8,5298.0,3.991,0.0256,19
PRF0006829,CAM00272,2024-02-19,Facebook,2892,69,12208,1,49025,0.0242,176.9,12208.0,4.016,0.0145,20
PRF0006830,CAM00272,2024-02-20,Facebook,5292,140,19666,3,54072,0.0265,140.5,6555.3,2.75,0.0214,21
PRF0006831,CAM00272,2024-02-21,Facebook,7320,109,18164,3,46108,0.0149,166.6,6054.7,2.538,0.0275,22
PRF0006832,CAM00272,2024-02-22,Facebook,13257,167,21111,3,87435,0.0127,126.4,7037.0,4.142,0.018,23
PRF0006833,CAM00272,2024-02-23,Facebook,7198,154,19629,3,71766,0.0215,127.5,6543.0,3.656,0.0195,24
PRF0006834,CAM00272,2024-02-24,Facebook,4357,64,11322,1,48464,0.0148,176.9,11322.0,4.281,0.0156,25
PRF0006835,CAM00272,2024-02-25,Facebook,5349,72,9767,2,23424,0.3223,135.7,4883.5,2.398,0.0278,26
PRF0006836,CAM00272,2024-02-26,Facebook,5461,101,14804,3,37974,0.0187,146.6,4934.7,2.565,0.0297,27
PRF0006837,CAM00272,2024-02-27,Facebook,7099,104,16941,4,52116,0.0147,162.9,4235.2,3.076,0.0385,28
PRF0006838,CAM00272,2024-02-28,Facebook,12060,111,14809,3,62142,0.0092,133.4,4936.3,4.196,0.027,29
PRF0006839,CAM00272,2024-02-29,Facebook,8675,119,19369,3,72439,0.0137,162.8,6456.3,3.74,0.0252,30
PRF0006840,CAM00272,2024-03-01,Facebook,15767,152,19658,5,65077,0.0097,129.3,3931.6,3.31,0.0329,31
PRF0006841,CAM00272,2024-03-02,Facebook,9554,128,19759,4,43650,0.0135,154.4,4939.8,2.209,0.0312,32
PRF0006842,CAM00272,2024-03-03,Facebook,6478,106,13436,2,46512,0.0164,126.8,6718.0,3.462,0.0189,33
PRF0006843,CAM00272,2024-03-04,Facebook,9955,104,13924,3,58161,0.0105,133.9,4641.3,4.177,0.0288,34
PRF0006844,CAM00272,2024-03-05,Facebook,8221,99,15343,3,55033,0.0122,155.0,5114.3,3.587,0.0303,35
PRF0006845,CAM00272,2024-03-06,Facebook,4141,58,10754,2,37305,0.0142,185.4,5377.0,3.469,0.0345,36
PRF0006846,CAM00272,2024-03-07,Facebook,5864,76,10627,1,31532,0.0131,139.8,10627.0,2.967,0.0132,37
PRF0006847,CAM00272,2024-03-08,Facebook,6104,64,10960,2,21485,0.0106,171.2,5480.0,1.96,0.0312,38
PRF0006848,CAM00272,2024-03-09,Facebook,6244,91,12569,2,30413,0.0146,138.1,6284.5,2.42,0.022,39
PRF0006849,CAM00272,2024-03-10,Facebook,10350,149,19927,4,64725,0.0144,133.7,4981.8,3.248,0.0268,40
PRF0006850,CAM00273,2023-11-26,Google,7216,290,73850,7,337886,0.0402,254.7,10550.0,4.575,0.0241,1
PRF0006851,CAM00273,2023-11-27,Google,5871,254,67882,7,229332,0.0433,267.3,9697.4,3.378,0.0276,2
PRF0006852,CAM00273,2023-11-28,Google,9291,329,78283,10,289746,0.0354,237.9,7828.3,3.701,0.0304,3
PRF0006853,CAM00273,2023-11-29,Google,5179,213,54549,10,242855,0.0413,256.1,5454.9,4.452,0.0469,4
PRF0006854,CAM00273,2023-11-30,Google,5816,242,53882,7,135996,0.0418,222.7,7697.4,2.524,0.0289,5
PRF0006855,CAM00273,2023-12-01,Google,7650,360,77523,21,171360,0.0472,215.3,3691.6,2.21,0.0583,6
PRF0006856,CAM00273,2023-12-02,Google,8599,271,53376,8,143507,0.0315,197.0,6672.0,2.689,0.0295,7
PRF0006857,CAM00273,2023-12-03,Google,7076,190,45146,5,101483,0.027,237.6,9029.2,2.248,0.0263,8
PRF0006858,CAM00273,2023-12-04,Google,4312,144,35919,7,134212,0.0335,249.4,5131.3,3.737,0.0486,9
PRF0006859,CAM00273,2023-12-05,Google,3732,180,35510,6,138305,0.0484,197.3,5918.3,3.895,0.0333,10
PRF0006860,CAM00273,2023-12-06,Google,7182,317,70831,17,243399,0.0441,223.4,4166.5,3.436,0.0536,11
PRF0006861,CAM00273,2023-12-07,Google,5527,271,71285,12,193455,0.0491,263.0,5940.4,2.714,0.0443,12
PRF0006862,CAM00273,2023-12-08,Google,3739,159,34467,8,120174,0.0427,216.8,4308.4,3.487,0.0503,13
PRF0006863,CAM00273,2023-12-09,Google,7277,223,58662,9,184428,0.0307,263.1,6518.0,3.144,0.0404,14
PRF0006864,CAM00273,2023-12-10,Google,8120,273,50228,8,165015,0.0336,184.0,6278.5,3.285,0.0293,15
PRF0006865,CAM00273,2023-12-11,Google,7409,190,35662,8,169483,0.0257,187.7,4457.8,4.752,0.0421,16
PRF0006866,CAM00273,2023-12-12,Google,4349,177,40463,6,110987,0.0408,228.6,6743.8,2.743,0.0339,17
PRF0006867,CAM00273,2023-12-13,Google,11333,278,65696,12,208450,0.0246,236.3,5474.7,3.173,0.0432,18
PRF0006868,CAM00273,2023-12-14,Google,15080,367,76837,12,201852,0.0244,209.4,6403.1,2.627,0.0327,19
PRF0006869,CAM00273,2023-12-15,Google,10628,340,70245,20,284544,0.032,206.6,3512.2,4.051,0.0588,20
PRF0006870,CAM00273,2023-12-16,Google,6707,217,55919,7,188358,0.0325,257.7,7988.4,3.368,0.0323,21
PRF0006871,CAM00273,2023-12-17,Google,12427,350,65741,20,258400,0.0282,187.8,3287.1,3.931,0.0571,22
PRF0006872,CAM00273,2023-12-18,Google,7929,194,44454,5,151176,0.0245,229.1,8890.8,3.401,0.0258,23
PRF0006873,CAM00273,2023-12-19,Google,9068,194,48390,9,217214,0.0215,249.4,5376.7,4.489,0.0464,24
PRF0006874,CAM00273,2023-12-20,Google,9590,197,51319,10,121305,0.0206,260.5,5131.9,2.364,0.0508,25
PRF0006875,CAM00273,2023-12-21,Google,8510,221,56515,11,156662,0.0261,255.7,5137.7,2.772,0.0498,26
PRF0006876,CAM00273,2023-12-22,Google,20367,325,77396,10,220192,0.016,238.1,7739.6,2.845,0.0308,27
PRF0006877,CAM00273,2023-12-23,Google,15490,345,66679,19,300856,0.0223,193.3,3509.4,4.512,0.0551,28
PRF0006878,CAM00273,2023-12-24,Google,9427,167,35901,4,95945,0.0178,215.0,8975.2,2.673,0.024,29
PRF0006879,CAM00274,2024-03-11,Google,7963,87,18142,0,32968,0.011,208.5,,1.817,0.0,1
PRF0006880,CAM00274,2024-03-12,Google,9436,72,13730,0,8813,0.0077,190.7,,0.642,0.0,2
PRF0006881,CAM00274,2024-03-13,Google,10974,134,28469,1,34339,0.0123,212.5,28469.0,1.206,0.0075,3
PRF0006882,CAM00274,2024-03-14,Google,6096,114,25106,1,27688,0.0188,220.2,25106.0,1.103,0.0088,4
PRF0006883,CAM00274,2024-03-15,Google,7713,149,29204,1,21746,0.0194,196.0,29204.0,0.745,0.0067,5
PRF0006884,CAM00274,2024-03-16,Google,8624,122,27367,1,38603,0.0142,224.3,27367.0,1.411,0.0082,6
PRF0006885,CAM00274,2024-03-17,Google,4748,75,14039,0,22505,0.0159,187.2,,1.603,0.0,7
PRF0006886,CAM00274,2024-03-18,Google,7756,66,15752,0,22819,0.0086,238.7,,1.449,0.0,8
PRF0006887,CAM00274,2024-03-19,Google,15002,149,27772,2,58468,0.01,186.4,13886.0,2.105,0.0134,9
PRF0006888,CAM00274,2024-03-20,Google,5217,75,19369,0,27723,0.0144,258.3,,1.431,0.0,10
PRF0006889,CAM00274,2024-03-21,Google,6540,126,24847,0,25174,0.0194,197.2,,1.013,0.0,11
PRF0006890,CAM00274,2024-03-22,Google,3432,69,17291,0,34587,0.0203,250.6,,2.0,0.0,12
PRF0006891,CAM00274,2024-03-23,Google,6482,135,27576,1,31433,0.0209,204.3,27576.0,1.14,0.0074,13
PRF0006892,CAM00274,2024-03-24,Google,6179,129,30218,1,56131,0.0209,234.2,30218.0,1.858,0.0078,14
PRF0006893,CAM00274,2024-03-25,Google,6258,110,23021,1,44405,0.0177,209.3,23021.0,1.929,0.0091,15
PRF0006894,CAM00274,2024-03-26,Google,5621,83,18779,0,27419,0.0148,226.3,,1.46,0.0,16
PRF0006895,CAM00274,2024-03-27,Google,8001,154,28653,2,19531,0.0193,186.1,14326.5,0.682,0.013,17
PRF0006896,CAM00274,2024-03-28,Google,9616,99,19900,0,14080,0.0103,201.0,,0.708,0.0,18
PRF0006897,CAM00274,2024-03-29,Google,11904,87,22231,0,39258,0.0073,255.5,,1.766,0.0,19
PRF0006898,CAM00274,2024-03-30,Google,3763,65,13370,0,13277,0.0174,205.7,,0.993,0.0,20
PRF0006899,CAM00274,2024-03-31,Google,14241,107,24341,0,42901,0.0075,227.5,,1.763,0.0,21
PRF0006900,CAM00274,2024-04-01,Google,7562,86,21123,0,21619,0.0115,245.6,,1.024,0.0,22
PRF0006901,CAM00274,2024-04-02,Google,8827,116,26067,1,35611,0.0132,224.7,26067.0,1.366,0.0086,23
PRF0006902,CAM00275,2023-10-31,SMS,81944,4546,142085,177,380904,0.0555,31.3,802.7,2.681,0.0389,1
PRF0006903,CAM00275,2023-11-01,SMS,188343,6771,169610,368,870437,0.036,25.0,460.9,5.132,0.0543,2
PRF0006904,CAM00275,2023-11-02,SMS,80348,4698,123445,121,434401,0.0585,26.3,1020.2,3.519,0.0258,3
PRF0006905,CAM00275,2023-11-03,SMS,93350,5974,162763,339,968640,0.064,27.2,480.1,5.951,0.0567,4
PRF0006906,CAM00275,2023-11-04,SMS,69842,3872,145157,211,634549,0.0554,37.5,687.9,4.371,0.0545,5
PRF0006907,CAM00275,2023-11-05,SMS,98356,4299,117063,230,424944,0.0437,27.2,509.0,3.63,0.0535,6
PRF0006908,CAM00275,2023-11-06,SMS,110599,4735,171991,176,683548,0.0428,36.3,977.2,3.974,0.0372,7
PRF0006909,CAM00275,2023-11-07,SMS,166408,6598,171101,313,833466,0.0397,25.9,546.6,4.871,0.0474,8
PRF0006910,CAM00275,2023-11-08,SMS,91510,5273,142200,288,656722,0.0576,27.0,493.8,4.618,0.0546,9
PRF0006911,CAM00275,2023-11-09,SMS,107249,4915,129612,137,527253,0.0458,26.4,946.1,4.068,0.0279,10
PRF0006912,CAM00275,2023-11-10,SMS,83261,3785,100571,130,282341,0.0455,26.6,773.6,2.807,0.0343,11
PRF0006913,CAM00275,2023-11-11,SMS,131568,5867,172779,197,853396,0.0446,29.4,877.1,4.939,0.0336,12
PRF0006914,CAM00276,2024-03-22,Facebook,4607,111,17980,2,39416,0.0242,162.0,8990.0,2.192,0.018,1
PRF0006915,CAM00276,2024-03-23,Facebook,4985,96,12423,2,48932,0.0193,129.4,6211.5,3.939,0.0208,2
PRF0006916,CAM00276,2024-03-24,Facebook,8918,159,24355,6,78145,0.0178,153.2,4059.2,3.209,0.0377,3
PRF0006917,CAM00276,2024-03-25,Facebook,6105,155,21627,4,52360,0.0255,139.5,5406.8,2.421,0.0258,4
PRF0006918,CAM00276,2024-03-26,Facebook,3710,127,20032,3,53872,0.0344,157.7,6677.3,2.689,0.0236,5
PRF0006919,CAM00276,2024-03-27,Facebook,9290,178,24727,5,107825,0.0192,138.9,4945.4,4.361,0.0281,6
PRF0006920,CAM00276,2024-03-28,Facebook,7690,152,24680,6,81451,0.0198,162.4,4113.3,3.3,0.0395,7
PRF0006921,CAM00276,2024-03-29,Facebook,3886,112,20437,3,48324,0.0288,182.5,6812.3,2.365,0.0268,8
PRF0006922,CAM00276,2024-03-30,Facebook,7824,169,25536,6,55420,0.0217,151.1,4256.0,2.17,0.0355,9
PRF0006923,CAM00276,2024-03-31,Facebook,4521,137,19855,2,48877,0.0304,144.9,9927.5,2.462,0.0146,10
PRF0006924,CAM00276,2024-04-01,Facebook,5411,143,20460,4,69101,0.0265,143.1,5115.0,3.377,0.028,11
PRF0006925,CAM00276,2024-04-02,Facebook,3176,104,15130,2,51514,0.0328,145.5,7565.0,3.405,0.0192,12
PRF0006926,CAM00276,2024-04-03,Facebook,5370,143,23996,4,87047,0.0268,167.8,5999.0,3.628,0.028,13
PRF0006927,CAM00276,2024-04-04,Facebook,4537,113,15234,2,41955,0.0249,134.8,7617.0,2.754,0.0177,14
PRF0006928,CAM00276,2024-04-05,Facebook,5192,160,23633,5,46848,0.0308,147.7,4726.6,1.982,0.0312,15
PRF0006929,CAM00276,2024-04-06,Facebook,4641,75,12373,2,54462,0.0162,165.0,6186.5,4.402,0.0267,16
PRF0006930,CAM00276,2024-04-07,Facebook,5941,94,12086,2,43854,0.0159,128.6,6043.0,3.629,0.0213,17
PRF0006931,CAM00276,2024-04-08,Facebook,4965,142,23897,2,85179,0.0287,168.3,11948.5,3.564,0.0141,18
PRF0006932,CAM00276,2024-04-09,Facebook,4379,114,20291,2,48275,0.0261,178.0,10145.5,2.379,0.0175,19
PRF0006933,CAM00276,2024-04-10,Facebook,3184,73,13510,1,58955,0.0231,185.1,13510.0,4.364,0.0137,20
PRF0006934,CAM00276,2024-04-11,Facebook,3852,97,15766,2,64821,0.0252,162.5,7883.0,4.112,0.0206,21
PRF0006935,CAM00276,2024-04-12,Facebook,7076,160,24523,5,52442,0.0226,153.3,4904.6,2.138,0.0312,22
PRF0006936,CAM00276,2024-04-13,Facebook,11851,172,21738,4,78165,0.0146,126.4,5434.5,3.596,0.0233,23
PRF0006937,CAM00276,2024-04-14,Facebook,6174,127,23159,3,69210,0.213,182.4,7719.7,2.989,0.0236,24
PRF0006938,CAM00276,2024-04-15,Facebook,5306,104,16163,3,61963,0.0197,155.4,5387.7,3.834,0.0288,25
PRF0006939,CAM00276,2024-04-16,Facebook,6990,118,21931,4,66205,0.0169,185.9,5482.8,3.019,0.0339,26
PRF0006940,CAM00276,2024-04-17,Facebook,9649,173,22622,4,71756,0.018,130.8,5655.5,3.172,0.0231,27
PRF0006941,CAM00276,2024-04-18,Facebook,4682,88,12589,2,43616,0.019,143.1,6294.5,3.465,0.0227,28
PRF0006942,CAM00276,2024-04-19,Facebook,4042,71,13264,1,52685,0.0177,186.8,13264.0,3.972,0.0141,29
PRF0006943,CAM00277,2023-04-26,Email,26816,615,30345,11,63888,0.0229,49.3,2758.6,2.105,0.0179,1
PRF0006944,CAM00277,2023-04-27,Email,28682,739,39108,16,99956,0.0258,52.9,2444.2,2.556,0.0217,2
PRF0006945,CAM00277,2023-04-28,Email,37074,930,35487,10,123302,0.0251,38.2,3548.7,3.475,0.0108,3
PRF0006946,CAM00277,2023-04-29,Email,53147,926,39124,22,67961,0.0174,42.3,1778.4,1.737,0.0238,4
PRF0006947,CAM00277,2023-04-30,Email,24414,643,32756,10,40749,0.0264,50.9,3275.6,1.244,0.0156,5
PRF0006948,CAM00277,2023-05-01,Email,46564,907,34870,9,58881,0.0195,38.4,3874.4,1.689,0.0099,6
PRF0006949,CAM00277,2023-05-02,Email,56385,639,28894,10,57585,0.0113,45.2,2889.4,1.993,0.0156,7
PRF0006950,CAM00277,2023-05-03,Email,41585,464,17960,5,58575,0.0112,38.7,3592.0,3.261,0.0108,8
PRF0006951,CAM00277,2023-05-04,Email,60626,679,26623,17,61226,0.0112,39.2,1566.1,2.3,0.025,9
PRF0006952,CAM00277,2023-05-05,Email,48724,932,38301,6,136496,0.0191,41.1,6383.5,3.564,0.0064,10
PRF0006953,CAM00277,2023-05-06,Email,14974,493,18964,10,47538,0.0329,38.5,1896.4,2.507,0.0203,11
PRF0006954,CAM00277,2023-05-07,Email,30865,603,32935,4,118514,0.0196,54.6,8233.8,3.598,0.0066,12
PRF0006955,CAM00277,2023-05-08,Email,40889,571,22962,14,60531,0.014,40.2,1640.1,2.636,0.0245,13
PRF0006956,CAM00277,2023-05-09,Email,31761,898,39631,12,115752,0.0283,44.1,3302.6,2.921,0.0134,14
PRF0006957,CAM00277,2023-05-10,Email,64143,973,37701,7,41161,0.0152,38.7,5385.9,1.092,0.0072,15
PRF0006958,CAM00277,2023-05-11,Email,46923,894,39062,17,102564,0.0191,43.7,2297.8,2.626,0.019,16
PRF0006959,CAM00277,2023-05-12,Email,38815,846,32419,18,61809,0.0218,38.3,1801.1,1.907,0.0213,17
PRF0006960,CAM00277,2023-05-13,Email,49042,928,38744,14,124644,0.0189,41.8,2767.4,3.217,0.0151,18
PRF0006961,CAM00277,2023-05-14,Email,36973,526,25704,6,84369,0.0142,48.9,4284.0,3.282,0.0114,19
PRF0006962,CAM00277,2023-05-15,Email,40373,701,26523,15,45179,0.0174,37.8,1768.2,1.703,0.0214,20
PRF0006963,CAM00277,2023-05-16,Email,42472,733,33992,8,53765,0.0173,46.4,4249.0,1.582,0.0109,21
PRF0006964,CAM00277,2023-05-17,Email,44559,565,25397,5,34802,0.0127,45.0,5079.4,1.37,0.0088,22
PRF0006965,CAM00277,2023-05-18,Email,47240,749,28623,15,90887,0.0159,38.2,1908.2,3.175,0.02,23
PRF0006966,CAM00277,2023-05-19,Email,43314,703,32417,8,43146,0.0163,46.1,4052.1,1.331,0.0114,24
PRF0006967,CAM00277,2023-05-20,Email,63833,494,27045,7,82278,0.0077,54.7,3863.6,3.042,0.0142,25
PRF0006968,CAM00277,2023-05-21,Email,70189,689,32708,4,50704,0.0098,47.5,8177.0,1.55,0.0058,26
PRF0006969,CAM00277,2023-05-22,Email,32392,551,24683,8,82345,0.017,44.8,3085.4,3.336,0.0145,27
PRF0006970,CAM00277,2023-05-23,Email,67444,814,36946,20,84933,0.0121,45.4,1847.3,2.299,0.0246,28
PRF0006971,CAM00277,2023-05-24,Email,41957,473,20694,10,24497,0.0113,43.8,2069.4,1.184,0.0211,29
PRF0006972,CAM00277,2023-05-25,Email,41527,630,33915,8,77023,0.0152,53.8,4239.4,2.271,0.0127,30
PRF0006973,CAM00277,2023-05-26,Email,52375,564,25462,6,90612,0.0108,45.1,4243.7,3.559,0.0106,31
PRF0006974,CAM00277,2023-05-27,Email,160566,962,36951,24,83791,0.006,38.4,1539.6,2.268,0.0249,32
PRF0006975,CAM00277,2023-05-28,Email,46216,452,18389,3,38481,0.0098,40.7,6129.7,2.093,0.0066,33
PRF0006976,CAM00277,2023-05-29,Email,80173,705,31163,11,40303,0.0088,44.2,2833.0,1.293,0.0156,34
PRF0006977,CAM00277,2023-05-30,Email,29668,456,24770,7,48647,0.0154,54.3,3538.6,1.964,0.0154,35
PRF0006978,CAM00277,2023-05-31,Email,80696,509,24735,11,29653,0.0063,48.6,2248.6,1.199,0.0216,36
PRF0006979,CAM00277,2023-06-01,Email,97439,721,33106,10,116991,0.0074,45.9,3310.6,3.534,0.0139,37
PRF0006980,CAM00277,2023-06-02,Email,116646,944,35999,12,69697,0.0081,38.1,2999.9,1.936,0.0127,38
PRF0006981,CAM00277,2023-06-03,Email,70635,677,36329,13,100426,0.0096,53.7,2794.5,2.764,0.0192,39
PRF0006982,CAM00277,2023-06-04,Email,99017,780,32183,8,111634,0.0079,41.3,4022.9,3.469,0.0103,40
PRF0006983,CAM00277,2023-06-05,Email,65806,816,34558,9,60790,0.0124,42.4,3839.8,1.759,0.011,41
PRF0006984,CAM00277,2023-06-06,Email,45272,602,23758,6,73856,0.0133,39.5,3959.7,3.109,0.01,42
PRF0006985,CAM00277,2023-06-07,Email,67491,925,34941,12,97540,0.0137,37.8,2911.8,2.792,0.013,43
PRF0006986,CAM00277,2023-06-08,Email,69245,481,24627,11,69927,0.007,51.2,2238.8,2.839,0.0229,44
PRF0006987,CAM00278,2024-02-15,SMS,19473,1103,34773,39,160801,0.0567,31.5,891.6,4.624,0.0354,1
PRF0006988,CAM00278,2024-02-16,SMS,10473,703,23151,21,68858,0.0671,32.9,1102.4,2.974,0.0299,2
PRF0006989,CAM00278,2024-02-17,SMS,17574,969,27881,27,136092,0.0552,28.8,1032.6,4.881,0.0279,3
PRF0006990,CAM00278,2024-02-18,SMS,15445,831,29086,31,139769,0.0538,35.0,938.3,4.805,0.0373,4
PRF0006991,CAM00278,2024-02-19,SMS,10190,641,18152,24,68238,0.063,28.3,756.3,3.759,0.0374,5
PRF0006992,CAM00278,2024-02-20,SMS,10875,527,19387,13,52782,0.0485,36.8,1491.3,2.723,0.0247,6
PRF0006993,CAM00278,2024-02-21,SMS,14181,924,28612,23,170087,0.0652,31.0,1244.0,5.945,0.0249,7
PRF0006994,CAM00278,2024-02-22,SMS,22525,939,33642,21,155674,0.0417,35.8,1602.0,4.627,0.0224,8
PRF0006995,CAM00278,2024-02-23,SMS,18199,1204,32824,59,167687,0.0662,27.3,556.3,5.109,0.049,9
PRF0006996,CAM00278,2024-02-24,SMS,18689,853,22580,27,64700,0.0457,26.5,836.3,2.865,0.0317,10
PRF0006997,CAM00278,2024-02-25,SMS,22899,922,26333,29,88687,0.0403,28.6,908.0,3.368,0.0315,11
PRF0006998,CAM00278,2024-02-26,SMS,18887,981,32107,46,169140,0.052,32.7,698.0,5.268,0.0469,12
PRF0006999,CAM00278,2024-02-27,SMS,27642,1224,36816,33,123026,0.0443,30.1,1115.6,3.342,0.027,13
PRF0007000,CAM00278,2024-02-28,SMS,22134,1076,36574,53,123758,0.0486,34.0,690.1,3.384,0.0493,14
PRF0007001,CAM00278,2024-02-29,SMS,15437,648,19277,33,72287,0.042,29.7,584.2,3.75,0.0509,15
PRF0007002,CAM00278,2024-03-01,SMS,25675,1241,37053,68,171344,0.0484,29.9,544.9,4.624,0.0548,16
PRF0007003,CAM00278,2024-03-02,SMS,14738,619,16859,32,96029,0.0421,27.2,526.8,5.696,0.0517,17
PRF0007004,CAM00278,2024-03-03,SMS,18260,996,25087,54,90412,0.0546,25.2,464.6,3.604,0.0542,18
PRF0007005,CAM00278,2024-03-04,SMS,19212,530,19241,23,89692,0.0276,36.3,836.6,4.662,0.0434,19
PRF0007006,CAM00278,2024-03-05,SMS,29827,1269,34527,44,121570,0.0426,27.2,784.7,3.521,0.0347,20
PRF0007007,CAM00278,2024-03-06,SMS,16859,815,25378,43,96142,0.0484,31.1,590.2,3.788,0.0528,21
PRF0007008,CAM00278,2024-03-07,SMS,23200,1072,26990,34,142777,0.0462,25.2,793.8,5.29,0.0317,22
PRF0007009,CAM00278,2024-03-08,SMS,59116,1413,36821,45,98323,0.0239,26.1,818.2,2.67,0.0318,23
PRF0007010,CAM00278,2024-03-09,SMS,26359,1153,36801,33,129958,0.0438,31.9,1115.2,3.531,0.0286,24
PRF0007011,CAM00279,2024-01-04,Google,1467,52,11893,1,35549,0.036,228.7,11893.0,2.989,0.0192,1
PRF0007012,CAM00279,2024-01-05,Google,1117,52,12636,1,43170,0.0468,243.0,12636.0,3.416,0.0192,2
PRF0007013,CAM00279,2024-01-06,Google,1954,58,14862,3,65098,0.0299,256.2,4954.0,4.38,0.0517,3
PRF0007014,CAM00279,2024-01-07,Google,1722,52,10881,2,52303,0.0304,209.2,5440.5,4.807,0.0385,4
PRF0007015,CAM00279,2024-01-08,Google,1999,69,13555,2,47560,0.0349,196.4,6777.5,3.509,0.029,5
PRF0007016,CAM00279,2024-01-09,Google,1983,95,21550,4,92006,0.048,226.8,5387.5,4.269,0.0421,6
PRF0007017,CAM00279,2024-01-10,Google,2352,91,20164,3,58463,0.0391,221.6,6721.3,2.899,0.033,7
PRF0007018,CAM00279,2024-01-11,Google,3471,104,22887,5,55499,0.03,220.1,4577.4,2.425,0.0481,8
PRF0007019,CAM00279,2024-01-12,Google,2021,78,16263,2,64475,0.0388,208.5,8131.5,3.965,0.0256,9
PRF0007020,CAM00279,2024-01-13,Google,1975,88,22385,3,80790,0.045,254.4,7461.7,3.609,0.0341,10
PRF0007021,CAM00279,2024-01-14,Google,1159,46,12233,2,34493,0.0402,265.9,6116.5,2.82,0.0435,11
PRF0007022,CAM00279,2024-01-15,Google,2661,78,17356,2,48000,0.0294,222.5,8678.0,2.766,0.0256,12
PRF0007023,CAM00279,2024-01-16,Google,2722,73,16295,3,54816,0.027,223.2,5431.7,3.364,0.0411,13
PRF0007024,CAM00279,2024-01-17,Google,2129,70,14230,3,68165,0.0333,203.3,4743.3,4.79,0.0429,14
PRF0007025,CAM00279,2024-01-18,Google,2328,74,16338,1,38202,0.032,220.8,16338.0,2.338,0.0135,15
PRF0007026,CAM00279,2024-01-19,Google,3023,75,17089,3,78396,0.0248,227.9,5696.3,4.588,0.04,16
PRF0007027,CAM00279,2024-01-20,Google,2368,91,22920,3,94108,0.0388,251.9,7640.0,4.106,0.033,17
PRF0007028,CAM00279,2024-01-21,Google,2076,80,15212,3,49783,0.0388,190.2,5070.7,3.273,0.0375,18
PRF0007029,CAM00279,2024-01-22,Google,1387,49,12762,2,28735,0.0355,260.4,6381.0,2.252,0.0408,19
PRF0007030,CAM00279,2024-01-23,Google,4148,96,17951,5,61037,0.0232,187.0,3590.2,3.4,0.0521,20
PRF0007031,CAM00279,2024-01-24,Google,5046,107,22327,3,64217,0.0213,208.7,7442.3,2.876,0.028,21
PRF0007032,CAM00279,2024-01-25,Google,3420,71,18712,2,54584,0.0209,263.5,9356.0,2.917,0.0282,22
PRF0007033,CAM00279,2024-01-26,Google,1475,42,11483,2,25745,0.0288,273.4,5741.5,2.242,0.0476,23
PRF0007034,CAM00279,2024-01-27,Google,3273,76,19428,2,69205,0.0233,255.6,9714.0,3.562,0.0263,24
PRF0007035,CAM00280,2023-06-08,Google,11063,240,54765,1,96794,0.0218,228.2,54765.0,1.767,0.0042,1
PRF0007036,CAM00280,2023-06-09,Google,24843,279,51974,1,92389,0.0112,186.3,51974.0,1.778,0.0036,2
PRF0007037,CAM00280,2023-06-10,Google,23071,320,61204,4,115589,0.0139,191.3,15301.0,1.889,0.0125,3
PRF0007038,CAM00280,2023-06-11,Google,16023,230,43181,3,42729,0.0144,187.7,14393.7,0.99,0.013,4
PRF0007039,CAM00280,2023-06-12,Google,22681,346,75582,5,50236,0.0153,218.4,15116.4,0.665,0.0145,5
PRF0007040,CAM00280,2023-06-13,Google,21870,265,68662,3,80693,0.0121,259.1,22887.3,1.175,0.0113,6
PRF0007041,CAM00280,2023-06-14,Google,14233,237,46995,1,101437,0.0167,198.3,46995.0,2.158,0.0042,7
PRF0007042,CAM00280,2023-06-15,Google,21149,439,84570,5,182875,0.0208,192.6,16914.0,2.162,0.0114,8
PRF0007043,CAM00280,2023-06-16,Google,22041,438,84148,7,140109,0.0199,192.1,12021.1,1.665,0.016,9
PRF0007044,CAM00280,2023-06-17,Google,20219,285,59871,1,127823,0.0141,210.1,59871.0,2.135,0.0035,10
PRF0007045,CAM00280,2023-06-18,Google,8223,163,42334,1,66617,0.0199,259.7,42334.0,1.574,0.0061,11
