evenement_id,livraison_id,type_evenement,date_evenement,localisation,commentaire,agent_id
EVT0020507,LIV007898,Départ entrepôt transit,2023-06-22 08:00,Dakar,,AGT006
EVT0020508,LIV005131,Prise en charge,2022-06-21 15:00,Accra,,AGT023
EVT0020509,LIV005131,Départ entrepôt,2022-06-22 18:00,Dakar,,AGT004
EVT0020510,LIV005131,Passage frontière,2022-06-23 20:00,Frontière,,AGT006
EVT0020511,LIV005131,Arrivée entrepôt transit,2022-06-25 07:00,Frontière,,AGT024
EVT0020512,LIV005131,Départ entrepôt transit,2022-06-25 20:00,Dakar,,AGT003
EVT0020513,LIV014838,Prise en charge,2022-08-31 18:00,Douala,,AGT003
EVT0020514,LIV014838,Départ entrepôt,2022-09-01 22:00,Accra,,AGT008
EVT0020515,LIV006946,Prise en charge,2022-10-03 06:00,Accra,,AGT015
EVT0020516,LIV006946,Départ entrepôt,2022-10-04 09:00,Frontière,,AGT019
EVT0020517,LIV006946,Passage frontière,2022-10-05 17:00,Dakar,,AGT015
EVT0020518,LIV014686,Prise en charge,2022-01-13 09:00,Abidjan,,AGT021
EVT0020519,LIV014686,Départ entrepôt,2022-01-14 21:00,Ouagadougou,,AGT009
EVT0020520,LIV014686,Passage frontière,2022-01-16 03:00,Abidjan,,AGT012
EVT0020521,LIV014686,Arrivée entrepôt transit,2022-01-16 19:00,Ouagadougou,,AGT010
EVT0020522,LIV014686,Départ entrepôt transit,2022-01-18 00:00,Ouagadougou,,AGT011
EVT0020523,LIV009174,Prise en charge,2022-05-24 07:00,Bamako,,AGT013
EVT0020524,LIV009174,Départ entrepôt,2022-05-25 01:00,Douala,,AGT023
EVT0020525,LIV009174,Passage frontière,2022-05-26 08:00,Frontière,,AGT021
EVT0020526,LIV009174,Arrivée entrepôt transit,2022-05-27 20:00,Accra,,AGT004
EVT0020527,LIV009174,Départ entrepôt transit,2022-05-29 03:00,Ouagadougou,,AGT010
EVT0020528,LIV009129,Prise en charge,2023-10-10 14:00,Bamako,,AGT005
EVT0020529,LIV009129,Départ entrepôt,2023-10-10 23:00,Frontière,,AGT016
EVT0020530,LIV009129,Passage frontière,2023-10-12 09:00,Frontière,,AGT007
EVT0020531,LIV009129,Arrivée entrepôt transit,2023-10-13 13:00,Frontière,,AGT001
EVT0020532,LIV009129,Départ entrepôt transit,2023-10-14 13:00,Dakar,,AGT025
EVT0020533,LIV010079,Prise en charge,2022-02-28 08:00,Abidjan,,AGT001
EVT0020534,LIV010079,Départ entrepôt,2022-02-28 13:00,Abidjan,,AGT016
EVT0020535,LIV010690,Prise en charge,2023-01-16 11:00,Frontière,,AGT017
EVT0020536,LIV010690,Départ entrepôt,2023-01-17 01:00,Ouagadougou,,AGT014
EVT0020537,LIV010690,Passage frontière,2023-01-17 18:00,Accra,,AGT021
EVT0020538,LIV010690,Arrivée entrepôt transit,2023-01-18 14:00,Abidjan,,AGT019
EVT0020539,LIV010690,Départ entrepôt transit,2023-01-20 01:00,Ouagadougou,,AGT024
EVT0020540,LIV000369,Prise en charge,2022-04-05 17:00,Dakar,,AGT006
EVT0020541,LIV000369,Départ entrepôt,2022-04-06 17:00,Abidjan,,AGT024
EVT0020542,LIV012571,Prise en charge,2023-08-19 16:00,Dakar,,AGT020
EVT0020543,LIV012571,Départ entrepôt,2023-08-20 05:00,Dakar,,AGT016
EVT0020544,LIV003594,Prise en charge,2022-09-04 22:00,Frontière,,AGT012
EVT0020545,LIV003594,Départ entrepôt,2022-09-05 18:00,Ouagadougou,,AGT023
EVT0020546,LIV003594,Passage frontière,2022-09-06 20:00,Ouagadougou,,AGT010
EVT0020547,LIV003594,Arrivée entrepôt transit,2022-09-07 18:00,Accra,,AGT006
EVT0020548,LIV001416,Prise en charge,2022-02-28 11:00,Ouagadougou,,AGT020
EVT0020549,LIV001416,Départ entrepôt,2022-03-01 02:00,Douala,,AGT010
EVT0020550,LIV001416,Passage frontière,2022-03-02 10:00,Frontière,,AGT022
EVT0020551,LIV001416,Arrivée entrepôt transit,2022-03-03 19:00,Frontière,,AGT003
EVT0020552,LIV001416,Départ entrepôt transit,2022-03-05 04:00,Douala,,AGT001
EVT0020553,LIV011119,Prise en charge,2022-07-31 04:00,Accra,,AGT019
EVT0020554,LIV011119,Départ entrepôt,2022-08-01 00:00,Dakar,,AGT001
EVT0020555,LIV011119,Passage frontière,2022-08-02 04:00,Abidjan,,AGT007
EVT0020556,LIV011119,Arrivée entrepôt transit,2022-08-03 14:00,Accra,,AGT020
EVT0020557,LIV011119,Départ entrepôt transit,2022-08-04 04:00,Dakar,,AGT015
EVT0020558,LIV008062,Prise en charge,2022-11-26 12:00,Douala,,AGT024
EVT0020559,LIV008062,Départ entrepôt,2022-11-27 05:00,Abidjan,,AGT018
EVT0020560,LIV008062,Passage frontière,2022-11-28 16:00,Bamako,,AGT025
EVT0020561,LIV008062,Arrivée entrepôt transit,2022-11-30 03:00,Bamako,,AGT001
EVT0020562,LIV008062,Départ entrepôt transit,2022-11-30 11:00,Dakar,,AGT017
EVT0020563,LIV014874,Prise en charge,2022-10-10 09:00,Dakar,,AGT013
EVT0020564,LIV014874,Départ entrepôt,2022-10-11 02:00,Douala,,AGT023
EVT0020565,LIV012151,Prise en charge,2022-01-21 03:00,Accra,,AGT016
EVT0020566,LIV012151,Départ entrepôt,2022-01-21 11:00,Abidjan,,AGT006
EVT0020567,LIV008940,Prise en charge,2023-05-16 14:00,Dakar,,AGT023
EVT0020568,LIV008940,Départ entrepôt,2023-05-17 14:00,Frontière,,AGT024
EVT0020569,LIV008940,Passage frontière,2023-05-18 00:00,Bamako,,AGT007
EVT0020570,LIV008940,Arrivée entrepôt transit,2023-05-18 16:00,Douala,,AGT014
EVT0020571,LIV008940,Départ entrepôt transit,2023-05-19 04:00,Frontière,,AGT025
EVT0020572,LIV011978,Prise en charge,2022-11-19 11:00,Ouagadougou,,AGT006
EVT0020573,LIV011978,Départ entrepôt,2022-11-20 02:00,Bamako,,AGT009
EVT0020574,LIV011978,Passage frontière,2022-11-20 07:00,Ouagadougou,,AGT004
EVT0020575,LIV011978,Arrivée entrepôt transit,2022-11-20 21:00,Douala,,AGT023
EVT0020576,LIV012866,Prise en charge,2022-09-15 20:00,Dakar,,AGT006
EVT0020577,LIV012866,Départ entrepôt,2022-09-16 02:00,Bamako,,AGT003
EVT0020578,LIV012866,Passage frontière,2022-09-16 16:00,Bamako,,AGT025
EVT0020579,LIV008588,Prise en charge,2022-03-23 13:00,Douala,,AGT016
EVT0020580,LIV008588,Départ entrepôt,2022-03-24 18:00,Ouagadougou,,AGT014
EVT0020581,LIV009320,Prise en charge,2022-05-02 09:00,Bamako,,AGT007
EVT0020582,LIV009320,Départ entrepôt,2022-05-02 14:00,Dakar,,AGT004
EVT0020583,LIV009320,Passage frontière,2022-05-04 01:00,Dakar,,AGT020
EVT0020584,LIV009320,Arrivée entrepôt transit,2022-05-04 22:00,Abidjan,,AGT020
EVT0020585,LIV009320,Départ entrepôt transit,2022-05-05 15:00,Accra,,AGT012
EVT0020586,LIV001722,Prise en charge,2022-09-22 17:00,Accra,,AGT014
EVT0020587,LIV001722,Départ entrepôt,2022-09-23 13:00,Bamako,,AGT004
EVT0020588,LIV008827,Prise en charge,2023-10-01 10:00,Ouagadougou,,AGT020
EVT0020589,LIV008827,Départ entrepôt,2023-10-02 14:00,Accra,,AGT019
EVT0020590,LIV008827,Passage frontière,2023-10-03 00:00,Bamako,,AGT010
EVT0020591,LIV008827,Arrivée entrepôt transit,2023-10-04 00:00,Abidjan,,AGT020
EVT0020592,LIV005325,Prise en charge,2023-08-20 04:00,Bamako,,AGT024
EVT0020593,LIV005325,Départ entrepôt,2023-08-21 01:00,Bamako,,AGT024
EVT0020594,LIV005325,Passage frontière,2023-08-22 08:00,Douala,,AGT008
EVT0020595,LIV004061,Prise en charge,2023-12-16 20:00,Abidjan,,AGT012
EVT0020596,LIV004061,Départ entrepôt,2023-12-18 01:00,Bamako,,AGT010
EVT0020597,LIV004061,Passage frontière,2023-12-19 03:00,Ouagadougou,,AGT019
EVT0020598,LIV004061,Arrivée entrepôt transit,2023-12-19 20:00,Ouagadougou,,AGT009
EVT0020599,LIV014457,Prise en charge,2022-02-13 10:00,Abidjan,,AGT015
EVT0020600,LIV014457,Départ entrepôt,2022-02-14 13:00,Frontière,,AGT006
EVT0020601,LIV001825,Prise en charge,2023-05-07 10:00,Dakar,,AGT005
EVT0020602,LIV001825,Départ entrepôt,2023-05-08 11:00,Accra,,AGT024
EVT0020603,LIV001825,Passage frontière,2023-05-09 11:00,Abidjan,,AGT005
EVT0020604,LIV001825,Arrivée entrepôt transit,2023-05-10 02:00,Douala,,AGT020
EVT0020605,LIV001825,Départ entrepôt transit,2023-05-10 21:00,Ouagadougou,,AGT004
EVT0020606,LIV013665,Prise en charge,2023-04-21 15:00,Accra,,AGT006
EVT0020607,LIV013665,Départ entrepôt,2023-04-22 18:00,Douala,,AGT010
EVT0020608,LIV013665,Passage frontière,2023-04-23 21:00,Douala,,AGT021
EVT0020609,LIV012699,Prise en charge,2022-03-23 04:00,Accra,,AGT019
EVT0020610,LIV012699,Départ entrepôt,2022-03-24 04:00,Bamako,,AGT005
EVT0020611,LIV012051,Prise en charge,2022-11-13 20:00,Frontière,,AGT014
EVT0020612,LIV012051,Départ entrepôt,2022-11-15 06:00,Accra,,AGT005
EVT0020613,LIV012051,Passage frontière,2022-11-16 01:00,Bamako,,AGT013
EVT0020614,LIV012051,Arrivée entrepôt transit,2022-11-17 09:00,Ouagadougou,,AGT016
EVT0020615,LIV009396,Prise en charge,2022-08-19 04:00,Accra,,AGT011
EVT0020616,LIV009396,Départ entrepôt,2022-08-19 13:00,Accra,,AGT007
EVT0020617,LIV009396,Passage frontière,2022-08-19 17:00,Accra,,AGT014
EVT0020618,LIV003233,Prise en charge,2023-12-30 05:00,Frontière,,AGT016
EVT0020619,LIV003233,Départ entrepôt,2023-12-31 04:00,Abidjan,,AGT020
EVT0020620,LIV003233,Passage frontière,2023-12-31 10:00,Accra,,AGT007
EVT0020621,LIV001919,Prise en charge,2022-07-21 14:00,Bamako,,AGT024
EVT0020622,LIV001919,Départ entrepôt,2022-07-22 01:00,Accra,,AGT013
EVT0020623,LIV001919,Passage frontière,2022-07-22 22:00,Bamako,,AGT001
EVT0020624,LIV001919,Arrivée entrepôt transit,2022-07-23 15:00,Accra,,AGT003
EVT0020625,LIV001919,Départ entrepôt transit,2022-07-24 13:00,Ouagadougou,,AGT022
EVT0020626,LIV013511,Prise en charge,2023-12-09 05:00,Ouagadougou,,AGT023
EVT0020627,LIV013511,Départ entrepôt,2023-12-09 20:00,Bamako,,AGT003
EVT0020628,LIV013511,Passage frontière,2023-12-10 23:00,Accra,,AGT011
EVT0020629,LIV013511,Arrivée entrepôt transit,2023-12-11 04:00,Ouagadougou,,AGT011
EVT0020630,LIV001570,Prise en charge,2023-08-07 23:00,Abidjan,,AGT021
EVT0020631,LIV001570,Départ entrepôt,2023-08-08 20:00,Bamako,,AGT006
EVT0020632,LIV001570,Passage frontière,2023-08-09 08:00,Bamako,,AGT008
EVT0020633,LIV001570,Arrivée entrepôt transit,2023-08-10 08:00,Ouagadougou,,AGT013
EVT0020634,LIV001832,Prise en charge,2023-06-07 12:00,Dakar,,AGT019
EVT0020635,LIV001832,Départ entrepôt,2023-06-08 06:00,Douala,,AGT003
EVT0020636,LIV000348,Prise en charge,2023-02-12 23:00,Bamako,,AGT021
EVT0020637,LIV000348,Départ entrepôt,2023-02-14 04:00,Dakar,,AGT014
EVT0020638,LIV001243,Prise en charge,2023-02-02 06:00,Douala,,AGT018
EVT0020639,LIV001243,Départ entrepôt,2023-02-03 02:00,Accra,,AGT002
EVT0020640,LIV001243,Passage frontière,2023-02-04 12:00,Abidjan,,AGT022
EVT0020641,LIV007721,Prise en charge,2022-03-19 18:00,Douala,,AGT022
EVT0020642,LIV007721,Départ entrepôt,2022-03-20 04:00,Accra,,AGT012
EVT0020643,LIV007721,Passage frontière,2022-03-20 20:00,Abidjan,,AGT015
EVT0020644,LIV007721,Arrivée entrepôt transit,2022-03-21 10:00,Accra,,AGT003
EVT0020645,LIV013699,Prise en charge,2022-04-27 20:00,Douala,,AGT013
EVT0020646,LIV013699,Départ entrepôt,2022-04-28 12:00,Ouagadougou,,AGT003
EVT0020647,LIV011289,Prise en charge,2022-06-10 08:00,Ouagadougou,,AGT019
EVT0020648,LIV011289,Départ entrepôt,2022-06-11 13:00,Abidjan,,AGT025
EVT0020649,LIV011289,Passage frontière,2022-06-12 04:00,Accra,,AGT011
EVT0020650,LIV011289,Arrivée entrepôt transit,2022-06-12 11:00,Bamako,,AGT018
EVT0020651,LIV014724,Prise en charge,2022-11-04 03:00,Douala,,AGT017
EVT0020652,LIV014724,Départ entrepôt,2022-11-05 03:00,Dakar,,AGT016
EVT0020653,LIV014724,Passage frontière,2022-11-06 13:00,Bamako,,AGT017
EVT0020654,LIV014724,Arrivée entrepôt transit,2022-11-06 22:00,Accra,,AGT023
EVT0020655,LIV014724,Départ entrepôt transit,2022-11-08 04:00,Bamako,,AGT021
EVT0020656,LIV011226,Prise en charge,2023-08-17 05:00,Douala,,AGT003
EVT0020657,LIV011226,Départ entrepôt,2023-08-17 15:00,Bamako,,AGT018
EVT0020658,LIV013191,Prise en charge,2022-05-18 22:00,Ouagadougou,,AGT010
EVT0020659,LIV013191,Départ entrepôt,2022-05-20 08:00,Dakar,,AGT006
EVT0020660,LIV013191,Passage frontière,2022-05-20 17:00,Accra,,AGT021
EVT0020661,LIV013191,Arrivée entrepôt transit,2022-05-22 01:00,Bamako,,AGT025
EVT0020662,LIV013191,Départ entrepôt transit,2022-05-23 01:00,Douala,,AGT011
EVT0020663,LIV011435,Prise en charge,2022-02-11 22:00,Accra,,AGT022
EVT0020664,LIV011435,Départ entrepôt,2022-02-13 07:00,Abidjan,,AGT013
EVT0020665,LIV011435,Passage frontière,2022-02-13 13:00,Bamako,,AGT025
EVT0020666,LIV011435,Arrivée entrepôt transit,2022-02-14 14:00,Ouagadougou,,AGT011
EVT0020667,LIV011435,Départ entrepôt transit,2022-02-16 02:00,Ouagadougou,,AGT007
EVT0020668,LIV011896,Prise en charge,2022-10-03 03:00,Frontière,,AGT014
EVT0020669,LIV011896,Départ entrepôt,2022-10-04 01:00,Frontière,,AGT024
EVT0020670,LIV011896,Passage frontière,2022-10-04 19:00,Dakar,,AGT015
EVT0020671,LIV011896,Arrivée entrepôt transit,2022-10-05 22:00,Douala,,AGT003
EVT0020672,LIV013086,Prise en charge,2023-05-31 00:00,Accra,,AGT012
EVT0020673,LIV013086,Départ entrepôt,2023-05-31 13:00,Accra,,AGT015
EVT0020674,LIV007931,Prise en charge,2022-11-18 09:00,Ouagadougou,,AGT012
EVT0020675,LIV007931,Départ entrepôt,2022-11-19 13:00,Dakar,,AGT013
EVT0020676,LIV006467,Prise en charge,2022-11-03 09:00,Bamako,,AGT002
EVT0020677,LIV006467,Départ entrepôt,2022-11-04 12:00,Dakar,,AGT015
EVT0020678,LIV006467,Passage frontière,2022-11-05 01:00,Abidjan,,AGT002
EVT0020679,LIV006467,Arrivée entrepôt transit,2022-11-06 01:00,Douala,,AGT013
EVT0020680,LIV006467,Départ entrepôt transit,2022-11-06 20:00,Frontière,,AGT004
EVT0020681,LIV010416,Prise en charge,2023-02-11 21:00,Ouagadougou,,AGT014
EVT0020682,LIV010416,Départ entrepôt,2023-02-12 03:00,Accra,,AGT022
EVT0020683,LIV010416,Passage frontière,2023-02-13 08:00,Ouagadougou,,AGT010
EVT0020684,LIV010416,Arrivée entrepôt transit,2023-02-14 00:00,Frontière,,AGT006
EVT0020685,LIV010416,Départ entrepôt transit,2023-02-14 19:00,Accra,,AGT011
EVT0020686,LIV007594,Prise en charge,2023-08-12 17:00,Bamako,,AGT017
EVT0020687,LIV007594,Départ entrepôt,2023-08-13 09:00,Ouagadougou,,AGT008
EVT0020688,LIV007594,Passage frontière,2023-08-14 03:00,Ouagadougou,,AGT003
EVT0020689,LIV007594,Arrivée entrepôt transit,2023-08-14 23:00,Bamako,,AGT008
EVT0020690,LIV011292,Prise en charge,2023-11-05 02:00,Frontière,,AGT010
EVT0020691,LIV011292,Départ entrepôt,2023-11-06 14:00,Douala,,AGT019
EVT0020692,LIV011292,Passage frontière,2023-11-07 04:00,Bamako,,AGT021
EVT0020693,LIV007183,Prise en charge,2022-05-14 05:00,Accra,,AGT014
EVT0020694,LIV007183,Départ entrepôt,2022-05-15 05:00,Dakar,,AGT009
EVT0020695,LIV007183,Passage frontière,2022-05-16 16:00,Bamako,,AGT015
EVT0020696,LIV012441,Prise en charge,2022-09-01 06:00,Bamako,,AGT001
EVT0020697,LIV012441,Départ entrepôt,2022-09-01 11:00,Dakar,,AGT018
EVT0020698,LIV013142,Prise en charge,2022-07-09 05:00,Dakar,,AGT006
EVT0020699,LIV013142,Départ entrepôt,2022-07-10 11:00,Accra,,AGT014
EVT0020700,LIV014882,Prise en charge,2022-08-13 09:00,Bamako,,AGT001
EVT0020701,LIV014882,Départ entrepôt,2022-08-14 21:00,Ouagadougou,,AGT017
EVT0020702,LIV013345,Prise en charge,2022-09-30 23:00,Ouagadougou,,AGT020
EVT0020703,LIV013345,Départ entrepôt,2022-10-01 07:00,Accra,,AGT005
EVT0020704,LIV013345,Passage frontière,2022-10-02 18:00,Ouagadougou,,AGT016
EVT0020705,LIV013345,Arrivée entrepôt transit,2022-10-04 00:00,Douala,,AGT001
EVT0020706,LIV013345,Départ entrepôt transit,2022-10-04 13:00,Frontière,,AGT024
EVT0020707,LIV005848,Prise en charge,2023-07-10 14:00,Douala,,AGT002
EVT0020708,LIV005848,Départ entrepôt,2023-07-10 23:00,Dakar,,AGT005
EVT0020709,LIV005848,Passage frontière,2023-07-11 10:00,Douala,,AGT007
EVT0020710,LIV005848,Arrivée entrepôt transit,2023-07-12 13:00,Dakar,,AGT015
EVT0020711,LIV012499,Prise en charge,2023-08-13 14:00,Accra,,AGT003
EVT0020712,LIV012499,Départ entrepôt,2023-08-14 23:00,Frontière,,AGT013
EVT0020713,LIV012499,Passage frontière,2023-08-16 04:00,Abidjan,,AGT013
EVT0020714,LIV012499,Arrivée entrepôt transit,2023-08-16 18:00,Douala,,AGT005
EVT0020715,LIV013076,Prise en charge,2022-11-21 17:00,Bamako,,AGT001
EVT0020716,LIV013076,Départ entrepôt,2022-11-22 04:00,Frontière,,AGT022
EVT0020717,LIV013076,Passage frontière,2022-11-22 11:00,Frontière,,AGT025
EVT0020718,LIV001223,Prise en charge,2023-08-21 06:00,Abidjan,,AGT015
EVT0020719,LIV001223,Départ entrepôt,2023-08-22 15:00,Frontière,,AGT010
EVT0020720,LIV001223,Passage frontière,2023-08-23 14:00,Accra,,AGT001
EVT0020721,LIV001223,Arrivée entrepôt transit,2023-08-24 08:00,Douala,,AGT018
EVT0020722,LIV001223,Départ entrepôt transit,2023-08-25 12:00,Douala,,AGT019
EVT0020723,LIV006474,Prise en charge,2023-05-10 11:00,Ouagadougou,,AGT011
EVT0020724,LIV006474,Départ entrepôt,2023-05-10 15:00,Accra,,AGT018
EVT0020725,LIV002135,Prise en charge,2022-09-20 10:00,Dakar,,AGT007
EVT0020726,LIV002135,Départ entrepôt,2022-09-21 04:00,Abidjan,,AGT011
EVT0020727,LIV002135,Passage frontière,2022-09-21 22:00,Douala,,AGT020
EVT0020728,LIV008954,Prise en charge,2023-02-16 04:00,Dakar,,AGT004
EVT0020729,LIV008954,Départ entrepôt,2023-02-17 15:00,Douala,,AGT003
EVT0020730,LIV008954,Passage frontière,2023-02-17 20:00,Frontière,,AGT025
EVT0020731,LIV008954,Arrivée entrepôt transit,2023-02-18 14:00,Accra,,AGT012
EVT0020732,LIV008954,Départ entrepôt transit,2023-02-19 00:00,Douala,,AGT004
EVT0020733,LIV008084,Prise en charge,2022-09-13 21:00,Bamako,,AGT024
EVT0020734,LIV008084,Départ entrepôt,2022-09-15 03:00,Ouagadougou,,AGT013
EVT0020735,LIV008084,Passage frontière,2022-09-15 18:00,Dakar,,AGT020
EVT0020736,LIV008084,Arrivée entrepôt transit,2022-09-17 03:00,Ouagadougou,,AGT007
EVT0020737,LIV008084,Départ entrepôt transit,2022-09-17 15:00,Accra,,AGT017
EVT0020738,LIV014673,Prise en charge,2022-04-10 06:00,Dakar,,AGT017
EVT0020739,LIV014673,Départ entrepôt,2022-04-11 04:00,Ouagadougou,,AGT020
EVT0020740,LIV014673,Passage frontière,2022-04-12 10:00,Dakar,,AGT012
EVT0020741,LIV014673,Arrivée entrepôt transit,2022-04-13 13:00,Douala,,AGT021
EVT0020742,LIV014673,Départ entrepôt transit,2022-04-13 18:00,Abidjan,,AGT005
EVT0020743,LIV006742,Prise en charge,2023-10-15 09:00,Douala,,AGT022
EVT0020744,LIV006742,Départ entrepôt,2023-10-16 11:00,Dakar,,AGT011
EVT0020745,LIV012104,Prise en charge,2023-11-12 01:00,Bamako,,AGT012
EVT0020746,LIV012104,Départ entrepôt,2023-11-12 20:00,Abidjan,,AGT003
EVT0020747,LIV012104,Passage frontière,2023-11-14 00:00,Douala,,AGT009
EVT0020748,LIV000510,Prise en charge,2022-08-04 07:00,Douala,,AGT020
EVT0020749,LIV000510,Départ entrepôt,2022-08-05 05:00,Douala,,AGT012
EVT0020750,LIV000510,Passage frontière,2022-08-05 15:00,Douala,,AGT011
EVT0020751,LIV000510,Arrivée entrepôt transit,2022-08-06 04:00,Frontière,,AGT003
EVT0020752,LIV000510,Départ entrepôt transit,2022-08-06 08:00,Dakar,,AGT002
EVT0020753,LIV010453,Prise en charge,2022-03-12 10:00,Abidjan,,AGT021
EVT0020754,LIV010453,Départ entrepôt,2022-03-13 18:00,Abidjan,,AGT008
EVT0020755,LIV010453,Passage frontière,2022-03-15 01:00,Abidjan,,AGT010
EVT0020756,LIV003987,Prise en charge,2022-06-11 10:00,Frontière,,AGT001
EVT0020757,LIV003987,Départ entrepôt,2022-06-11 16:00,Douala,,AGT014
EVT0020758,LIV003987,Passage frontière,2022-06-13 03:00,Bamako,,AGT016
EVT0020759,LIV000749,Prise en charge,2023-05-14 06:00,Abidjan,,AGT017
EVT0020760,LIV000749,Départ entrepôt,2023-05-15 04:00,Bamako,,AGT014
EVT0020761,LIV000749,Passage frontière,2023-05-16 04:00,Douala,,AGT006
EVT0020762,LIV000749,Arrivée entrepôt transit,2023-05-17 06:00,Ouagadougou,,AGT011
EVT0020763,LIV005247,Prise en charge,2023-01-10 04:00,Frontière,,AGT005
EVT0020764,LIV005247,Départ entrepôt,2023-01-10 19:00,Dakar,,AGT020
EVT0020765,LIV005247,Passage frontière,2023-01-11 02:00,Ouagadougou,,AGT021
EVT0020766,LIV005247,Arrivée entrepôt transit,2023-01-12 02:00,Frontière,,AGT009
EVT0020767,LIV005247,Départ entrepôt transit,2023-01-13 00:00,Frontière,,AGT004
EVT0020768,LIV001260,Prise en charge,2022-02-11 02:00,Frontière,,AGT013
EVT0020769,LIV001260,Départ entrepôt,2022-02-12 13:00,Dakar,,AGT020
EVT0020770,LIV001260,Passage frontière,2022-02-13 02:00,Bamako,,AGT007
EVT0020771,LIV001260,Arrivée entrepôt transit,2022-02-14 08:00,Frontière,,AGT019
EVT0020772,LIV001260,Départ entrepôt transit,2022-02-14 14:00,Accra,,AGT001
EVT0020773,LIV004719,Prise en charge,2023-05-02 11:00,Dakar,,AGT023
EVT0020774,LIV004719,Départ entrepôt,2023-05-03 06:00,Douala,,AGT025
EVT0020775,LIV004719,Passage frontière,2023-05-03 22:00,Bamako,,AGT021
EVT0020776,LIV004719,Arrivée entrepôt transit,2023-05-04 23:00,Abidjan,,AGT015
EVT0020777,LIV004719,Départ entrepôt transit,2023-05-06 02:00,Ouagadougou,,AGT005
EVT0020778,LIV001889,Prise en charge,2023-08-06 23:00,Accra,,AGT016
EVT0020779,LIV001889,Départ entrepôt,2023-08-07 04:00,Abidjan,,AGT010
EVT0020780,LIV000712,Prise en charge,2022-11-20 08:00,Accra,,AGT005
EVT0020781,LIV000712,Départ entrepôt,2022-11-21 17:00,Dakar,,AGT006
EVT0020782,LIV000712,Passage frontière,2022-11-22 20:00,Douala,,AGT007
EVT0020783,LIV013159,Prise en charge,2022-11-02 09:00,Frontière,,AGT024
EVT0020784,LIV013159,Départ entrepôt,2022-11-03 08:00,Dakar,,AGT018
EVT0020785,LIV013159,Passage frontière,2022-11-04 02:00,Dakar,,AGT023
EVT0020786,LIV013700,Prise en charge,2022-07-19 14:00,Frontière,,AGT005
EVT0020787,LIV013700,Départ entrepôt,2022-07-20 15:00,Abidjan,,AGT014
EVT0020788,LIV013700,Passage frontière,2022-07-21 08:00,Douala,,AGT017
EVT0020789,LIV013700,Arrivée entrepôt transit,2022-07-22 01:00,Accra,,AGT008
EVT0020790,LIV013700,Départ entrepôt transit,2022-07-22 13:00,Dakar,,AGT001
EVT0020791,LIV007857,Prise en charge,2023-04-25 06:00,Douala,,AGT014
EVT0020792,LIV007857,Départ entrepôt,2023-04-26 16:00,Douala,,AGT025
EVT0020793,LIV005834,Prise en charge,2022-05-07 19:00,Bamako,,AGT002
EVT0020794,LIV005834,Départ entrepôt,2022-05-08 19:00,Ouagadougou,,AGT010
EVT0020795,LIV014161,Prise en charge,2022-03-24 00:00,Ouagadougou,,AGT006
EVT0020796,LIV014161,Départ entrepôt,2022-03-24 07:00,Dakar,,AGT019
EVT0020797,LIV013151,Prise en charge,2022-12-17 06:00,Frontière,,AGT004
EVT0020798,LIV013151,Départ entrepôt,2022-12-17 11:00,Douala,,AGT025
EVT0020799,LIV013151,Passage frontière,2022-12-18 08:00,Dakar,,AGT007
EVT0020800,LIV013151,Arrivée entrepôt transit,2022-12-18 14:00,Douala,,AGT025
EVT0020801,LIV013151,Départ entrepôt transit,2022-12-18 20:00,Bamako,,AGT018
EVT0020802,LIV007563,Prise en charge,2023-06-28 19:00,Frontière,,AGT009
EVT0020803,LIV007563,Départ entrepôt,2023-06-29 01:00,Ouagadougou,,AGT019
EVT0020804,LIV004809,Prise en charge,2023-03-02 07:00,Ouagadougou,,AGT017
EVT0020805,LIV004809,Départ entrepôt,2023-03-03 17:00,Accra,,AGT017
EVT0020806,LIV004809,Passage frontière,2023-03-04 15:00,Ouagadougou,,AGT017
EVT0020807,LIV004809,Arrivée entrepôt transit,2023-03-05 20:00,Douala,,AGT011
EVT0020808,LIV004809,Départ entrepôt transit,2023-03-06 19:00,Dakar,,AGT006
EVT0020809,LIV003330,Prise en charge,2023-04-13 15:00,Frontière,,AGT015
EVT0020810,LIV003330,Départ entrepôt,2023-04-14 23:00,Accra,,AGT017
EVT0020811,LIV003330,Passage frontière,2023-04-16 01:00,Accra,,AGT011
EVT0020812,LIV003330,Arrivée entrepôt transit,2023-04-17 04:00,Ouagadougou,,AGT014
EVT0020813,LIV003294,Prise en charge,2022-02-25 23:00,Dakar,,AGT019
EVT0020814,LIV003294,Départ entrepôt,2022-02-26 14:00,Accra,,AGT016
EVT0020815,LIV003294,Passage frontière,2022-02-27 15:00,Abidjan,,AGT003
EVT0020816,LIV003294,Arrivée entrepôt transit,2022-02-28 08:00,Dakar,,AGT012
EVT0020817,LIV008486,Prise en charge,2023-02-23 08:00,Douala,,AGT020
EVT0020818,LIV008486,Départ entrepôt,2023-02-24 05:00,Dakar,,AGT006
EVT0020819,LIV008486,Passage frontière,2023-02-24 20:00,Abidjan,,AGT014
EVT0020820,LIV011800,Prise en charge,2022-10-11 07:00,Bamako,,AGT012
EVT0020821,LIV011800,Départ entrepôt,2022-10-11 22:00,Dakar,,AGT017
EVT0020822,LIV011800,Passage frontière,2022-10-12 08:00,Douala,,AGT020
